,Player,#,Nation,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Date,Team,Opponent
316,Dean Henderson,1.0,eng ENG,GK,90,32,30,32,0,0,0,21,0,0,,0,0,15,122,77,7,7,100.0,0,0,07/26/20,Sheffield Utd,Southampton
317,Jay Rodriguez,19.0,eng ENG,FW,77,26,1,1,4,21,6,25,1,1,100.0,1,0,16,84,57,27,19,70.4,5,3,07/26/20,Burnley,Brighton
318,Matej Vydra,27.0,cz CZE,FW,13,2,0,0,0,2,0,2,0,0,,0,0,1,9,0,4,2,50.0,0,0,07/26/20,Burnley,Brighton
319,Chris Wood,9.0,nz NZL,FW,90,24,1,2,6,17,7,22,0,0,,0,0,8,17,13,25,15,60.0,1,1,07/26/20,Burnley,Brighton
320,Dwight McNeil,11.0,eng ENG,CM,90,55,0,7,33,27,1,49,1,1,100.0,1,0,43,403,208,45,42,93.3,2,1,07/26/20,Burnley,Brighton
321,Josh Brownhill,8.0,eng ENG,CM,90,52,0,4,33,16,1,52,1,1,100.0,1,0,30,160,77,38,37,97.4,1,0,07/26/20,Burnley,Brighton
322,Ashley Westwood,18.0,eng ENG,CM,90,87,0,11,60,20,1,80,0,0,,0,0,42,161,81,65,59,90.8,1,1,07/26/20,Burnley,Brighton
323,Johann Gudmundsson,7.0,is ISL,CM,74,25,1,2,11,16,4,25,0,0,,0,0,16,88,63,22,18,81.8,0,1,07/26/20,Burnley,Brighton
324,Robbie Brady,12.0,ie IRL,CM,16,17,1,3,8,8,1,16,0,0,,0,0,11,74,43,11,11,100.0,2,0,07/26/20,Burnley,Brighton
325,Erik Pieters,23.0,nl NED,LB,90,65,2,16,37,19,2,56,0,0,,0,0,35,215,146,34,34,100.0,1,2,07/26/20,Burnley,Brighton
326,James Tarkowski,5.0,eng ENG,CB,90,50,7,25,24,4,3,46,0,0,,0,0,20,130,57,23,23,100.0,2,0,07/26/20,Burnley,Brighton
327,Kevin Long,28.0,ie IRL,CB,90,48,2,28,21,1,1,48,0,0,,0,0,20,80,36,25,25,100.0,0,1,07/26/20,Burnley,Brighton
328,Phil Bardsley,26.0,sco SCO,RB,90,73,2,24,40,12,0,57,0,0,,0,0,39,209,98,41,41,100.0,0,0,07/26/20,Burnley,Brighton
329,Nick Pope,1.0,eng ENG,GK,90,29,24,29,0,0,0,15,0,0,,0,0,8,90,66,6,6,100.0,0,0,07/26/20,Burnley,Brighton
330,Neal Maupay,7.0,fr FRA,FW,89,39,0,4,17,20,4,38,0,3,0.0,0,0,26,190,107,41,32,78.0,2,3,07/26/20,Brighton,Burnley
331,Alireza Jahanbakhsh,16.0,ir IRN,FW,1,2,1,2,1,0,0,2,0,0,,0,0,1,41,24,0,0,,0,0,07/26/20,Brighton,Burnley
332,Aaron Connolly,44.0,ie IRL,FW,89,26,0,1,11,14,6,25,1,1,100.0,1,0,14,64,41,27,15,55.6,3,2,07/26/20,Brighton,Burnley
333,Glenn Murray,17.0,eng ENG,FW,1,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,1,1,100.0,1,0,07/26/20,Brighton,Burnley
334,Alexis Mac Allister,10.0,ar ARG,AM,73,31,0,4,13,14,2,25,0,0,,0,0,14,62,47,19,16,84.2,1,2,07/26/20,Brighton,Burnley
335,Aaron Mooy,18.0,au AUS,AM,17,14,2,5,1,8,0,12,0,0,,0,0,6,19,5,8,7,87.5,0,0,07/26/20,Brighton,Burnley
336,Dale Stephens,6.0,eng ENG,DM,90,43,1,11,28,6,0,42,0,0,,0,0,27,148,89,29,29,100.0,0,0,07/26/20,Brighton,Burnley
337,Yves Bissouma,8.0,ml MLI,DM,72,33,1,10,19,6,0,33,0,0,,0,0,17,97,71,18,18,100.0,2,3,07/26/20,Brighton,Burnley
338,Davy Propper,24.0,nl NED,DM,18,14,2,2,6,8,0,14,0,0,,0,0,8,50,38,11,10,90.9,1,2,07/26/20,Brighton,Burnley
339,Solly March,20.0,eng ENG,WB,72,30,0,4,16,13,1,23,0,0,,0,0,18,148,104,19,17,89.5,0,0,07/26/20,Brighton,Burnley
340,Bernardo,30.0,br BRA,WB,18,18,1,2,9,7,0,18,0,0,,0,0,11,61,31,12,12,100.0,1,1,07/26/20,Brighton,Burnley
341,Tariq Lamptey,2.0,eng ENG,WB,90,50,3,16,16,24,5,45,3,4,75.0,3,0,39,396,261,30,30,100.0,6,4,07/26/20,Brighton,Burnley
342,Dan Burn,33.0,eng ENG,CB,90,58,7,30,23,5,0,50,0,0,,0,0,23,135,29,29,26,89.7,0,1,07/26/20,Brighton,Burnley
343,Lewis Dunk,5.0,eng ENG,CB,90,49,14,36,15,0,0,44,0,0,,0,0,18,81,36,26,26,100.0,0,0,07/26/20,Brighton,Burnley
344,Adam Webster,15.0,eng ENG,CB,90,49,10,33,17,4,0,48,0,0,,0,0,17,129,49,20,20,100.0,0,0,07/26/20,Brighton,Burnley
345,Mathew Ryan,1.0,au AUS,GK,90,40,40,40,0,0,0,25,0,0,,0,0,21,128,76,12,12,100.0,0,0,07/26/20,Brighton,Burnley
346,Michail Antonio,30.0,eng ENG,FW,45,20,0,1,12,8,1,20,0,0,,0,0,15,84,36,25,15,60.0,1,0,07/26/20,West Ham,Aston Villa
347,Sebastien Haller,22.0,fr FRA,FW,45,19,0,4,8,8,3,18,0,0,,0,0,9,96,37,21,15,71.4,1,0,07/26/20,West Ham,Aston Villa
348,Pablo Fornals,18.0,es ESP,LW,66,32,2,6,13,17,3,31,2,3,66.7,2,0,22,110,59,25,22,88.0,2,1,07/26/20,West Ham,Aston Villa
349,Manuel Lanzini,10.0,ar ARG,LW,24,15,0,1,10,5,2,15,1,1,100.0,1,0,12,60,25,14,13,92.9,0,0,07/26/20,West Ham,Aston Villa
350,Jarrod Bowen,17.0,eng ENG,RW,45,21,0,4,10,9,1,21,0,0,,0,0,14,80,24,18,16,88.9,2,2,07/26/20,West Ham,Aston Villa
351,Andriy Yarmolenko,7.0,ua UKR,RW,45,24,1,7,5,13,3,23,0,0,,0,0,18,115,74,19,17,89.5,3,2,07/26/20,West Ham,Aston Villa
352,Mark Noble,16.0,eng ENG,AM,86,64,1,6,35,23,1,61,0,0,,0,0,39,233,70,58,55,94.8,0,1,07/26/20,West Ham,Aston Villa
353,Felipe Anderson,8.0,br BRA,AM,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0.0,0,0,07/26/20,West Ham,Aston Villa
354,Declan Rice,41.0,eng ENG,DM,90,74,1,15,47,16,0,74,1,2,50.0,1,0,50,237,74,67,63,94.0,1,1,07/26/20,West Ham,Aston Villa
355,Tomas Soucek,28.0,cz CZE,DM,90,40,4,13,23,6,0,40,1,2,50.0,2,0,20,71,21,28,27,96.4,0,0,07/26/20,West Ham,Aston Villa
356,Ben Johnson,53.0,eng ENG,LB,90,79,4,25,37,18,0,69,1,1,100.0,1,0,43,173,77,55,52,94.5,0,1,07/26/20,West Ham,Aston Villa
357,Angelo Ogbonna,21.0,it ITA,CB,90,50,12,26,26,2,0,47,1,1,100.0,1,0,31,212,90,31,31,100.0,0,0,07/26/20,West Ham,Aston Villa
358,Issa Diop,23.0,fr FRA,CB,90,50,9,36,15,1,0,48,0,0,,0,0,28,186,72,32,32,100.0,0,0,07/26/20,West Ham,Aston Villa
359,Ryan Fredericks,24.0,eng ENG,RB,90,86,5,28,34,28,0,67,1,3,33.3,1,0,40,266,196,46,42,91.3,1,2,07/26/20,West Ham,Aston Villa
360,Åukasz FabiaÅski,1.0,pl POL,GK,90,30,27,30,0,0,0,22,0,0,,0,0,12,95,65,10,10,100.0,0,0,07/26/20,West Ham,Aston Villa
361,Mbwana Samatta,20.0,tz TAN,FW,67,25,0,1,12,13,4,25,1,1,100.0,1,0,16,119,27,36,19,52.8,2,2,07/26/20,Aston Villa,West Ham
362,Keinan Davis,39.0,eng ENG,FW,23,10,0,0,8,2,1,9,0,1,0.0,0,0,5,17,6,10,8,80.0,1,0,07/26/20,Aston Villa,West Ham
363,Jack Grealish,10.0,eng ENG,CM,90,39,1,4,19,24,3,33,1,4,25.0,2,0,26,316,183,38,25,65.8,0,2,07/26/20,Aston Villa,West Ham
364,Conor Hourihane,14.0,ie IRL,CM,75,37,2,3,25,9,1,31,0,0,,0,0,18,47,16,21,20,95.2,0,2,07/26/20,Aston Villa,West Ham
365,Marvelous Nakamba,11.0,zw ZIM,CM,15,5,0,3,0,2,0,5,0,0,,0,0,3,11,2,2,2,100.0,0,0,07/26/20,Aston Villa,West Ham
366,John McGinn,7.0,sco SCO,CM,90,37,0,2,13,23,3,36,1,1,100.0,1,0,26,166,73,27,26,96.3,0,6,07/26/20,Aston Villa,West Ham
367,Trezeguet,17.0,eg EGY,CM,89,20,2,6,6,10,3,20,0,1,0.0,1,0,8,79,32,23,12,52.2,0,1,07/26/20,Aston Villa,West Ham
368,Anwar El Ghazi,21.0,nl NED,CM,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0.0,0,0,07/26/20,Aston Villa,West Ham
369,Douglas Luiz,6.0,br BRA,DM,90,36,1,9,29,3,0,33,0,0,,0,0,14,150,98,19,18,94.7,0,0,07/26/20,Aston Villa,West Ham
370,Matt Targett,18.0,eng ENG,LB,90,57,4,13,35,10,0,40,0,0,,0,0,17,54,32,24,22,91.7,0,1,07/26/20,Aston Villa,West Ham
371,Tyrone Mings,40.0,eng ENG,CB,90,36,7,18,19,0,0,35,0,0,,0,0,18,132,37,16,16,100.0,0,0,07/26/20,Aston Villa,West Ham
372,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,42,6,19,23,2,0,40,0,0,,0,0,23,150,34,24,24,100.0,0,0,07/26/20,Aston Villa,West Ham
373,Frederic Guilbert,24.0,fr FRA,RB,75,34,1,9,16,10,0,24,1,2,50.0,1,0,14,90,48,15,14,93.3,0,2,07/26/20,Aston Villa,West Ham
374,Kortney Hause,30.0,eng ENG,RB,15,2,1,1,0,1,0,2,0,0,,0,0,0,0,0,0,0,,0,0,07/26/20,Aston Villa,West Ham
375,Pepe Reina,29.0,es ESP,GK,90,28,24,28,0,0,0,16,0,0,,0,0,12,95,65,14,14,100.0,0,0,07/26/20,Aston Villa,West Ham
376,Olivier Giroud,18.0,fr FRA,FW,77,41,1,2,21,19,6,40,1,1,100.0,1,0,25,86,56,54,31,57.4,2,1,07/26/20,Chelsea,Wolves
377,Tammy Abraham,9.0,eng ENG,FW,13,9,0,0,6,4,1,9,1,1,100.0,1,0,8,98,74,17,9,52.9,1,2,07/26/20,Chelsea,Wolves
378,Christian Pulisic,22.0,us USA,LW,77,50,0,6,28,23,3,50,0,4,0.0,0,0,39,244,173,56,41,73.2,4,2,07/26/20,Chelsea,Wolves
379,Callum Hudson-Odoi,20.0,eng ENG,LW,13,13,0,1,11,1,0,13,0,0,,0,0,11,59,30,13,10,76.9,0,2,07/26/20,Chelsea,Wolves
380,Mason Mount,19.0,eng ENG,RW,84,53,1,3,29,25,3,49,0,2,0.0,0,0,38,213,140,59,38,64.4,3,4,07/26/20,Chelsea,Wolves
381,Pedro,11.0,es ESP,RW,6,2,0,1,2,0,0,2,0,0,,0,0,2,18,1,1,1,100.0,0,0,07/26/20,Chelsea,Wolves
382,Mateo Kovacic,17.0,hr CRO,DM,84,71,0,16,49,9,0,67,2,2,100.0,2,0,54,295,117,46,46,100.0,1,3,07/26/20,Chelsea,Wolves
383,Ruben Loftus-Cheek,12.0,eng ENG,DM,6,7,0,2,5,0,0,7,0,0,,0,0,6,22,7,7,6,85.7,0,1,07/26/20,Chelsea,Wolves
384,Jorginho,5.0,it ITA,DM,87,92,0,24,64,8,0,90,0,0,,0,0,67,135,42,70,68,97.1,0,1,07/26/20,Chelsea,Wolves
385,Ross Barkley,8.0,eng ENG,DM,3,3,0,1,2,0,0,3,0,0,,0,0,3,6,0,2,2,100.0,0,0,07/26/20,Chelsea,Wolves
386,Marcos Alonso,3.0,es ESP,WB,90,84,3,19,39,31,5,69,1,2,50.0,1,0,43,204,130,50,45,90.0,1,1,07/26/20,Chelsea,Wolves
387,Reece James,24.0,eng ENG,WB,90,63,1,5,35,26,3,60,0,0,,0,0,47,208,86,53,46,86.8,1,1,07/26/20,Chelsea,Wolves
388,Antonio Rudiger,2.0,de GER,CB,90,89,8,54,40,2,0,86,0,0,,0,0,60,291,174,63,62,98.4,0,1,07/26/20,Chelsea,Wolves
389,Kurt Zouma,15.0,fr FRA,CB,90,80,14,50,33,0,0,79,0,0,,0,0,51,166,63,51,51,100.0,0,0,07/26/20,Chelsea,Wolves
390,Cesar Azpilicueta,28.0,es ESP,CB,90,106,4,30,65,14,1,95,0,0,,0,0,65,164,88,62,60,96.8,1,0,07/26/20,Chelsea,Wolves
391,Willy Caballero,13.0,ar ARG,GK,90,41,40,41,0,0,0,34,0,0,,0,0,29,119,47,28,28,100.0,0,0,07/26/20,Chelsea,Wolves
392,Raul Jimenez,9.0,mx MEX,FW,90,44,1,5,23,19,2,42,0,0,,0,0,31,165,76,44,31,70.5,3,7,07/26/20,Wolves,Chelsea
393,Diogo Jota,18.0,pt POR,LW,83,43,1,7,23,16,2,40,2,2,100.0,2,0,29,137,84,47,31,66.0,2,2,07/26/20,Wolves,Chelsea
394,Bruno JordÃ£o,6.0,pt POR,LW,7,6,0,0,4,2,0,6,0,0,,0,0,5,39,27,3,3,100.0,0,0,07/26/20,Wolves,Chelsea
395,Pedro Neto,7.0,pt POR,RW,45,23,1,4,11,10,0,20,0,1,0.0,0,0,14,100,34,23,11,47.8,0,3,07/26/20,Wolves,Chelsea
396,Adama Traore,37.0,es ESP,RW,45,30,0,6,20,9,0,26,3,3,100.0,3,0,22,267,179,24,19,79.2,3,5,07/26/20,Wolves,Chelsea
397,Ruben Neves,8.0,pt POR,DM,58,41,2,14,25,5,1,40,0,0,,0,0,22,63,27,24,23,95.8,0,1,07/26/20,Wolves,Chelsea
398,Joao Moutinho,28.0,pt POR,DM,32,21,0,3,19,0,0,18,1,1,100.0,1,0,10,33,18,11,8,72.7,0,0,07/26/20,Wolves,Chelsea
399,Leander Dendoncker,32.0,be BEL,DM,90,49,0,10,31,9,1,48,0,0,,0,0,19,47,14,25,24,96.0,1,1,07/26/20,Wolves,Chelsea
400,Jonny,19.0,es ESP,WB,57,35,1,9,20,8,0,22,1,1,100.0,1,0,14,102,50,15,13,86.7,2,4,07/26/20,Wolves,Chelsea
401,Ruben Vinagre,29.0,pt POR,WB,33,17,0,4,9,5,0,13,0,1,0.0,0,0,9,63,36,9,7,77.8,1,5,07/26/20,Wolves,Chelsea
402,Matt Doherty,2.0,ie IRL,WB,58,40,0,8,21,12,1,33,2,2,100.0,2,0,23,91,60,33,27,81.8,2,0,07/26/20,Wolves,Chelsea
403,Daniel Podence,10.0,pt POR,WB,32,14,1,1,8,6,0,14,0,0,,0,0,13,70,26,15,11,73.3,0,3,07/26/20,Wolves,Chelsea
404,Romain Saiss,27.0,ma MAR,CB,90,41,6,20,21,0,0,41,0,0,,0,0,18,41,28,19,18,94.7,0,0,07/26/20,Wolves,Chelsea
405,Conor Coady,16.0,eng ENG,CB,90,46,8,37,11,0,0,44,0,0,,0,0,22,116,45,21,21,100.0,0,0,07/26/20,Wolves,Chelsea
406,Willy Boly,15.0,fr FRA,CB,90,56,6,27,28,2,1,55,0,0,,0,0,19,60,23,18,17,94.4,0,0,07/26/20,Wolves,Chelsea
407,Rui PatrÃ­cio,11.0,pt POR,GK,90,21,19,21,0,0,0,10,0,0,,0,0,8,53,25,4,4,100.0,0,0,07/26/20,Wolves,Chelsea
408,Wilfried Zaha,11.0,ci CIV,FW,90,49,0,2,19,32,7,48,1,3,33.3,2,0,46,307,155,58,43,74.1,5,10,07/26/20,Crystal Palace,Tottenham
409,Jordan Ayew,9.0,gh GHA,FW,90,36,1,3,10,26,5,35,2,3,66.7,2,0,33,212,122,53,26,49.1,3,4,07/26/20,Crystal Palace,Tottenham
410,Jeffrey Schlupp,15.0,gh GHA,CM,84,46,1,6,28,21,3,44,1,2,50.0,1,0,31,187,106,36,30,83.3,3,3,07/26/20,Crystal Palace,Tottenham
411,Luka Milivojevic,4.0,rs SRB,CM,6,3,0,1,1,1,0,2,0,0,,0,0,2,4,4,2,2,100.0,0,0,07/26/20,Crystal Palace,Tottenham
412,James McArthur,18.0,sco SCO,CM,69,60,0,13,43,8,2,60,0,0,,0,0,43,211,102,47,44,93.6,0,0,07/26/20,Crystal Palace,Tottenham
413,Jairo Riedewald,44.0,nl NED,CM,21,14,0,4,10,2,1,14,0,0,,0,0,9,22,4,12,12,100.0,1,0,07/26/20,Crystal Palace,Tottenham
414,James McCarthy,22.0,ie IRL,CM,90,71,0,12,44,17,1,64,0,0,,0,0,44,181,85,40,39,97.5,0,3,07/26/20,Crystal Palace,Tottenham
415,Andros Townsend,10.0,eng ENG,CM,90,58,0,8,29,27,3,52,3,3,100.0,3,0,46,381,189,45,34,75.6,2,3,07/26/20,Crystal Palace,Tottenham
416,Tyrick Mitchell,39.0,eng ENG,LB,90,63,2,20,24,21,0,47,1,1,100.0,1,0,33,119,70,32,30,93.8,0,3,07/26/20,Crystal Palace,Tottenham
417,Scott Dann,6.0,eng ENG,CB,90,52,7,27,21,4,4,51,0,0,,0,0,24,64,46,33,32,97.0,1,0,07/26/20,Crystal Palace,Tottenham
418,Cheikhou Kouyate,8.0,sn SEN,CB,90,50,6,30,20,2,2,48,1,1,100.0,1,0,27,132,86,28,26,92.9,0,1,07/26/20,Crystal Palace,Tottenham
419,Joel Ward,2.0,eng ENG,RB,90,66,2,16,44,13,2,54,0,0,,0,0,33,163,94,41,39,95.1,0,1,07/26/20,Crystal Palace,Tottenham
420,Vicente Guaita,31.0,es ESP,GK,90,22,19,22,0,0,0,14,0,0,,0,0,9,47,31,9,9,100.0,0,0,07/26/20,Crystal Palace,Tottenham
421,Harry Kane,10.0,eng ENG,FW,90,23,2,2,12,10,1,23,0,1,0.0,1,1,18,77,43,22,17,77.3,2,1,07/26/20,Tottenham,Crystal Palace
422,Son Heung-Min,7.0,kr KOR,LW,79,50,0,8,27,19,1,49,3,6,50.0,3,0,41,215,120,43,36,83.7,1,4,07/26/20,Tottenham,Crystal Palace
423,Dele Alli,20.0,eng ENG,LW,11,11,1,3,6,2,0,11,0,0,,0,0,6,6,0,7,6,85.7,1,0,07/26/20,Tottenham,Crystal Palace
424,Lucas Moura,27.0,br BRA,RW,89,49,3,7,19,26,2,48,5,6,83.3,5,0,38,233,143,36,35,97.2,4,2,07/26/20,Tottenham,Crystal Palace
425,Davinson Sanchez,6.0,co COL,CB,1,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,07/26/20,Tottenham,Crystal Palace
426,Giovani Lo Celso,18.0,ar ARG,AM,59,52,0,5,29,20,2,50,1,3,33.3,1,0,39,176,72,35,35,100.0,1,1,07/26/20,Tottenham,Crystal Palace
427,Steven Bergwijn,23.0,nl NED,AM,31,18,1,4,9,7,0,17,1,1,100.0,1,0,14,49,6,10,8,80.0,0,1,07/26/20,Tottenham,Crystal Palace
428,Harry Winks,8.0,eng ENG,DM,90,76,4,19,54,7,0,72,0,0,,0,0,58,252,135,58,57,98.3,0,0,07/26/20,Tottenham,Crystal Palace
429,Moussa Sissoko,17.0,fr FRA,DM,79,50,3,11,32,8,0,48,1,3,33.3,2,0,36,185,105,31,31,100.0,3,1,07/26/20,Tottenham,Crystal Palace
430,Oliver Skipp,29.0,eng ENG,DM,11,10,0,5,6,0,0,10,0,0,,0,0,7,11,10,6,6,100.0,0,0,07/26/20,Tottenham,Crystal Palace
431,Ben Davies,33.0,wal WAL,LB,90,66,7,20,35,15,1,52,0,2,0.0,0,0,35,138,79,33,33,100.0,2,0,07/26/20,Tottenham,Crystal Palace
432,Eric Dier,15.0,eng ENG,CB,90,74,11,44,36,1,0,72,1,2,50.0,2,0,56,291,174,59,59,100.0,0,0,07/26/20,Tottenham,Crystal Palace
433,Toby Alderweireld,4.0,be BEL,CB,90,63,7,28,34,1,1,63,0,0,,0,0,39,110,57,43,43,100.0,0,0,07/26/20,Tottenham,Crystal Palace
434,Serge Aurier,24.0,ci CIV,RB,90,76,1,21,41,20,0,65,0,2,0.0,0,0,51,183,108,46,45,97.8,1,2,07/26/20,Tottenham,Crystal Palace
435,Hugo Lloris,1.0,fr FRA,GK,90,27,27,27,0,0,0,15,0,0,,0,0,10,39,17,7,7,100.0,0,0,07/26/20,Tottenham,Crystal Palace
436,Moise Kean,27.0,it ITA,FW,69,24,0,2,7,15,8,24,4,7,57.1,5,2,16,58,19,39,19,48.7,1,1,07/26/20,Everton,Bournemouth
437,Dominic Calvert-Lewin,9.0,eng ENG,FW,21,10,1,1,5,4,2,8,0,0,,0,0,4,14,9,9,7,77.8,2,0,07/26/20,Everton,Bournemouth
438,Richarlison,7.0,br BRA,LW,90,49,2,10,15,27,6,49,0,0,,0,0,37,160,79,48,37,77.1,1,2,07/26/20,Everton,Bournemouth
439,Theo Walcott,11.0,eng ENG,RW,57,36,0,5,12,21,8,35,1,2,50.0,1,0,27,129,81,30,23,76.7,2,1,07/26/20,Everton,Bournemouth
440,Anthony Gordon,42.0,eng ENG,RW,33,27,0,5,11,13,1,26,0,2,0.0,0,0,22,100,62,26,23,88.5,1,2,07/26/20,Everton,Bournemouth
441,Gylfi Sigurdsson,10.0,is ISL,AM,90,74,2,7,42,30,4,70,1,1,100.0,1,0,60,210,76,65,58,89.2,5,1,07/26/20,Everton,Bournemouth
442,Tom Davies,26.0,eng ENG,CM,69,70,1,28,37,9,0,70,0,1,0.0,0,0,51,316,182,54,51,94.4,0,1,07/26/20,Everton,Bournemouth
443,Bernard,20.0,br BRA,CM,21,16,0,3,8,6,1,16,0,0,,0,0,12,47,21,15,13,86.7,0,1,07/26/20,Everton,Bournemouth
444,Andre Gomes,21.0,pt POR,CM,90,117,4,34,81,15,1,117,2,2,100.0,2,0,95,470,310,100,98,98.0,0,2,07/26/20,Everton,Bournemouth
445,Lucas Digne,12.0,fr FRA,LB,69,66,5,26,23,20,1,52,1,1,100.0,1,0,33,213,128,39,35,89.7,0,0,07/26/20,Everton,Bournemouth
446,Leighton Baines,3.0,eng ENG,LB,21,21,0,2,12,7,0,17,0,0,,0,0,16,43,18,14,14,100.0,0,0,07/26/20,Everton,Bournemouth
447,Jarrad Branthwaite,32.0,eng ENG,CB,90,103,14,48,63,2,0,102,0,0,,0,0,77,337,179,81,80,98.8,1,0,07/26/20,Everton,Bournemouth
448,Michael Keane,5.0,eng ENG,CB,90,113,27,58,56,2,1,112,0,0,,0,0,85,365,214,90,90,100.0,0,1,07/26/20,Everton,Bournemouth
449,Seamus Coleman,23.0,ie IRL,RB,57,45,4,18,21,10,2,43,1,1,100.0,1,0,34,193,133,31,28,90.3,1,0,07/26/20,Everton,Bournemouth
450,Djibril Sidibe,19.0,fr FRA,RB,33,52,1,13,26,17,0,46,0,0,,0,0,37,160,95,42,41,97.6,0,0,07/26/20,Everton,Bournemouth
451,Jordan Pickford,1.0,eng ENG,GK,90,38,36,38,0,0,0,33,0,0,,0,0,23,154,105,18,18,100.0,0,0,07/26/20,Everton,Bournemouth
452,Dominic Solanke,9.0,eng ENG,FW,63,29,1,4,8,19,3,29,0,1,0.0,0,0,18,101,67,37,22,59.5,4,4,07/26/20,Bournemouth,Everton
453,Philip Billing,29.0,dk DEN,"CM,FW",27,19,0,5,6,8,3,19,0,0,,0,0,7,56,32,11,10,90.9,0,0,07/26/20,Bournemouth,Everton
454,Callum Wilson,13.0,eng ENG,FW,90,37,0,4,16,18,6,37,0,0,,0,0,27,152,84,57,31,54.4,2,4,07/26/20,Bournemouth,Everton
455,Joshua King,7.0,no NOR,CM,87,43,0,6,14,28,6,42,4,6,66.7,4,2,37,242,196,35,30,85.7,1,5,07/26/20,Bournemouth,Everton
456,Harry Wilson,22.0,wal WAL,CM,3,4,0,0,3,1,0,4,0,0,,0,0,2,43,11,4,4,100.0,0,0,07/26/20,Bournemouth,Everton
457,Jefferson Lerma,8.0,co COL,"CM,DM",90,38,5,15,17,7,4,38,1,1,100.0,1,0,17,52,16,17,16,94.1,1,1,07/26/20,Bournemouth,Everton
458,Dan Gosling,4.0,eng ENG,CM,90,47,1,13,16,19,0,46,2,2,100.0,2,0,22,88,57,21,20,95.2,2,0,07/26/20,Bournemouth,Everton
459,David Brooks,20.0,wal WAL,CM,63,31,1,6,9,19,1,29,1,2,50.0,1,0,18,118,83,24,21,87.5,2,2,07/26/20,Bournemouth,Everton
460,Junior Stanislas,19.0,eng ENG,CM,27,22,0,5,8,11,3,22,1,2,50.0,1,1,17,98,41,14,14,100.0,0,1,07/26/20,Bournemouth,Everton
461,Diego Rico,21.0,es ESP,LB,90,71,10,29,18,25,0,53,0,0,,0,0,20,123,74,21,17,81.0,0,1,07/26/20,Bournemouth,Everton
462,Lloyd Kelly,26.0,eng ENG,CB,90,29,9,18,6,8,0,25,0,0,,0,0,9,130,73,11,9,81.8,0,0,07/26/20,Bournemouth,Everton
463,Steve Cook,3.0,eng ENG,CB,90,24,9,14,11,0,0,23,0,0,,0,0,4,16,11,7,7,100.0,0,0,07/26/20,Bournemouth,Everton
464,Adam Smith,15.0,eng ENG,RB,90,40,0,11,18,14,0,30,1,1,100.0,1,0,15,158,86,17,16,94.1,0,0,07/26/20,Bournemouth,Everton
465,Aaron Ramsdale,12.0,eng ENG,GK,90,22,19,20,2,0,0,16,0,0,,0,0,9,59,41,6,6,100.0,0,0,07/26/20,Bournemouth,Everton
466,Alexandre Lacazette,9.0,fr FRA,FW,56,17,4,5,8,4,2,15,1,3,33.3,1,0,9,40,10,19,7,36.8,2,0,07/26/20,Arsenal,Watford
467,Eddie Nketiah,30.0,eng ENG,FW,34,21,0,2,14,6,1,20,3,4,75.0,3,0,15,68,27,23,13,56.5,3,0,07/26/20,Arsenal,Watford
468,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,42,2,10,17,19,5,42,1,2,50.0,1,0,26,182,143,46,28,60.9,1,1,07/26/20,Arsenal,Watford
469,Nicolas Pepe,19.0,ci CIV,RW,71,35,1,9,17,14,2,33,3,5,60.0,3,0,31,264,164,35,27,77.1,0,0,07/26/20,Arsenal,Watford
470,Reiss Nelson,24.0,eng ENG,RW,19,12,0,3,2,8,3,11,3,4,75.0,3,0,14,118,53,15,11,73.3,0,0,07/26/20,Arsenal,Watford
471,Joseph Willock,28.0,eng ENG,AM,56,19,1,3,13,6,2,19,2,3,66.7,2,0,20,183,120,21,16,76.2,1,0,07/26/20,Arsenal,Watford
472,Sead Kolasinac,31.0,ba BIH,"CB,AM",34,18,1,12,6,1,1,18,0,0,,0,0,9,35,23,10,10,100.0,0,0,07/26/20,Arsenal,Watford
473,Granit Xhaka,34.0,ch SUI,"CM,DM",90,74,4,31,45,5,0,73,3,3,100.0,3,0,55,323,189,54,52,96.3,0,0,07/26/20,Arsenal,Watford
474,Dani Ceballos,8.0,es ESP,"CM,DM",71,60,13,29,29,6,0,57,3,3,100.0,3,0,47,285,123,42,41,97.6,1,0,07/26/20,Arsenal,Watford
475,Lucas Torreira,11.0,uy URU,DM,19,9,0,3,5,1,0,8,0,1,0.0,0,0,6,15,11,7,7,100.0,0,0,07/26/20,Arsenal,Watford
476,Kieran Tierney,3.0,sco SCO,"LB,WB",90,46,3,19,16,14,3,42,1,2,50.0,1,0,26,168,113,35,27,77.1,1,0,07/26/20,Arsenal,Watford
477,David Luiz,23.0,br BRA,CB,90,41,9,28,15,1,1,36,0,0,,0,0,22,151,104,25,25,100.0,0,0,07/26/20,Arsenal,Watford
