,Player,#,Nation,Pos,Min,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out.1,Int,Blocks,Date,Team,Opponent
433,Toby Alderweireld,4.0,be BEL,CB,90,55,55,0,0,0,5,1,0,0,0,0,0,41,4,10,7,42,2,0,0,46,0,2,0,0,07/26/20,Tottenham,Crystal Palace
434,Serge Aurier,24.0,ci CIV,RB,90,63,52,11,2,0,5,2,3,0,0,0,0,40,10,13,4,48,2,9,0,52,0,0,0,2,07/26/20,Tottenham,Crystal Palace
435,Hugo Lloris,1.0,fr FRA,GK,90,26,14,12,0,0,0,1,0,0,0,0,0,13,0,13,14,8,0,0,2,21,0,1,0,0,07/26/20,Tottenham,Crystal Palace
436,Moise Kean,27.0,it ITA,FW,69,11,11,0,0,1,3,0,1,0,0,0,0,3,5,3,1,7,2,0,0,8,0,0,1,0,07/26/20,Everton,Bournemouth
437,Dominic Calvert-Lewin,9.0,eng ENG,FW,21,6,4,2,1,0,2,0,0,0,0,0,0,4,0,2,1,3,0,0,0,5,0,0,0,0,07/26/20,Everton,Bournemouth
438,Richarlison,7.0,br BRA,LW,90,37,37,0,0,0,4,0,1,0,0,0,0,25,9,3,5,30,1,0,1,30,0,0,2,1,07/26/20,Everton,Bournemouth
439,Theo Walcott,11.0,eng ENG,RW,57,27,26,1,0,0,5,0,2,0,0,0,0,19,3,5,2,24,0,1,0,20,0,0,1,3,07/26/20,Everton,Bournemouth
440,Anthony Gordon,42.0,eng ENG,RW,33,19,18,1,1,0,3,1,2,0,0,0,0,14,4,1,1,17,1,0,0,14,0,0,0,1,07/26/20,Everton,Bournemouth
441,Gylfi Sigurdsson,10.0,is ISL,AM,90,61,57,4,1,0,5,2,2,0,0,0,0,46,11,4,9,50,2,0,0,56,0,0,1,0,07/26/20,Everton,Bournemouth
442,Tom Davies,26.0,eng ENG,CM,69,58,57,1,1,0,7,0,0,0,0,0,0,43,9,6,7,47,1,0,1,50,0,2,0,2,07/26/20,Everton,Bournemouth
443,Bernard,20.0,br BRA,CM,21,14,14,0,0,0,2,0,1,0,0,0,0,8,3,3,4,9,1,0,0,12,0,1,0,0,07/26/20,Everton,Bournemouth
444,Andre Gomes,21.0,pt POR,CM,90,110,110,0,0,0,9,3,1,0,0,0,0,73,16,21,28,79,1,0,0,96,0,1,0,2,07/26/20,Everton,Bournemouth
445,Lucas Digne,12.0,fr FRA,LB,69,58,44,14,2,0,8,2,7,1,1,0,0,27,20,11,39,5,1,11,0,46,0,0,3,4,07/26/20,Everton,Bournemouth
446,Leighton Baines,3.0,eng ENG,LB,21,21,17,4,0,0,0,0,1,1,0,1,0,14,4,3,14,3,1,3,0,21,0,0,0,0,07/26/20,Everton,Bournemouth
447,Jarrad Branthwaite,32.0,eng ENG,CB,90,89,87,2,2,0,2,0,0,0,0,0,0,77,3,9,59,29,1,0,0,83,0,1,0,0,07/26/20,Everton,Bournemouth
448,Michael Keane,5.0,eng ENG,CB,90,96,95,1,1,0,6,1,0,0,0,0,0,82,10,4,21,73,1,0,0,90,0,1,1,0,07/26/20,Everton,Bournemouth
449,Seamus Coleman,23.0,ie IRL,RB,57,36,34,2,0,0,3,2,1,0,0,0,0,24,6,6,5,28,1,2,0,29,0,2,0,1,07/26/20,Everton,Bournemouth
450,Djibril Sidibe,19.0,fr FRA,RB,33,48,42,6,1,0,2,3,3,0,0,0,0,35,9,4,3,39,1,5,0,42,0,0,0,2,07/26/20,Everton,Bournemouth
451,Jordan Pickford,1.0,eng ENG,GK,90,36,31,5,0,0,6,0,0,0,0,0,0,24,6,6,22,4,0,0,9,33,0,0,0,0,07/26/20,Everton,Bournemouth
452,Dominic Solanke,9.0,eng ENG,FW,63,15,15,0,0,0,5,0,1,0,0,0,0,7,4,4,1,11,2,0,0,8,0,0,0,1,07/26/20,Bournemouth,Everton
453,Philip Billing,29.0,dk DEN,"CM,FW",27,14,14,0,0,0,2,0,0,0,0,0,0,8,3,3,8,3,1,0,0,11,1,0,0,0,07/26/20,Bournemouth,Everton
454,Callum Wilson,13.0,eng ENG,FW,90,25,25,0,0,0,6,0,0,0,0,0,0,9,9,7,6,13,3,0,0,17,0,0,0,1,07/26/20,Bournemouth,Everton
455,Joshua King,7.0,no NOR,CM,87,29,29,0,0,1,4,1,3,0,0,0,0,19,5,5,3,24,1,0,1,21,0,0,0,2,07/26/20,Bournemouth,Everton
456,Harry Wilson,22.0,wal WAL,CM,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,0,0,0,0,07/26/20,Bournemouth,Everton
457,Jefferson Lerma,8.0,co COL,"CM,DM",90,24,24,0,0,0,3,2,0,0,0,0,0,13,3,8,3,19,0,0,0,20,0,1,1,0,07/26/20,Bournemouth,Everton
458,Dan Gosling,4.0,eng ENG,CM,90,34,33,1,0,0,6,0,0,0,0,0,0,19,7,8,3,28,1,0,0,26,0,1,0,2,07/26/20,Bournemouth,Everton
459,David Brooks,20.0,wal WAL,CM,63,20,19,1,0,0,2,2,2,0,0,0,0,7,8,5,12,7,1,0,0,14,0,2,0,0,07/26/20,Bournemouth,Everton
460,Junior Stanislas,19.0,eng ENG,CM,27,17,17,0,0,0,5,0,0,0,0,0,0,14,3,0,3,14,0,0,0,11,0,0,1,2,07/26/20,Bournemouth,Everton
461,Diego Rico,21.0,es ESP,LB,90,55,37,18,5,0,3,1,14,5,0,3,0,18,10,27,44,2,1,8,0,39,0,1,0,1,07/26/20,Bournemouth,Everton
462,Lloyd Kelly,26.0,eng ENG,CB,90,23,19,4,0,0,1,0,1,0,0,0,0,8,4,11,13,2,3,4,0,12,0,1,0,1,07/26/20,Bournemouth,Everton
463,Steve Cook,3.0,eng ENG,CB,90,13,12,1,1,0,2,1,0,0,0,0,0,4,2,7,1,9,1,0,0,7,0,1,0,0,07/26/20,Bournemouth,Everton
464,Adam Smith,15.0,eng ENG,RB,90,34,24,10,0,0,1,2,3,0,0,0,0,10,10,14,3,19,2,10,0,26,0,1,0,2,07/26/20,Bournemouth,Everton
465,Aaron Ramsdale,12.0,eng ENG,GK,90,21,15,6,3,0,0,0,0,0,0,0,0,3,0,18,0,18,0,0,1,9,0,0,0,0,07/26/20,Bournemouth,Everton
466,Alexandre Lacazette,9.0,fr FRA,FW,56,9,7,2,0,0,2,0,0,0,0,0,0,7,1,1,0,8,1,0,0,5,0,1,1,1,07/26/20,Arsenal,Watford
467,Eddie Nketiah,30.0,eng ENG,FW,34,14,13,1,0,0,3,0,0,0,0,0,0,13,0,1,2,12,0,0,0,14,0,0,0,0,07/26/20,Arsenal,Watford
468,Pierre-Emerick Aubameyang,14.0,ga GAB,LW,90,29,29,0,0,0,6,1,1,0,0,0,0,17,4,8,0,27,1,0,0,22,0,0,1,0,07/26/20,Arsenal,Watford
469,Nicolas Pepe,19.0,ci CIV,RW,71,26,24,2,0,0,3,2,3,2,2,0,0,22,0,4,24,2,0,0,0,24,0,0,0,0,07/26/20,Arsenal,Watford
470,Reiss Nelson,24.0,eng ENG,RW,19,9,7,2,1,0,2,2,3,1,1,0,0,3,2,4,1,8,0,0,0,6,0,0,0,0,07/26/20,Arsenal,Watford
471,Joseph Willock,28.0,eng ENG,AM,56,15,15,0,0,0,6,0,0,0,0,0,0,12,2,1,2,13,0,0,0,11,1,0,0,1,07/26/20,Arsenal,Watford
472,Sead Kolasinac,31.0,ba BIH,"CB,AM",34,16,16,0,0,0,5,0,0,0,0,0,0,10,2,4,12,0,3,0,0,13,0,0,0,0,07/26/20,Arsenal,Watford
473,Granit Xhaka,34.0,ch SUI,"CM,DM",90,67,66,1,1,0,15,1,0,0,0,0,0,49,11,7,48,13,2,0,0,57,0,2,0,1,07/26/20,Arsenal,Watford
474,Dani Ceballos,8.0,es ESP,"CM,DM",71,53,50,3,2,0,7,3,1,1,1,0,0,38,7,8,3,50,0,0,0,46,0,0,1,1,07/26/20,Arsenal,Watford
475,Lucas Torreira,11.0,uy URU,DM,19,7,6,1,1,0,2,0,0,0,0,0,0,5,2,0,0,7,0,0,0,7,0,0,0,0,07/26/20,Arsenal,Watford
476,Kieran Tierney,3.0,sco SCO,"LB,WB",90,33,29,4,0,0,3,0,2,0,0,0,0,19,3,11,27,1,1,4,0,25,0,1,0,0,07/26/20,Arsenal,Watford
477,David Luiz,23.0,br BRA,CB,90,32,27,5,5,1,2,0,0,0,0,0,0,22,1,9,5,25,1,0,0,26,0,0,0,0,07/26/20,Arsenal,Watford
478,Rob Holding,16.0,eng ENG,CB,90,48,47,1,1,0,6,1,0,0,0,0,0,35,6,7,6,39,1,0,0,38,0,2,1,1,07/26/20,Arsenal,Watford
479,Ainsley Maitland-Niles,15.0,eng ENG,"RB,WB",90,68,61,7,2,0,6,2,0,0,0,0,0,50,10,8,8,52,2,5,1,57,0,3,0,2,07/26/20,Arsenal,Watford
480,Emiliano MartÃ­nez,26.0,ar ARG,GK,90,34,26,8,1,0,4,0,0,0,0,0,0,21,2,11,3,22,0,0,7,27,0,0,0,0,07/26/20,Arsenal,Watford
481,Troy Deeney,9.0,eng ENG,FW,90,39,38,1,0,1,12,1,2,0,0,0,0,24,7,8,3,28,2,0,1,24,0,0,2,3,07/26/20,Watford,Arsenal
482,Danny Welbeck,10.0,eng ENG,FW,90,18,15,3,0,0,3,0,0,0,0,0,0,12,4,2,0,13,1,2,0,16,0,0,0,1,07/26/20,Watford,Arsenal
483,Roberto Pereyra,37.0,ar ARG,AM,87,43,39,4,1,0,5,1,5,3,3,0,0,30,6,7,7,33,3,0,0,36,0,1,1,1,07/26/20,Watford,Arsenal
484,Joao Pedro,17.0,br BRA,AM,3,3,3,0,0,0,1,0,2,0,0,0,0,1,0,2,1,2,0,0,0,2,0,0,0,0,07/26/20,Watford,Arsenal
485,Ismaila Sarr,23.0,sn SEN,AM,90,44,43,1,0,0,5,2,9,0,0,0,0,34,1,9,3,39,2,0,0,36,0,1,1,3,07/26/20,Watford,Arsenal
486,Abdoulaye Doucoure,16.0,fr FRA,CM,80,57,56,1,0,1,9,1,3,0,0,0,0,43,10,4,3,51,0,0,1,42,1,1,0,5,07/26/20,Watford,Arsenal
487,Tom Cleverley,8.0,eng ENG,CM,10,8,8,0,0,0,0,0,1,0,0,0,0,5,0,3,1,7,0,0,0,5,0,0,0,0,07/26/20,Watford,Arsenal
488,Will Hughes,19.0,eng ENG,CM,80,43,36,7,2,0,4,4,9,5,3,2,0,28,1,14,36,7,0,0,0,34,0,0,0,2,07/26/20,Watford,Arsenal
489,Nathaniel Chalobah,14.0,eng ENG,CM,10,14,13,1,1,0,4,0,1,0,0,0,0,7,2,5,2,10,0,0,0,11,0,0,0,1,07/26/20,Watford,Arsenal
490,Adam Masina,11.0,it ITA,LB,90,39,30,9,1,0,2,2,2,0,0,0,0,15,9,15,24,2,2,8,1,33,1,0,0,0,07/26/20,Watford,Arsenal
491,Craig Dawson,4.0,eng ENG,CB,90,47,47,0,0,0,5,4,0,0,0,0,0,37,3,7,4,36,4,0,0,42,0,0,2,1,07/26/20,Watford,Arsenal
492,Christian Kabasele,27.0,be BEL,CB,90,30,29,1,1,0,0,1,0,0,0,0,0,18,3,9,1,24,5,0,0,30,0,0,0,0,07/26/20,Watford,Arsenal
493,Kiko Femenia,21.0,es ESP,RB,44,23,19,4,0,0,2,0,2,0,0,0,0,13,4,6,1,16,2,4,0,19,0,0,0,1,07/26/20,Watford,Arsenal
494,Adrian Mariappa,6.0,jm JAM,RB,46,33,24,9,0,0,1,0,1,0,0,0,0,12,8,13,0,16,7,9,0,26,0,0,0,2,07/26/20,Watford,Arsenal
495,Ben Foster,26.0,eng ENG,GK,90,21,14,7,2,0,0,1,0,0,0,0,0,5,0,16,14,3,0,0,4,13,0,0,0,0,07/26/20,Watford,Arsenal
496,Gabriel Jesus,9.0,br BRA,FW,90,39,39,0,0,1,7,1,0,0,0,0,0,36,1,2,3,34,0,0,1,35,0,0,0,2,07/26/20,Manchester City,Norwich City
497,Phil Foden,47.0,eng ENG,"LW,RW",45,46,45,1,0,1,7,1,5,1,1,0,0,34,6,6,39,4,3,0,0,38,0,1,0,1,07/26/20,Manchester City,Norwich City
498,Riyad Mahrez,26.0,dz ALG,RW,45,28,28,0,0,2,6,1,0,0,0,0,0,25,2,1,25,1,1,0,1,25,0,0,0,0,07/26/20,Manchester City,Norwich City
499,Raheem Sterling,7.0,eng ENG,"LW,RW",90,41,40,1,0,0,11,0,0,1,0,0,0,39,2,0,2,39,0,0,0,35,0,1,0,0,07/26/20,Manchester City,Norwich City
500,David Silva,21.0,es ESP,CM,84,57,56,1,0,0,7,1,0,0,0,0,0,48,8,1,44,12,0,0,1,49,0,2,1,1,07/26/20,Manchester City,Norwich City
501,Bernardo Silva,20.0,pt POR,CM,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,07/26/20,Manchester City,Norwich City
502,Kevin De Bruyne,17.0,be BEL,CM,90,69,58,11,3,3,7,3,10,7,4,1,0,47,11,11,12,53,2,1,0,52,0,3,2,1,07/26/20,Manchester City,Norwich City
503,Rodrigo,16.0,es ESP,DM,45,47,46,1,1,0,1,0,0,0,0,0,0,36,3,8,8,36,3,0,0,44,0,0,0,0,07/26/20,Manchester City,Norwich City
504,Ilkay Gundogan,8.0,de GER,DM,45,27,27,0,0,0,4,0,0,0,0,0,0,20,5,2,9,16,2,0,0,25,0,0,0,0,07/26/20,Manchester City,Norwich City
505,Joao Cancelo,27.0,pt POR,LB,90,90,80,10,0,0,4,3,6,0,0,0,0,63,17,10,14,64,1,10,0,81,0,1,0,1,07/26/20,Manchester City,Norwich City
506,Aymeric Laporte,14.0,fr FRA,CB,90,98,97,1,1,0,5,2,0,0,0,0,0,88,7,3,79,14,3,0,0,92,0,0,0,1,07/26/20,Manchester City,Norwich City
507,Eric Garcia,50.0,es ESP,CB,45,46,46,0,0,0,2,2,0,0,0,0,0,44,0,2,4,41,1,0,0,46,0,0,0,0,07/26/20,Manchester City,Norwich City
508,Fernandinho,25.0,br BRA,CB,45,53,53,0,0,0,1,1,1,0,0,0,0,45,3,5,8,44,0,0,1,51,0,0,0,0,07/26/20,Manchester City,Norwich City
509,Kyle Walker,2.0,eng ENG,RB,90,87,80,7,1,0,3,5,3,0,0,0,0,71,10,6,4,74,0,6,2,81,0,1,1,0,07/26/20,Manchester City,Norwich City
510,Ederson,31.0,br BRA,GK,90,29,25,4,0,0,0,0,0,0,0,0,0,26,0,3,24,0,0,0,4,27,0,0,0,0,07/26/20,Manchester City,Norwich City
511,Teemu Pukki,22.0,fi FIN,FW,76,10,7,3,0,0,0,0,0,0,0,0,0,8,1,1,2,7,1,0,0,6,0,0,0,1,07/26/20,Norwich City,Manchester City
512,Adam Idah,35.0,ie IRL,FW,14,6,3,3,0,0,1,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,0,1,0,07/26/20,Norwich City,Manchester City
513,Onel Hernandez,11.0,cu CUB,LW,86,15,15,0,0,0,1,0,0,0,0,0,0,12,2,1,2,11,2,0,0,10,0,0,0,0,07/26/20,Norwich City,Manchester City
514,Josh Martin,56.0,eng ENG,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
515,Todd Cantwell,14.0,eng ENG,RW,89,24,24,0,0,0,2,2,1,0,0,0,0,21,1,2,3,21,0,0,0,19,0,2,1,1,07/26/20,Norwich City,Manchester City
516,Jordan Thomas,41.0,eng ENG,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
517,Marco Stiepermann,18.0,de GER,AM,76,24,24,0,0,0,8,0,0,0,0,0,0,12,7,5,21,1,1,0,0,12,1,1,1,3,07/26/20,Norwich City,Manchester City
518,Mario Vrancic,8.0,ba BIH,AM,14,6,5,1,1,0,1,0,3,0,0,0,0,3,1,2,5,1,0,0,0,2,0,0,1,1,07/26/20,Norwich City,Manchester City
519,Kenny McLean,23.0,sco SCO,CM,89,23,21,2,2,0,2,1,0,0,0,0,0,12,3,8,14,5,3,0,0,16,1,0,0,0,07/26/20,Norwich City,Manchester City
520,Akin Famewo,43.0,eng ENG,CM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Norwich City,Manchester City
521,Lukas Rupp,7.0,de GER,CM,90,29,28,1,0,0,7,0,0,0,0,0,0,16,10,3,7,20,1,1,0,25,0,0,1,0,07/26/20,Norwich City,Manchester City
522,Jamal Lewis,12.0,nir NIR,LB,90,25,18,7,0,0,1,0,0,0,0,0,0,15,7,3,15,2,1,7,0,23,0,0,0,0,07/26/20,Norwich City,Manchester City
523,Ben Godfrey,4.0,eng ENG,CB,90,28,27,1,1,0,4,1,0,0,0,0,0,16,3,9,6,20,2,0,0,17,0,2,0,2,07/26/20,Norwich City,Manchester City
524,Christoph Zimmermann,6.0,de GER,CB,90,16,15,1,1,0,0,1,0,0,0,0,0,7,0,9,0,16,0,0,0,7,0,2,0,0,07/26/20,Norwich City,Manchester City
525,Max Aarons,2.0,eng ENG,RB,90,21,15,6,1,0,3,0,0,0,0,0,0,10,7,4,4,10,1,5,0,16,0,3,0,1,07/26/20,Norwich City,Manchester City
526,Tim Krul,1.0,nl NED,GK,90,50,26,24,1,0,1,2,0,0,0,0,0,19,2,29,32,10,0,0,5,32,0,3,0,0,07/26/20,Norwich City,Manchester City
527,Dwight Gayle,12.0,eng ENG,FW,69,9,8,1,0,0,4,0,0,0,0,0,0,5,2,2,0,7,1,0,0,7,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
528,Andy Carroll,7.0,eng ENG,FW,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
529,Allan Saint-Maximin,10.0,fr FRA,FW,45,6,5,1,0,0,1,0,1,0,0,0,0,4,2,0,0,6,0,0,0,5,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
530,Joelinton,9.0,br BRA,FW,45,11,11,0,0,0,5,0,0,0,0,0,0,6,3,2,2,7,1,0,0,7,1,0,0,1,07/26/20,Newcastle Utd,Liverpool
531,Miguel Almiron,24.0,py PAR,CM,69,19,19,0,0,0,7,0,2,0,0,0,0,14,3,2,18,0,0,0,1,12,0,1,0,2,07/26/20,Newcastle Utd,Liverpool
532,Isaac Hayden,14.0,eng ENG,CM,21,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
533,Jonjo Shelvey,8.0,eng ENG,CM,90,32,28,4,1,1,7,0,1,1,0,0,0,19,4,9,7,23,2,0,0,22,1,1,1,2,07/26/20,Newcastle Utd,Liverpool
534,Nabil Bentaleb,42.0,dz ALG,DM,48,17,17,0,0,0,6,1,0,0,0,0,0,11,0,6,9,5,1,0,0,13,1,1,0,0,07/26/20,Newcastle Utd,Liverpool
535,Sean Longstaff,36.0,eng ENG,DM,42,14,14,0,0,0,6,3,0,0,0,0,0,8,2,4,5,9,0,0,0,12,0,1,1,0,07/26/20,Newcastle Utd,Liverpool
536,Matt Ritchie,11.0,sco SCO,WB,90,49,34,15,1,0,15,1,3,1,1,0,0,15,13,21,26,6,3,13,0,29,0,2,0,1,07/26/20,Newcastle Utd,Liverpool
537,Valentino Lazaro,23.0,at AUT,WB,90,27,23,4,0,0,6,0,0,0,0,0,0,11,5,11,3,18,1,4,0,20,0,0,1,0,07/26/20,Newcastle Utd,Liverpool
538,Danny Rose,28.0,eng ENG,CB,73,20,18,2,1,0,6,0,1,0,0,0,0,10,6,4,12,2,3,1,0,15,0,0,0,2,07/26/20,Newcastle Utd,Liverpool
539,Kelland Watts,49.0,eng ENG,CB,17,4,4,0,0,0,1,0,0,0,0,0,0,1,0,3,2,2,0,0,0,1,0,0,0,0,07/26/20,Newcastle Utd,Liverpool
540,Federico Fernandez,18.0,ar ARG,CB,90,21,20,1,1,0,3,0,0,0,0,0,0,14,1,6,0,21,0,0,0,14,0,2,0,1,07/26/20,Newcastle Utd,Liverpool
541,Javier Manquillo,19.0,es ESP,CB,90,22,22,0,0,0,3,0,0,0,0,0,0,16,2,4,0,20,2,0,0,21,0,1,0,0,07/26/20,Newcastle Utd,Liverpool
542,Martin DÃºbravka,1.0,sk SVK,GK,90,31,21,10,2,0,3,1,0,0,0,0,0,3,1,27,1,24,0,0,3,11,0,2,0,0,07/26/20,Newcastle Utd,Liverpool
543,Divock Origi,27.0,be BEL,FW,63,23,22,1,0,0,7,0,0,0,0,0,0,17,4,2,0,21,0,1,0,16,0,1,1,1,07/26/20,Liverpool,Newcastle Utd
544,Mohamed Salah,11.0,eg EGY,RW,27,21,21,0,0,0,0,0,1,0,0,0,0,17,2,2,19,1,0,0,1,17,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
545,Takumi Minamino,18.0,jp JPN,LW,63,28,27,1,1,0,3,0,0,0,0,0,0,23,2,3,1,27,0,0,0,26,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
546,Sadio Mane,10.0,sn SEN,LW,27,14,14,0,0,0,2,0,0,0,0,0,0,8,4,2,0,13,0,0,0,12,0,1,0,0,07/26/20,Liverpool,Newcastle Utd
547,Alex Oxlade-Chamberlain,15.0,eng ENG,RW,63,22,22,0,0,0,4,0,3,0,0,0,0,13,4,5,2,20,0,0,0,18,0,0,1,1,07/26/20,Liverpool,Newcastle Utd
548,Roberto Firmino,9.0,br BRA,FW,27,19,19,0,0,1,0,0,0,0,0,0,0,14,4,1,2,17,0,0,0,15,0,0,1,1,07/26/20,Liverpool,Newcastle Utd
549,James Milner,7.0,eng ENG,CM,90,99,92,7,1,0,8,8,2,1,0,1,0,79,7,13,3,92,1,3,0,94,0,2,0,1,07/26/20,Liverpool,Newcastle Utd
550,Naby Keita,8.0,gn GUI,CM,84,66,65,1,1,0,14,0,0,0,0,0,0,48,15,3,9,54,1,0,0,59,0,1,0,2,07/26/20,Liverpool,Newcastle Utd
551,Curtis Jones,48.0,eng ENG,CM,6,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
552,Georginio Wijnaldum,5.0,nl NED,DM,90,86,84,2,2,0,4,3,0,0,0,0,0,67,10,9,5,75,5,0,0,80,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
553,Andrew Robertson,26.0,sco SCO,LB,90,135,114,21,3,0,6,3,8,3,0,2,0,94,11,30,105,14,1,15,0,114,0,0,0,5,07/26/20,Liverpool,Newcastle Utd
554,Virgil van Dijk,4.0,nl NED,CB,90,105,104,1,1,0,8,2,0,0,0,0,0,87,8,10,6,92,3,0,0,98,0,2,0,0,07/26/20,Liverpool,Newcastle Utd
555,Joseph Gomez,12.0,eng ENG,CB,90,112,110,2,1,0,11,5,1,0,0,0,0,81,11,20,7,90,8,1,0,98,0,2,1,0,07/26/20,Liverpool,Newcastle Utd
556,Neco Williams,76.0,wal WAL,RB,84,65,53,12,2,0,8,2,2,0,0,0,0,40,5,20,3,48,4,10,0,51,0,2,0,4,07/26/20,Liverpool,Newcastle Utd
557,Trent Alexander-Arnold,66.0,eng ENG,RB,6,7,7,0,0,0,1,0,0,0,0,0,0,4,2,1,2,5,0,0,0,7,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
558,Alisson,1.0,br BRA,GK,90,24,20,4,2,0,2,1,0,0,0,0,0,19,2,3,2,18,0,0,4,24,0,0,0,0,07/26/20,Liverpool,Newcastle Utd
559,Jamie Vardy,9.0,eng ENG,FW,90,12,10,2,0,0,2,2,2,0,0,0,0,9,1,2,1,9,0,0,0,10,0,0,0,1,07/26/20,Leicester City,Manchester Utd
560,Kelechi Iheanacho,14.0,ng NGA,FW,57,27,27,0,0,0,9,1,0,0,0,0,0,26,0,1,27,0,0,0,0,26,0,0,0,0,07/26/20,Leicester City,Manchester Utd
561,Ayoze Perez,17.0,es ESP,"CM,FW",33,8,8,0,0,0,0,0,0,0,0,0,0,6,2,0,0,8,0,0,0,7,0,1,0,0,07/26/20,Leicester City,Manchester Utd
562,Youri Tielemans,8.0,be BEL,CM,72,42,38,4,2,0,0,3,3,2,0,1,1,31,3,8,10,32,0,0,0,32,1,0,3,1,07/26/20,Leicester City,Manchester Utd
563,Harvey Barnes,15.0,eng ENG,"FW,WB",18,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0,07/26/20,Leicester City,Manchester Utd
564,Hamza Choudhury,20.0,eng ENG,CM,72,29,28,1,0,0,2,1,0,0,0,0,0,25,2,2,3,26,0,0,0,26,0,0,0,2,07/26/20,Leicester City,Manchester Utd
565,Dennis Praet,26.0,be BEL,CM,18,7,7,0,0,0,0,0,1,0,0,0,0,6,1,0,1,6,0,0,0,7,0,0,0,0,07/26/20,Leicester City,Manchester Utd
566,Wilfred Ndidi,25.0,ng NGA,DM,90,38,38,0,0,0,1,0,0,0,0,0,0,31,5,2,7,29,1,0,0,32,0,0,0,2,07/26/20,Leicester City,Manchester Utd
567,Luke Thomas,56.0,eng ENG,WB,87,50,39,11,1,0,4,1,4,0,0,0,0,24,15,11,32,4,4,10,0,38,0,3,0,1,07/26/20,Leicester City,Manchester Utd
568,George Hirst,45.0,eng ENG,FW,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,07/26/20,Leicester City,Manchester Utd
569,Marc Albrighton,11.0,eng ENG,WB,72,47,43,4,0,0,5,1,3,0,0,0,0,30,5,12,0,42,1,4,0,32,0,3,0,4,07/26/20,Leicester City,Manchester Utd
570,Demarai Gray,7.0,eng ENG,WB,18,12,9,3,2,0,0,2,4,1,0,0,1,8,1,3,3,9,0,0,0,8,0,1,1,0,07/26/20,Leicester City,Manchester Utd
571,Jonny Evans,6.0,nir NIR,CB,89,58,53,5,1,0,2,3,0,0,0,0,0,36,5,17,28,21,3,4,1,49,0,2,0,0,07/26/20,Leicester City,Manchester Utd
572,Wes Morgan,5.0,jm JAM,CB,90,37,37,0,0,0,3,0,0,0,0,0,0,30,4,3,4,30,3,0,0,33,0,1,0,1,07/26/20,Leicester City,Manchester Utd
573,James Justin,2.0,eng ENG,CB,90,67,59,8,1,0,6,1,2,0,0,0,0,47,9,11,9,47,3,7,0,57,0,0,1,2,07/26/20,Leicester City,Manchester Utd
574,Kasper Schmeichel,1.0,dk DEN,GK,90,35,23,12,5,0,0,0,0,0,0,0,0,13,0,22,0,29,0,0,2,22,0,1,0,0,07/26/20,Leicester City,Manchester Utd
575,Anthony Martial,9.0,fr FRA,FW,89,15,15,0,0,0,6,0,0,0,0,0,0,13,0,2,3,10,1,0,1,11,0,0,0,0,07/26/20,Manchester Utd,Leicester City
576,Odion Ighalo,25.0,ng NGA,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
577,Marcus Rashford,10.0,eng ENG,LW,89,29,29,0,0,0,3,1,0,0,0,0,0,19,2,8,1,26,1,0,1,22,0,1,0,1,07/26/20,Manchester Utd,Leicester City
578,Timothy Fosu-Mensah,24.0,nl NED,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/26/20,Manchester Utd,Leicester City
579,Mason Greenwood,26.0,eng ENG,RW,76,35,35,0,0,0,8,1,1,0,0,0,0,28,2,5,26,9,0,0,0,26,0,1,1,1,07/26/20,Manchester Utd,Leicester City
