,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
286,Kurt Zouma,15.0,fr FRA,CB,90,75,78,96.2,2021,491,0,0,,42,44,95.5,33,34,97.1,0,0.0,0,8,0,0,5,07/22/20,Chelsea,Liverpool
287,Cesar Azpilicueta,28.0,es ESP,CB,90,74,86,86.0,1711,570,1,2,50.0,50,55,90.9,23,29,79.3,0,0.0,1,4,1,0,5,07/22/20,Chelsea,Liverpool
288,Kepa Arrizabalaga,1.0,es ESP,GK,90,28,38,73.7,906,443,0,0,,12,12,100.0,16,26,61.5,0,0.0,0,0,0,0,0,07/22/20,Chelsea,Liverpool
289,Danny Ings,9.0,eng ENG,FW,90,24,35,68.6,345,61,1,5,20.0,21,25,84.0,2,5,40.0,0,0.2,2,3,0,0,2,07/26/20,Southampton,Sheffield Utd
290,Che Adams,10.0,eng ENG,FW,84,14,19,73.7,236,12,0,0,,11,15,73.3,3,4,75.0,0,0.0,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
291,Shane Long,7.0,ie IRL,FW,6,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
292,Nathan Redmond,22.0,eng ENG,CM,90,41,55,74.5,745,111,0,0,,34,42,81.0,7,13,53.8,0,0.0,0,1,3,0,5,07/26/20,Southampton,Sheffield Utd
293,Stuart Armstrong,17.0,sco SCO,CM,29,14,15,93.3,196,53,1,1,100.0,12,12,100.0,1,2,50.0,0,0.0,0,2,0,0,1,07/26/20,Southampton,Sheffield Utd
294,William Smallbone,27.0,ie IRL,CM,61,26,31,83.9,465,41,0,0,,21,26,80.8,5,5,100.0,1,0.2,1,0,1,0,1,07/26/20,Southampton,Sheffield Utd
295,Oriol Romeu,14.0,es ESP,DM,89,91,100,91.0,1868,477,0,0,,66,72,91.7,25,28,89.3,0,0.1,1,9,0,0,7,07/26/20,Southampton,Sheffield Utd
296,Michael Obafemi,20.0,ie IRL,DM,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
297,James Ward-Prowse,16.0,eng ENG,DM,90,78,97,80.4,1364,301,3,5,60.0,62,63,98.4,13,29,44.8,0,0.1,1,10,2,0,8,07/26/20,Southampton,Sheffield Utd
298,Ryan Bertrand,21.0,eng ENG,LB,90,63,74,85.1,968,273,2,3,66.7,55,59,93.2,6,12,50.0,0,0.0,0,3,0,0,13,07/26/20,Southampton,Sheffield Utd
299,Jannik Vestergaard,4.0,dk DEN,CB,90,83,95,87.4,1540,419,2,2,100.0,65,73,89.0,16,20,80.0,0,0.0,1,4,0,0,3,07/26/20,Southampton,Sheffield Utd
300,Jack Stephens,5.0,eng ENG,CB,90,86,98,87.8,1732,469,3,4,75.0,61,63,96.8,22,31,71.0,0,0.0,0,7,1,0,9,07/26/20,Southampton,Sheffield Utd
301,Kyle Walker-Peters,24.0,eng ENG,RB,90,60,72,83.3,926,189,0,3,0.0,55,61,90.2,5,8,62.5,0,0.0,0,0,1,0,1,07/26/20,Southampton,Sheffield Utd
302,Alex McCarthy,1.0,eng ENG,GK,90,31,36,86.1,801,487,0,0,,21,22,95.5,10,14,71.4,0,0.0,0,0,0,0,0,07/26/20,Southampton,Sheffield Utd
303,Billy Sharp,10.0,eng ENG,FW,69,8,12,66.7,158,25,0,1,0.0,7,10,70.0,1,1,100.0,1,0.8,2,0,0,0,1,07/26/20,Sheffield Utd,Southampton
304,Leon Clarke,24.0,eng ENG,FW,21,2,4,50.0,39,0,0,0,,1,3,33.3,1,1,100.0,0,0.0,0,0,0,0,0,07/26/20,Sheffield Utd,Southampton
305,Oliver McBurnie,9.0,sco SCO,FW,50,8,16,50.0,117,26,0,2,0.0,7,12,58.3,1,2,50.0,0,0.0,0,0,0,0,1,07/26/20,Sheffield Utd,Southampton
306,Richairo Zivkovic,30.0,nl NED,FW,40,2,2,100.0,47,0,0,0,,2,2,100.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Sheffield Utd,Southampton
307,John Fleck,4.0,sco SCO,CM,90,12,22,54.5,167,46,0,2,0.0,11,16,68.8,1,4,25.0,0,0.1,1,2,0,0,1,07/26/20,Sheffield Utd,Southampton
308,John Lundstram,7.0,eng ENG,CM,90,20,30,66.7,429,126,1,2,50.0,13,19,68.4,6,9,66.7,0,0.0,0,4,1,1,6,07/26/20,Sheffield Utd,Southampton
309,Sander Berge,32.0,no NOR,DM,90,25,33,75.8,474,92,0,0,,20,26,76.9,5,7,71.4,0,0.0,0,3,0,0,2,07/26/20,Sheffield Utd,Southampton
310,Enda Stevens,3.0,ie IRL,WB,90,18,26,69.2,311,175,1,2,50.0,14,18,77.8,3,6,50.0,0,0.0,0,0,1,1,4,07/26/20,Sheffield Utd,Southampton
311,George Baldock,2.0,eng ENG,WB,90,19,27,70.4,368,215,0,0,,15,19,78.9,4,8,50.0,0,0.5,1,3,1,0,5,07/26/20,Sheffield Utd,Southampton
312,Jack Robinson,19.0,eng ENG,CB,90,17,29,58.6,374,177,0,3,0.0,11,17,64.7,6,9,66.7,0,0.0,0,1,0,0,2,07/26/20,Sheffield Utd,Southampton
313,John Egan,12.0,ie IRL,CB,90,11,18,61.1,204,85,0,0,,9,13,69.2,2,5,40.0,0,0.0,0,1,0,0,0,07/26/20,Sheffield Utd,Southampton
314,Chris Basham,6.0,eng ENG,CB,79,17,23,73.9,321,138,0,0,,11,14,78.6,6,9,66.7,0,0.1,1,1,1,1,1,07/26/20,Sheffield Utd,Southampton
315,Oliver Norwood,16.0,nir NIR,CB,11,6,8,75.0,158,30,0,0,,3,3,100.0,3,5,60.0,0,0.0,0,1,0,0,0,07/26/20,Sheffield Utd,Southampton
316,Dean Henderson,1.0,eng ENG,GK,90,13,31,41.9,710,576,0,0,,2,2,100.0,11,29,37.9,0,0.0,0,1,0,0,0,07/26/20,Sheffield Utd,Southampton
317,Jay Rodriguez,19.0,eng ENG,FW,77,3,11,27.3,48,0,0,0,,3,8,37.5,0,3,0.0,0,0.0,0,0,0,0,0,07/26/20,Burnley,Brighton
318,Matej Vydra,27.0,cz CZE,FW,13,2,2,100.0,29,0,0,0,,2,2,100.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Burnley,Brighton
319,Chris Wood,9.0,nz NZL,FW,90,9,15,60.0,122,13,0,0,,9,14,64.3,0,1,0.0,0,0.0,1,0,0,0,0,07/26/20,Burnley,Brighton
320,Dwight McNeil,11.0,eng ENG,CM,90,37,49,75.5,779,246,0,3,0.0,29,31,93.5,8,15,53.3,0,0.3,4,5,4,4,9,07/26/20,Burnley,Brighton
321,Josh Brownhill,8.0,eng ENG,CM,90,37,47,78.7,646,118,0,0,,29,37,78.4,8,10,80.0,0,0.0,1,5,0,0,4,07/26/20,Burnley,Brighton
322,Ashley Westwood,18.0,eng ENG,CM,90,60,76,78.9,1346,380,3,3,100.0,38,42,90.5,19,31,61.3,0,0.4,1,7,1,0,9,07/26/20,Burnley,Brighton
323,Johann Gudmundsson,7.0,is ISL,CM,74,15,18,83.3,269,76,0,0,,11,12,91.7,4,6,66.7,0,0.0,0,0,2,2,4,07/26/20,Burnley,Brighton
324,Robbie Brady,12.0,ie IRL,CM,16,8,11,72.7,122,36,1,1,100.0,6,9,66.7,1,1,100.0,0,0.0,0,0,0,0,2,07/26/20,Burnley,Brighton
325,Erik Pieters,23.0,nl NED,LB,90,44,52,84.6,686,305,1,1,100.0,39,43,90.7,4,8,50.0,1,0.7,2,4,2,1,10,07/26/20,Burnley,Brighton
326,James Tarkowski,5.0,eng ENG,CB,90,32,39,82.1,765,224,0,0,,19,22,86.4,13,17,76.5,0,0.2,1,2,0,0,1,07/26/20,Burnley,Brighton
327,Kevin Long,28.0,ie IRL,CB,90,26,35,74.3,628,163,1,1,100.0,14,19,73.7,11,15,73.3,0,0.0,0,1,0,0,1,07/26/20,Burnley,Brighton
328,Phil Bardsley,26.0,sco SCO,RB,90,42,65,64.6,689,295,1,3,33.3,37,42,88.1,4,20,20.0,0,0.0,1,4,0,0,4,07/26/20,Burnley,Brighton
329,Nick Pope,1.0,eng ENG,GK,90,17,28,60.7,746,559,0,0,,5,5,100.0,12,23,52.2,0,0.0,0,0,0,0,0,07/26/20,Burnley,Brighton
330,Neal Maupay,7.0,fr FRA,FW,89,22,27,81.5,462,59,1,3,33.3,13,14,92.9,8,10,80.0,1,0.2,2,2,0,0,2,07/26/20,Brighton,Burnley
331,Alireza Jahanbakhsh,16.0,ir IRN,FW,1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Brighton,Burnley
332,Aaron Connolly,44.0,ie IRL,FW,89,9,11,81.8,117,22,2,3,66.7,5,6,83.3,2,2,100.0,0,0.0,0,1,0,0,2,07/26/20,Brighton,Burnley
333,Glenn Murray,17.0,eng ENG,FW,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Brighton,Burnley
334,Alexis Mac Allister,10.0,ar ARG,AM,73,12,21,57.1,199,60,1,1,100.0,9,12,75.0,2,8,25.0,0,0.0,0,1,0,0,2,07/26/20,Brighton,Burnley
335,Aaron Mooy,18.0,au AUS,AM,17,10,11,90.9,141,6,1,1,100.0,9,9,100.0,0,1,0.0,0,0.0,1,0,1,0,1,07/26/20,Brighton,Burnley
336,Dale Stephens,6.0,eng ENG,DM,90,33,40,82.5,851,185,0,1,0.0,20,23,87.0,13,16,81.3,0,0.1,2,5,0,0,3,07/26/20,Brighton,Burnley
337,Yves Bissouma,8.0,ml MLI,DM,72,16,18,88.9,408,151,1,2,50.0,9,10,90.0,6,6,100.0,0,0.0,0,3,1,0,5,07/26/20,Brighton,Burnley
338,Davy Propper,24.0,nl NED,DM,18,6,8,75.0,87,17,0,0,,5,6,83.3,1,2,50.0,0,0.0,0,0,0,0,0,07/26/20,Brighton,Burnley
339,Solly March,20.0,eng ENG,WB,72,15,28,53.6,402,147,0,1,0.0,11,18,61.1,4,9,44.4,0,0.0,0,1,0,0,3,07/26/20,Brighton,Burnley
340,Bernardo,30.0,br BRA,WB,18,12,13,92.3,158,90,0,0,,11,11,100.0,1,2,50.0,0,0.0,0,2,0,0,2,07/26/20,Brighton,Burnley
341,Tariq Lamptey,2.0,eng ENG,WB,90,23,31,74.2,323,129,0,1,0.0,21,25,84.0,2,5,40.0,0,0.5,3,2,3,3,6,07/26/20,Brighton,Burnley
342,Dan Burn,33.0,eng ENG,CB,90,32,46,69.6,577,260,0,0,,26,32,81.3,6,14,42.9,0,0.0,0,2,0,0,5,07/26/20,Brighton,Burnley
343,Lewis Dunk,5.0,eng ENG,CB,90,30,41,73.2,644,194,0,0,,23,27,85.2,7,14,50.0,0,0.1,1,3,0,0,2,07/26/20,Brighton,Burnley
344,Adam Webster,15.0,eng ENG,CB,90,23,35,65.7,504,229,0,1,0.0,18,19,94.7,5,15,33.3,0,0.0,0,1,0,0,1,07/26/20,Brighton,Burnley
345,Mathew Ryan,1.0,au AUS,GK,90,28,37,75.7,1303,967,0,0,,6,6,100.0,22,31,71.0,0,0.0,0,1,0,0,0,07/26/20,Brighton,Burnley
346,Michail Antonio,30.0,eng ENG,FW,45,12,15,80.0,194,53,1,1,100.0,9,11,81.8,2,3,66.7,0,0.0,0,1,1,0,2,07/26/20,West Ham,Aston Villa
347,Sebastien Haller,22.0,fr FRA,FW,45,12,14,85.7,181,11,1,1,100.0,10,11,90.9,1,2,50.0,0,0.0,0,1,0,0,0,07/26/20,West Ham,Aston Villa
348,Pablo Fornals,18.0,es ESP,LW,66,15,23,65.2,290,24,0,1,0.0,12,17,70.6,3,5,60.0,0,0.0,0,1,0,0,0,07/26/20,West Ham,Aston Villa
349,Manuel Lanzini,10.0,ar ARG,LW,24,12,14,85.7,178,41,1,1,100.0,10,11,90.9,1,2,50.0,0,0.0,1,1,0,0,2,07/26/20,West Ham,Aston Villa
350,Jarrod Bowen,17.0,eng ENG,RW,45,13,16,81.3,236,50,0,0,,11,13,84.6,2,3,66.7,0,0.0,0,0,0,0,0,07/26/20,West Ham,Aston Villa
351,Andriy Yarmolenko,7.0,ua UKR,RW,45,11,15,73.3,189,35,0,0,,10,12,83.3,1,3,33.3,0,0.0,0,0,1,0,1,07/26/20,West Ham,Aston Villa
352,Mark Noble,16.0,eng ENG,AM,86,56,62,90.3,1057,256,3,4,75.0,39,43,90.7,14,15,93.3,0,0.1,3,5,2,0,5,07/26/20,West Ham,Aston Villa
353,Felipe Anderson,8.0,br BRA,AM,4,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,West Ham,Aston Villa
354,Declan Rice,41.0,eng ENG,DM,90,59,65,90.8,1145,223,2,2,100.0,41,41,100.0,16,22,72.7,1,0.0,1,5,0,0,2,07/26/20,West Ham,Aston Villa
355,Tomas Soucek,28.0,cz CZE,DM,90,26,32,81.3,436,75,2,2,100.0,18,21,85.7,6,9,66.7,0,0.0,0,2,0,0,2,07/26/20,West Ham,Aston Villa
356,Ben Johnson,53.0,eng ENG,LB,90,59,68,86.8,971,473,2,4,50.0,50,52,96.2,7,12,58.3,0,0.3,2,8,4,3,13,07/26/20,West Ham,Aston Villa
357,Angelo Ogbonna,21.0,it ITA,CB,90,34,43,79.1,769,169,0,0,,25,28,89.3,9,15,60.0,0,0.0,0,0,0,0,1,07/26/20,West Ham,Aston Villa
358,Issa Diop,23.0,fr FRA,CB,90,33,45,73.3,631,260,0,3,0.0,23,27,85.2,10,15,66.7,0,0.0,0,1,0,0,0,07/26/20,West Ham,Aston Villa
359,Ryan Fredericks,24.0,eng ENG,RB,90,49,69,71.0,696,289,0,3,0.0,47,61,77.0,2,5,40.0,0,0.0,0,1,0,0,4,07/26/20,West Ham,Aston Villa
360,Åukasz FabiaÅski,1.0,pl POL,GK,90,19,30,63.3,678,396,0,0,,8,8,100.0,11,22,50.0,0,0.0,0,0,0,0,0,07/26/20,West Ham,Aston Villa
361,Mbwana Samatta,20.0,tz TAN,FW,67,8,17,47.1,115,3,0,2,0.0,7,13,53.8,1,2,50.0,0,0.0,0,0,0,0,0,07/26/20,Aston Villa,West Ham
362,Keinan Davis,39.0,eng ENG,FW,23,5,7,71.4,73,22,0,0,,5,6,83.3,0,1,0.0,0,0.0,1,1,0,0,0,07/26/20,Aston Villa,West Ham
363,Jack Grealish,10.0,eng ENG,CM,90,23,27,85.2,390,145,2,3,66.7,16,17,94.1,5,7,71.4,0,0.0,1,3,2,0,3,07/26/20,Aston Villa,West Ham
364,Conor Hourihane,14.0,ie IRL,CM,75,21,31,67.7,423,113,1,2,50.0,13,15,86.7,7,14,50.0,0,0.3,2,2,0,0,3,07/26/20,Aston Villa,West Ham
365,Marvelous Nakamba,11.0,zw ZIM,CM,15,3,4,75.0,49,19,0,0,,2,3,66.7,1,1,100.0,0,0.0,0,0,0,0,0,07/26/20,Aston Villa,West Ham
366,John McGinn,7.0,sco SCO,CM,90,18,25,72.0,331,80,0,2,0.0,14,16,87.5,4,7,57.1,1,0.2,3,4,1,0,4,07/26/20,Aston Villa,West Ham
367,Trezeguet,17.0,eg EGY,CM,89,2,8,25.0,35,0,0,2,0.0,2,4,50.0,0,2,0.0,0,0.0,0,0,0,0,0,07/26/20,Aston Villa,West Ham
368,Anwar El Ghazi,21.0,nl NED,CM,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Aston Villa,West Ham
369,Douglas Luiz,6.0,br BRA,DM,90,26,33,78.8,503,98,1,1,100.0,19,20,95.0,6,12,50.0,0,0.0,1,1,0,0,2,07/26/20,Aston Villa,West Ham
370,Matt Targett,18.0,eng ENG,LB,90,33,47,70.2,700,320,0,0,,22,32,68.8,11,15,73.3,0,0.1,1,2,1,1,9,07/26/20,Aston Villa,West Ham
371,Tyrone Mings,40.0,eng ENG,CB,90,15,29,51.7,473,258,0,0,,6,10,60.0,9,19,47.4,0,0.0,0,4,0,0,3,07/26/20,Aston Villa,West Ham
372,Ezri Konsa Ngoyo,15.0,eng ENG,CB,90,25,36,69.4,604,123,0,0,,16,18,88.9,9,18,50.0,0,0.0,0,1,0,0,4,07/26/20,Aston Villa,West Ham
373,Frederic Guilbert,24.0,fr FRA,RB,75,19,28,67.9,361,138,0,0,,14,16,87.5,5,12,41.7,0,0.1,1,0,1,1,5,07/26/20,Aston Villa,West Ham
374,Kortney Hause,30.0,eng ENG,RB,15,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Aston Villa,West Ham
375,Pepe Reina,29.0,es ESP,GK,90,21,28,75.0,774,520,0,0,,9,9,100.0,12,19,63.2,0,0.0,0,1,0,0,0,07/26/20,Aston Villa,West Ham
376,Olivier Giroud,18.0,fr FRA,FW,77,21,31,67.7,241,25,3,5,60.0,16,24,66.7,2,2,100.0,0,0.1,1,1,0,0,1,07/26/20,Chelsea,Wolves
377,Tammy Abraham,9.0,eng ENG,FW,13,2,3,66.7,24,0,0,0,,2,3,66.7,0,0,,0,0.0,0,0,0,0,0,07/26/20,Chelsea,Wolves
378,Christian Pulisic,22.0,us USA,LW,77,22,32,68.8,358,82,0,2,0.0,19,23,82.6,3,7,42.9,0,0.0,1,2,3,0,4,07/26/20,Chelsea,Wolves
379,Callum Hudson-Odoi,20.0,eng ENG,LW,13,7,9,77.8,146,31,0,2,0.0,6,6,100.0,1,1,100.0,0,0.0,0,1,0,0,1,07/26/20,Chelsea,Wolves
380,Mason Mount,19.0,eng ENG,RW,84,35,40,87.5,463,215,3,4,75.0,30,32,93.8,2,4,50.0,1,0.9,4,5,2,1,9,07/26/20,Chelsea,Wolves
381,Pedro,11.0,es ESP,RW,6,2,2,100.0,41,0,0,0,,1,1,100.0,1,1,100.0,0,0.0,0,0,0,0,0,07/26/20,Chelsea,Wolves
382,Mateo Kovacic,17.0,hr CRO,DM,84,55,57,96.5,1104,221,0,2,0.0,40,40,100.0,15,15,100.0,0,0.0,0,7,1,0,4,07/26/20,Chelsea,Wolves
383,Ruben Loftus-Cheek,12.0,eng ENG,DM,6,5,6,83.3,68,0,0,0,,5,6,83.3,0,0,,0,0.0,0,0,0,0,0,07/26/20,Chelsea,Wolves
384,Jorginho,5.0,it ITA,DM,87,77,85,90.6,1467,333,1,2,50.0,57,60,95.0,19,23,82.6,0,0.0,0,10,0,0,4,07/26/20,Chelsea,Wolves
385,Ross Barkley,8.0,eng ENG,DM,3,3,3,100.0,73,33,0,0,,1,1,100.0,2,2,100.0,0,0.0,0,0,0,0,0,07/26/20,Chelsea,Wolves
386,Marcos Alonso,3.0,es ESP,WB,90,57,67,85.1,1070,448,1,1,100.0,47,52,90.4,9,14,64.3,0,0.1,1,0,0,0,11,07/26/20,Chelsea,Wolves
387,Reece James,24.0,eng ENG,WB,90,38,53,71.7,648,106,0,2,0.0,33,40,82.5,5,11,45.5,0,0.1,1,1,0,0,1,07/26/20,Chelsea,Wolves
388,Antonio Rudiger,2.0,de GER,CB,90,63,74,85.1,1461,481,0,0,,42,44,95.5,21,30,70.0,0,0.0,0,3,1,1,3,07/26/20,Chelsea,Wolves
389,Kurt Zouma,15.0,fr FRA,CB,90,57,62,91.9,1473,263,1,2,50.0,26,28,92.9,30,32,93.8,0,0.0,0,0,0,0,1,07/26/20,Chelsea,Wolves
390,Cesar Azpilicueta,28.0,es ESP,CB,90,67,91,73.6,1176,759,0,5,0.0,56,62,90.3,11,24,45.8,0,0.0,0,5,0,0,11,07/26/20,Chelsea,Wolves
391,Willy Caballero,13.0,ar ARG,GK,90,33,40,82.5,944,597,0,0,,17,17,100.0,16,23,69.6,0,0.0,0,0,0,0,0,07/26/20,Chelsea,Wolves
392,Raul Jimenez,9.0,mx MEX,FW,90,10,28,35.7,211,53,1,4,25.0,6,14,42.9,3,10,30.0,0,0.0,0,1,1,0,2,07/26/20,Wolves,Chelsea
393,Diogo Jota,18.0,pt POR,LW,83,22,32,68.8,306,17,0,0,,20,25,80.0,2,7,28.6,0,0.0,0,0,0,0,0,07/26/20,Wolves,Chelsea
394,Bruno JordÃ£o,6.0,pt POR,LW,7,2,5,40.0,47,11,0,0,,1,3,33.3,1,2,50.0,0,0.0,0,0,0,0,1,07/26/20,Wolves,Chelsea
395,Pedro Neto,7.0,pt POR,RW,45,11,15,73.3,229,63,0,0,,8,10,80.0,3,5,60.0,0,0.0,0,0,0,0,1,07/26/20,Wolves,Chelsea
396,Adama Traore,37.0,es ESP,RW,45,17,21,81.0,316,157,0,0,,13,17,76.5,4,4,100.0,0,0.0,0,4,0,0,6,07/26/20,Wolves,Chelsea
397,Ruben Neves,8.0,pt POR,DM,58,27,35,77.1,659,176,0,0,,15,20,75.0,12,15,80.0,0,0.1,1,1,0,0,2,07/26/20,Wolves,Chelsea
398,Joao Moutinho,28.0,pt POR,DM,32,15,17,88.2,258,105,0,1,0.0,13,13,100.0,2,3,66.7,0,0.0,0,2,0,0,4,07/26/20,Wolves,Chelsea
399,Leander Dendoncker,32.0,be BEL,DM,90,27,38,71.1,409,134,0,5,0.0,23,29,79.3,4,4,100.0,0,0.0,0,1,0,0,3,07/26/20,Wolves,Chelsea
400,Jonny,19.0,es ESP,WB,57,22,27,81.5,384,173,0,0,,19,23,82.6,3,4,75.0,0,0.0,1,0,0,0,2,07/26/20,Wolves,Chelsea
401,Ruben Vinagre,29.0,pt POR,WB,33,7,8,87.5,96,62,0,0,,6,7,85.7,1,1,100.0,0,0.0,0,0,0,0,0,07/26/20,Wolves,Chelsea
402,Matt Doherty,2.0,ie IRL,WB,58,24,34,70.6,386,200,0,1,0.0,23,28,82.1,1,5,20.0,0,0.1,2,2,0,0,8,07/26/20,Wolves,Chelsea
403,Daniel Podence,10.0,pt POR,WB,32,6,9,66.7,140,30,0,0,,3,6,50.0,3,3,100.0,0,0.0,0,0,0,0,1,07/26/20,Wolves,Chelsea
404,Romain Saiss,27.0,ma MAR,CB,90,22,28,78.6,475,204,0,1,0.0,14,15,93.3,8,12,66.7,0,0.0,0,1,0,0,2,07/26/20,Wolves,Chelsea
405,Conor Coady,16.0,eng ENG,CB,90,22,35,62.9,668,269,0,1,0.0,11,12,91.7,11,22,50.0,0,0.0,0,2,0,0,0,07/26/20,Wolves,Chelsea
406,Willy Boly,15.0,fr FRA,CB,90,24,32,75.0,469,194,0,0,,17,23,73.9,7,9,77.8,0,0.0,0,1,0,0,1,07/26/20,Wolves,Chelsea
407,Rui PatrÃ­cio,11.0,pt POR,GK,90,10,21,47.6,534,411,0,0,,1,2,50.0,9,19,47.4,0,0.0,0,0,0,0,0,07/26/20,Wolves,Chelsea
408,Wilfried Zaha,11.0,ci CIV,FW,90,25,29,86.2,483,94,0,2,0.0,18,20,90.0,7,7,100.0,0,0.0,0,3,1,0,4,07/26/20,Crystal Palace,Tottenham
409,Jordan Ayew,9.0,gh GHA,FW,90,22,22,100.0,300,74,1,1,100.0,19,19,100.0,2,2,100.0,1,0.0,2,0,1,0,3,07/26/20,Crystal Palace,Tottenham
410,Jeffrey Schlupp,15.0,gh GHA,CM,84,26,33,78.8,386,94,0,0,,23,28,82.1,3,5,60.0,0,0.0,0,3,1,0,2,07/26/20,Crystal Palace,Tottenham
411,Luka Milivojevic,4.0,rs SRB,CM,6,3,3,100.0,87,32,0,0,,2,2,100.0,1,1,100.0,0,0.0,1,0,0,0,1,07/26/20,Crystal Palace,Tottenham
412,James McArthur,18.0,sco SCO,CM,69,44,52,84.6,979,325,0,1,0.0,28,30,93.3,16,21,76.2,0,0.0,0,8,0,0,5,07/26/20,Crystal Palace,Tottenham
413,Jairo Riedewald,44.0,nl NED,CM,21,11,13,84.6,203,57,0,0,,9,11,81.8,2,2,100.0,0,0.0,0,0,0,0,0,07/26/20,Crystal Palace,Tottenham
414,James McCarthy,22.0,ie IRL,CM,90,44,60,73.3,914,287,0,2,0.0,34,39,87.2,10,19,52.6,0,0.1,3,3,0,0,6,07/26/20,Crystal Palace,Tottenham
415,Andros Townsend,10.0,eng ENG,CM,90,29,39,74.4,671,282,0,1,0.0,19,23,82.6,10,15,66.7,0,0.2,2,3,4,2,11,07/26/20,Crystal Palace,Tottenham
416,Tyrick Mitchell,39.0,eng ENG,LB,90,42,52,80.8,824,425,0,1,0.0,34,40,85.0,8,11,72.7,0,0.1,1,3,2,2,12,07/26/20,Crystal Palace,Tottenham
417,Scott Dann,6.0,eng ENG,CB,90,35,44,79.5,763,306,1,2,50.0,24,30,80.0,10,12,83.3,0,0.0,0,1,0,0,4,07/26/20,Crystal Palace,Tottenham
418,Cheikhou Kouyate,8.0,sn SEN,CB,90,33,43,76.7,762,218,0,2,0.0,21,26,80.8,12,15,80.0,0,0.0,0,0,0,0,1,07/26/20,Crystal Palace,Tottenham
419,Joel Ward,2.0,eng ENG,RB,90,39,59,66.1,657,237,0,2,0.0,34,47,72.3,5,10,50.0,0,0.0,0,4,2,0,5,07/26/20,Crystal Palace,Tottenham
420,Vicente Guaita,31.0,es ESP,GK,90,13,22,59.1,462,356,0,0,,7,7,100.0,6,15,40.0,0,0.0,0,0,0,0,0,07/26/20,Crystal Palace,Tottenham
421,Harry Kane,10.0,eng ENG,FW,90,9,13,69.2,158,29,0,0,,7,8,87.5,2,5,40.0,0,0.0,0,1,1,0,1,07/26/20,Tottenham,Crystal Palace
422,Son Heung-Min,7.0,kr KOR,LW,79,24,33,72.7,442,74,1,3,33.3,18,21,85.7,5,9,55.6,0,0.0,0,1,0,0,1,07/26/20,Tottenham,Crystal Palace
423,Dele Alli,20.0,eng ENG,LW,11,3,7,42.9,50,15,0,1,0.0,3,6,50.0,0,0,,0,0.0,0,0,0,0,0,07/26/20,Tottenham,Crystal Palace
424,Lucas Moura,27.0,br BRA,RW,89,19,31,61.3,298,92,1,4,25.0,16,20,80.0,2,7,28.6,0,0.0,0,2,0,0,4,07/26/20,Tottenham,Crystal Palace
425,Davinson Sanchez,6.0,co COL,CB,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0,0,0,0,0,07/26/20,Tottenham,Crystal Palace
426,Giovani Lo Celso,18.0,ar ARG,AM,59,32,39,82.1,571,151,0,0,,24,28,85.7,8,11,72.7,1,0.3,2,2,2,0,5,07/26/20,Tottenham,Crystal Palace
427,Steven Bergwijn,23.0,nl NED,AM,31,15,16,93.8,250,62,1,2,50.0,12,12,100.0,2,2,100.0,0,0.0,0,0,0,0,0,07/26/20,Tottenham,Crystal Palace
428,Harry Winks,8.0,eng ENG,DM,90,60,69,87.0,1169,398,1,1,100.0,45,50,90.0,14,18,77.8,0,0.0,0,5,0,0,8,07/26/20,Tottenham,Crystal Palace
429,Moussa Sissoko,17.0,fr FRA,DM,79,36,37,97.3,616,91,1,1,100.0,26,27,96.3,9,9,100.0,0,0.0,0,3,0,0,1,07/26/20,Tottenham,Crystal Palace
430,Oliver Skipp,29.0,eng ENG,DM,11,6,9,66.7,120,20,0,0,,4,6,66.7,2,3,66.7,0,0.0,0,0,0,0,0,07/26/20,Tottenham,Crystal Palace
431,Ben Davies,33.0,wal WAL,LB,90,34,51,66.7,592,217,0,2,0.0,28,37,75.7,6,12,50.0,0,0.1,2,1,1,1,4,07/26/20,Tottenham,Crystal Palace
432,Eric Dier,15.0,eng ENG,CB,90,61,66,92.4,1499,570,0,0,,36,36,100.0,25,30,83.3,0,0.0,0,6,0,0,2,07/26/20,Tottenham,Crystal Palace
