,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
9846,Jamie Vardy,9.0,eng ENG,FW,32-107,90,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2,0.0,04/28/19,Leicester City,Arsenal
9847,James Maddison,10.0,eng ENG,"LM,CM",22-156,90,0,0,0,1,4,0,2,0,0,0,0,0,8,0,2,0.0,04/28/19,Leicester City,Arsenal
9848,Hamza Choudhury,38.0,eng ENG,"CM,DM",21-209,78,0,0,0,2,1,0,1,2,1,0,0,0,10,0,0,,04/28/19,Leicester City,Arsenal
9849,Nampalys Mendy,24.0,fr FRA,DM,26-309,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,04/28/19,Leicester City,Arsenal
9850,Youri Tielemans,21.0,be BEL,CM,21-356,90,0,0,0,0,0,0,4,0,0,0,0,0,8,2,1,66.7,04/28/19,Leicester City,Arsenal
9851,Marc Albrighton,11.0,eng ENG,RM,29-161,85,0,0,0,0,1,0,4,0,1,0,0,0,14,0,1,0.0,04/28/19,Leicester City,Arsenal
9852,Demarai Gray,7.0,eng ENG,RM,22-304,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,04/28/19,Leicester City,Arsenal
9853,Wilfred Ndidi,25.0,ng NGA,DM,22-133,45,1,0,0,1,1,0,0,1,4,0,0,0,7,1,1,50.0,04/28/19,Leicester City,Arsenal
9854,Harvey Barnes,19.0,eng ENG,"LM,DM",21-140,45,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,,04/28/19,Leicester City,Arsenal
9855,Ben Chilwell,3.0,eng ENG,LB,22-128,90,1,0,0,4,2,0,3,0,1,0,0,0,4,3,0,100.0,04/28/19,Leicester City,Arsenal
9856,Harry Maguire,15.0,eng ENG,CB,26-054,90,0,0,0,1,0,0,1,0,0,0,0,0,17,7,1,87.5,04/28/19,Leicester City,Arsenal
9857,Jonny Evans,6.0,nir NIR,CB,31-115,90,0,0,0,1,2,0,0,2,0,0,0,0,9,6,3,66.7,04/28/19,Leicester City,Arsenal
9858,Ricardo Pereira,14.0,pt POR,RB,25-204,90,1,0,0,1,2,1,2,1,0,0,0,0,11,3,1,75.0,04/28/19,Leicester City,Arsenal
9859,Kasper Schmeichel,1.0,dk DEN,GK,32-174,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,04/28/19,Leicester City,Arsenal
9860,Alexandre Lacazette,9.0,fr FRA,FW,27-335,78,0,0,0,2,1,1,0,1,0,0,0,0,2,2,5,28.6,04/28/19,Arsenal,Leicester City
9861,Eddie Nketiah,49.0,eng ENG,FW,19-333,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,04/28/19,Arsenal,Leicester City
9862,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,29-314,90,0,0,0,0,1,0,1,0,1,0,0,0,5,0,5,0.0,04/28/19,Arsenal,Leicester City
9863,Alex Iwobi,17.0,ng NGA,LM,22-360,45,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,33.3,04/28/19,Arsenal,Leicester City
9864,Laurent Koscielny,6.0,fr FRA,CB,33-230,45,0,0,0,1,0,0,0,2,1,0,0,0,7,0,0,,04/28/19,Arsenal,Leicester City
9865,Granit Xhaka,34.0,ch SUI,CM,26-213,90,0,0,0,2,1,0,2,0,1,0,0,0,13,2,0,100.0,04/28/19,Arsenal,Leicester City
9866,Lucas Torreira,11.0,uy URU,"RM,CM",23-076,90,0,0,0,1,3,0,0,1,2,0,0,0,12,1,0,100.0,04/28/19,Arsenal,Leicester City
9867,Henrikh Mkhitaryan,7.0,am ARM,"RM,CM",30-097,72,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,,04/28/19,Arsenal,Leicester City
9868,MattÃ©o Guendouzi,29.0,fr FRA,CM,20-014,18,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0,04/28/19,Arsenal,Leicester City
9869,Sead KolaÅ¡inac,31.0,ba BIH,LB,25-312,90,0,0,0,2,1,0,0,3,2,0,0,0,7,1,2,33.3,04/28/19,Arsenal,Leicester City
9870,Sokratis Papastathopoulos,5.0,gr GRE,CB,30-323,90,1,0,0,1,3,0,0,0,1,0,0,0,11,2,3,40.0,04/28/19,Arsenal,Leicester City
9871,Shkodran Mustafi,20.0,de GER,"RB,CB",27-011,90,0,0,0,2,0,1,1,1,0,0,0,0,8,3,5,37.5,04/28/19,Arsenal,Leicester City
9872,Ainsley Maitland-Niles,15.0,eng ENG,"LM,RB",21-242,35,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,,04/28/19,Arsenal,Leicester City
9873,Bernd Leno,19.0,de GER,GK,27-055,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,04/28/19,Arsenal,Leicester City
9874,Chris Wood,11.0,nz NZL,FW,27-142,71,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,28.6,04/28/19,Burnley,Manchester City
9875,MatÄj Vydra,27.0,cz CZE,FW,26-362,19,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,40.0,04/28/19,Burnley,Manchester City
9876,Ashley Barnes,10.0,eng ENG,FW,29-180,90,0,0,0,1,2,1,0,1,1,0,0,0,4,3,10,23.1,04/28/19,Burnley,Manchester City
9877,Dwight McNeil,31.0,eng ENG,LM,19-157,90,0,0,0,1,0,0,1,1,0,0,0,0,5,0,2,0.0,04/28/19,Burnley,Manchester City
9878,Jack Cork,4.0,eng ENG,CM,29-307,90,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,100.0,04/28/19,Burnley,Manchester City
9879,Ashley Westwood,18.0,eng ENG,CM,29-027,90,0,0,0,2,1,0,0,0,0,0,0,0,16,0,1,0.0,04/28/19,Burnley,Manchester City
9880,Jeff Hendrick,13.0,ie IRL,RM,27-087,75,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,,04/28/19,Burnley,Manchester City
9881,JÃ³hann Berg GuÃ°mundsson,7.0,is ISL,RM,28-183,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,04/28/19,Burnley,Manchester City
9882,Charlie Taylor,3.0,eng ENG,LB,25-222,90,0,0,0,0,1,0,2,1,0,0,0,0,12,0,0,,04/28/19,Burnley,Manchester City
9883,Ben Mee,6.0,eng ENG,CB,29-217,90,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,50.0,04/28/19,Burnley,Manchester City
9884,James Tarkowski,5.0,eng ENG,CB,26-160,90,0,0,0,0,1,0,0,0,3,0,0,0,9,2,2,50.0,04/28/19,Burnley,Manchester City
9885,Matthew Lowton,2.0,eng ENG,RB,29-323,90,1,0,0,1,0,0,1,0,5,0,0,0,6,2,0,100.0,04/28/19,Burnley,Manchester City
9886,Tom Heaton,1.0,eng ENG,GK,33-013,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,04/28/19,Burnley,Manchester City
9887,Sergio AgÃ¼ero,10.0,ar ARG,FW,30-330,82,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,,04/28/19,Manchester City,Burnley
9888,John Stones,5.0,eng ENG,"DM,FW",24-335,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100.0,04/28/19,Manchester City,Burnley
9889,Leroy SanÃ©,19.0,de GER,LW,23-107,63,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,,04/28/19,Manchester City,Burnley
9890,Gabriel Jesus,33.0,br BRA,"LW,FW",22-025,27,0,0,0,0,1,1,0,0,1,0,0,0,6,0,3,0.0,04/28/19,Manchester City,Burnley
9891,Raheem Sterling,7.0,eng ENG,"RW,FW",24-141,89,0,0,0,3,0,0,1,3,0,0,0,0,4,0,2,0.0,04/28/19,Manchester City,Burnley
9892,NicolÃ¡s Otamendi,30.0,ar ARG,FW,31-075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,04/28/19,Manchester City,Burnley
9893,David Silva,21.0,es ESP,"CM,DM",33-110,90,0,0,0,0,1,0,1,2,1,0,0,0,10,1,0,100.0,04/28/19,Manchester City,Burnley
9894,Ä°lkay GÃ¼ndoÄan,8.0,de GER,"CM,LM",28-186,90,1,0,0,0,0,0,4,1,0,0,0,0,9,1,1,50.0,04/28/19,Manchester City,Burnley
9895,Oleksandr Zinchenko,35.0,ua UKR,"WB,LB",22-134,90,0,0,0,0,0,1,6,2,1,0,0,0,11,2,2,50.0,04/28/19,Manchester City,Burnley
9896,Bernardo Silva,20.0,pt POR,"WB,RM",24-261,90,0,0,0,0,0,0,5,2,1,0,0,0,13,3,2,60.0,04/28/19,Manchester City,Burnley
9897,Aymeric Laporte,14.0,fr FRA,CB,24-336,90,0,0,0,0,1,0,0,1,2,0,0,0,8,7,0,100.0,04/28/19,Manchester City,Burnley
9898,Vincent Kompany,4.0,be BEL,CB,33-018,90,0,0,0,2,0,0,0,2,1,0,0,0,3,6,3,66.7,04/28/19,Manchester City,Burnley
9899,Kyle Walker,2.0,eng ENG,"CB,RB",28-335,90,0,0,0,0,1,0,5,0,0,0,0,0,16,2,1,66.7,04/28/19,Manchester City,Burnley
9900,Ederson,31.0,br BRA,GK,25-254,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,04/28/19,Manchester City,Burnley
9901,Marcus Rashford,10.0,eng ENG,FW,21-179,64,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,,04/28/19,Manchester Utd,Chelsea
9902,Alexis SÃ¡nchez,7.0,cl CHI,FW,30-130,26,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,75.0,04/28/19,Manchester Utd,Chelsea
9903,Romelu Lukaku,9.0,be BEL,FW,25-350,90,0,0,0,0,0,3,3,0,1,0,0,0,4,0,0,,04/28/19,Manchester Utd,Chelsea
9904,Juan Mata,8.0,es ESP,AM,31-000,80,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0.0,04/28/19,Manchester Utd,Chelsea
9905,Scott McTominay,39.0,sco SCO,AM,22-141,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50.0,04/28/19,Manchester Utd,Chelsea
9906,Paul Pogba,6.0,fr FRA,CM,26-044,90,0,0,0,1,5,1,1,0,0,0,0,0,7,1,1,50.0,04/28/19,Manchester Utd,Chelsea
9907,Ander Herrera,21.0,es ESP,CM,29-257,90,1,0,0,4,3,0,0,0,3,0,0,0,10,0,1,0.0,04/28/19,Manchester Utd,Chelsea
9908,Nemanja MatiÄ,31.0,rs SRB,DM,30-270,90,0,0,0,1,2,0,0,1,1,0,0,0,16,3,1,75.0,04/28/19,Manchester Utd,Chelsea
9909,Luke Shaw,23.0,eng ENG,LB,23-290,90,0,0,0,1,0,0,0,1,0,0,0,0,6,1,1,50.0,04/28/19,Manchester Utd,Chelsea
9910,Victor LindelÃ¶f,2.0,se SWE,CB,24-285,90,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,50.0,04/28/19,Manchester Utd,Chelsea
9911,Eric Bailly,3.0,ci CIV,CB,25-016,70,0,0,0,0,1,0,0,1,2,0,0,0,6,1,0,100.0,04/28/19,Manchester Utd,Chelsea
9912,Marcos Rojo,16.0,ar ARG,CB,29-039,20,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,04/28/19,Manchester Utd,Chelsea
9913,Ashley Young,18.0,eng ENG,RB,33-293,90,1,0,0,2,1,0,3,0,0,0,0,0,3,0,1,0.0,04/28/19,Manchester Utd,Chelsea
9914,David de Gea,1.0,es ESP,GK,28-172,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,04/28/19,Manchester Utd,Chelsea
9915,Gonzalo HiguaÃ­n,9.0,ar ARG,FW,31-139,90,0,0,0,2,0,5,0,0,0,0,0,0,2,0,1,0.0,04/28/19,Chelsea,Manchester Utd
9916,Eden Hazard,10.0,be BEL,LW,28-111,90,0,0,0,0,3,0,6,1,0,0,0,0,7,1,0,100.0,04/28/19,Chelsea,Manchester Utd
9917,Willian,22.0,br BRA,RW,30-262,83,1,0,0,1,0,0,3,0,0,0,0,0,5,0,0,,04/28/19,Chelsea,Manchester Utd
9918,Pedro,11.0,es ESP,RW,31-274,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,04/28/19,Chelsea,Manchester Utd
9919,Mateo KovaÄiÄ,17.0,hr CRO,CM,24-357,75,1,0,0,2,1,0,0,0,2,0,0,0,5,2,1,66.7,04/28/19,Chelsea,Manchester Utd
9920,Ruben Loftus-Cheek,12.0,eng ENG,CM,23-095,15,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0.0,04/28/19,Chelsea,Manchester Utd
9921,N'Golo KantÃ©,7.0,fr FRA,CM,28-030,90,0,0,0,1,0,0,2,1,4,0,0,0,12,0,3,0.0,04/28/19,Chelsea,Manchester Utd
9922,Jorginho,5.0,it ITA,DM,27-129,90,0,0,0,3,0,0,0,3,3,0,0,0,16,1,1,50.0,04/28/19,Chelsea,Manchester Utd
9923,Marcos Alonso,3.0,es ESP,LB,28-121,90,0,0,0,1,2,0,1,3,2,0,0,0,7,2,3,40.0,04/28/19,Chelsea,Manchester Utd
9924,David Luiz,30.0,br BRA,CB,32-006,90,0,0,0,0,0,0,0,0,1,0,0,0,9,3,0,100.0,04/28/19,Chelsea,Manchester Utd
9925,Antonio RÃ¼diger,2.0,de GER,CB,26-056,64,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,04/28/19,Chelsea,Manchester Utd
9926,Andreas Christensen,27.0,dk DEN,CB,23-018,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,04/28/19,Chelsea,Manchester Utd
9927,CÃ©sar Azpilicueta,28.0,es ESP,RB,29-243,90,0,0,0,4,0,0,2,3,2,0,0,0,4,0,1,0.0,04/28/19,Chelsea,Manchester Utd
9928,Kepa Arrizabalaga,1.0,es ESP,GK,24-207,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,04/28/19,Chelsea,Manchester Utd
9929,Dominic Calvert-Lewin,29.0,eng ENG,FW,22-048,90,0,0,0,1,1,1,0,0,0,0,0,0,6,4,10,28.6,05/03/19,Everton,Burnley
9930,Bernard,20.0,br BRA,LW,26-237,72,0,0,0,0,0,0,2,0,1,0,0,0,7,0,1,0.0,05/03/19,Everton,Burnley
9931,Ademola Lookman,31.0,eng ENG,LW,21-195,18,0,0,0,1,3,0,0,0,1,0,0,0,5,0,0,,05/03/19,Everton,Burnley
9932,Richarlison,30.0,br BRA,RW,21-358,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0.0,05/03/19,Everton,Burnley
9933,Theo Walcott,11.0,eng ENG,RW,30-048,42,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0.0,05/03/19,Everton,Burnley
9934,Gylfi SigurÃ°sson,10.0,is ISL,AM,29-237,89,0,0,0,0,0,0,5,0,0,0,0,0,7,0,1,0.0,05/03/19,Everton,Burnley
9935,Phil Jagielka,6.0,eng ENG,"DM,AM",36-259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,05/03/19,Everton,Burnley
9936,Idrissa Gana Gueye,17.0,sn SEN,CM,29-219,90,0,0,0,0,1,0,1,2,3,0,0,0,4,0,3,0.0,05/03/19,Everton,Burnley
9937,Morgan Schneiderlin,18.0,fr FRA,CM,29-176,90,0,0,0,1,2,0,0,2,5,0,0,0,9,0,1,0.0,05/03/19,Everton,Burnley
9938,Lucas Digne,12.0,fr FRA,LB,25-287,90,0,0,0,1,0,0,5,2,1,0,0,0,16,1,2,33.3,05/03/19,Everton,Burnley
9939,Kurt Zouma,5.0,fr FRA,CB,24-188,90,0,0,0,0,0,0,0,4,0,0,0,0,13,3,2,60.0,05/03/19,Everton,Burnley
9940,Michael Keane,4.0,eng ENG,CB,26-112,90,0,0,0,3,0,0,0,0,0,0,0,0,16,11,3,78.6,05/03/19,Everton,Burnley
9941,SÃ©amus Coleman,23.0,ie IRL,RB,30-204,90,0,0,0,0,0,0,3,0,0,0,0,0,15,2,0,100.0,05/03/19,Everton,Burnley
9942,Jordan Pickford,1.0,eng ENG,GK,25-057,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,05/03/19,Everton,Burnley
9943,Chris Wood,11.0,nz NZL,FW,27-147,90,0,0,0,1,1,1,0,1,0,0,0,0,4,3,5,37.5,05/03/19,Burnley,Everton
9944,Ashley Barnes,10.0,eng ENG,FW,29-185,71,0,0,0,1,1,1,0,0,0,0,0,0,1,2,9,18.2,05/03/19,Burnley,Everton
9945,MatÄj Vydra,27.0,cz CZE,FW,27-002,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,05/03/19,Burnley,Everton
9946,Robbie Brady,12.0,ie IRL,LM,27-109,79,0,0,0,0,0,0,2,2,2,0,0,0,7,0,1,0.0,05/03/19,Burnley,Everton
9947,Jeff Hendrick,13.0,ie IRL,LM,27-092,11,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,05/03/19,Burnley,Everton
9948,Jack Cork,4.0,eng ENG,CM,29-312,90,0,0,0,1,1,0,1,2,0,0,0,0,8,2,0,100.0,05/03/19,Burnley,Everton
9949,Ashley Westwood,18.0,eng ENG,CM,29-032,90,1,0,0,2,0,0,1,2,4,0,0,0,17,0,0,,05/03/19,Burnley,Everton
9950,JÃ³hann Berg GuÃ°mundsson,7.0,is ISL,RM,28-188,68,0,0,0,0,1,0,2,2,2,0,0,0,3,3,0,100.0,05/03/19,Burnley,Everton
9951,Dwight McNeil,31.0,eng ENG,RM,19-162,22,0,0,0,2,0,0,1,0,0,0,0,0,4,1,0,100.0,05/03/19,Burnley,Everton
9952,Charlie Taylor,3.0,eng ENG,LB,25-227,90,0,0,0,0,0,0,4,0,1,0,0,0,4,4,1,80.0,05/03/19,Burnley,Everton
9953,Ben Mee,6.0,eng ENG,CB,29-222,90,0,0,0,0,1,0,0,2,0,0,0,1,14,5,0,100.0,05/03/19,Burnley,Everton
9954,James Tarkowski,5.0,eng ENG,CB,26-165,90,1,0,0,1,0,0,0,3,0,0,0,0,9,7,5,58.3,05/03/19,Burnley,Everton
9955,Matthew Lowton,2.0,eng ENG,RB,29-328,90,0,0,0,1,0,0,0,1,3,0,0,0,5,1,0,100.0,05/03/19,Burnley,Everton
9956,Tom Heaton,1.0,eng ENG,GK,33-018,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,05/03/19,Burnley,Everton
9957,Callum Wilson,13.0,eng ENG,FW,27-066,90,0,0,0,3,0,0,2,0,2,0,0,0,0,4,3,57.1,05/04/19,Bournemouth,Tottenham
9958,Jordon Ibe,10.0,eng ENG,"AM,RM",23-147,75,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,05/04/19,Bournemouth,Tottenham
9959,Lys Mousset,9.0,fr FRA,RM,23-085,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0,05/04/19,Bournemouth,Tottenham
9960,Joshua King,17.0,no NOR,"LM,FW",27-109,90,0,0,0,3,1,1,3,0,1,0,0,0,3,0,2,0.0,05/04/19,Bournemouth,Tottenham
9961,Ryan Fraser,24.0,sco SCO,"RM,LM",25-069,90,0,0,0,1,2,0,12,0,0,0,0,0,8,0,1,0.0,05/04/19,Bournemouth,Tottenham
9962,Nathan AkÃ©,5.0,nl NED,DM,24-075,90,0,0,0,0,1,0,0,2,3,0,0,0,4,3,3,50.0,05/04/19,Bournemouth,Tottenham
9963,Jefferson Lerma,8.0,co COL,DM,24-191,90,1,0,0,1,4,0,1,1,1,0,0,0,16,0,2,0.0,05/04/19,Bournemouth,Tottenham
9964,Nathaniel Clyne,23.0,eng ENG,"LB,RB",28-029,90,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,50.0,05/04/19,Bournemouth,Tottenham
9965,Jack Simpson,25.0,eng ENG,CB,22-137,90,0,0,0,1,1,0,0,0,1,0,0,0,14,2,3,40.0,05/04/19,Bournemouth,Tottenham
9966,Steve Cook,3.0,eng ENG,CB,28-015,90,0,0,0,1,2,0,0,0,1,0,0,0,4,4,1,80.0,05/04/19,Bournemouth,Tottenham
9967,Adam Smith,15.0,eng ENG,"RB,LB",28-005,90,0,0,0,1,1,0,2,0,3,0,0,0,13,1,0,100.0,05/04/19,Bournemouth,Tottenham
9968,Mark Travers,42.0,ie IRL,GK,19-351,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,05/04/19,Bournemouth,Tottenham
9969,Lucas Moura,27.0,br BRA,FW,26-264,90,0,0,0,1,3,3,0,0,1,0,0,0,11,3,4,42.9,05/04/19,Tottenham,Bournemouth
9970,Son Heung-min,7.0,kr KOR,LW,26-300,42,0,1,0,1,0,0,1,1,0,0,0,0,4,0,0,,05/04/19,Tottenham,Bournemouth
9971,Christian Eriksen,23.0,dk DEN,"RW,DM",27-079,90,0,0,0,0,1,0,2,0,0,0,0,0,6,0,2,0.0,05/04/19,Tottenham,Bournemouth
9972,Dele Alli,20.0,eng ENG,AM,23-023,90,1,0,0,4,0,0,1,1,0,0,0,0,6,3,3,50.0,05/04/19,Tottenham,Bournemouth
9973,Eric Dier,15.0,eng ENG,DM,25-109,45,1,0,0,1,0,0,0,1,2,0,0,0,7,2,1,66.7,05/04/19,Tottenham,Bournemouth
9974,Victor Wanyama,12.0,ke KEN,"CB,DM",27-313,45,1,0,0,1,0,0,0,2,1,0,0,0,3,1,2,33.3,05/04/19,Tottenham,Bournemouth
9975,Moussa Sissoko,17.0,fr FRA,DM,29-261,81,1,0,0,2,1,0,0,1,1,0,0,0,9,1,0,100.0,05/04/19,Tottenham,Bournemouth
9976,Ben Davies,33.0,wal WAL,"CB,DM",26-010,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,05/04/19,Tottenham,Bournemouth
9977,Danny Rose,3.0,eng ENG,LB,28-306,90,0,0,0,0,3,0,1,1,0,0,0,0,7,0,2,0.0,05/04/19,Tottenham,Bournemouth
9978,Davinson SÃ¡nchez,6.0,co COL,CB,22-326,90,0,0,0,0,2,0,0,2,2,0,0,0,3,4,1,80.0,05/04/19,Tottenham,Bournemouth
9979,Toby Alderweireld,4.0,be BEL,CB,30-063,45,1,0,0,1,0,0,0,0,0,0,0,0,5,1,1,50.0,05/04/19,Tottenham,Bournemouth
9980,Juan Foyth,21.0,ar ARG,"RW,CB",21-112,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,05/04/19,Tottenham,Bournemouth
9981,Kieran Trippier,2.0,eng ENG,RB,28-227,90,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,,05/04/19,Tottenham,Bournemouth
9982,Hugo Lloris,1.0,fr FRA,GK,32-129,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,05/04/19,Tottenham,Bournemouth
9983,Diogo Jota,18.0,pt POR,FW,22-151,90,1,0,0,3,4,0,2,1,2,0,0,0,3,0,2,0.0,05/04/19,Wolves,Fulham
9984,RaÃºl JimÃ©nez,9.0,mx MEX,FW,27-364,90,0,0,0,0,2,0,1,0,1,0,0,0,4,0,2,0.0,05/04/19,Wolves,Fulham
9985,JoÃ£o Moutinho,28.0,pt POR,CM,32-238,90,0,0,0,2,1,0,7,0,3,0,0,0,17,1,2,33.3,05/04/19,Wolves,Fulham
9986,Leander Dendoncker,32.0,be BEL,CM,24-019,90,0,0,0,1,1,0,0,0,3,0,0,0,4,3,4,42.9,05/04/19,Wolves,Fulham
9987,RÃºben Neves,8.0,pt POR,DM,22-052,90,0,0,0,2,1,0,0,2,1,0,0,0,13,0,2,0.0,05/04/19,Wolves,Fulham
9988,Jonny Castro,19.0,es ESP,WB,25-062,89,0,0,0,0,1,0,1,2,1,0,0,0,13,1,0,100.0,05/04/19,Wolves,Fulham
9989,RÃºben Vinagre,29.0,pt POR,WB,20-025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05/04/19,Wolves,Fulham
9990,Matt Doherty,2.0,ie IRL,WB,27-108,90,0,0,0,0,3,0,1,3,0,0,0,0,10,2,2,50.0,05/04/19,Wolves,Fulham
9991,Willy Boly,15.0,ci CIV,CB,28-090,89,0,0,0,1,0,1,0,0,1,0,0,0,12,7,3,70.0,05/04/19,Wolves,Fulham
9992,Max Kilman,49.0,eng ENG,CB,21-346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05/04/19,Wolves,Fulham
9993,Conor Coady,16.0,eng ENG,CB,26-068,90,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,,05/04/19,Wolves,Fulham
9994,Ryan Bennett,5.0,eng ENG,CB,29-059,90,0,0,0,0,0,0,0,1,2,0,0,0,8,3,5,37.5,05/04/19,Wolves,Fulham
9995,Rui PatrÃ­cio,11.0,pt POR,GK,31-078,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,05/04/19,Wolves,Fulham
9996,Will Norris,31.0,eng ENG,GK,25-265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05/04/19,Wolves,Fulham
9997,Ryan Babel,12.0,nl NED,"FW,LW",32-136,90,0,0,0,4,1,0,0,0,0,0,0,0,6,1,3,25.0,05/04/19,Fulham,Wolves
9998,Aleksandar MitroviÄ,9.0,rs SRB,FW,24-230,90,0,0,0,1,2,0,1,0,0,0,0,0,6,9,9,50.0,05/04/19,Fulham,Wolves
9999,Andre-Frank Zambo Anguissa,29.0,cm CMR,CM,23-169,87,0,0,0,1,0,0,1,2,1,0,0,0,10,3,2,60.0,05/04/19,Fulham,Wolves
10000,Harvey Elliot,56.0,eng ENG,CM,16-030,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05/04/19,Fulham,Wolves
10001,Tom Cairney,10.0,sco SCO,CM,28-104,90,0,0,0,1,1,0,0,1,3,0,0,0,8,0,1,0.0,05/04/19,Fulham,Wolves
10002,Calum Chambers,5.0,eng ENG,DM,24-104,90,1,0,0,2,0,0,0,3,1,0,0,0,14,1,0,100.0,05/04/19,Fulham,Wolves
10003,Joe Bryan,23.0,eng ENG,"WB,LB",25-229,90,0,0,0,0,2,0,4,0,2,0,0,0,4,3,0,100.0,05/04/19,Fulham,Wolves
10004,Ryan Sessegnon,3.0,eng ENG,WB,18-351,81,0,0,0,1,1,0,4,0,1,0,0,0,7,0,1,0.0,05/04/19,Fulham,Wolves
10005,Floyd AyitÃ©,11.0,tg TOG,"RW,WB",30-140,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,05/04/19,Fulham,Wolves
10006,Tim Ream,13.0,us USA,CB,31-211,90,0,0,0,1,0,0,0,1,0,0,0,0,14,1,0,100.0,05/04/19,Fulham,Wolves
10007,Maxime Le Marchand,20.0,fr FRA,CB,29-205,90,1,0,0,3,0,0,0,2,1,0,0,0,10,3,1,75.0,05/04/19,Fulham,Wolves
10008,Cyrus Christie,22.0,ie IRL,"CB,RB",26-216,90,1,0,0,1,2,0,0,2,4,0,0,0,7,1,0,100.0,05/04/19,Fulham,Wolves
10009,Sergio Rico,25.0,es ESP,GK,25-245,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,05/04/19,Fulham,Wolves
10010,Marko ArnautoviÄ,7.0,at AUT,FW,30-015,90,0,0,0,0,0,3,2,0,1,0,0,0,6,0,2,0.0,05/04/19,West Ham,Southampton
10011,Michail Antonio,30.0,eng ENG,LW,29-037,90,0,0,0,0,1,0,0,0,0,0,0,0,6,5,5,50.0,05/04/19,West Ham,Southampton
10012,Grady Diangana,45.0,eng ENG,RW,21-015,67,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,50.0,05/04/19,West Ham,Southampton
10013,Jack Wilshere,19.0,eng ENG,RW,27-123,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,05/04/19,West Ham,Southampton
