"","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP/G","% Owned","+/-","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","6S","Off","PA","AP","PC%","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","#","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp%","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","defPts","offPts"
"419","Brighton",16,"Adam Webster","BHA","D",175,"FA","WOL 2<br/>@BHA 2 F",0.75,0.75,"53%","25.80%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,68,63,92.6,5,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,1,5,4,3,3,0,0,0,7,0,0,7,9,7,0,0,0,0,0,0,0,2,0,0,"12/08/19",4362,15,"eng ENG","CB",90,0,0,0,0,0,0,0,0,78,5,0,2,4,0,0,0,0,0,63,69,91.3,368,57,216,0,0,"Wolves",1.5,1.25,0,2.25,0.25,0,0,0,0,-0.5,0,0,0,-2.5,0,-0.25,-0.5
"420","Brighton",16,"Lewis Dunk","BHA","D",81,"FA","WOL 2<br/>@BHA 2 F",-3.75,-3.75,"89%","16.70%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,66,53,80.3,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,3,4,3,2,0,0,0,9,0,0,13,15,7,0,0,0,0,0,0,0,2,0,0,"12/08/19",4361,5,"eng ENG","CB",90,0,0,0,0,1,0,1,0,74,9,1,0,6,0.1,0.1,0,0,0,54,64,84.4,477,54,211,0,0,"Wolves",1.5,1.25,0,-1.25,0.25,1,0,0,0,0,0,0,0,-2.5,0,-2.25,1
"424","Brighton",17,"Adam Webster","BHA","D",175,"FA","BHA 1<br/>@CRY 1 F",3.5,3.5,"53%","25.80%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,58,49,84.5,3,0,0,0,0,0,0,1,0,3,1,2,2,0,0,1,0,1,5,8,1,7,0,0,0,8,0,0,10,10,6,0,0,0,0,0,0,0,1,0,0,"12/16/19",4672,15,"eng ENG","CB",90,0,0,0,0,0,0,0,0,67,7,4,3,1,0,0,0,2,0,51,58,87.9,332,41,185,0,0,"Crystal Palace",0.8,0.55,0.56,7.76,0.5,0,0,0,0,0,0,0,0,-1.1,3.36,6.76,0
"425","Brighton",17,"Lewis Dunk","BHA","D",81,"FA","BHA 1<br/>@CRY 1 F",4.75,4.75,"89%","16.70%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,70,62,88.6,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,3,3,2,2,0,0,0,3,0,0,8,13,9,0,0,0,0,0,0,0,1,0,0,"12/16/19",4671,5,"eng ENG","CB",90,0,0,0,0,2,1,0,0,73,7,0,0,0,0.2,0.2,0,1,0,60,68,88.2,543,52,134,0,0,"Crystal Palace",0.8,0.55,0.56,11.01,0.75,2,0,2,2,0,0,0,0,-1.1,3.36,3.01,6
"427","Brighton",18,"Adam Webster","BHA","D",175,"FA","SHU 1<br/>@BHA 0 F",11.25,11.25,"53%","25.80%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,105,84,80,8,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,11,7,10,6,0,0,0,7,0,0,21,12,5,0,0,0,0,0,0,0,1,0,0,"12/21/19",4767,15,"eng ENG","CB",90,0,0,0,0,1,0,0,0,115,7,1,1,0,0.1,0.1,0,0,0,85,107,79.4,498,68,295,0,0,"Sheffield Utd",1.2,0.95,0.24,13.79,0.25,1,0,0,0,0,0,0,0,-1.9,1.44,1.79,2
"428","Brighton",18,"Lewis Dunk","BHA","D",81,"FA","SHU 1<br/>@BHA 0 F",10.75,10.75,"89%","16.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,103,87,84.5,9,1,0,1,0,0,0,0,1,2,0,3,3,0,0,1,0,0,11,6,9,6,0,0,0,9,0,0,18,20,10,0,0,0,0,0,0,0,1,0,0,"12/21/19",4766,5,"eng ENG","CB",90,0,0,0,0,2,0,0,0,117,6,4,2,0,0.2,0.2,0,1,0,88,105,83.8,721,65,270,0,1,"Sheffield Utd",1.2,0.95,0.24,14.29,0.75,2,0,0,0,0,0,0,0,-1.9,1.44,3.29,2
"430","Brighton",19,"Shane Duffy","BHA","D",198,"FA","BHA 1<br/>@TOT 2 F",2.75,2.75,"37%","-3.40%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,46,38,82.6,2,0,0,0,0,0,0,1,0,2,1,5,5,0,0,0,0,0,7,3,3,1,0,0,0,4,0,0,9,11,7,0,0,0,0,0,0,0,2,0,0,"12/26/19",4947,4,"ie IRL","CB",90,0,0,0,0,0,0,0,0,57,13,1,2,1,0,0,0,0,0,42,47,89.4,381,29,77,0,0,"Tottenham",1.4,1.15,0.0800000000000001,4.93,1.25,0,0,0,0,-0.5,0,0,0,-2.3,0.48,2.43,-0.5
"431","Brighton",19,"Adam Webster","BHA","D",175,"FA","BHA 1<br/>@TOT 2 F",19.25,19.25,"53%","25.80%",1,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,59,54,91.5,7,1,1,0,0,0,0,0,0,3,0,5,5,1,1,3,0,0,7,1,3,1,0,0,1,6,0,0,7,9,6,0,0,0,0,0,0,0,2,0,0,"12/26/19",4948,15,"eng ENG","CB",90,1,0,0,0,1,1,0,0,68,8,2,3,3,0.1,0.1,0,0,0,51,57,89.5,502,45,351,0,0,"Tottenham",1.4,1.15,0.0800000000000001,12.43,1.25,1,0,0,2,0,0,0,0,-2.3,0.48,4.43,5
"434","Brighton",2,"Lewis Dunk","BHA","D",104,"FA","WHU 1<br/>@BHA 1 F",6.25,6.25,"89%","16.70%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,58,48,82.8,6,0,0,0,0,0,0,1,0,4,2,1,1,1,1,1,0,1,4,2,1,1,0,0,0,12,0,0,10,10,5,0,0,0,0,0,0,0,1,0,0,"08/17/19",419,5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,69,5,2,4,2,0,0,0,2,0,48,58,82.8,551,48,207,1,1,"West Ham",0.8,0.55,0.56,10.51,0.25,0,0,0,0,0,0,0,0,-1.1,3.36,8.51,1
"435","Brighton",2,"Dan Burn","BHA","D",21,"FA","WHU 1<br/>@BHA 1 F",16.25,16.25,"26%","-20.30%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,15,1,0,0,0,0,0,0,0,0,0,0,1,47,36,76.6,4,2,1,1,0,0,0,1,0,4,0,3,3,0,0,0,0,0,10,4,7,0,0,1,0,5,0,0,15,5,3,0,0,0,0,0,0,0,1,0,0,"08/17/19",418,33,"eng ENG","CB",90,0,0,0,0,3,0,0,0,63,12,3,4,2,0.3,0.3,0.3,2,0,38,48,79.2,131,43,93,0,1,"West Ham",0.8,0.55,0.56,25.91,0.75,3,2.4,4,0,-0.5,0,0,0,-1.1,3.36,9.01,9.9
"436","Brighton",2,"Shane Duffy","BHA","D",148,"FA","WHU 1<br/>@BHA 1 F",3.5,3.5,"37%","-3.40%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,54,46,85.2,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,6,1,4,0,0,0,0,4,0,0,8,3,3,0,0,0,0,0,0,0,1,0,0,"08/17/19",420,4,"ie IRL","CB",90,0,0,0,0,1,0,0,0,55,6,1,0,1,0,0,0,0,0,44,48,91.7,352,28,77,0,0,"West Ham",0.8,0.55,0.56,7.76,0.5,0,0,0,0,0,0,0,0,-1.1,3.36,3.76,0
"439","Brighton",20,"Shane Duffy","BHA","D",198,"FA","BOU 0<br/>@BHA 2 F",14.25,14.25,"37%","-3.40%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,64,56,87.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,10,5,8,5,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,1,90,"12/28/19",5210,4,"ie IRL","CB",90,0,0,0,0,0,0,0,0,72,6,1,0,1,0,0,0,1,0,57,66,86.4,302,47,58,0,0,"Bournemouth",0.6,0.35,0.72,11.87,0.25,0,0,0,0,0,0,0,0,-0.7,4.32,3.87,0
"440","Brighton",20,"Lewis Dunk","BHA","D",81,"FA","BOU 0<br/>@BHA 2 F",11.25,11.25,"89%","16.70%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,58,93.5,7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,4,3,2,3,0,0,0,4,0,0,4,10,7,0,0,0,0,0,0,0,0,1,90,"12/28/19",5209,5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,67,5,2,1,3,0,0,0,0,0,57,61,93.4,324,47,83,0,0,"Bournemouth",0.6,0.35,0.72,8.87,0.25,0,0,0,0,0,0,0,0,-0.7,4.32,6.87,0
"442","Brighton",21,"Lewis Dunk","BHA","D",81,"FA","CHE 1<br/>@BHA 1 F",14.25,14.25,"89%","16.70%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,71,60,84.5,6,0,0,0,0,0,0,1,1,0,0,5,5,1,1,1,0,0,7,5,4,2,0,0,0,12,0,0,11,14,7,0,0,0,0,0,0,0,1,0,0,"01/01/20",5512,5,"eng ENG","CB",90,0,1,0,0,1,1,1,0,82,10,2,0,2,0.1,0.1,0,1,1,60,68,88.2,389,47,112,0,0,"Chelsea",1.6,1.35,0,6.55,1.25,1,0,2,2,0,0,0,0,-2.7,0,-0.45,6
"444","Brighton",21,"Adam Webster","BHA","D",175,"FA","CHE 1<br/>@BHA 1 F",6.5,6.5,"53%","25.80%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,63,49,77.8,5,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,4,9,3,6,3,0,0,0,8,0,0,15,13,8,0,0,0,0,0,0,0,1,0,0,"01/01/20",5513,15,"eng ENG","CB",90,0,0,0,0,2,0,0,0,69,11,2,1,4,0.1,0.1,0,0,0,42,51,82.4,402,37,147,0,0,"Chelsea",1.6,1.35,0,6.8,0.5,1,0,0,0,0,0,0,0,-2.7,0,-0.2,1
"447","Brighton",22,"Shane Duffy","BHA","D",198,"FA","BHA 0<br/>@EVE 1 F",3.75,3.75,"37%","-3.40%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,1,0,0,0,0,0,0,0,33,26,78.8,3,0,0,0,0,0,0,2,0,0,0,11,11,1,1,2,0,1,5,8,3,6,0,0,0,2,0,0,8,8,3,0,0,0,0,0,0,0,1,0,0,"01/11/20",5884,4,"ie IRL","CB",90,0,0,0,0,0,0,1,0,51,7,1,0,1,0,0,0,2,0,24,31,77.4,190,25,56,1,1,"Everton",1.9,1.65,0,2.45,2.75,0,0,2,0,0,0,0,0,-3.3,0,-0.55,3
"448","Brighton",22,"Lewis Dunk","BHA","D",81,"FA","BHA 0<br/>@EVE 1 F",8.25,8.25,"89%","16.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,50,37,74,7,0,0,0,0,0,0,2,0,3,0,5,5,0,0,0,0,2,4,1,4,1,0,2,0,7,0,0,16,12,7,0,0,0,0,0,0,0,1,0,0,"01/11/20",5883,5,"eng ENG","CB",90,0,0,0,0,2,1,0,0,72,11,0,3,2,0.5,0.5,0,0,0,45,59,76.3,554,30,70,0,0,"Everton",1.9,1.65,0,11.95,1.25,5,0,0,2,0,0,0,0,-3.3,0,0.95,7
"450","Brighton",23,"Lewis Dunk","BHA","D",81,"FA","AVL 1<br/>@BHA 1 F",1.25,1.25,"89%","16.70%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,61,51,83.6,4,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,1,0,3,3,2,0,0,0,0,7,0,0,10,11,4,0,0,0,0,0,0,0,1,0,0,"01/18/20",6135,5,"eng ENG","CB",90,0,0,0,0,1,0,1,0,67,5,1,1,2,0.1,0.1,0.4,2,0,52,60,86.7,375,47,98,0,0,"Aston Villa",0.8,0.55,0.56,9.71,0.25,1,3.2,2,0,0,0,0,0,-1.1,3.36,4.51,6.2
"451","Brighton",23,"Adam Webster","BHA","D",175,"FA","AVL 1<br/>@BHA 1 F",6.25,6.25,"53%","25.80%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,59,47,79.7,2,0,0,0,0,0,0,2,0,5,1,5,5,0,0,0,0,0,3,2,3,1,0,1,0,11,0,0,13,11,3,0,0,0,0,0,0,0,1,0,0,"01/18/20",6136,15,"eng ENG","CB",90,0,0,0,0,1,0,1,0,67,4,0,5,1,0.3,0.3,0,1,0,46,58,79.3,445,39,148,0,0,"Aston Villa",0.8,0.55,0.56,13.51,1.25,3,0,2,0,0,0,0,0,-1.1,3.36,8.51,5
"454","Brighton",24,"Adam Webster","BHA","D",175,"FA","BHA 1<br/>@BOU 3 F",2.5,2.5,"53%","25.80%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,105,89,84.8,6,0,0,0,0,0,0,0,0,2,0,2,2,2,1,1,0,0,6,5,5,4,0,0,0,6,0,0,18,11,8,0,0,0,0,0,0,0,3,0,0,"01/21/20",6368,15,"eng ENG","CB",90,0,0,0,0,0,0,0,0,113,10,0,2,1,0,0,0,2,0,88,101,87.1,535,77,392,1,1,"Bournemouth",1.7,1.45,0,5.6,0.5,0,0,0,0,0,0,0,0,-2.9,0,-0.4,1
"455","Brighton",24,"Lewis Dunk","BHA","D",81,"FA","BHA 1<br/>@BOU 3 F",5.5,5.5,"89%","16.70%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,82,76,92.7,9,0,0,0,0,0,0,2,0,3,0,4,4,0,0,1,0,1,5,2,3,0,0,1,0,9,0,0,8,6,3,0,0,0,0,0,0,0,3,0,0,"01/21/20",6367,5,"eng ENG","CB",90,0,0,0,0,2,2,0,0,99,5,1,3,2,0.1,0.1,0,1,0,77,82,93.9,379,59,337,0,0,"Bournemouth",1.7,1.45,0,9.6,1,1,0,0,4,-0.5,0,0,0,-2.9,0,2.1,4.5
"458","Brighton",25,"Lewis Dunk","BHA","D",81,"FA","BHA 3<br/>@WHU 3 F",-1.25,-1.25,"89%","16.70%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,76,72,94.7,4,0,0,0,0,0,0,1,1,0,0,3,3,1,1,1,0,0,4,1,3,0,0,0,0,11,0,0,4,8,5,0,0,0,0,0,0,0,3,0,0,"02/01/20",6745,5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,79,1,0,0,0,0.1,0.1,0,0,0,72,74,97.3,473,57,160,1,1,"West Ham",0.9,0.65,0.48,7.33,0.75,1,0,0,0,0,0,0,0,-1.3,2.88,2.33,2
"459","Brighton",25,"Adam Webster","BHA","D",175,"FA","BHA 3<br/>@WHU 3 F",1.75,1.75,"53%","25.80%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,78,66,84.6,3,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,6,5,6,4,0,0,0,5,0,0,13,7,3,0,0,0,0,0,0,0,3,0,0,"02/01/20",6746,15,"eng ENG","CB",90,0,0,0,0,0,0,0,0,86,7,0,1,2,0,0,0,0,0,61,70,87.1,424,57,184,0,0,"West Ham",0.9,0.65,0.48,9.33,0.75,0,0,0,0,0,0,0,0,-1.3,2.88,3.33,0
"460","Brighton",26,"Shane Duffy","BHA","D",198,"FA","WAT 1<br/>@BHA 1 F",12.25,12.25,"37%","-3.40%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,2,0,0,0,0,0,0,0,0,0,0,79,62,78.5,5,1,1,0,0,0,0,0,0,3,0,3,3,1,0,2,0,0,11,6,10,3,0,0,0,2,0,0,21,10,5,0,0,0,0,0,0,0,1,0,0,"02/08/20",6897,4,"ie IRL","CB",90,0,0,0,0,0,0,0,0,92,3,0,3,2,0,0,0,1,0,62,72,86.1,392,59,165,0,2,"Watford",0.3,0.05,0.96,19.91,0.75,0,0,0,0,-0.5,0,0,0,-0.1,5.76,9.41,0.5
"461","Brighton",26,"Lewis Dunk","BHA","D",81,"FA","WAT 1<br/>@BHA 1 F",6.5,6.5,"89%","16.70%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,100,90,90,14,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,7,4,6,3,0,0,0,9,0,0,12,12,9,0,0,0,0,0,0,0,1,0,0,"02/08/20",6896,5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,109,4,1,0,1,0,0,0,1,0,93,102,91.2,675,85,243,0,0,"Watford",0.3,0.05,0.96,14.16,0.5,0,0,2,0,0,0,0,0,-0.1,5.76,6.16,2
"462","Brighton",27,"Lewis Dunk","BHA","D",81,"FA","BHA 1<br/>@SHU 1 F",7,7,"89%","16.70%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,37,26,70.3,3,0,0,0,0,0,0,1,0,1,1,8,8,1,0,0,0,1,6,4,4,1,0,0,0,3,0,0,16,8,1,0,0,0,0,0,0,0,1,0,0,"02/22/20",7267,5,"eng ENG","CB",90,0,0,0,0,1,0,0,0,58,5,2,1,0,0.2,0.2,0,0,0,32,42,76.2,305,23,70,0,1,"Sheffield Utd",1.7,1.45,0,8.1,2,2,0,2,0,-1,0,0,0,-2.9,0,1.1,3
"463","Brighton",27,"Shane Duffy","BHA","D",198,"FA","BHA 1<br/>@SHU 1 F",8.5,8.5,"37%","-3.40%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,26,18,69.2,0,0,0,0,0,0,0,2,0,0,0,14,14,0,0,0,1,0,5,4,2,3,0,0,0,5,0,0,9,5,3,0,0,0,0,0,0,0,1,0,0,"02/22/20",7268,4,"ie IRL","CB",90,0,0,0,0,0,0,0,0,45,12,3,0,2,0,0,0,0,0,16,18,88.9,160,10,6,0,0,"Sheffield Utd",1.7,1.45,0,7.6,3.5,0,0,2,0,0,0,0,0,-2.9,0,3.6,2
"467","Brighton",28,"Lewis Dunk","BHA","D",81,"FA","CRY 1<br/>@BHA 0 F",6.25,6.25,"89%","16.70%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,80,72,90,3,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,6,4,4,3,0,0,0,11,0,0,9,4,2,0,0,0,0,0,0,0,1,0,0,"02/29/20",7446,5,"eng ENG","CB",90,0,0,0,0,3,0,0,0,86,5,0,1,1,0.5,0.5,0,2,0,73,80,91.3,363,52,64,0,0,"Crystal Palace",2.3,2.05,0,9.15,0.25,5,0,2,0,0,0,0,0,-4.1,0,-1.85,7
"468","Brighton",28,"Adam Webster","BHA","D",175,"FA","CRY 1<br/>@BHA 0 F",19,19,"53%","25.80%",1,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,86,64,74.4,7,0,0,0,0,0,0,2,0,1,0,8,8,1,1,1,0,1,15,3,13,3,0,0,0,5,0,0,22,12,4,0,0,0,0,0,0,0,1,0,0,"02/29/20",7447,15,"eng ENG","CB",90,0,0,0,0,0,0,0,0,98,3,1,1,1,0,0,0,3,0,65,77,84.4,465,58,329,1,1,"Crystal Palace",2.3,2.05,0,16.9,2,0,0,4,0,0,0,0,0,-4.1,0,-1.1,5
"470","Brighton",29,"Adam Webster","BHA","D",175,"FA","BHA 0<br/>@WOL 0 F",10,10,"53%","25.80%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,67,55,82.1,1,0,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,1,2,1,2,1,0,0,0,2,0,0,12,5,0,0,0,0,0,0,0,0,0,1,90,"03/07/20",7678,15,"eng ENG","CB",90,0,0,0,0,0,0,0,0,78,8,0,1,5,0,0,0,0,0,55,64,85.9,400,52,174,0,0,"Wolves",0.6,0.35,0.72,7.62,1,0,0,0,0,0,0,0,0,-0.7,4.32,5.62,0
"471","Brighton",29,"Lewis Dunk","BHA","D",81,"FA","BHA 0<br/>@WOL 0 F",7.5,7.5,"89%","16.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,66,61,92.4,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,1,5,2,3,1,0,0,0,7,0,0,5,9,6,0,0,0,0,0,0,0,0,1,90,"03/07/20",7677,5,"eng ENG","CB",90,0,0,0,0,0,0,1,0,70,13,0,0,3,0,0,0,0,0,59,63,93.7,327,48,103,0,0,"Wolves",0.6,0.35,0.72,5.12,0.5,0,0,0,0,0,0,0,0,-0.7,4.32,5.12,0
"475","Brighton",3,"Shane Duffy","BHA","D",198,"FA","SOU 2<br/>@BHA 0 F",7.25,7.25,"37%","-3.40%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,53,39,73.6,5,0,0,0,0,0,1,0,0,4,1,1,1,0,0,1,0,0,8,5,6,2,0,0,0,7,0,0,16,9,5,0,0,0,0,0,0,0,2,0,0,"08/24/19",614,4,"ie IRL","CB",90,0,0,0,0,0,0,0,0,58,5,0,4,1,0,0,0,0,0,37,47,78.7,334,35,94,0,0,"Southampton",1.6,1.35,0,8.55,0.25,0,0,0,0,0,0,0,0,-2.7,0,2.55,0
"477","Brighton",3,"Lewis Dunk","BHA","D",81,"FA","SOU 2<br/>@BHA 0 F",1.5,1.5,"89%","16.70%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,1,1,0,0,0,0,0,0,0,0,0,0,45,37,82.2,5,0,0,0,0,0,0,3,0,2,1,4,4,0,0,1,0,1,7,3,2,1,0,0,0,10,0,0,11,9,2,0,0,0,0,0,0,0,2,0,0,"08/24/19",613,5,"eng ENG","CB",90,0,0,0,0,0,0,0,0,58,7,2,2,1,0,0,0,0,0,38,47,80.9,361,37,83,0,1,"Southampton",1.6,1.35,0,2.8,1,0,0,0,0,-0.5,0,0,0,-2.7,0,1.3,-0.5
"479","Brighton",30,"Lewis Dunk","BHA","D",59,"W (Tue)","ARS 1<br/>@BHA 2 F",12.75,12.75,"75%","0.70%",1,90,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,32,88.9,3,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,1,2,1,1,1,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,0,1,0,0,"06/20/20",8063,5,"eng ENG","CB",90,1,0,0,0,1,1,0,0,44,5,1,0,2,0.5,0.5,0,0,0,32,36,88.9,178,23,133,0,0,"Arsenal",1.3,1.05,0.16,8.61,0.75,5,0,0,2,0,0,0,0,-2.1,0.96,0.609999999999999,7
"480","Brighton",30,"Adam Webster","BHA","D",192,"W (Tue)","ARS 1<br/>@BHA 2 F",2.5,2.5,"23%","0.90%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,33,27,81.8,2,0,0,0,0,0,0,1,0,0,0,6,6,2,2,3,0,1,5,3,0,2,0,0,0,4,0,0,7,3,1,0,0,0,0,0,0,0,1,0,0,"06/20/20",8064,15,"eng ENG","CB",90,0,0,0,0,0,0,0,0,42,4,2,0,1,0,0,0,0,0,31,35,88.6,317,26,138,2,2,"Arsenal",1.3,1.05,0.16,3.36,1.5,0,0,0,0,0,0,0,0,-2.1,0.96,1.36,2
"481","Brighton",31,"Shane Duffy","BHA","D",76,"W (Tue)","BHA 0<br/>@LEI 0 F",8.25,8.25,"37%","-0.20%",1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,0,0,1,0,0,0,0,0,0,0,17,10,58.8,0,0,0,0,0,0,0,1,0,1,1,5,5,0,0,1,1,0,4,1,2,0,0,0,0,2,0,0,7,3,0,1,0,0,0,0,0,0,0,1,66,"06/23/20",8287,4,"ie IRL","CB",67,0,0,0,0,0,0,1,0,26,1,1,1,1,0,0,0,0,0,12,16,75,62,7,24,0,0,"Leicester City",0.7,0.45,0.64,5.19,1.25,0,0,0,0,0,0,0,0,-0.9,3.84,6.19,0
