"","X","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP.G","X..Owned","X...","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","X6S","Off","PA","AP","PC.","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","X.","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp.","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","AER_prop","defPts","offPts"
"1379",1379,"Manchester City",13,"Benjamin Mendy","MCI","D",64,"FA","CHE 1<br/>@MCI 2 F",1.5,1.5,"95%","6.40%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,52,39,75,4,1,1,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,17,2,1,0,0,0,0,0,0,0,1,0,0,"11/23/19",3512,22,"fr FRA","LB",90,0,0,0,0,0,0,0,0,68,16,0,2,1,0,0,0,0,0,48,59,81.4,266,46,119,0,0,"Chelsea",1.2,0.95,0.24,3.04,0.5,0,0,0,0,0,0,0,0,-1.9,1.44,0,2.04,1
"1380",1380,"Manchester City",14,"Kyle Walker","MCI","D",72,"FA","MCI 2<br/>@NEW 2 F",1,1,"95%","12.20%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,98,91,92.9,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,5,1,1,0,0,0,7,0,0,10,9,7,0,0,0,0,0,0,0,2,0,0,"11/30/19",3610,2,"eng ENG","RB",90,0,0,0,0,1,0,0,0,116,12,1,1,1,0,0,0,3,0,103,110,93.6,424,80,327,0,0,"Newcastle Utd",0.3,0.05,0.96,10.66,0,0,0,2,0,0,0,0,0,-0.1,5.76,0.5,6.66,3
"1382",1382,"Manchester City",14,"Benjamin Mendy","MCI","D",64,"FA","MCI 2<br/>@NEW 2 F",3.5,3.5,"95%","6.40%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,80,73,91.3,31,9,2,7,0,0,1,0,0,2,0,2,2,1,0,0,0,0,2,7,1,1,0,0,0,5,0,0,19,2,2,0,0,0,0,0,0,0,2,0,0,"11/30/19",3607,22,"fr FRA","LB",90,0,0,0,0,1,0,0,0,110,4,1,2,0,0,0,0.1,2,0,81,97,83.5,430,72,144,0,0,"Newcastle Utd",0.3,0.05,0.96,13.96,0.5,0,0.8,2,0,-1,0,0,0,-0.1,5.76,0.5,9.16,3.8
"1383",1383,"Manchester City",15,"Kyle Walker","MCI","D",72,"FA","MCI 4<br/>@BUR 1 F",1.25,1.25,"95%","12.20%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,87,82,94.3,30,5,0,5,0,0,2,1,0,0,0,1,1,0,0,0,0,0,3,1,2,0,0,0,0,4,0,0,12,6,6,0,0,0,0,0,0,0,1,0,0,"12/03/19",3908,2,"eng ENG","RB",90,0,0,0,0,1,0,0,0,100,4,1,0,0,0,0,0,0,0,86,97,88.7,420,75,200,1,1,"Burnley",0.5,0.25,0.8,7.55,0.25,0,0,0,0,0,0,0,0,-0.5,4.8,1,5.55,0
"1385",1385,"Manchester City",16,"Kyle Walker","MCI","D",72,"FA","MUN 2<br/>@MCI 1 F",-1.25,-1.25,"95%","12.20%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,2,1,0,0,1,0,0,0,0,0,0,0,72,66,91.7,24,6,0,6,0,0,2,0,0,2,0,1,1,0,0,1,0,1,5,4,1,1,0,0,0,8,0,0,14,5,4,0,0,0,0,0,0,0,2,0,0,"12/07/19",4253,2,"eng ENG","RB",90,0,0,0,0,0,0,1,0,90,17,4,2,2,0,0,0,1,0,71,81,87.7,247,60,335,0,0,"Manchester Utd",1.6,1.35,0,0.0499999999999998,0.25,0,0,2,0,-0.5,0,0,0,-2.7,0,0.5,0.55,1.5
"1386",1386,"Manchester City",17,"Kyle Walker","MCI","D",72,"FA","MCI 3<br/>@ARS 0 F",13,13,"95%","12.20%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,66,60,90.9,11,0,0,0,0,0,0,0,0,2,0,0,0,3,3,4,1,0,7,4,1,0,0,0,0,4,0,0,6,9,8,0,0,0,0,0,0,0,0,1,90,"12/15/19",4646,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,81,17,0,2,3,0,0,0,0,0,71,75,94.7,479,57,100,1,1,"Arsenal",0.4,0.15,0.88,11.98,0,0,0,0,0,0,0,0,0,-0.3,5.28,1,7.98,3
"1387",1387,"Manchester City",17,"Benjamin Mendy","MCI","D",64,"FA","MCI 3<br/>@ARS 0 F",10.25,10.25,"95%","6.40%",1,85,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,4,0,0,0,1,0,0,0,0,0,0,0,64,57,89.1,17,4,1,3,0,0,1,1,0,1,1,3,3,0,0,0,0,0,3,6,2,0,0,0,0,3,0,0,12,2,1,0,1,0,0,0,0,0,0,1,85,"12/15/19",4642,22,"fr FRA","LB",84,0,0,0,0,0,0,1,0,80,17,1,1,0,0,0,0,1,0,63,72,87.5,332,60,124,0,1,"Arsenal",0.4,0.15,0.88,9.23,0.75,0,0,2,0,-0.5,0,0,0,-0.3,5.28,1,7.73,2.5
"1390",1390,"Manchester City",18,"Kyle Walker","MCI","D",72,"FA","LEI 1<br/>@MCI 3 F",4,4,"95%","12.20%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,70,62,88.6,14,1,0,1,0,0,0,0,0,1,0,0,0,2,2,2,0,0,3,4,0,0,0,0,0,8,0,0,13,10,7,0,0,0,0,0,0,0,1,0,0,"12/21/19",4850,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,81,14,1,1,0,0,0,0.1,2,1,64,73,87.7,249,57,109,1,1,"Leicester City",0.9,0.65,0.48,8.38,0,0,0.8,2,0,0,0,0,0,-1.3,2.88,0,3.58,4.8
"1391",1391,"Manchester City",18,"Benjamin Mendy","MCI","D",64,"FA","LEI 1<br/>@MCI 3 F",22,22,"95%","6.40%",1,90,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,68,58,85.3,19,2,2,0,0,0,0,0,0,1,0,0,0,3,2,2,0,0,6,2,3,0,1,0,0,5,0,0,12,4,1,0,0,0,0,0,0,0,1,0,0,"12/21/19",4847,22,"fr FRA","LB",90,0,1,0,0,0,0,0,0,84,12,3,1,1,0,0,0.3,6,1,71,77,92.2,319,67,117,4,4,"Leicester City",0.9,0.65,0.48,19.98,0,0,2.4,8,0,0,0,0,0,-1.3,2.88,1,2.58,14.4
"1396",1396,"Manchester City",2,"Kyle Walker","MCI","D",93,"FA","TOT 2<br/>@MCI 2 F",6.75,6.75,"95%","12.20%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,72,64,88.9,21,3,1,2,0,0,0,0,0,0,0,1,1,3,3,3,0,0,6,2,1,1,0,0,0,5,0,0,12,5,3,0,0,0,0,0,0,0,2,0,0,"08/17/19",448,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,87,14,5,0,1,0,0,0.4,5,0,66,78,84.6,291,54,196,1,1,"Tottenham",0.2,0,1,19.95,0.25,0,3.2,4,0,-0.5,0,0,0,0,6,0.5,8.25,10.7
"1400",1400,"Manchester City",21,"Benjamin Mendy","MCI","D",64,"FA","EVE 1<br/>@MCI 2 F",9.5,9.5,"95%","6.40%",1,90,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,77,67,87,17,3,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,1,3,4,1,1,0,0,0,11,0,0,14,4,1,0,0,0,0,0,0,0,0,0,0,"01/01/20",5646,22,"fr FRA","WB",90,0,0,0,0,0,0,0,0,89,6,1,1,1,0,0,0.1,3,0,76,85,89.4,407,55,142,2,2,"Everton",1.1,0.85,0.32,10.52,0,0,0.8,6,0,-0.5,0,0,0,-1.7,1.92,0.5,2.22,7.3
"1401",1401,"Manchester City",21,"Joao Cancelo","MCI","D",187,"FA","EVE 1<br/>@MCI 2 F",8,8,"42%","-1.90%",1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,2,1,0,0,0,0,0,0,0,0,0,0,58,51,87.9,13,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,4,8,2,3,1,0,0,5,0,0,14,4,3,0,0,0,0,0,0,0,0,0,0,"01/01/20",5647,27,"pt POR","WB",90,0,0,0,0,0,0,0,0,80,11,2,1,1,0,0,0.2,4,0,60,67,89.6,267,54,126,1,1,"Everton",1.1,0.85,0.32,9.82,0,0,1.6,4,0,-1,0,0,0,-1.7,1.92,0.4,2.22,5.6
"1403",1403,"Manchester City",22,"Joao Cancelo","MCI","D",187,"FA","MCI 6<br/>@AVL 1 F",14,14,"42%","-1.90%",1,90,0,6,0,1,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,4,0,2,11,1,0,0,0,0,0,0,0,0,0,0,0,96,91,94.8,18,2,0,2,0,0,0,1,0,3,0,0,0,5,5,5,0,0,11,6,1,2,0,0,0,8,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,"01/12/20",6017,27,"pt POR","RB",90,0,0,0,0,2,1,0,0,122,9,5,3,1,0,0,0.2,3,1,99,107,92.5,497,93,300,6,8,"Aston Villa",0.9,0.65,0.48,19.18,0,0,1.6,2,2,-1,0,0,0,-1.3,2.88,0.333333333333333,8.58,9.6
"1405",1405,"Manchester City",22,"Benjamin Mendy","MCI","D",64,"FA","MCI 6<br/>@AVL 1 F",5,5,"95%","6.40%",1,90,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,78,69,88.5,15,5,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,5,0,2,0,0,0,9,0,0,15,9,5,0,0,0,0,0,0,0,1,0,0,"01/12/20",6013,22,"fr FRA","LB",90,0,0,0,0,0,0,0,0,91,9,1,0,1,0,0,0.2,3,0,72,83,86.7,254,48,77,0,2,"Aston Villa",0.9,0.65,0.48,10.18,0,0,1.6,4,0,-1,0,0,0,-1.3,2.88,0,2.58,7.6
"1406",1406,"Manchester City",23,"Benjamin Mendy","MCI","D",64,"FA","CRY 2<br/>@MCI 2 F",19.25,19.25,"95%","6.40%",1,90,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,16,1,1,0,0,1,0,0,0,0,0,0,0,84,79,94,34,15,6,9,0,0,2,0,0,1,0,1,1,1,1,2,1,0,6,8,1,4,1,0,0,7,0,0,16,4,2,0,0,0,0,0,0,0,2,0,0,"01/18/20",6054,22,"fr FRA","LB",90,0,1,0,0,0,0,1,0,112,15,4,1,3,0,0,0.3,6,2,91,105,86.7,554,85,290,1,1,"Crystal Palace",0.5,0.25,0.8,21.95,0.25,0,2.4,8,0,-1,0,0,0,-0.5,4.8,0.2,7.55,16.4
"1408",1408,"Manchester City",23,"Joao Cancelo","MCI","D",187,"FA","CRY 2<br/>@MCI 2 F",7.75,7.75,"42%","-1.90%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,0,0,0,0,0,0,0,0,56,47,83.9,20,5,0,5,0,0,1,0,0,4,0,1,1,3,3,3,0,0,8,7,3,3,0,0,0,8,0,0,17,3,1,0,0,0,0,0,0,0,2,0,0,"01/18/20",6057,27,"pt POR","RB",90,0,0,0,0,0,0,0,0,77,20,3,4,0,0,0,0,2,0,56,71,78.9,268,47,182,3,6,"Crystal Palace",0.5,0.25,0.8,16.05,0.25,0,0,2,0,-0.5,0,0,0,-0.5,4.8,0.5,8.55,4.5
"1411",1411,"Manchester City",24,"Kyle Walker","MCI","D",72,"FA","MCI 1<br/>@SHU 0 F",10.5,10.5,"95%","12.20%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,53,46,86.8,12,1,0,1,0,0,1,0,0,2,0,2,2,1,0,1,0,0,3,5,2,2,0,0,0,5,0,0,12,7,3,0,0,0,0,0,0,0,0,1,90,"01/21/20",6338,2,"eng ENG","WB",90,0,0,0,0,0,0,0,0,73,9,0,2,1,0,0,0,1,0,54,64,84.4,272,37,172,0,0,"Sheffield Utd",0.8,0.55,0.56,6.76,0.5,0,0,0,0,0,0,0,0,-1.1,3.36,0.5,4.76,0
"1412",1412,"Manchester City",25,"Kyle Walker","MCI","D",72,"FA","MCI 0<br/>@TOT 2 F",4.25,4.25,"95%","12.20%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,1,0,0,1,0,0,0,0,0,0,0,77,72,93.5,23,3,1,2,0,0,0,0,0,3,0,5,5,4,2,3,0,0,5,5,0,2,0,0,0,8,0,0,10,10,7,0,0,0,0,0,0,0,2,0,0,"02/02/20",6857,2,"eng ENG","RB",90,0,0,0,0,0,0,1,0,101,13,2,3,3,0,0,0.2,2,0,81,90,90,388,74,263,2,4,"Tottenham",0.3,0.05,0.96,15.51,1.25,0,1.6,2,0,0,0,0,0,-0.1,5.76,0,11.91,6.6
"1414",1414,"Manchester City",26,"Kyle Walker","MCI","D",72,"FA","WHU 0<br/>@MCI 2 F",14.75,14.75,"95%","12.20%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,79,72,91.1,22,5,1,4,0,0,0,0,0,2,1,3,3,2,2,2,0,0,5,2,1,2,0,0,0,5,0,0,12,7,5,0,0,0,0,0,0,0,0,1,90,"02/19/20",7119,2,"eng ENG","RB",90,0,0,0,0,1,0,0,0,104,10,2,2,2,0,0,0.1,2,0,80,89,89.9,317,77,254,3,4,"West Ham",0.1,0,1,15.55,0.75,0,0.8,2,0,0,0,0,0,0,6,0.333333333333333,8.75,5.8
"1417",1417,"Manchester City",26,"Benjamin Mendy","MCI","D",64,"FA","WHU 0<br/>@MCI 2 F",10.25,10.25,"95%","6.40%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,77,73,94.8,23,10,0,10,0,0,2,1,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,14,1,1,0,0,0,0,0,0,0,0,1,90,"02/19/20",7115,22,"fr FRA","LB",90,0,0,0,0,1,1,0,0,95,8,3,0,1,0,0,0,1,0,76,87,87.4,296,75,159,0,0,"West Ham",0.1,0,1,10.25,0.25,0,0,0,2,0,0,0,0,0,6,0,8.25,2
"1418",1418,"Manchester City",27,"Kyle Walker","MCI","D",72,"FA","MCI 1<br/>@LEI 0 F",9,9,"95%","12.20%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,80,72,90,16,1,0,1,0,0,0,1,0,0,0,2,2,0,0,1,1,0,4,2,1,0,0,0,0,6,0,0,11,9,6,0,0,0,0,0,0,0,0,1,90,"02/22/20",7296,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,97,6,2,0,1,0,0,0,1,0,82,92,89.1,398,69,288,0,0,"Leicester City",1.1,0.85,0.32,3.22,0.5,0,0,0,0,-0.5,0,0,0,-1.7,1.92,1,2.72,-0.5
"1419",1419,"Manchester City",27,"Benjamin Mendy","MCI","D",64,"FA","MCI 1<br/>@LEI 0 F",10.75,10.75,"95%","6.40%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,19,2,0,0,0,0,0,0,0,0,0,0,0,75,66,88,25,6,0,6,0,0,1,0,0,1,1,1,1,5,5,5,0,0,5,8,0,1,0,0,0,6,0,0,19,4,1,0,0,0,0,0,0,0,0,1,90,"02/22/20",7292,22,"fr FRA","LB",90,0,0,0,0,2,0,0,0,103,6,0,1,3,0,0,0,1,0,76,91,83.5,394,69,299,4,4,"Leicester City",1.1,0.85,0.32,4.97,0.25,0,0,0,0,-1.5,0,0,0,-1.7,1.92,0,1.47,3.5
"1421",1421,"Manchester City",29,"Joao Cancelo","MCI","D",187,"FA","MCI 0<br/>@MUN 2 F",6.25,6.25,"42%","-1.90%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,1,1,0,0,1,0,0,0,0,0,0,0,81,74,91.4,18,5,0,5,0,0,0,0,0,2,0,1,1,5,5,6,1,0,12,3,2,0,0,0,0,9,0,0,13,7,5,0,0,0,0,0,0,0,2,0,0,"03/08/20",7871,27,"pt POR","RB",90,0,0,0,0,0,0,1,0,105,14,3,2,2,0,0,0,3,0,85,97,87.6,552,68,197,5,5,"Manchester Utd",1.4,1.15,0.0800000000000001,8.43,0.25,0,0,2,0,0,0,0,0,-2.3,0.48,1,2.43,7
"1424",1424,"Manchester City",3,"Kyle Walker","MCI","D",72,"FA","MCI 3<br/>@BOU 1 F",-3.5,-3.5,"95%","12.20%",1,89,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15,2,1,0,0,1,0,0,0,0,0,0,1,81,71,87.7,12,0,0,0,0,0,1,1,0,0,0,2,2,0,0,1,2,0,2,4,1,2,0,0,0,3,0,0,15,11,8,0,1,0,0,0,0,0,1,0,0,"08/25/19",767,2,"eng ENG","RB",89,0,0,0,0,1,0,1,0,94,11,0,0,2,0,0,0,1,0,76,84,90.5,307,72,192,0,0,"Bournemouth",1.5,1.25,0,-4,0.5,0,0,0,0,0,0,0,0,-2.5,0,0.333333333333333,-2,0
"1426",1426,"Manchester City",30,"Joao Cancelo","MCI","D",93,"W (Tue)","ARS 0<br/>@MCI 3 F",9,9,"49%","-5.20%",1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,86,79,91.9,19,2,0,2,0,0,0,1,0,1,0,0,0,4,1,1,0,0,6,8,1,1,0,0,0,5,0,0,13,3,2,0,0,0,0,0,0,0,0,1,90,"06/22/20",8245,27,"pt POR","RB",90,0,0,0,0,1,0,1,0,102,18,4,1,1,0,0,0,0,0,84,95,88.4,458,81,210,1,1,"Burnley",0,0,1,9,0,0,0,0,0,0,0,0,0,0,6,0.5,10,1
"1428",1428,"Manchester City",31,"Kyle Walker","MCI","D",558,"W (Tue)","MCI 1<br/>@CHE 2 F",-1,-1,"92%","-1.40%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,84,72,85.7,19,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,2,0,1,0,0,0,5,0,0,15,8,4,0,0,0,0,0,0,0,2,0,0,"06/25/20",8555,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,91,7,2,0,1,0,0,0,1,0,73,86,84.9,281,66,169,1,1,"Chelsea",3.1,2.85,0,-2.7,0,0,0,0,0,0,0,0,0,-5.7,0,0,-3.7,1
"1430",1430,"Manchester City",32,"Kyle Walker","MCI","D",79,"W (Tue)","LIV 0<br/>@MCI 4 F",7.25,7.25,"92%","-1.40%",1,73,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,40,33,82.5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,3,0,0,0,0,5,0,0,9,6,3,0,1,0,0,0,0,0,0,1,73,"07/02/20",8832,2,"eng ENG","RB",72,0,0,0,0,0,0,1,0,49,9,1,0,0,0,0,0,0,0,38,44,86.4,199,31,157,1,1,"Liverpool",1.4,1.15,0.0800000000000001,-0.569999999999999,0.25,0,0,0,0,0,0,0,0,-2.3,0.48,1,-0.57,0
"1432",1432,"Manchester City",32,"Benjamin Mendy","MCI","D",50,"W (Tue)","LIV 0<br/>@MCI 4 F",11.25,11.25,"92%","-0.10%",1,90,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,45,39,86.7,7,3,2,1,0,0,0,1,0,2,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,7,0,0,12,5,3,0,0,0,0,0,0,0,0,1,90,"07/02/20",8828,22,"fr FRA","LB",90,0,0,0,0,0,0,1,0,75,9,2,2,2,0,0,0.1,2,1,56,67,83.6,604,43,174,2,2,"Liverpool",1.4,1.15,0.0800000000000001,4.23,0.25,0,0.8,2,0,0,0,0,0,-2.3,0.48,0,1.43,5.8
"1436",1436,"Manchester City",33,"Joao Cancelo","MCI","D",26,"W (Tue)","MCI 0<br/>@SOU 1 F",15.25,15.25,"49%","-5.20%",1,90,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,84,78,92.9,29,6,1,5,0,0,1,0,0,2,0,3,3,4,3,3,0,0,11,6,1,2,2,0,0,11,0,0,16,7,6,0,0,0,0,0,0,0,1,0,0,"07/05/20",9115,27,"pt POR","RB",90,0,0,0,0,1,0,0,0,112,17,6,2,1,0,0,0.3,8,0,86,97,88.7,340,84,154,3,5,"Southampton",0.8,0.55,0.56,21.91,0.75,0,2.4,6,0,-0.5,0,0,0,-1.1,3.36,0.333333333333333,9.01,11.9
"1439",1439,"Manchester City",35,"Benjamin Mendy","MCI","D",55,"W (Tue)","MCI 5<br/>@BHA 0 F",12,12,"92%","-0.10%",1,64,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,40,90.9,12,2,1,1,0,0,1,0,0,0,0,0,0,3,2,2,0,0,3,1,0,0,0,0,0,6,0,0,6,1,1,0,1,0,0,0,0,0,0,1,64,"07/11/20",9576,22,"fr FRA","LB",63,0,0,0,0,2,0,0,0,55,4,2,0,2,0.1,0.1,0.1,2,0,45,50,90,188,40,104,2,3,"Brighton",0.1,0,1,13.8,0,1,0.8,2,0,0,0,0,0,0,6,0,7,6.8
"1440",1440,"Manchester City",35,"Kyle Walker","MCI","D",42,"W (Tue)","MCI 5<br/>@BHA 0 F",14,14,"92%","-1.40%",1,90,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,88,76,86.4,11,3,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3,2,0,2,0,0,0,3,0,0,15,7,3,0,0,0,0,0,0,0,0,1,90,"07/11/20",9581,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,105,6,2,1,1,0,0,0.2,3,0,88,102,86.3,491,74,255,1,1,"Brighton",0.1,0,1,15.6,0,0,1.6,4,0,0,0,0,0,0,6,0,9,6.6
"1444",1444,"Manchester City",36,"Benjamin Mendy","MCI","D",58,"W (Tue)","BOU 1<br/>@MCI 2 F",10.75,10.75,"92%","-0.10%",1,77,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,36,30,83.3,10,3,0,3,0,0,1,0,0,1,0,3,3,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,9,3,0,0,1,0,0,0,0,0,0,1,0,"07/15/20",9771,22,"fr FRA","LB",76,0,0,0,0,0,0,0,0,47,2,0,1,0,0,0,0.1,1,0,34,41,82.9,106,28,24,0,0,"Bournemouth",1.8,1.55,0,2.45,0.75,0,0.8,2,0,0,0,0,0,-3.1,0,0.333333333333333,-1.35,2.8
"1446",1446,"Manchester City",4,"Kyle Walker","MCI","D",72,"FA","BHA 0<br/>@MCI 4 F",6,6,"95%","12.20%",1,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,64,56,87.5,12,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,12,8,4,0,0,0,0,0,0,0,0,1,90,"08/31/19",894,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,74,7,0,0,0,0,0,0,1,0,60,71,84.5,246,57,179,0,0,"Brighton",0.5,0.25,0.8,4.3,0.5,0,0,0,0,-0.5,0,0,0,-0.5,4.8,0,4.8,-0.5
"1449",1449,"Manchester City",5,"Kyle Walker","MCI","D",72,"FA","MCI 2<br/>@NOR 3 F",-3.5,-3.5,"95%","12.20%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,16,2,1,0,0,0,0,0,0,0,0,0,0,78,67,85.9,27,4,0,4,0,0,1,0,0,0,0,0,0,1,1,2,0,0,4,3,0,0,0,0,0,10,0,0,16,9,4,0,0,0,0,0,0,0,3,0,0,"09/14/19",1293,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,86,13,2,0,1,0,0,0,2,0,68,81,84,245,69,384,1,1,"Norwich City",1.7,1.45,0,-0.4,0,0,0,0,0,-0.5,0,0,0,-2.9,0,0,-0.9,0.5
"1452",1452,"Manchester City",7,"Kyle Walker","MCI","D",72,"FA","MCI 3<br/>@EVE 1 F",1,1,"95%","12.20%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,64,59,92.2,12,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0,5,0,0,7,5,2,0,0,0,0,0,0,0,1,0,0,"09/28/19",1877,2,"eng ENG","RB",90,0,0,0,0,0,0,0,0,76,8,0,0,1,0,0,0.3,3,1,65,71,91.5,265,44,153,0,0,"Everton",2.5,2.25,0,0.9,0.5,0,2.4,2,0,-0.5,0,0,0,-4.5,0,0,-4,4.9
