"","X","Team.y","game_week","Player","Team.x","Position","Rk","Status","Opponent.x","FPts","FP.G","X..Owned","X...","GP","Min.x","G","GOF","A2","KP","ABS","AFKG","AHW","AOG","APL","APKG","AR","ASOP","AT","S","SOT","SA","SOP","SB","TkW","TLM","DIS","PLC","FC","FS","ErS","ErG","YC","SYC","RC","HB","Pen","DP","X6S","Off","PA","AP","PC.","SFTP","C","ACNC","CF","CK","CIB","CF_1","CC","FKS","Int.x","IntB","CLRA","CLR","CoA","CoS","CoSF","BC","BS","DW","DL","AER","AERL","BCC","BCM","BCS","BR","FKG","FKM","PL","LB","LBA","SubOn","SubOff","PKG","PKA","PKM","PKD","OG","GAD","CS","MCS","Date","X1","X.","Nation","Pos","Min.y","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Press","Tkl","Int.y","Blocks","xG","npxG","xA","SCA","GCA","Cmp","Att","Cmp.","PrgDist","Carries","PrgDist.1","Succ","Att.1","Opponent.y","xG_against","GAD_against","xCS","xPts","CLRpts","xGpts","xApts","KPpts","SOTpts","DISpts","YCpts","RCpts","OGpts","xGADpts","xCSpts","AER_prop","defPts","offPts"
"2103",2103,"Southampton",24,"Ryan Bertrand","SOU","D",141,"FA","SOU 2<br/>@CRY 0 F",14,14,"63%","19.10%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,21,1,3,0,0,0,0,0,0,0,0,0,0,42,33,78.6,15,6,0,5,3,1,1,0,0,0,0,0,0,1,0,3,0,1,9,4,3,1,0,0,0,2,0,0,21,5,2,0,0,0,0,0,0,0,0,1,90,"01/21/20",6310,21,"eng ENG","LB",90,0,0,0,0,1,0,0,0,78,21,5,0,2,0,0,0.1,3,0,45,62,72.6,336,38,71,0,0,"Crystal Palace",0.7,0.45,0.64,11.74,0,0,0.8,2,0,0,0,0,0,-0.9,3.84,0.75,5.94,2.8
"2106",2106,"Southampton",25,"Ryan Bertrand","SOU","D",141,"FA","SOU 0<br/>@LIV 4 F",-0.25,-0.25,"63%","19.10%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,34,30,88.2,11,4,1,3,2,0,1,0,0,1,0,1,1,1,1,2,0,0,5,1,0,0,0,0,0,9,0,0,12,8,6,0,0,0,0,0,0,0,4,0,0,"02/01/20",6718,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,56,11,3,1,0,0,0,0,4,0,37,48,77.1,428,28,127,2,2,"Liverpool",3.1,2.85,0,2.05,0.25,0,0,2,0,-0.5,0,0,0,-5.7,0,0,-1.45,3.5
"2109",2109,"Southampton",26,"Kyle Walker-Peters","SOU","D",227,"FA","BUR 2<br/>@SOU 1 F",0.5,0.5,"26%","8.80%",1,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,1,0,0,0,0,0,0,0,0,0,0,36,19,52.8,5,2,0,2,0,0,0,1,0,1,0,0,0,3,3,4,1,0,6,3,1,0,0,0,0,5,0,0,26,5,1,0,1,0,0,0,0,0,2,0,0,"02/15/20",6980,24,"eng ENG","RB",72,0,0,0,0,0,0,0,0,66,13,1,1,1,0,0,0,0,0,39,57,68.4,220,31,67,4,4,"Burnley",0.7,0.45,0.64,7.44,0,0,0,0,0,-0.5,0,0,0,-0.9,3.84,1,3.94,2.5
"2113",2113,"Southampton",27,"Ryan Bertrand","SOU","D",141,"FA","AVL 0<br/>@SOU 2 F",16.5,16.5,"63%","19.10%",1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,3,1,0.3,0,0,1,0,1,20,1,2,0,0,0,0,0,0,0,0,0,0,34,25,73.5,6,6,1,5,5,0,1,0,0,1,0,0,0,2,1,3,0,0,7,5,3,1,0,0,0,6,0,0,20,4,1,0,0,0,0,0,0,0,0,1,90,"02/22/20",7198,21,"eng ENG","LB",90,0,0,0,0,3,1,0,0,62,16,1,1,0,0.1,0.1,0.4,4,0,36,51,70.6,415,27,48,1,2,"Aston Villa",0.5,0.25,0.8,19,0,1,3.2,2,2,-0.5,0,0,0,-0.5,4.8,0.75,6.3,9.7
"2119",2119,"Southampton",29,"Ryan Bertrand","SOU","D",141,"FA","NEW 1<br/>@SOU 0 F",4,4,"63%","19.10%",1,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,2,0,0,0,0,0,0,0,0,0,0,32,21,65.6,6,6,1,3,3,2,1,0,0,1,0,0,0,1,1,3,1,1,3,3,0,0,0,0,0,1,0,0,20,3,1,0,0,0,0,0,0,0,1,0,0,"03/07/20",7771,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,57,17,0,1,5,0,0,0.2,2,0,34,50,68,262,22,59,0,0,"Newcastle Utd",2.8,2.55,0,2.5,0,0,1.6,4,0,-1,0,0,0,-5.1,0,0,-4.1,6.6
"2121",2121,"Southampton",29,"Yan Valery","SOU","D",354,"FA","NEW 1<br/>@SOU 0 F",6.75,6.75,"5%","2.40%",1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,2,21,1,1,0,1,0,0,0,0,0,0,0,0,19,13,68.4,6,2,0,2,0,0,0,0,0,3,0,3,3,3,2,3,1,0,6,8,0,1,0,0,0,3,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,"03/07/20",7774,43,"fr FRA","RB",90,0,0,0,0,1,1,0,0,52,30,2,3,4,0,0,0,0,0,20,33,60.6,123,27,168,2,3,"Newcastle Utd",2.8,2.55,0,3.65,0.75,0,0,0,2,-1,0,0,0,-5.1,0,0,0.65,3
"2125",2125,"Southampton",30,"Ryan Bertrand","SOU","D",32,"W (Tue)","SOU 3<br/>@NOR 0 F",17,17,"40%","-3.50%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,15,2,1,0,0,0,0,0,0,0,0,0,0,38,30,78.9,11,1,0,1,0,0,0,1,0,1,0,2,2,3,1,2,0,0,11,9,5,4,0,0,0,4,0,0,15,1,0,0,0,0,0,0,0,0,0,1,90,"06/19/20",7987,21,"eng ENG","LB",90,0,0,0,0,3,0,0,0,66,8,4,1,1,0.1,0.1,0.1,3,0,39,50,78,203,25,96,1,2,"Norwich City",0.8,0.55,0.56,15.06,0.5,1,0.8,2,0,-0.5,0,0,0,-1.1,3.36,0.555555555555556,5.76,4.3
"2128",2128,"Southampton",30,"Yan Valery","SOU","D",85,"W (Tue)","SOU 3<br/>@NOR 0 F",9.75,9.75,"3%","-0.10%",1,89,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,16,1,1,0,0,0,0,0,0,0,0,0,0,24,15,62.5,7,0,0,0,0,0,1,1,0,1,0,3,3,3,2,3,0,0,5,5,0,0,0,0,0,7,0,0,16,4,1,0,1,0,0,0,0,0,0,1,89,"06/19/20",7990,43,"fr FRA","RB",89,0,0,0,0,0,0,0,0,44,16,3,1,0,0,0,0,3,0,22,34,64.7,161,22,107,1,2,"Norwich City",0.8,0.55,0.56,6.01,0.75,0,0,0,0,-1,0,0,0,-1.1,3.36,0,5.01,1
"2131",2131,"Southampton",31,"Ryan Bertrand","SOU","D",172,"W (Tue)","ARS 2<br/>@SOU 0 F",2.25,2.25,"40%","-3.50%",1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,57,45,78.9,14,5,3,2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,3,5,0,3,0,0,0,4,0,0,18,8,2,0,0,0,0,0,0,0,2,0,0,"06/25/20",8506,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,84,11,2,0,1,0,0,0.1,3,0,58,74,78.4,327,44,102,0,1,"Arsenal",2.7,2.45,0,2.15,0.25,0,0.8,2,0,0,0,0,0,-4.9,0,0,-3.65,5.8
"2132",2132,"Southampton",32,"Ryan Bertrand","SOU","D",144,"W (Tue)","SOU 3<br/>@WAT 1 F",3.25,3.25,"40%","-3.50%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,49,35,71.4,11,2,0,2,0,0,1,0,0,0,0,5,5,0,0,0,1,1,4,2,3,0,0,0,0,4,0,0,19,3,1,0,0,0,0,0,0,0,1,0,0,"06/28/20",8609,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,78,14,2,0,2,0,0,0,0,0,52,64,81.3,376,28,80,0,0,"Watford",0.5,0.25,0.8,9.55,1.25,0,0,0,0,0,0,0,0,-0.5,4.8,1,6.55,0
"2134",2134,"Southampton",32,"Kyle Walker-Peters","SOU","D",189,"W (Tue)","SOU 3<br/>@WAT 1 F",1.5,1.5,"22%","-0.60%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,1,4,0,0,0,0,0,0,0,0,0,0,44,30,68.2,12,0,0,0,0,0,0,1,0,0,0,2,2,0,0,4,1,0,7,3,0,2,0,0,0,9,0,0,18,10,2,0,0,0,0,0,0,0,1,0,0,"06/28/20",8612,24,"eng ENG","RB",90,0,0,0,0,0,0,0,0,63,7,2,0,2,0,0,0,0,0,38,47,80.9,234,29,256,0,0,"Watford",0.5,0.25,0.8,7.8,0.5,0,0,0,0,0,0,0,0,-0.5,4.8,0,7.8,0
"2137",2137,"Southampton",33,"Ryan Bertrand","SOU","D",48,"W (Tue)","MCI 0<br/>@SOU 1 F",12.5,12.5,"40%","-3.50%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,25,13,52,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,5,2,2,0,0,0,0,6,0,0,15,2,0,0,0,0,0,0,0,0,0,1,90,"07/05/20",9099,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,42,18,4,1,1,0,0,0,0,0,18,32,56.3,100,18,20,0,0,"Manchester City",2.8,2.55,0,1.4,1,0,0,0,0,-0.5,0,0,0,-5.1,0,1,-0.0999999999999996,-0.5
"2139",2139,"Southampton",33,"Kyle Walker-Peters","SOU","D",16,"W (Tue)","MCI 0<br/>@SOU 1 F",18.5,18.5,"22%","-0.60%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,2,0,0,0,0,0,0,0,0,0,0,23,17,73.9,1,0,0,0,0,0,0,2,0,5,5,6,6,2,1,3,1,1,7,6,2,4,1,0,0,9,0,0,13,1,0,0,0,0,0,0,0,0,0,1,90,"07/05/20",9102,24,"eng ENG","RB",90,0,0,0,0,0,0,0,0,45,19,3,5,8,0,0,0.3,1,0,18,26,69.2,119,25,75,1,3,"Manchester City",2.8,2.55,0,9.8,1.5,0,2.4,2,0,0,0,0,0,-5.1,0,0.333333333333333,2.4,5.4
"2140",2140,"Southampton",34,"Ryan Bertrand","SOU","D",95,"W (Tue)","SOU 1<br/>@EVE 1 F",7,7,"40%","-3.50%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,54,47,87,17,7,4,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,4,2,2,0,0,0,3,0,0,14,6,4,0,0,0,0,0,0,0,1,0,0,"07/09/20",9370,21,"eng ENG","LB",90,0,0,0,0,1,0,0,0,78,9,0,1,3,0,0,0.1,5,0,58,70,82.9,368,49,217,0,0,"Everton",1,0.75,0.4,10.7,0,0,0.8,2,0,0,0,0,0,-1.5,2.4,0.5,1.9,6.8
"2143",2143,"Southampton",34,"Kyle Walker-Peters","SOU","D",135,"W (Tue)","SOU 1<br/>@EVE 1 F",4.25,4.25,"22%","-0.60%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,13,1,4,0,0,0,0,0,0,0,0,0,0,42,34,81,6,1,0,1,0,0,0,0,0,1,1,3,3,4,3,7,0,1,9,8,0,1,0,0,0,7,0,0,13,4,0,0,0,0,0,0,0,0,1,0,0,"07/09/20",9373,24,"eng ENG","RB",90,0,0,0,0,0,0,0,0,66,18,3,1,4,0,0,0,1,0,38,48,79.2,116,44,181,4,5,"Everton",1,0.75,0.4,7.15,0.75,0,0,0,0,-0.5,0,0,0,-1.5,2.4,0,4.65,2.5
"2145",2145,"Southampton",35,"Ryan Bertrand","SOU","D",554,"W (Tue)","SOU 2<br/>@MUN 2 F",-1.75,-1.75,"40%","-3.50%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,55,44,80,16,4,0,4,0,0,0,1,0,0,0,1,1,0,0,2,0,1,4,3,2,1,0,0,0,2,0,0,16,4,1,0,0,0,0,0,0,0,2,0,0,"07/13/20",9726,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,74,16,0,0,2,0,0,0,1,0,53,65,81.5,297,43,63,0,0,"Manchester Utd",1.3,1.05,0.16,1.11,0.25,0,0,0,0,0,0,0,0,-2.1,0.96,0.666666666666667,-0.89,0
"2146",2146,"Southampton",35,"Kyle Walker-Peters","SOU","D",571,"W (Tue)","SOU 2<br/>@MUN 2 F",-7,-7,"22%","-0.60%",1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,21,2,3,0,0,1,0,0,0,0,0,0,0,32,23,71.9,9,4,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,7,1,0,0,0,0,6,0,0,21,5,2,0,0,0,0,0,0,0,2,0,0,"07/13/20",9729,24,"eng ENG","RB",90,0,0,0,0,1,0,1,0,59,14,0,0,2,0,0,0,0,0,31,48,64.6,166,35,133,0,0,"Manchester Utd",1.3,1.05,0.16,-4.14,0,0,0,0,0,-1,0,0,0,-2.1,0.96,1,-1.14,-1
"2152",2152,"Southampton",4,"Cedric Soares","ARS","D",297,"FA","TOT 2<br/>@ARS 2 F",5.25,5.25,"5%","-1%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,30,23,76.7,6,5,1,4,0,0,0,0,0,2,0,3,3,0,0,0,1,0,4,2,2,1,0,0,0,1,0,0,15,6,3,0,0,0,0,0,0,0,1,0,0,"08/31/19",838,2,"pt POR","RB",90,0,0,0,0,0,0,0,0,60,20,3,2,4,0,0,0,0,0,33,47,70.2,345,26,91,0,0,"Manchester Utd",1.7,1.45,0,4.35,0.75,0,0,0,0,-0.5,0,0,0,-2.9,0,0.666666666666667,1.85,0.5
"2153",2153,"Southampton",5,"Cedric Soares","ARS","D",297,"FA","ARS 2<br/>@WAT 2 F",11.75,11.75,"5%","-1%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,37,27,73,6,0,0,0,0,0,0,4,0,2,1,3,3,0,0,0,3,1,4,7,0,2,0,1,0,2,0,0,14,5,1,0,0,0,0,0,0,0,0,1,90,"09/14/19",1152,2,"pt POR","WB",90,0,0,0,0,1,0,0,0,61,26,2,2,6,0.2,0.2,0,0,0,35,46,76.1,221,28,13,0,0,"Sheffield Utd",1.8,1.55,0,4.65,0.75,2,0,0,0,0,0,0,0,-3.1,0,0,2.65,2
"2163",2163,"Southampton",8,"Yan Valery","SOU","D",354,"FA","CHE 4<br/>@SOU 1 F",8.25,8.25,"5%","2.40%",1,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,38,21,55.3,6,2,0,2,0,0,1,0,0,2,1,1,1,5,3,4,0,1,10,4,2,1,0,0,0,7,0,0,26,7,1,0,0,0,0,0,0,0,4,0,0,"10/06/19",2168,43,"fr FRA","RB",90,0,0,0,0,0,0,0,0,62,17,2,2,3,0,0,0,0,0,30,48,62.5,153,29,114,4,4,"Chelsea",1.9,1.65,0,4.95,0.25,0,0,0,0,0,0,0,0,-3.3,0,0.666666666666667,-0.0499999999999998,3
"2164",2164,"Southampton",8,"Ryan Bertrand","SOU","D",141,"FA","CHE 4<br/>@SOU 1 F",-2,-2,"63%","19.10%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,0,2,0,0,0,0,0,0,0,0,0,0,32,19,59.4,3,3,0,3,0,0,2,0,0,1,0,0,0,1,0,2,0,0,8,6,3,2,0,0,0,3,0,0,25,5,2,0,0,0,0,0,0,0,4,0,0,"10/06/19",2165,21,"eng ENG","LB",90,0,0,0,0,0,0,0,0,52,13,1,1,2,0,0,0.1,2,0,21,37,56.8,103,25,56,0,1,"Chelsea",1.9,1.65,0,3.5,0,0,0.8,2,0,-1,0,0,0,-3.3,0,0.6,-1.3,1.8
"2165",2165,"Southampton",9,"Ryan Bertrand","SOU","D",141,"FA","SOU 1<br/>@WOL 1 F",6.25,6.25,"63%","19.10%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,2,1,0,0,1,0,0,1,0,0,0,0,42,38,90.5,9,4,0,4,0,0,1,0,0,2,0,1,1,1,0,1,0,0,5,5,3,3,0,0,0,5,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,"10/19/19",2370,21,"eng ENG","WB",90,0,0,0,0,1,0,1,0,70,8,1,2,5,0,0,0.3,4,0,43,55,78.2,375,39,135,0,2,"Wolves",0.9,0.65,0.48,10.23,0.25,0,2.4,4,0,0,0,0,0,-1.3,2.88,0.5,3.83,6.4
"2168",2168,"Southampton",9,"Yan Valery","SOU","D",354,"FA","SOU 1<br/>@WOL 1 F",5.75,5.75,"5%","2.40%",1,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,0,0,0,1,0,0,0,0,0,0,1,15,10,66.7,1,1,1,0,0,0,0,1,0,3,0,3,3,0,0,0,0,0,4,4,3,2,0,0,0,2,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,"10/19/19",2371,43,"fr FRA","WB",75,0,0,0,0,0,0,1,0,34,12,2,3,0,0,0,0,0,0,16,25,64,65,12,9,0,0,"Wolves",0.9,0.65,0.48,7.33,0.75,0,0,0,0,0,0,0,0,-1.3,2.88,0.6,6.33,1
"2170",2170,"Tottenham",1,"Danny Rose","NEW","D",83,"FA","ARS 1<br/>@NEW 0 F",9,9,"53%","10.40%",1,90,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3,2,0,0,0,0,0,0,0,0,0,0,46,41,89.1,22,6,2,4,0,0,0,0,0,0,0,0,0,5,1,3,0,0,6,12,1,2,1,0,0,6,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,"08/10/19",172,3,"eng ENG","LB",90,0,0,0,0,0,0,0,0,71,12,1,0,0,0,0,0.3,4,0,52,61,85.2,349,57,189,2,6,"Aston Villa",0.6,0.35,0.72,17.02,0,0,2.4,8,0,-1,0,0,0,-0.7,4.32,0.333333333333333,3.62,12.4
"2171",2171,"Tottenham",1,"Kyle Walker-Peters","SOU","D",105,"FA","SOU 0<br/>@BUR 3 F",7,7,"26%","8.80%",1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,17,1,3,0,0,0,0,0,0,0,0,0,0,74,64,86.5,29,4,0,4,0,0,4,0,0,0,0,4,4,2,2,5,0,0,10,6,2,2,0,0,0,6,0,0,17,5,2,0,0,0,0,0,0,0,1,0,0,"08/10/19",175,16,"eng ENG","RB",90,0,0,0,0,1,0,0,0,99,12,3,0,2,0,0,0,5,0,74,86,86,323,78,281,2,2,"Aston Villa",0.6,0.35,0.72,12.62,1,0,0,2,0,-1,0,0,0,-0.7,4.32,0.5,7.62,3
"2175",2175,"Tottenham",10,"Danny Rose","NEW","D",171,"FA","WOL 1<br/>@NEW 1 F",5.5,5.5,"53%","10.40%",1,90,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,19,1,3,0,1,1,0,0,0,0,0,0,0,22,13,59.1,6,4,1,2,1,1,1,3,0,2,1,6,6,1,1,4,1,1,8,4,0,1,0,0,0,5,0,0,19,7,1,0,0,0,0,0,0,0,2,0,0,"10/27/19",2728,3,"eng ENG","LB",90,0,0,0,0,1,0,1,0,56,9,3,2,3,0.1,0.1,0.1,3,0,26,38,68.4,325,26,77,0,1,"Liverpool",2.5,2.25,0,6.8,1.5,1,0.8,4,0,0,0,0,0,-4.5,0,0,2,7.8
"2176",2176,"Tottenham",10,"Serge Aurier","TOT","D",56,"FA","TOT 1<br/>@LIV 2 F",1.75,1.75,"95%","1.80%",1,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,16,1,0,0,0,0,0,0,0,1,0,0,0,19,12,63.2,1,2,1,1,0,0,1,0,0,1,0,3,3,0,0,0,0,0,2,7,1,4,0,0,0,3,0,0,16,5,2,0,1,0,0,0,0,0,2,0,0,"10/27/19",2731,24,"ci CIV","RB",83,0,0,0,0,0,0,0,0,40,11,1,1,0,0,0,0,0,0,20,32,62.5,233,18,58,0,0,"Liverpool",2.5,2.25,0,1.25,0.75,0,0,2,0,-1,0,0,0,-4.5,0,0.2,-1.75,2
"2177",2177,"Tottenham",11,"Ben Davies","TOT","D",252,"FA","TOT 1<br/>@EVE 1 F",4.75,4.75,"16%","-6.20%",1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,1,0,0,0,0,0,0,0,0,0,1,29,15,51.7,5,2,1,1,0,0,0,2,0,1,1,5,5,0,0,1,2,0,4,8,3,2,0,0,0,4,0,0,20,2,0,0,0,0,0,0,0,0,1,0,0,"11/03/19",3031,33,"wal WAL","LB",90,0,0,0,0,0,0,0,0,57,11,0,1,5,0,0,0,1,0,26,43,60.5,249,16,47,0,0,"Everton",0.7,0.45,0.64,9.69,1.25,0,0,2,0,-1.5,0,0,0,-0.9,3.84,0.6,5.19,1.5
"2180",2180,"Tottenham",11,"Serge Aurier","TOT","D",56,"FA","TOT 1<br/>@EVE 1 F",18.75,18.75,"95%","1.80%",1,88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,40,30,75,5,2,0,2,0,0,0,2,0,2,0,3,3,1,1,1,2,0,8,2,2,1,0,0,0,5,0,0,12,5,2,0,1,0,0,0,0,0,0,1,0,"11/03/19",3034,24,"ci CIV","RB",87,0,0,0,0,0,0,0,0,63,15,6,2,2,0,0,0,1,0,43,54,79.6,308,40,56,3,3,"Everton",0.7,0.45,0.64,15.69,0.75,0,0,2,0,0,0,0,0,-0.9,3.84,0.666666666666667,10.69,3
"2186",2186,"Tottenham",13,"Ben Davies","TOT","D",252,"FA","TOT 3<br/>@WHU 2 F",2,2,"16%","-6.20%",1,75,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,41,37,90.2,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3,3,1,0,0,0,5,0,0,6,2,0,0,1,0,0,0,0,0,1,0,0,"11/23/19",3333,33,"wal WAL","LB",74,0,0,0,0,0,0,1,0,50,12,1,1,4,0,0,0,1,0,39,44,88.6,314,28,32,0,0,"West Ham",0.8,0.55,0.56,6.26,0,0,0,2,0,0,0,0,0,-1.1,3.36,0.75,3.26,3
"2187",2187,"Tottenham",13,"Serge Aurier","TOT","D",56,"FA","TOT 3<br/>@WHU 2 F",17.5,17.5,"95%","1.80%",1,90,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,14,1,0,0,0,0,0,0,0,0,0,0,0,48,40,83.3,5,2,1,1,0,0,1,0,0,2,0,4,4,6,5,5,1,0,7,6,0,1,1,0,0,13,0,0,14,4,3,0,0,0,0,0,0,0,2,0,0,"11/23/19",3337,24,"ci CIV","RB",90,0,1,0,0,0,0,0,0,76,17,4,2,2,0,0,0.1,3,1,51,59,86.4,436,51,111,5,6,"West Ham",0.8,0.55,0.56,16.56,1,0,0.8,4,0,-1.5,0,0,0,-1.1,3.36,0,7.26,9.3
"2189",2189,"Tottenham",14,"Jan Vertonghen","TOT","D",174,"FA","BOU 2<br/>@TOT 3 F",-0.25,-0.25,"53%","3.90%",1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,57,49,86,4,0,0,0,0,0,0,1,0,1,1,3,3,0,0,1,0,2,4,1,2,0,0,0,0,7,0,0,10,5,4,0,0,0,0,0,0,0,2,0,0,"11/30/19",3621,5,"be BEL","LB",90,0,0,0,0,0,0,0,0,68,12,1,1,3,0,0,0,0,0,50,58,86.2,343,43,104,0,0,"Bournemouth",1.3,1.05,0.16,2.61,0.75,0,0,0,0,0,0,0,0,-2.1,0.96,1,0.61,0
"2190",2190,"Tottenham",14,"Serge Aurier","TOT","D",56,"FA","BOU 2<br/>@TOT 3 F",7.25,7.25,"95%","1.80%",1,90,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,2,2,0,0,0,0,0,0,0,0,0,0,34,27,79.4,13,6,1,5,0,0,0,0,0,0,0,5,5,0,0,2,1,0,7,3,3,1,0,0,0,5,0,0,14,1,0,0,0,0,0,0,0,0,2,0,0,"11/30/19",3624,24,"ci CIV","RB",90,0,0,0,0,0,0,0,0,59,24,2,0,3,0,0,0.1,2,0,33,48,68.8,148,32,83,0,0,"Bournemouth",1.3,1.05,0.16,10.91,1.25,0,0.8,4,0,0,0,0,0,-2.1,0.96,0.75,2.11,5.8
"2194",2194,"Tottenham",15,"Jan Vertonghen","TOT","D",174,"FA","TOT 1<br/>@MUN 2 F",3.75,3.75,"53%","3.90%",1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,40,29,72.5,3,4,0,4,0,0,1,0,0,4,0,1,1,2,1,1,0,0,6,5,2,0,0,0,0,6,0,0,22,3,0,0,0,0,0,0,0,0,2,0,0,"12/04/19",4043,5,"be BEL","LB",90,0,0,0,0,0,0,0,0,64,9,2,4,1,0,0,0,0,0,39,53,73.6,270,37,93,1,2,"Manchester Utd",1.2,0.95,0.24,7.29,0.25,0,0,0,0,-1.5,0,0,0,-1.9,1.44,1,5.79,-0.5
"2195",2195,"Tottenham",15,"Serge Aurier","TOT","D",56,"FA","TOT 1<br/>@MUN 2 F",25.25,25.25,"95%","1.80%",1,90,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1,0,0,4,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,40,31,77.5,9,9,1,8,0,0,1,0,0,6,0,1,1,2,2,2,0,0,12,7,4,3,0,0,0,7,0,0,18,3,1,0,0,0,0,0,0,0,2,0,0,"12/04/19",4046,24,"ci CIV","RB",90,0,0,0,0,2,2,0,0,79,19,6,6,1,0.1,0.1,0,0,0,41,55,74.5,322,36,97,2,2,"Manchester Utd",1.2,0.95,0.24,21.79,0.25,1,0,0,4,0,0,0,0,-1.9,1.44,0.571428571428571,9.79,8
