,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
558,Conor Townsend,14.0,eng ENG,WB,90,0,0,0,1,1,0,1,2,0,0,0,0,5,2,1,66.7,09/26/20,West Brom,Chelsea
559,Darnell Furlong,2.0,eng ENG,WB,90,1,0,0,1,3,0,6,0,1,0,0,0,15,4,5,44.4,09/26/20,West Brom,Chelsea
560,Dara O'Shea,27.0,ie IRL,CB,90,0,0,0,0,2,0,0,2,1,0,0,0,5,0,0,,09/26/20,West Brom,Chelsea
561,Kyle Bartley,5.0,eng ENG,CB,90,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,50.0,09/26/20,West Brom,Chelsea
562,Semi Ajayi,6.0,ng NGA,CB,90,0,0,0,0,1,0,0,0,3,0,0,0,6,0,0,,09/26/20,West Brom,Chelsea
563,Sam Johnstone,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/26/20,West Brom,Chelsea
564,Tammy Abraham,9.0,eng ENG,FW,90,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,100.0,09/26/20,Chelsea,West Brom
565,Timo Werner,11.0,de GER,"LW,WB",90,0,0,0,2,0,0,2,0,0,0,0,0,7,0,1,0.0,09/26/20,Chelsea,West Brom
566,Mason Mount,19.0,eng ENG,"RW,CM",90,0,0,0,1,1,0,3,1,4,0,0,0,6,0,0,,09/26/20,Chelsea,West Brom
567,Kai Havertz,29.0,de GER,"AM,CM",90,0,0,0,2,1,0,1,0,1,0,0,0,4,1,0,100.0,09/26/20,Chelsea,West Brom
568,Mateo Kovacic,17.0,hr CRO,CM,45,0,0,0,0,2,0,0,2,1,0,0,0,8,0,0,,09/26/20,Chelsea,West Brom
569,Callum Hudson-Odoi,20.0,eng ENG,"RW,WB",45,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0.0,09/26/20,Chelsea,West Brom
570,N'Golo Kante,7.0,fr FRA,"CM,DM",90,0,0,0,3,0,0,0,0,3,0,0,0,15,1,0,100.0,09/26/20,Chelsea,West Brom
571,Marcos Alonso,3.0,es ESP,LB,45,1,0,0,1,1,0,0,0,0,0,0,0,9,4,1,80.0,09/26/20,Chelsea,West Brom
572,Cesar Azpilicueta,28.0,es ESP,"LB,CB",45,0,0,0,2,0,0,0,0,0,0,0,0,13,3,3,50.0,09/26/20,Chelsea,West Brom
573,Thiago Silva,6.0,br BRA,CB,72,0,0,0,1,0,0,0,1,0,0,0,0,9,0,0,,09/26/20,Chelsea,West Brom
574,Olivier Giroud,18.0,fr FRA,"FW,CB",18,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,09/26/20,Chelsea,West Brom
575,Andreas Christensen,4.0,dk DEN,CB,90,1,0,0,1,0,0,0,3,2,0,0,0,16,4,1,80.0,09/26/20,Chelsea,West Brom
576,Reece James,24.0,eng ENG,"RB,CB",90,1,0,0,1,1,0,13,0,3,0,0,0,9,1,1,50.0,09/26/20,Chelsea,West Brom
577,Willy Caballero,13.0,ar ARG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/26/20,Chelsea,West Brom
578,Matej Vydra,27.0,cz CZE,FW,90,0,0,0,0,0,1,1,0,0,0,0,0,3,3,10,23.1,09/26/20,Burnley,Southampton
579,Chris Wood,9.0,nz NZL,FW,90,0,0,0,2,0,1,0,0,0,0,0,0,1,7,10,41.2,09/26/20,Burnley,Southampton
580,Dwight McNeil,11.0,eng ENG,LM,90,0,0,0,0,1,0,7,0,1,0,0,0,5,1,0,100.0,09/26/20,Burnley,Southampton
581,Josh Brownhill,8.0,eng ENG,RM,90,0,0,0,1,0,0,1,1,2,0,0,0,14,5,0,100.0,09/26/20,Burnley,Southampton
582,Dale Stephens,16.0,eng ENG,DM,90,0,0,0,2,1,0,0,1,2,0,0,0,22,4,0,100.0,09/26/20,Burnley,Southampton
583,Ashley Westwood,18.0,eng ENG,DM,90,0,0,0,2,3,0,2,1,1,0,0,0,14,0,1,0.0,09/26/20,Burnley,Southampton
584,Charlie Taylor,3.0,eng ENG,LB,90,0,0,0,0,3,0,5,0,0,0,0,0,15,0,0,,09/26/20,Burnley,Southampton
585,Jimmy Dunne,34.0,ie IRL,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,100.0,09/26/20,Burnley,Southampton
586,Kevin Long,28.0,ie IRL,CB,90,0,0,0,0,0,0,1,2,1,0,0,0,25,6,5,54.5,09/26/20,Burnley,Southampton
587,Phil Bardsley,26.0,sco SCO,RB,90,1,0,0,1,2,0,3,1,1,0,0,0,18,3,3,50.0,09/26/20,Burnley,Southampton
588,Nick Pope,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,09/26/20,Burnley,Southampton
589,Danny Ings,9.0,eng ENG,FW,90,0,0,0,0,1,1,0,0,0,0,0,0,9,2,1,66.7,09/26/20,Southampton,Burnley
590,Che Adams,10.0,eng ENG,FW,76,0,0,0,1,0,0,1,0,1,0,0,0,0,2,5,28.6,09/26/20,Southampton,Burnley
591,Michael Obafemi,14.0,ie IRL,FW,14,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,09/26/20,Southampton,Burnley
592,Moussa Djenepo,12.0,ml MLI,LM,76,0,0,0,3,1,0,0,0,0,0,0,0,8,2,4,33.3,09/26/20,Southampton,Burnley
593,Nathan Tella,23.0,eng ENG,LM,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/26/20,Southampton,Burnley
594,Oriol Romeu,6.0,es ESP,CM,90,0,0,0,1,0,0,0,0,2,0,0,0,23,3,2,60.0,09/26/20,Southampton,Burnley
595,James Ward-Prowse,8.0,eng ENG,CM,90,0,0,0,2,1,0,0,1,0,0,0,0,16,2,4,33.3,09/26/20,Southampton,Burnley
596,Stuart Armstrong,17.0,sco SCO,RM,90,0,0,0,1,0,0,1,1,2,0,0,0,10,0,1,0.0,09/26/20,Southampton,Burnley
597,Ryan Bertrand,3.0,eng ENG,LB,90,0,0,0,0,1,0,2,0,0,0,0,0,6,0,5,0.0,09/26/20,Southampton,Burnley
598,Jannik Vestergaard,4.0,dk DEN,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,20,8,3,72.7,09/26/20,Southampton,Burnley
599,Jan Bednarek,35.0,pl POL,CB,90,0,0,0,1,1,0,0,2,1,0,0,0,15,10,3,76.9,09/26/20,Southampton,Burnley
600,Kyle Walker-Peters,2.0,eng ENG,RB,90,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,,09/26/20,Southampton,Burnley
601,Alex McCarthy,1.0,eng ENG,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,09/26/20,Southampton,Burnley
602,Oliver Burke,14.0,sco SCO,FW,73,0,0,0,1,0,0,2,1,2,0,0,0,4,0,2,0.0,09/27/20,Sheffield Utd,Leeds United
603,Billy Sharp,10.0,eng ENG,FW,17,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,33.3,09/27/20,Sheffield Utd,Leeds United
604,David McGoldrick,17.0,ie IRL,FW,73,0,0,0,3,1,1,0,0,1,0,0,0,3,3,7,30.0,09/27/20,Sheffield Utd,Leeds United
605,Oliver McBurnie,9.0,sco SCO,FW,17,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,75.0,09/27/20,Sheffield Utd,Leeds United
606,Ben Osborn,23.0,eng ENG,CM,90,0,0,0,3,2,0,3,0,2,0,0,0,7,0,3,0.0,09/27/20,Sheffield Utd,Leeds United
607,John Lundstram,7.0,eng ENG,CM,63,1,0,0,1,0,0,0,1,0,0,0,0,4,1,0,100.0,09/27/20,Sheffield Utd,Leeds United
608,Oliver Norwood,16.0,nir NIR,CM,27,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,50.0,09/27/20,Sheffield Utd,Leeds United
609,Sander Berge,8.0,no NOR,DM,90,0,0,0,1,0,0,2,1,2,0,0,0,9,2,4,33.3,09/27/20,Sheffield Utd,Leeds United
610,Enda Stevens,3.0,ie IRL,WB,90,0,0,0,2,0,0,0,1,4,0,0,0,10,4,0,100.0,09/27/20,Sheffield Utd,Leeds United
611,George Baldock,2.0,eng ENG,WB,90,1,0,0,2,0,0,1,0,0,0,0,0,7,2,3,40.0,09/27/20,Sheffield Utd,Leeds United
612,Jack Robinson,19.0,eng ENG,CB,90,0,0,0,2,0,0,0,2,2,0,0,0,8,3,0,100.0,09/27/20,Sheffield Utd,Leeds United
613,Ethan Ampadu,22.0,wal WAL,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,100.0,09/27/20,Sheffield Utd,Leeds United
614,Chris Basham,6.0,eng ENG,CB,90,0,0,0,1,0,1,2,1,1,0,0,0,13,1,3,25.0,09/27/20,Sheffield Utd,Leeds United
615,Aaron Ramsdale,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,09/27/20,Sheffield Utd,Leeds United
616,Tyler Roberts,11.0,wal WAL,FW,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,09/27/20,Leeds United,Sheffield Utd
617,Rodrigo Moreno,20.0,es ESP,FW,44,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,50.0,09/27/20,Leeds United,Sheffield Utd
618,Ezgjan Alioski,10.0,mk MKD,FW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/27/20,Leeds United,Sheffield Utd
619,Patrick Bamford,9.0,eng ENG,FW,90,0,0,0,0,0,1,0,1,0,0,0,0,4,2,5,28.6,09/27/20,Leeds United,Sheffield Utd
620,Stuart Dallas,15.0,nir NIR,CM,90,0,0,0,0,4,0,4,0,2,0,0,0,10,2,3,40.0,09/27/20,Leeds United,Sheffield Utd
621,Mateusz Klich,43.0,pl POL,CM,90,0,0,0,0,0,0,2,2,2,0,0,0,9,2,2,50.0,09/27/20,Leeds United,Sheffield Utd
622,Kalvin Phillips,23.0,eng ENG,DM,90,1,0,0,1,2,0,3,0,3,0,0,0,13,1,3,25.0,09/27/20,Leeds United,Sheffield Utd
623,Jack Harrison,22.0,eng ENG,WB,90,0,0,0,0,0,0,5,1,2,0,0,0,11,2,1,66.7,09/27/20,Leeds United,Sheffield Utd
624,Helder Costa,17.0,pt POR,WB,65,0,0,0,2,2,0,0,0,1,0,0,0,6,0,1,0.0,09/27/20,Leeds United,Sheffield Utd
625,Ian Poveda-Ocampo,7.0,eng ENG,WB,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,09/27/20,Leeds United,Sheffield Utd
626,Liam Cooper,6.0,sco SCO,CB,90,0,0,0,0,2,0,0,1,1,0,0,0,16,7,3,70.0,09/27/20,Leeds United,Sheffield Utd
627,Robin Koch,5.0,de GER,CB,90,0,0,0,1,1,0,0,0,1,0,0,0,12,7,0,100.0,09/27/20,Leeds United,Sheffield Utd
628,Luke Ayling,2.0,eng ENG,CB,90,0,0,0,0,3,0,0,0,1,0,0,0,13,2,2,50.0,09/27/20,Leeds United,Sheffield Utd
629,Illan Meslier,1.0,fr FRA,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,,09/27/20,Leeds United,Sheffield Utd
630,Harry Kane,10.0,eng ENG,FW,90,0,0,0,1,0,0,1,0,0,0,0,0,8,2,2,50.0,09/27/20,Tottenham,Newcastle Utd
631,Son Heung-Min,7.0,kr KOR,LW,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,09/27/20,Tottenham,Newcastle Utd
632,Steven Bergwijn,23.0,nl NED,LW,45,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,,09/27/20,Tottenham,Newcastle Utd
633,Lucas Moura,27.0,br BRA,RW,78,0,0,0,3,1,0,0,0,0,0,0,0,9,4,2,66.7,09/27/20,Tottenham,Newcastle Utd
634,Erik Lamela,11.0,ar ARG,RW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/27/20,Tottenham,Newcastle Utd
635,Giovani Lo Celso,18.0,ar ARG,AM,76,0,0,0,2,2,0,1,0,0,0,0,0,9,2,1,66.7,09/27/20,Tottenham,Newcastle Utd
636,Tanguy Ndombele,28.0,fr FRA,AM,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,50.0,09/27/20,Tottenham,Newcastle Utd
637,Harry Winks,8.0,eng ENG,DM,90,1,0,0,0,1,0,0,0,1,0,0,0,9,0,1,0.0,09/27/20,Tottenham,Newcastle Utd
638,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,0,0,0,4,1,0,1,3,0,0,0,0,14,2,2,50.0,09/27/20,Tottenham,Newcastle Utd
639,Ben Davies,33.0,wal WAL,LB,90,0,0,0,2,1,0,3,0,1,0,0,0,6,3,1,75.0,09/27/20,Tottenham,Newcastle Utd
640,Eric Dier,15.0,eng ENG,CB,90,0,0,0,1,0,0,0,0,1,0,1,0,12,5,3,62.5,09/27/20,Tottenham,Newcastle Utd
641,Davinson Sanchez,6.0,co COL,CB,90,0,0,0,2,0,0,0,0,1,0,0,0,9,6,2,75.0,09/27/20,Tottenham,Newcastle Utd
642,Matt Doherty,2.0,ie IRL,RB,90,0,0,0,0,2,0,2,0,0,0,0,0,11,6,4,60.0,09/27/20,Tottenham,Newcastle Utd
643,Hugo Lloris,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/27/20,Tottenham,Newcastle Utd
644,Callum Wilson,13.0,eng ENG,FW,90,0,0,0,0,3,1,0,0,0,0,0,0,0,3,6,33.3,09/27/20,Newcastle Utd,Tottenham
645,Joelinton,9.0,br BRA,LW,90,1,0,0,1,3,0,2,0,1,0,0,0,7,5,8,38.5,09/27/20,Newcastle Utd,Tottenham
646,Miguel Almiron,24.0,py PAR,RW,76,0,0,0,1,1,0,2,0,2,0,0,0,7,0,2,0.0,09/27/20,Newcastle Utd,Tottenham
647,Andy Carroll,7.0,eng ENG,RW,14,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,80.0,09/27/20,Newcastle Utd,Tottenham
648,Jeff Hendrick,16.0,ie IRL,CM,73,0,0,0,0,2,0,0,1,1,0,0,0,5,0,0,,09/27/20,Newcastle Utd,Tottenham
649,Jacob Murphy,23.0,eng ENG,"WB,CM",17,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,,09/27/20,Newcastle Utd,Tottenham
650,Jonjo Shelvey,8.0,eng ENG,CM,90,1,0,0,3,0,0,1,0,2,0,0,0,7,0,0,,09/27/20,Newcastle Utd,Tottenham
651,Matt Ritchie,11.0,sco SCO,WB,68,0,0,0,0,1,0,2,0,0,0,0,0,6,1,5,16.7,09/27/20,Newcastle Utd,Tottenham
652,Jamal Lewis,15.0,nir NIR,WB,22,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0,09/27/20,Newcastle Utd,Tottenham
653,Javier Manquillo,19.0,es ESP,"WB,CB",90,0,0,0,0,0,0,2,1,0,0,0,0,11,2,0,100.0,09/27/20,Newcastle Utd,Tottenham
654,Federico Fernandez,18.0,ar ARG,CB,90,0,0,0,0,2,0,0,1,0,0,0,0,7,1,3,25.0,09/27/20,Newcastle Utd,Tottenham
655,Jamaal Lascelles,6.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,3,0,0,0,8,1,1,50.0,09/27/20,Newcastle Utd,Tottenham
656,Isaac Hayden,14.0,eng ENG,"CB,CM",90,1,0,0,2,0,0,0,0,1,0,0,0,6,3,4,42.9,09/27/20,Newcastle Utd,Tottenham
657,Karl Darlow,26.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,09/27/20,Newcastle Utd,Tottenham
658,Raheem Sterling,7.0,eng ENG,"FW,LW,AM",90,0,0,0,3,1,0,2,0,3,0,0,0,3,0,1,0.0,09/27/20,Manchester City,Leicester City
659,Phil Foden,47.0,eng ENG,LW,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0.0,09/27/20,Manchester City,Leicester City
660,Ferran Torres,21.0,es ESP,"RW,LW",27,0,0,0,1,0,0,3,0,0,0,0,0,2,1,0,100.0,09/27/20,Manchester City,Leicester City
661,Riyad Mahrez,26.0,dz ALG,"RW,CM",90,0,0,0,1,2,0,2,0,0,0,0,0,7,0,0,,09/27/20,Manchester City,Leicester City
662,Kevin De Bruyne,17.0,be BEL,"AM,CM,DM",90,0,0,0,1,2,0,4,0,0,0,0,0,11,1,0,100.0,09/27/20,Manchester City,Leicester City
663,Rodrigo,16.0,es ESP,DM,90,0,0,0,1,2,1,0,2,2,0,0,0,17,2,2,50.0,09/27/20,Manchester City,Leicester City
664,Fernandinho,25.0,br BRA,DM,50,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0.0,09/27/20,Manchester City,Leicester City
665,Liam Delap,48.0,eng ENG,"FW,DM",40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,09/27/20,Manchester City,Leicester City
666,Benjamin Mendy,22.0,fr FRA,LB,90,0,0,0,1,0,0,4,0,1,0,1,0,7,2,3,40.0,09/27/20,Manchester City,Leicester City
667,Nathan Ake,6.0,nl NED,CB,90,1,0,0,1,0,0,0,1,0,0,0,0,14,4,1,80.0,09/27/20,Manchester City,Leicester City
668,Eric Garcia,50.0,es ESP,CB,90,0,0,0,1,1,0,0,3,1,0,1,0,8,0,3,0.0,09/27/20,Manchester City,Leicester City
669,Kyle Walker,2.0,eng ENG,RB,90,0,0,0,2,0,1,1,1,0,0,1,0,12,4,1,80.0,09/27/20,Manchester City,Leicester City
670,Ederson,31.0,br BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/27/20,Manchester City,Leicester City
671,Jamie Vardy,9.0,eng ENG,FW,84,0,0,0,1,2,1,0,0,1,2,0,0,0,4,2,66.7,09/27/20,Leicester City,Manchester City
672,Kelechi Iheanacho,14.0,ng NGA,FW,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,09/27/20,Leicester City,Manchester City
673,Harvey Barnes,15.0,eng ENG,LW,90,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,100.0,09/27/20,Leicester City,Manchester City
674,Dennis Praet,26.0,be BEL,RW,68,0,0,0,1,0,0,1,0,1,0,0,0,6,1,1,50.0,09/27/20,Leicester City,Manchester City
675,James Maddison,10.0,eng ENG,RW,22,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0.0,09/27/20,Leicester City,Manchester City
676,Nampalys Mendy,24.0,fr FRA,DM,90,0,0,0,1,1,0,0,1,1,0,0,0,10,1,1,50.0,09/27/20,Leicester City,Manchester City
677,Youri Tielemans,8.0,be BEL,DM,90,1,0,0,2,4,0,0,0,1,0,0,0,8,1,0,100.0,09/27/20,Leicester City,Manchester City
678,James Justin,2.0,eng ENG,"WB,CB",90,0,0,0,0,2,0,1,2,3,0,0,0,5,0,1,0.0,09/27/20,Leicester City,Manchester City
679,Timothy Castagne,27.0,be BEL,WB,90,0,0,0,0,0,0,2,0,1,0,0,0,9,1,2,33.3,09/27/20,Leicester City,Manchester City
680,Caglar Soyuncu,4.0,tr TUR,CB,90,1,0,0,1,0,0,0,0,1,0,0,0,8,2,2,50.0,09/27/20,Leicester City,Manchester City
681,Jonny Evans,6.0,nir NIR,CB,79,0,0,0,1,1,0,0,1,2,0,0,0,7,0,0,,09/27/20,Leicester City,Manchester City
682,Christian Fuchs,28.0,at AUT,"WB,CB",11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,25.0,09/27/20,Leicester City,Manchester City
683,Daniel Amartey,18.0,gh GHA,CB,90,1,0,0,1,0,0,0,0,0,0,0,0,5,5,1,83.3,09/27/20,Leicester City,Manchester City
684,Kasper Schmeichel,1.0,dk DEN,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/27/20,Leicester City,Manchester City
685,Michail Antonio,30.0,eng ENG,FW,87,0,0,0,1,5,2,1,0,0,0,0,0,5,2,8,20.0,09/27/20,West Ham,Wolves
686,Sebastien Haller,22.0,fr FRA,FW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/27/20,West Ham,Wolves
687,Pablo Fornals,18.0,es ESP,AM,90,0,0,0,1,1,1,0,0,0,0,0,0,7,0,1,0.0,09/27/20,West Ham,Wolves
688,Jarrod Bowen,20.0,eng ENG,AM,87,0,0,0,0,3,0,0,1,1,0,0,0,8,0,1,0.0,09/27/20,West Ham,Wolves
689,Mark Noble,16.0,eng ENG,AM,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,09/27/20,West Ham,Wolves
690,Declan Rice,41.0,eng ENG,DM,90,0,0,0,0,0,0,0,2,4,0,0,0,17,1,0,100.0,09/27/20,West Ham,Wolves
691,Tomas Soucek,28.0,cz CZE,DM,90,0,0,0,3,1,0,0,1,1,0,0,0,10,6,4,60.0,09/27/20,West Ham,Wolves
692,Arthur Masuaku,26.0,cd COD,WB,90,0,0,0,0,0,0,4,0,2,0,0,0,9,0,3,0.0,09/27/20,West Ham,Wolves
693,Ryan Fredericks,24.0,eng ENG,WB,48,0,0,0,1,0,0,1,0,1,0,0,0,10,3,0,100.0,09/27/20,West Ham,Wolves
694,Ben Johnson,31.0,eng ENG,WB,42,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0.0,09/27/20,West Ham,Wolves
695,Aaron Cresswell,3.0,eng ENG,CB,90,0,0,0,0,0,0,3,1,0,0,0,0,8,0,3,0.0,09/27/20,West Ham,Wolves
696,Angelo Ogbonna,21.0,it ITA,CB,90,0,0,0,1,0,0,0,1,1,0,0,0,11,2,1,66.7,09/27/20,West Ham,Wolves
697,Fabian Balbuena,4.0,py PAR,CB,90,0,0,0,1,0,0,0,0,3,0,0,0,5,1,1,50.0,09/27/20,West Ham,Wolves
698,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/27/20,West Ham,Wolves
699,Raul Jimenez,9.0,mx MEX,FW,90,0,0,0,0,1,2,0,0,0,0,0,1,4,3,1,75.0,09/27/20,Wolves,West Ham
700,Pedro Neto,7.0,pt POR,LW,90,0,0,0,1,2,0,1,0,1,0,0,0,6,0,2,0.0,09/27/20,Wolves,West Ham
701,Adama Traore,37.0,es ESP,RW,61,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,100.0,09/27/20,Wolves,West Ham
702,Fabio Silva,17.0,pt POR,RW,29,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,33.3,09/27/20,Wolves,West Ham
703,Joao Moutinho,28.0,pt POR,CM,72,0,0,0,1,1,0,0,0,2,0,0,0,7,0,3,0.0,09/27/20,Wolves,West Ham
704,Vitinha,20.0,pt POR,CM,18,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,,09/27/20,Wolves,West Ham
705,Ruben Neves,8.0,pt POR,CM,90,0,0,0,1,0,0,0,0,5,0,0,0,13,1,0,100.0,09/27/20,Wolves,West Ham
706,Ruben Vinagre,29.0,pt POR,WB,90,0,0,0,2,0,0,4,1,2,0,0,0,13,2,2,50.0,09/27/20,Wolves,West Ham
707,Nelson Semedo,22.0,pt POR,WB,72,0,0,0,0,0,0,3,1,0,0,0,0,5,1,0,100.0,09/27/20,Wolves,West Ham
708,Ki-Jana Hoever,2.0,nl NED,WB,18,0,0,0,0,1,0,2,0,0,0,0,0,4,1,0,100.0,09/27/20,Wolves,West Ham
709,Romain Saiss,27.0,ma MAR,CB,90,0,0,0,0,0,0,0,1,0,0,0,0,16,6,3,66.7,09/27/20,Wolves,West Ham
710,Conor Coady,16.0,eng ENG,CB,90,1,0,0,3,0,0,0,0,1,0,0,0,8,1,0,100.0,09/27/20,Wolves,West Ham
711,Willy Boly,15.0,fr FRA,CB,90,0,0,0,1,1,0,0,0,2,0,0,0,7,5,2,71.4,09/27/20,Wolves,West Ham
712,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/27/20,Wolves,West Ham
713,Aleksandar Mitrovic,9.0,rs SRB,FW,90,0,0,0,2,2,0,0,0,0,0,0,0,2,7,5,58.3,09/28/20,Fulham,Aston Villa
714,Ivan Cavaleiro,17.0,pt POR,AM,90,0,0,0,2,2,0,6,1,2,0,0,0,7,1,1,50.0,09/28/20,Fulham,Aston Villa
715,Bobby De Cordova-Reid,14.0,jm JAM,AM,77,1,0,0,1,0,0,2,0,0,0,0,0,4,1,2,33.3,09/28/20,Fulham,Aston Villa
716,Neeskens Kebano,7.0,cd COD,AM,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,09/28/20,Fulham,Aston Villa
717,Tom Cairney,10.0,sco SCO,DM,90,1,0,0,1,4,0,2,0,0,0,0,0,12,0,0,,09/28/20,Fulham,Aston Villa
718,Andre-Frank Zambo Anguissa,29.0,cm CMR,DM,90,0,0,0,1,0,0,1,4,0,0,0,0,11,1,1,50.0,09/28/20,Fulham,Aston Villa
719,Joe Bryan,23.0,eng ENG,WB,90,1,0,0,2,1,0,6,2,1,0,0,0,13,1,2,33.3,09/28/20,Fulham,Aston Villa
720,Kenny Tete,2.0,nl NED,WB,38,0,0,0,0,1,0,6,0,0,0,0,0,3,0,0,,09/28/20,Fulham,Aston Villa
721,Aboubakar Kamara,47.0,fr FRA,WB,52,1,0,0,3,2,0,4,0,0,0,0,0,7,1,1,50.0,09/28/20,Fulham,Aston Villa
722,Tim Ream,13.0,us USA,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,11,3,1,75.0,09/28/20,Fulham,Aston Villa
723,Michael Hector,3.0,jm JAM,CB,57,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,50.0,09/28/20,Fulham,Aston Villa
724,Maxime Le Marchand,20.0,fr FRA,CB,33,1,0,0,1,0,0,0,0,0,0,0,0,4,2,0,100.0,09/28/20,Fulham,Aston Villa
725,Denis Odoi,4.0,be BEL,CB,90,1,0,0,5,1,0,3,1,0,0,0,0,17,4,4,50.0,09/28/20,Fulham,Aston Villa
726,Alphonse Areola,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/28/20,Fulham,Aston Villa
727,Ollie Watkins,11.0,eng ENG,FW,90,0,0,0,2,1,1,1,0,0,0,0,0,4,6,6,50.0,09/28/20,Aston Villa,Fulham
728,Jack Grealish,10.0,eng ENG,LW,90,0,0,0,3,6,0,0,0,1,0,0,0,9,1,1,50.0,09/28/20,Aston Villa,Fulham
729,Trezeguet,17.0,eg EGY,RW,83,0,0,0,0,0,0,1,1,2,0,0,0,6,1,5,16.7,09/28/20,Aston Villa,Fulham
730,Bertrand Traore,15.0,bf BFA,RW,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,09/28/20,Aston Villa,Fulham
731,Conor Hourihane,14.0,ie IRL,CM,75,0,0,0,0,0,0,3,0,0,0,0,0,7,2,0,100.0,09/28/20,Aston Villa,Fulham
732,Jacob Ramsey,41.0,eng ENG,CM,15,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,09/28/20,Aston Villa,Fulham
733,John McGinn,7.0,sco SCO,CM,90,1,0,0,1,5,0,1,0,0,0,0,0,7,0,0,,09/28/20,Aston Villa,Fulham
734,Douglas Luiz,6.0,br BRA,DM,86,0,0,0,3,0,0,0,0,2,0,0,0,9,2,1,66.7,09/28/20,Aston Villa,Fulham
735,Marvelous Nakamba,19.0,zw ZIM,DM,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/28/20,Aston Villa,Fulham
736,Matt Targett,18.0,eng ENG,LB,90,1,0,0,0,1,0,1,0,2,0,0,0,13,1,2,33.3,09/28/20,Aston Villa,Fulham
