,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
21,Mohamed Elneny,25.0,eg EGY,CM,90,0,0,0,0,1,0,0,3,0,0,0,0,6,0,1,0.0,09/12/20,Arsenal,Fulham
22,Ainsley Maitland-Niles,15.0,eng ENG,WB,90,0,0,0,2,0,0,2,0,1,0,0,0,2,0,1,0.0,09/12/20,Arsenal,Fulham
23,Hector Bellerin,2.0,es ESP,WB,90,1,0,0,1,0,0,4,1,0,0,0,0,8,1,0,100.0,09/12/20,Arsenal,Fulham
24,Kieran Tierney,3.0,sco SCO,CB,90,0,0,0,1,1,0,2,0,0,0,0,0,6,0,1,0.0,09/12/20,Arsenal,Fulham
25,Gabriel Magalhaes,6.0,br BRA,CB,90,0,0,0,1,2,0,0,0,1,0,0,0,7,2,2,50.0,09/12/20,Arsenal,Fulham
26,Rob Holding,16.0,eng ENG,CB,90,0,0,0,2,0,0,0,1,2,0,0,0,5,0,1,0.0,09/12/20,Arsenal,Fulham
27,Bernd Leno,1.0,de GER,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/12/20,Arsenal,Fulham
28,Jordan Ayew,9.0,gh GHA,FW,90,0,0,0,2,1,2,0,1,2,0,0,0,3,1,9,10.0,09/12/20,Crystal Palace,Southampton
29,Wilfried Zaha,11.0,ci CIV,FW,90,0,0,0,2,2,1,0,0,2,0,0,0,4,0,4,0.0,09/12/20,Crystal Palace,Southampton
30,Jeffrey Schlupp,15.0,gh GHA,LM,80,1,0,0,1,0,0,3,1,0,0,0,0,2,5,3,62.5,09/12/20,Crystal Palace,Southampton
31,Eberechi Eze,25.0,eng ENG,LM,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,09/12/20,Crystal Palace,Southampton
32,Andros Townsend,10.0,eng ENG,RM,90,0,0,0,1,1,1,2,1,0,0,0,0,12,1,1,50.0,09/12/20,Crystal Palace,Southampton
33,James McCarthy,22.0,ie IRL,DM,73,1,0,0,3,1,0,1,1,2,0,0,0,12,1,3,25.0,09/12/20,Crystal Palace,Southampton
34,Luka Milivojevic,4.0,rs SRB,DM,17,0,0,0,1,1,0,1,0,0,0,0,0,8,1,1,50.0,09/12/20,Crystal Palace,Southampton
35,James McArthur,18.0,sco SCO,DM,90,0,0,0,1,2,0,0,1,1,0,0,0,18,3,1,75.0,09/12/20,Crystal Palace,Southampton
36,Tyrick Mitchell,27.0,eng ENG,LB,90,0,0,0,0,1,0,1,0,3,0,0,0,11,1,2,33.3,09/12/20,Crystal Palace,Southampton
37,Scott Dann,6.0,eng ENG,CB,90,0,0,0,1,0,0,0,0,0,0,0,0,18,11,1,91.7,09/12/20,Crystal Palace,Southampton
38,Cheikhou Kouyate,8.0,sn SEN,CB,90,0,0,0,2,1,0,0,0,1,0,0,0,11,1,2,33.3,09/12/20,Crystal Palace,Southampton
39,Joel Ward,2.0,eng ENG,RB,90,0,0,0,1,0,0,0,0,0,0,0,0,16,4,2,66.7,09/12/20,Crystal Palace,Southampton
40,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,09/12/20,Crystal Palace,Southampton
41,Danny Ings,9.0,eng ENG,FW,90,0,0,0,0,4,0,1,0,0,0,0,0,3,1,6,14.3,09/12/20,Southampton,Crystal Palace
42,Che Adams,10.0,eng ENG,FW,84,0,0,0,1,1,0,1,0,1,0,0,0,1,1,5,16.7,09/12/20,Southampton,Crystal Palace
43,Shane Long,7.0,ie IRL,FW,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,09/12/20,Southampton,Crystal Palace
44,Nathan Redmond,11.0,eng ENG,LM,90,0,0,0,2,0,1,3,0,2,0,0,0,11,0,0,,09/12/20,Southampton,Crystal Palace
45,William Smallbone,20.0,ie IRL,RM,76,0,0,0,2,1,0,2,0,1,0,0,0,2,0,1,0.0,09/12/20,Southampton,Crystal Palace
46,Moussa Djenepo,12.0,ml MLI,RM,14,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0,09/12/20,Southampton,Crystal Palace
47,Oriol Romeu,6.0,es ESP,DM,90,0,0,0,1,0,0,0,1,0,0,0,0,14,6,4,60.0,09/12/20,Southampton,Crystal Palace
48,James Ward-Prowse,8.0,eng ENG,DM,90,0,0,0,1,3,0,1,0,4,0,0,0,10,4,5,44.4,09/12/20,Southampton,Crystal Palace
49,Ryan Bertrand,3.0,eng ENG,LB,90,0,0,0,0,1,0,1,0,4,0,0,0,11,3,2,60.0,09/12/20,Southampton,Crystal Palace
50,Jan Bednarek,35.0,pl POL,CB,45,0,0,0,0,1,0,0,1,1,0,0,0,8,2,0,100.0,09/12/20,Southampton,Crystal Palace
51,Jannik Vestergaard,4.0,dk DEN,CB,45,0,0,0,1,0,0,0,0,1,0,0,0,14,5,0,100.0,09/12/20,Southampton,Crystal Palace
52,Jack Stephens,5.0,eng ENG,CB,90,0,0,0,1,1,0,0,0,2,0,0,0,19,5,1,83.3,09/12/20,Southampton,Crystal Palace
53,Kyle Walker-Peters,2.0,eng ENG,RB,90,1,0,0,2,1,0,0,0,1,0,0,0,9,1,3,25.0,09/12/20,Southampton,Crystal Palace
54,Alex McCarthy,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,09/12/20,Southampton,Crystal Palace
55,Roberto Firmino,9.0,br BRA,FW,90,1,0,0,1,0,0,2,0,1,0,0,0,7,0,3,0.0,09/12/20,Liverpool,Leeds United
56,Sadio Mane,10.0,sn SEN,LW,90,0,0,0,1,3,1,0,0,0,0,0,0,8,1,2,33.3,09/12/20,Liverpool,Leeds United
57,Mohamed Salah,11.0,eg EGY,RW,90,0,0,0,1,0,0,0,0,2,0,0,0,10,0,1,0.0,09/12/20,Liverpool,Leeds United
58,Georginio Wijnaldum,5.0,nl NED,CM,90,0,0,0,1,1,0,0,0,2,0,0,0,7,0,1,0.0,09/12/20,Liverpool,Leeds United
59,Naby Keita,8.0,gn GUI,CM,57,0,0,0,1,0,0,1,3,1,0,0,0,6,1,0,100.0,09/12/20,Liverpool,Leeds United
60,Fabinho,3.0,br BRA,CM,33,0,0,0,1,1,0,0,0,0,1,0,0,9,1,0,100.0,09/12/20,Liverpool,Leeds United
61,Jordan Henderson,14.0,eng ENG,DM,65,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,,09/12/20,Liverpool,Leeds United
62,Curtis Jones,17.0,eng ENG,DM,25,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,50.0,09/12/20,Liverpool,Leeds United
63,Andrew Robertson,26.0,sco SCO,LB,90,0,0,0,0,0,1,3,1,0,0,0,0,17,2,0,100.0,09/12/20,Liverpool,Leeds United
64,Virgil van Dijk,4.0,nl NED,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,100.0,09/12/20,Liverpool,Leeds United
65,Joseph Gomez,12.0,eng ENG,CB,90,0,0,0,1,1,0,0,3,0,0,0,0,19,5,1,83.3,09/12/20,Liverpool,Leeds United
66,Trent Alexander-Arnold,66.0,eng ENG,RB,88,0,0,0,1,0,0,5,0,0,0,0,0,16,1,2,33.3,09/12/20,Liverpool,Leeds United
67,Joel Matip,32.0,cm CMR,CB,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,09/12/20,Liverpool,Leeds United
68,Alisson,1.0,br BRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,09/12/20,Liverpool,Leeds United
69,Patrick Bamford,9.0,eng ENG,FW,61,0,0,0,1,1,1,0,0,0,0,0,0,4,0,2,0.0,09/12/20,Leeds United,Liverpool
70,Rodrigo Moreno,20.0,es ESP,FW,29,0,0,0,1,1,0,0,0,0,0,1,0,2,1,4,20.0,09/12/20,Leeds United,Liverpool
71,Jack Harrison,22.0,eng ENG,LM,90,0,0,0,0,1,3,2,0,1,0,0,0,8,2,0,100.0,09/12/20,Leeds United,Liverpool
72,Mateusz Klich,43.0,pl POL,CM,80,0,0,0,2,0,0,0,1,5,0,0,0,6,1,3,25.0,09/12/20,Leeds United,Liverpool
73,Jamie Shackleton,46.0,eng ENG,CM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/12/20,Leeds United,Liverpool
74,Pablo Hernandez,19.0,es ESP,CM,61,0,0,0,0,1,0,1,0,1,0,0,0,4,0,1,0.0,09/12/20,Leeds United,Liverpool
75,Tyler Roberts,11.0,wal WAL,CM,29,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,100.0,09/12/20,Leeds United,Liverpool
76,Helder Costa,17.0,pt POR,RM,90,0,0,0,0,1,1,2,1,1,0,0,0,6,0,3,0.0,09/12/20,Leeds United,Liverpool
77,Kalvin Phillips,23.0,eng ENG,DM,90,0,0,0,0,0,0,1,0,2,0,0,0,13,2,2,50.0,09/12/20,Leeds United,Liverpool
78,Stuart Dallas,15.0,nir NIR,LB,90,0,0,0,0,2,0,1,2,4,0,0,0,14,0,0,,09/12/20,Leeds United,Liverpool
79,Pascal Struijk,21.0,nl NED,CB,90,0,0,0,0,0,0,0,2,1,0,0,0,10,1,0,100.0,09/12/20,Leeds United,Liverpool
80,Robin Koch,5.0,de GER,CB,90,0,0,0,1,1,0,0,1,2,0,1,0,13,3,2,60.0,09/12/20,Leeds United,Liverpool
81,Luke Ayling,2.0,eng ENG,RB,90,0,0,0,1,1,0,0,0,1,0,0,0,8,0,0,,09/12/20,Leeds United,Liverpool
82,Illan Meslier,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,09/12/20,Leeds United,Liverpool
83,Michail Antonio,30.0,eng ENG,"FW,AM",90,0,0,0,2,3,0,4,0,0,0,0,0,3,4,8,33.3,09/12/20,West Ham,Newcastle Utd
84,Pablo Fornals,18.0,es ESP,LW,66,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,,09/12/20,West Ham,Newcastle Utd
85,Sebastien Haller,22.0,fr FRA,"FW,LW",24,0,0,0,1,0,1,1,0,0,0,0,0,3,2,1,66.7,09/12/20,West Ham,Newcastle Utd
86,Jarrod Bowen,20.0,eng ENG,"RW,LW",88,0,0,0,0,1,0,1,0,0,0,0,0,6,0,3,0.0,09/12/20,West Ham,Newcastle Utd
87,Felipe Anderson,8.0,br BRA,LW,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,09/12/20,West Ham,Newcastle Utd
88,Mark Noble,16.0,eng ENG,AM,66,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,,09/12/20,West Ham,Newcastle Utd
89,Andriy Yarmolenko,7.0,ua UKR,"RW,AM",24,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,09/12/20,West Ham,Newcastle Utd
90,Declan Rice,41.0,eng ENG,DM,90,0,0,0,0,0,0,2,0,1,0,0,0,13,1,1,50.0,09/12/20,West Ham,Newcastle Utd
91,Tomas Soucek,28.0,cz CZE,DM,90,0,0,0,3,2,0,0,0,2,0,0,0,8,3,2,60.0,09/12/20,West Ham,Newcastle Utd
92,Aaron Cresswell,3.0,eng ENG,LB,90,0,0,0,0,0,0,3,0,2,0,0,0,10,2,1,66.7,09/12/20,West Ham,Newcastle Utd
93,Angelo Ogbonna,21.0,it ITA,CB,90,0,0,0,1,0,0,0,0,1,0,0,0,14,8,4,66.7,09/12/20,West Ham,Newcastle Utd
94,Issa Diop,23.0,fr FRA,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,75.0,09/12/20,West Ham,Newcastle Utd
95,Ryan Fredericks,24.0,eng ENG,RB,90,1,0,0,3,1,1,6,2,0,0,0,0,7,0,3,0.0,09/12/20,West Ham,Newcastle Utd
96,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,09/12/20,West Ham,Newcastle Utd
97,Andy Carroll,7.0,eng ENG,FW,87,0,0,0,2,1,0,0,0,0,0,0,0,11,9,9,50.0,09/12/20,Newcastle Utd,West Ham
98,Sean Longstaff,36.0,eng ENG,FW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/12/20,Newcastle Utd,West Ham
99,Callum Wilson,13.0,eng ENG,FW,84,0,0,0,0,0,1,2,0,0,0,0,0,5,1,3,25.0,09/12/20,Newcastle Utd,West Ham
100,Miguel Almiron,24.0,py PAR,LM,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/12/20,Newcastle Utd,West Ham
101,Jeff Hendrick,16.0,ie IRL,"RM,LM",90,0,0,0,0,0,1,1,1,0,0,0,0,11,0,1,0.0,09/12/20,Newcastle Utd,West Ham
102,Allan Saint-Maximin,10.0,fr FRA,"RM,LM",74,0,0,0,0,7,0,1,0,1,0,0,0,9,0,0,,09/12/20,Newcastle Utd,West Ham
103,Joelinton,9.0,br BRA,"LM,FW",16,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,100.0,09/12/20,Newcastle Utd,West Ham
104,Isaac Hayden,14.0,eng ENG,DM,90,1,0,0,2,2,0,0,1,3,0,0,0,19,3,2,60.0,09/12/20,Newcastle Utd,West Ham
105,Jonjo Shelvey,8.0,eng ENG,DM,90,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,,09/12/20,Newcastle Utd,West Ham
106,Jamal Lewis,15.0,nir NIR,LB,90,0,0,0,0,0,0,2,0,2,0,0,0,8,1,1,50.0,09/12/20,Newcastle Utd,West Ham
107,Federico Fernandez,18.0,ar ARG,CB,90,0,0,0,0,0,0,1,0,0,0,0,0,6,4,3,57.1,09/12/20,Newcastle Utd,West Ham
108,Jamaal Lascelles,6.0,eng ENG,CB,90,0,0,0,2,1,0,0,0,0,0,0,0,7,1,2,33.3,09/12/20,Newcastle Utd,West Ham
109,Javier Manquillo,19.0,es ESP,RB,90,1,0,0,1,0,0,5,1,3,0,0,0,8,3,2,60.0,09/12/20,Newcastle Utd,West Ham
110,Karl Darlow,26.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/12/20,Newcastle Utd,West Ham
111,Callum Robinson,7.0,ie IRL,FW,59,0,0,0,2,0,2,2,0,0,0,0,0,0,1,1,50.0,09/13/20,West Brom,Leicester City
112,Hal Robson-Kanu,4.0,wal WAL,FW,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,09/13/20,West Brom,Leicester City
113,Grady Diangana,11.0,eng ENG,LW,90,0,0,0,0,2,1,0,1,0,0,0,0,6,1,2,33.3,09/13/20,West Brom,Leicester City
114,Matheus Pereira,12.0,br BRA,RW,90,0,0,0,1,2,0,2,1,4,0,0,0,4,1,0,100.0,09/13/20,West Brom,Leicester City
115,Romaine Sawyers,19.0,kn SKN,DM,67,0,0,0,1,2,0,0,0,0,0,0,0,7,1,0,100.0,09/13/20,West Brom,Leicester City
116,Kyle Edwards,21.0,eng ENG,"CM,DM",23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/13/20,West Brom,Leicester City
117,Jake Livermore,8.0,eng ENG,DM,90,0,0,0,3,0,0,0,1,2,0,0,0,10,0,0,,09/13/20,West Brom,Leicester City
118,Kieran Gibbs,3.0,eng ENG,"WB,LB",90,0,0,0,0,1,0,1,1,0,0,0,0,12,0,3,0.0,09/13/20,West Brom,Leicester City
119,Darnell Furlong,2.0,eng ENG,WB,68,0,0,0,0,1,1,2,1,0,0,0,0,5,5,0,100.0,09/13/20,West Brom,Leicester City
120,Rekeem Harper,16.0,eng ENG,"CM,WB",22,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,,09/13/20,West Brom,Leicester City
121,Dara O'Shea,27.0,ie IRL,"CB,RB",90,0,0,0,1,0,0,1,0,3,0,1,0,6,1,1,50.0,09/13/20,West Brom,Leicester City
122,Kyle Bartley,5.0,eng ENG,CB,90,0,0,0,1,0,0,0,1,0,0,1,0,19,4,0,100.0,09/13/20,West Brom,Leicester City
123,Semi Ajayi,6.0,ng NGA,CB,90,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,,09/13/20,West Brom,Leicester City
124,Sam Johnstone,1.0,eng ENG,GK,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,09/13/20,West Brom,Leicester City
125,Jamie Vardy,9.0,eng ENG,FW,90,0,0,0,1,1,3,0,0,0,1,0,0,0,0,1,0.0,09/13/20,Leicester City,West Brom
126,Harvey Barnes,15.0,eng ENG,LM,90,0,0,0,0,1,0,1,0,0,0,0,0,8,1,0,100.0,09/13/20,Leicester City,West Brom
127,Dennis Praet,26.0,be BEL,CM,74,0,0,0,1,1,0,3,1,1,0,0,0,6,0,0,,09/13/20,Leicester City,West Brom
128,James Maddison,10.0,eng ENG,CM,16,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,09/13/20,Leicester City,West Brom
129,Youri Tielemans,8.0,be BEL,CM,90,0,0,0,0,2,0,1,0,3,0,0,0,12,1,2,33.3,09/13/20,Leicester City,West Brom
130,Ayoze Perez,17.0,es ESP,RM,66,0,0,0,2,0,0,1,0,0,0,0,0,5,0,1,0.0,09/13/20,Leicester City,West Brom
131,Marc Albrighton,11.0,eng ENG,RM,24,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,09/13/20,Leicester City,West Brom
132,Nampalys Mendy,24.0,fr FRA,DM,90,0,0,0,3,2,0,0,1,2,0,0,0,7,0,2,0.0,09/13/20,Leicester City,West Brom
133,James Justin,2.0,eng ENG,LB,90,1,0,0,1,2,0,2,1,1,1,0,0,10,0,3,0.0,09/13/20,Leicester City,West Brom
134,Caglar Soyuncu,4.0,tr TUR,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,50.0,09/13/20,Leicester City,West Brom
135,Wilfred Ndidi,25.0,ng NGA,CB,90,0,0,0,0,1,0,0,0,2,0,0,0,11,1,3,25.0,09/13/20,Leicester City,West Brom
136,Timothy Castagne,27.0,be BEL,RB,90,0,0,0,1,0,0,2,2,5,0,0,0,10,5,1,83.3,09/13/20,Leicester City,West Brom
137,Kasper Schmeichel,1.0,dk DEN,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,09/13/20,Leicester City,West Brom
138,Harry Kane,10.0,eng ENG,FW,90,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,75.0,09/13/20,Tottenham,Everton
139,Son Heung-Min,7.0,kr KOR,"LW,AM",90,0,0,0,0,0,0,3,0,0,0,0,0,4,1,1,50.0,09/13/20,Tottenham,Everton
140,Lucas Moura,27.0,br BRA,RW,90,0,0,0,2,2,0,1,1,0,0,0,0,9,2,4,33.3,09/13/20,Tottenham,Everton
141,Dele Alli,20.0,eng ENG,AM,45,0,0,0,0,1,0,1,1,0,0,0,0,2,1,2,33.3,09/13/20,Tottenham,Everton
142,Moussa Sissoko,17.0,fr FRA,"DM,RB,AM",45,0,0,0,2,0,0,0,0,1,0,0,0,5,1,0,100.0,09/13/20,Tottenham,Everton
143,Harry Winks,8.0,eng ENG,DM,59,0,0,0,0,1,0,1,0,0,0,0,0,7,1,1,50.0,09/13/20,Tottenham,Everton
144,Steven Bergwijn,23.0,nl NED,LW,31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,09/13/20,Tottenham,Everton
145,Pierre-Emile Hojbjerg,5.0,dk DEN,DM,90,1,0,0,4,0,0,2,0,2,0,0,0,14,1,0,100.0,09/13/20,Tottenham,Everton
146,Ben Davies,33.0,wal WAL,LB,90,0,0,0,1,2,0,5,0,0,0,0,0,8,2,2,50.0,09/13/20,Tottenham,Everton
147,Eric Dier,15.0,eng ENG,CB,90,0,0,0,1,1,0,0,0,0,0,0,0,3,4,3,57.1,09/13/20,Tottenham,Everton
148,Toby Alderweireld,4.0,be BEL,CB,90,0,0,0,2,0,0,0,0,0,0,0,0,10,2,0,100.0,09/13/20,Tottenham,Everton
149,Matt Doherty,2.0,ie IRL,RB,75,0,0,0,2,0,0,1,0,0,0,0,0,3,2,2,50.0,09/13/20,Tottenham,Everton
150,Tanguy Ndombele,28.0,fr FRA,DM,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,09/13/20,Tottenham,Everton
151,Hugo Lloris,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,09/13/20,Tottenham,Everton
152,Dominic Calvert-Lewin,9.0,eng ENG,FW,88,0,0,0,0,2,1,1,0,0,0,0,0,2,3,7,30.0,09/13/20,Everton,Tottenham
153,Moise Kean,27.0,it ITA,FW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/13/20,Everton,Tottenham
154,Richarlison,7.0,br BRA,LW,90,0,0,0,1,6,0,1,0,5,0,0,0,10,0,1,0.0,09/13/20,Everton,Tottenham
155,James Rodriguez,19.0,co COL,RW,89,0,0,0,1,2,0,1,2,1,0,0,0,8,1,3,25.0,09/13/20,Everton,Tottenham
156,Tom Davies,26.0,eng ENG,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/13/20,Everton,Tottenham
157,Andre Gomes,21.0,pt POR,CM,67,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,,09/13/20,Everton,Tottenham
158,Gylfi Sigurdsson,10.0,is ISL,CM,23,0,0,0,1,1,0,1,0,1,0,0,0,4,0,0,,09/13/20,Everton,Tottenham
159,Abdoulaye Doucoure,16.0,fr FRA,CM,90,0,0,0,1,0,0,0,1,1,0,0,0,10,1,1,50.0,09/13/20,Everton,Tottenham
160,Allan,6.0,br BRA,DM,90,0,0,0,2,3,0,1,2,3,0,0,0,8,0,3,0.0,09/13/20,Everton,Tottenham
161,Lucas Digne,12.0,fr FRA,LB,90,0,0,0,0,0,0,3,0,2,0,0,0,10,4,2,66.7,09/13/20,Everton,Tottenham
162,Michael Keane,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,50.0,09/13/20,Everton,Tottenham
163,Yerry Mina,13.0,co COL,CB,90,0,0,0,0,0,0,0,1,0,0,0,0,7,2,2,50.0,09/13/20,Everton,Tottenham
164,Seamus Coleman,23.0,ie IRL,RB,90,0,0,0,0,0,0,1,1,0,0,0,0,13,4,0,100.0,09/13/20,Everton,Tottenham
165,Jordan Pickford,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/13/20,Everton,Tottenham
166,Billy Sharp,10.0,eng ENG,"FW,AM",90,0,0,0,0,2,3,1,0,0,0,0,0,2,2,1,66.7,09/14/20,Sheffield Utd,Wolves
167,Oliver McBurnie,9.0,sco SCO,FW,90,1,0,0,2,3,0,0,0,1,0,0,0,3,13,11,54.2,09/14/20,Sheffield Utd,Wolves
168,John Fleck,4.0,sco SCO,CM,90,0,0,0,1,0,1,1,1,0,0,0,0,7,0,2,0.0,09/14/20,Sheffield Utd,Wolves
169,John Lundstram,7.0,eng ENG,CM,90,0,0,0,1,1,0,6,0,1,0,0,0,7,2,1,66.7,09/14/20,Sheffield Utd,Wolves
170,Oliver Norwood,16.0,nir NIR,DM,75,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,100.0,09/14/20,Sheffield Utd,Wolves
171,Sander Berge,8.0,no NOR,DM,15,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0,100.0,09/14/20,Sheffield Utd,Wolves
172,Enda Stevens,3.0,ie IRL,"WB,LB",90,0,0,0,1,0,0,2,0,1,0,0,0,15,2,2,50.0,09/14/20,Sheffield Utd,Wolves
173,George Baldock,2.0,eng ENG,"WB,RB",90,0,0,0,4,1,0,3,0,0,0,0,0,8,2,1,66.7,09/14/20,Sheffield Utd,Wolves
174,Jack O'Connell,5.0,eng ENG,CB,90,0,0,0,0,0,1,1,0,0,0,0,0,13,1,7,12.5,09/14/20,Sheffield Utd,Wolves
175,John Egan,12.0,ie IRL,CB,90,1,0,0,2,0,0,0,0,1,0,0,0,17,5,2,71.4,09/14/20,Sheffield Utd,Wolves
176,Chris Basham,6.0,eng ENG,CB,70,0,0,0,1,0,0,1,0,2,0,0,0,13,4,3,57.1,09/14/20,Sheffield Utd,Wolves
177,David McGoldrick,17.0,ie IRL,AM,20,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2,33.3,09/14/20,Sheffield Utd,Wolves
178,Aaron Ramsdale,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,09/14/20,Sheffield Utd,Wolves
179,Daniel Podence,10.0,pt POR,"FW,AM",75,0,0,0,0,2,0,1,0,0,0,0,0,3,0,4,0.0,09/14/20,Wolves,Sheffield Utd
180,Ruben Neves,8.0,pt POR,AM,15,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,09/14/20,Wolves,Sheffield Utd
181,Pedro Neto,7.0,pt POR,AM,68,0,0,0,0,1,0,1,1,0,0,0,0,5,1,5,16.7,09/14/20,Wolves,Sheffield Utd
182,Oskar Buur,59.0,dk DEN,"WB,AM",22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,09/14/20,Wolves,Sheffield Utd
183,Raul Jimenez,9.0,mx MEX,"AM,FW",90,0,0,0,0,4,0,1,2,0,0,0,0,8,3,5,37.5,09/14/20,Wolves,Sheffield Utd
184,Joao Moutinho,28.0,pt POR,DM,85,0,0,0,2,1,0,1,0,1,0,0,0,11,1,4,20.0,09/14/20,Wolves,Sheffield Utd
185,Vitinha,20.0,pt POR,DM,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,09/14/20,Wolves,Sheffield Utd
186,Leander Dendoncker,32.0,be BEL,DM,90,0,0,0,0,0,0,1,1,2,0,0,0,4,6,0,100.0,09/14/20,Wolves,Sheffield Utd
187,Marcal,5.0,br BRA,WB,90,1,0,0,1,1,0,1,0,1,0,0,0,10,3,4,42.9,09/14/20,Wolves,Sheffield Utd
188,Adama Traore,37.0,es ESP,"WB,FW",90,0,0,0,2,2,0,1,0,3,0,0,0,5,1,0,100.0,09/14/20,Wolves,Sheffield Utd
189,Romain Saiss,27.0,ma MAR,CB,90,0,0,0,1,1,0,0,0,1,0,0,0,4,8,9,47.1,09/14/20,Wolves,Sheffield Utd
190,Conor Coady,16.0,eng ENG,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0.0,09/14/20,Wolves,Sheffield Utd
191,Willy Boly,15.0,fr FRA,CB,90,0,0,0,1,1,0,0,0,1,0,0,0,11,8,2,80.0,09/14/20,Wolves,Sheffield Utd
192,Rui PatrÃ­cio,11.0,pt POR,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,09/14/20,Wolves,Sheffield Utd
193,Leandro Trossard,11.0,be BEL,"FW,CM",90,0,0,0,0,0,0,5,0,0,0,0,0,7,0,1,0.0,09/14/20,Brighton,Chelsea
194,Neal Maupay,9.0,fr FRA,FW,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,25.0,09/14/20,Brighton,Chelsea
195,Steven Alzate,17.0,co COL,CM,78,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,,09/14/20,Brighton,Chelsea
196,Alireza Jahanbakhsh,16.0,ir IRN,CM,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,09/14/20,Brighton,Chelsea
197,Adam Lallana,14.0,eng ENG,CM,44,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0,09/14/20,Brighton,Chelsea
198,Aaron Connolly,7.0,ie IRL,FW,46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,09/14/20,Brighton,Chelsea
199,Yves Bissouma,8.0,ml MLI,DM,90,0,0,0,2,2,0,0,1,4,0,0,0,10,2,2,50.0,09/14/20,Brighton,Chelsea
