,Player,#,Nation,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
293,Jairo Riedewald,44.0,nl NED,CM,19,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,,0,0,10/03/20,Crystal Palace,Chelsea
294,Andros Townsend,10.0,eng ENG,RM,90,0,0,0,0,0,0,1,0.0,1,14,1,7.1,6,5,3,3,0,0,3,0,,0,0,10/03/20,Crystal Palace,Chelsea
295,Tyrick Mitchell,27.0,eng ENG,LB,90,3,1,2,1,0,1,1,100.0,0,16,3,18.8,10,5,1,3,0,0,3,1,,1,0,10/03/20,Crystal Palace,Chelsea
296,Mamadou Sakho,12.0,fr FRA,CB,90,2,1,1,1,0,2,2,100.0,0,5,1,20.0,2,3,0,1,1,0,0,0,,2,0,10/03/20,Crystal Palace,Chelsea
297,Cheikhou Kouyate,8.0,sn SEN,CB,90,1,1,0,0,1,1,1,100.0,0,6,3,50.0,3,1,2,2,1,0,1,0,,3,0,10/03/20,Crystal Palace,Chelsea
298,Joel Ward,2.0,eng ENG,RB,90,2,1,1,1,0,0,0,,0,11,3,27.3,6,3,2,2,1,0,1,0,,5,0,10/03/20,Crystal Palace,Chelsea
299,Vicente Guaita,31.0,es ESP,GK,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,10/03/20,Crystal Palace,Chelsea
300,Dominic Calvert-Lewin,9.0,eng ENG,FW,90,1,1,0,1,0,0,1,0.0,1,17,7,41.2,2,8,7,0,0,0,0,0,,1,0,10/03/20,Everton,Brighton
301,Richarlison,7.0,br BRA,LW,24,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,,0,0,10/03/20,Everton,Brighton
302,Alex Iwobi,17.0,ng NGA,LW,66,1,0,0,1,0,1,3,33.3,2,15,3,20.0,7,4,4,1,0,0,1,1,,2,0,10/03/20,Everton,Brighton
303,James Rodriguez,19.0,co COL,RW,77,2,0,0,2,0,0,3,0.0,3,20,2,10.0,7,8,5,3,0,0,3,0,,0,0,10/03/20,Everton,Brighton
304,Theo Walcott,11.0,eng ENG,RW,13,0,0,0,0,0,0,0,,0,5,1,20.0,3,2,0,0,0,0,0,0,,0,0,10/03/20,Everton,Brighton
305,Gylfi Sigurdsson,10.0,is ISL,CM,90,3,2,1,2,0,2,6,33.3,4,24,6,25.0,9,8,7,3,0,0,3,1,,2,0,10/03/20,Everton,Brighton
306,Abdoulaye Doucoure,16.0,fr FRA,CM,90,1,1,0,1,0,0,2,0.0,2,37,10,27.0,21,11,5,1,1,0,0,0,,0,0,10/03/20,Everton,Brighton
307,Tom Davies,26.0,eng ENG,"DM,RB",90,4,4,1,3,0,0,1,0.0,1,23,7,30.4,13,9,1,3,1,0,2,2,,0,0,10/03/20,Everton,Brighton
308,Lucas Digne,12.0,fr FRA,LB,90,2,0,2,0,0,0,2,0.0,2,21,3,14.3,11,5,5,3,0,0,3,0,,0,0,10/03/20,Everton,Brighton
309,Michael Keane,5.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,2,1,0,1,0,,3,0,10/03/20,Everton,Brighton
310,Yerry Mina,13.0,co COL,CB,90,2,0,2,0,0,0,0,,0,10,2,20.0,8,2,0,3,3,0,0,0,,4,0,10/03/20,Everton,Brighton
311,Seamus Coleman,23.0,ie IRL,RB,57,3,3,2,0,1,1,1,100.0,0,7,1,14.3,4,1,2,3,0,0,3,0,,1,0,10/03/20,Everton,Brighton
312,Fabian Delph,8.0,eng ENG,DM,33,1,1,1,0,0,0,0,,0,6,0,0.0,4,2,0,2,0,0,2,0,,1,0,10/03/20,Everton,Brighton
313,Jordan Pickford,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,10/03/20,Everton,Brighton
314,Aaron Connolly,7.0,ie IRL,FW,65,1,1,0,1,0,1,2,50.0,1,15,6,40.0,1,8,6,0,0,0,0,0,,0,0,10/03/20,Brighton,Everton
315,Adam Lallana,14.0,eng ENG,"WB,FW",25,0,0,0,0,0,0,0,,0,3,2,66.7,0,2,1,0,0,0,0,0,,0,0,10/03/20,Brighton,Everton
316,Neal Maupay,9.0,fr FRA,"LW,FW",90,5,3,1,3,1,0,0,,0,30,8,26.7,6,17,7,2,0,0,2,1,,0,0,10/03/20,Brighton,Everton
317,Leandro Trossard,11.0,be BEL,"RW,LW",90,0,0,0,0,0,0,1,0.0,1,6,2,33.3,3,2,1,0,0,0,0,0,,0,0,10/03/20,Brighton,Everton
318,Steven Alzate,17.0,co COL,DM,81,2,2,2,0,0,0,1,0.0,1,15,6,40.0,4,6,5,4,1,0,3,0,,0,0,10/03/20,Brighton,Everton
319,Pascal Gross,13.0,de GER,DM,9,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,,0,0,10/03/20,Brighton,Everton
320,Yves Bissouma,8.0,ml MLI,DM,90,4,4,3,1,0,2,3,66.7,1,22,11,50.0,9,9,4,1,0,0,1,0,,0,0,10/03/20,Brighton,Everton
321,Solly March,20.0,eng ENG,"WB,RW",90,4,3,3,0,1,0,2,0.0,2,16,7,43.8,5,7,4,0,0,0,0,0,,0,0,10/03/20,Brighton,Everton
322,Tariq Lamptey,2.0,eng ENG,WB,45,1,1,1,0,0,0,1,0.0,1,11,6,54.5,4,5,2,3,0,0,3,0,,1,0,10/03/20,Brighton,Everton
323,Joel Veltman,34.0,nl NED,WB,45,6,1,3,2,1,2,4,50.0,2,12,6,50.0,7,4,1,1,0,0,1,0,,3,0,10/03/20,Brighton,Everton
324,Adam Webster,4.0,eng ENG,CB,90,0,0,0,0,0,0,0,,0,6,4,66.7,0,2,4,2,1,0,1,0,,2,0,10/03/20,Brighton,Everton
325,Lewis Dunk,5.0,eng ENG,CB,90,1,1,0,1,0,0,0,,0,5,2,40.0,1,4,0,0,0,0,0,0,,5,0,10/03/20,Brighton,Everton
326,Ben White,3.0,eng ENG,CB,90,3,2,2,1,0,0,0,,0,12,6,50.0,7,4,1,2,1,0,1,0,,2,0,10/03/20,Brighton,Everton
327,Mathew Ryan,1.0,au AUS,GK,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,10/03/20,Brighton,Everton
328,Patrick Bamford,9.0,eng ENG,FW,90,0,0,0,0,0,0,0,,0,11,2,18.2,1,4,6,0,0,0,0,1,,4,0,10/03/20,Leeds United,Manchester City
329,Ezgjan Alioski,10.0,mk MKD,LM,45,0,0,0,0,0,0,0,,0,10,2,20.0,2,4,4,1,1,0,0,0,,0,0,10/03/20,Leeds United,Manchester City
330,Ian Poveda-Ocampo,7.0,eng ENG,"LM,RM",45,2,1,2,0,0,1,4,25.0,3,14,4,28.6,7,5,2,1,0,0,1,0,,0,0,10/03/20,Leeds United,Manchester City
331,Mateusz Klich,43.0,pl POL,CM,76,2,2,0,2,0,1,1,100.0,0,21,5,23.8,6,12,3,1,1,0,0,0,,1,0,10/03/20,Leeds United,Manchester City
332,Leif Davis,24.0,eng ENG,"LB,CM",14,0,0,0,0,0,0,1,0.0,1,10,0,0.0,4,5,1,2,1,0,1,0,,0,0,10/03/20,Leeds United,Manchester City
333,Tyler Roberts,11.0,wal WAL,CM,55,0,0,0,0,0,0,0,,0,14,3,21.4,1,7,6,0,0,0,0,0,,0,0,10/03/20,Leeds United,Manchester City
334,Rodrigo,20.0,es ESP,CM,35,0,0,0,0,0,0,0,,0,5,1,20.0,0,4,1,0,0,0,0,0,,0,0,10/03/20,Leeds United,Manchester City
335,Helder Costa,17.0,pt POR,"RM,LM",90,2,2,1,0,1,2,7,28.6,5,26,8,30.8,8,12,6,1,0,0,1,0,,1,0,10/03/20,Leeds United,Manchester City
336,Kalvin Phillips,23.0,eng ENG,DM,90,4,2,3,1,0,3,6,50.0,3,25,6,24.0,12,13,0,6,1,0,5,1,,0,0,10/03/20,Leeds United,Manchester City
337,Stuart Dallas,15.0,nir NIR,"LB,CM",90,8,5,3,5,0,3,10,30.0,7,21,8,38.1,8,11,2,5,0,0,5,1,,0,0,10/03/20,Leeds United,Manchester City
338,Liam Cooper,6.0,sco SCO,CB,90,6,3,6,0,0,5,6,83.3,1,15,7,46.7,12,3,0,3,2,0,1,0,,5,0,10/03/20,Leeds United,Manchester City
339,Robin Koch,5.0,de GER,CB,90,2,1,2,0,0,2,6,33.3,4,21,5,23.8,17,4,0,2,1,0,1,0,,1,0,10/03/20,Leeds United,Manchester City
340,Luke Ayling,2.0,eng ENG,RB,90,6,5,3,3,0,1,6,16.7,5,28,11,39.3,18,7,3,2,1,0,1,1,,2,0,10/03/20,Leeds United,Manchester City
341,Illan Meslier,1.0,fr FRA,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/03/20,Leeds United,Manchester City
342,Riyad Mahrez,26.0,dz ALG,"FW,RW",76,1,1,1,0,0,1,3,33.3,2,6,1,16.7,1,3,2,0,0,0,0,0,,1,0,10/03/20,Manchester City,Leeds United
343,Fernandinho,25.0,br BRA,"CM,RW",14,1,1,0,1,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,,0,0,10/03/20,Manchester City,Leeds United
344,Raheem Sterling,7.0,eng ENG,"LW,FW",90,0,0,0,0,0,0,1,0.0,1,11,2,18.2,2,5,4,1,0,0,1,0,,0,0,10/03/20,Manchester City,Leeds United
345,Ferran Torres,21.0,es ESP,RW,64,0,0,0,0,0,0,1,0.0,1,5,3,60.0,1,1,3,0,0,0,0,0,,0,0,10/03/20,Manchester City,Leeds United
346,Bernardo Silva,20.0,pt POR,"RW,CM",26,0,0,0,0,0,0,1,0.0,1,5,3,60.0,1,0,4,0,0,0,0,0,,0,0,10/03/20,Manchester City,Leeds United
347,Phil Foden,47.0,eng ENG,"CM,LW",90,1,0,1,0,0,0,0,,0,10,3,30.0,1,6,3,1,0,0,1,0,,1,0,10/03/20,Manchester City,Leeds United
348,Kevin De Bruyne,17.0,be BEL,"CM,AM",90,5,5,1,2,2,3,8,37.5,5,13,5,38.5,1,7,5,1,0,0,1,0,,0,0,10/03/20,Manchester City,Leeds United
349,Rodrigo,16.0,es ESP,"DM,CM",90,3,3,0,1,2,0,3,0.0,3,15,6,40.0,7,6,2,2,1,0,1,0,,5,0,10/03/20,Manchester City,Leeds United
350,Benjamin Mendy,22.0,fr FRA,LB,70,1,1,0,1,0,0,0,,0,7,1,14.3,2,5,0,1,0,0,1,1,,1,1,10/03/20,Manchester City,Leeds United
351,Nathan Ake,6.0,nl NED,LB,20,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,,1,0,10/03/20,Manchester City,Leeds United
352,Aymeric Laporte,14.0,fr FRA,CB,90,1,1,0,1,0,0,2,0.0,2,5,4,80.0,4,1,0,1,0,0,1,1,,6,0,10/03/20,Manchester City,Leeds United
353,Ruben Dias,3.0,pt POR,CB,90,0,0,0,0,0,0,0,,0,5,0,0.0,4,0,1,3,2,0,1,0,,4,0,10/03/20,Manchester City,Leeds United
354,Kyle Walker,2.0,eng ENG,RB,90,1,1,0,1,0,1,1,100.0,0,9,3,33.3,5,4,0,2,0,0,2,3,,1,0,10/03/20,Manchester City,Leeds United
355,Ederson,31.0,br BRA,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,1,10/03/20,Manchester City,Leeds United
356,Callum Wilson,13.0,eng ENG,FW,90,0,0,0,0,0,0,0,,0,16,6,37.5,1,4,11,2,0,0,2,0,,1,0,10/03/20,Newcastle Utd,Burnley
357,Joelinton,9.0,br BRA,FW,89,1,1,0,1,0,0,0,,0,12,2,16.7,1,4,7,1,0,0,1,0,,2,0,10/03/20,Newcastle Utd,Burnley
358,Sean Longstaff,36.0,eng ENG,FW,1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,,0,0,10/03/20,Newcastle Utd,Burnley
359,Allan Saint-Maximin,10.0,fr FRA,LM,72,0,0,0,0,0,0,1,0.0,1,4,1,25.0,0,3,1,1,0,0,1,1,,0,0,10/03/20,Newcastle Utd,Burnley
360,Ryan Fraser,21.0,sco SCO,LM,18,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,,0,0,10/03/20,Newcastle Utd,Burnley
361,Jeff Hendrick,16.0,ie IRL,RM,90,0,0,0,0,0,0,0,,0,15,5,33.3,3,8,4,0,0,0,0,0,,3,0,10/03/20,Newcastle Utd,Burnley
362,Isaac Hayden,14.0,eng ENG,DM,90,2,1,0,1,1,0,0,,0,13,5,38.5,4,7,2,3,0,0,3,1,,2,0,10/03/20,Newcastle Utd,Burnley
363,Jonjo Shelvey,8.0,eng ENG,DM,90,1,0,0,1,0,0,1,0.0,1,14,1,7.1,4,9,1,3,1,0,2,0,,4,0,10/03/20,Newcastle Utd,Burnley
364,Jamal Lewis,15.0,nir NIR,LB,90,1,1,1,0,0,1,1,100.0,0,7,4,57.1,2,3,2,1,0,0,1,0,,0,0,10/03/20,Newcastle Utd,Burnley
365,Federico Fernandez,18.0,ar ARG,CB,90,1,1,1,0,0,0,1,0.0,1,8,4,50.0,5,3,0,3,3,0,0,0,,11,0,10/03/20,Newcastle Utd,Burnley
366,Fabian Schar,5.0,ch SUI,CB,54,0,0,0,0,0,0,0,,0,4,0,0.0,2,2,0,2,0,0,2,0,,0,0,10/03/20,Newcastle Utd,Burnley
367,Javier Manquillo,19.0,es ESP,RB,36,0,0,0,0,0,0,0,,0,4,1,25.0,2,1,1,1,0,0,1,0,,0,0,10/03/20,Newcastle Utd,Burnley
368,Emil Krafth,17.0,se SWE,"RB,CB",90,1,0,1,0,0,0,0,,0,7,3,42.9,3,4,0,0,0,0,0,1,,5,0,10/03/20,Newcastle Utd,Burnley
369,Karl Darlow,26.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/03/20,Newcastle Utd,Burnley
370,Chris Wood,9.0,nz NZL,FW,90,2,1,0,0,2,1,2,50.0,1,10,2,20.0,1,3,6,1,0,0,1,0,,0,0,10/03/20,Burnley,Newcastle Utd
371,Ashley Barnes,10.0,at AUT,FW,76,0,0,0,0,0,0,0,,0,14,4,28.6,0,3,11,0,0,0,0,0,,0,0,10/03/20,Burnley,Newcastle Utd
372,Matej Vydra,27.0,cz CZE,FW,14,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,,0,0,10/03/20,Burnley,Newcastle Utd
373,Dwight McNeil,11.0,eng ENG,LM,90,0,0,0,0,0,0,0,,0,16,4,25.0,2,10,4,2,0,0,2,2,,2,0,10/03/20,Burnley,Newcastle Utd
374,Dale Stephens,16.0,eng ENG,CM,67,0,0,0,0,0,0,1,0.0,1,12,4,33.3,3,8,1,1,0,0,1,0,,0,0,10/03/20,Burnley,Newcastle Utd
375,Johann Gudmundsson,7.0,is ISL,RM,23,0,0,0,0,0,0,1,0.0,1,4,0,0.0,1,2,1,1,0,0,1,0,,0,0,10/03/20,Burnley,Newcastle Utd
376,Ashley Westwood,18.0,eng ENG,CM,90,1,0,1,0,0,1,1,100.0,0,16,4,25.0,5,11,0,1,0,0,1,0,,0,0,10/03/20,Burnley,Newcastle Utd
377,Josh Brownhill,8.0,eng ENG,"RM,CM",90,2,1,1,1,0,0,2,0.0,2,22,10,45.5,6,14,2,1,0,0,1,1,,1,0,10/03/20,Burnley,Newcastle Utd
378,Charlie Taylor,3.0,eng ENG,LB,90,2,2,1,0,1,0,0,,0,6,3,50.0,4,1,1,1,0,0,1,0,,3,0,10/03/20,Burnley,Newcastle Utd
379,James Tarkowski,5.0,eng ENG,CB,90,2,1,2,0,0,1,2,50.0,1,10,5,50.0,5,5,0,1,1,0,0,1,,4,0,10/03/20,Burnley,Newcastle Utd
380,Kevin Long,28.0,ie IRL,CB,90,3,2,3,0,0,0,0,,0,9,2,22.2,7,2,0,0,0,0,0,0,,3,0,10/03/20,Burnley,Newcastle Utd
381,Phil Bardsley,26.0,sco SCO,RB,90,2,2,2,0,0,0,1,0.0,1,12,2,16.7,4,8,0,0,0,0,0,2,,2,0,10/03/20,Burnley,Newcastle Utd
382,Nick Pope,1.0,eng ENG,GK,90,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,10/03/20,Burnley,Newcastle Utd
383,Jamie Vardy,9.0,eng ENG,FW,90,2,0,0,0,2,0,0,,0,20,5,25.0,0,6,14,0,0,0,0,0,,0,0,10/04/20,Leicester City,West Ham
384,Harvey Barnes,15.0,eng ENG,LW,90,0,0,0,0,0,0,0,,0,14,5,35.7,1,7,6,1,0,0,1,0,,0,0,10/04/20,Leicester City,West Ham
385,Ayoze Perez,17.0,es ESP,RW,63,1,0,0,0,1,0,2,0.0,2,20,2,10.0,5,8,7,0,0,0,0,1,,0,0,10/04/20,Leicester City,West Ham
386,Kelechi Iheanacho,14.0,ng NGA,RW,27,0,0,0,0,0,0,0,,0,5,1,20.0,0,3,2,0,0,0,0,0,,0,0,10/04/20,Leicester City,West Ham
387,Nampalys Mendy,24.0,fr FRA,DM,88,1,1,1,0,0,1,1,100.0,0,18,5,27.8,8,6,4,3,0,0,3,1,,0,0,10/04/20,Leicester City,West Ham
388,Hamza Choudhury,20.0,eng ENG,DM,2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Leicester City,West Ham
389,Youri Tielemans,8.0,be BEL,"DM,CM",90,1,1,0,0,1,0,2,0.0,2,14,5,35.7,1,11,2,2,0,0,2,1,,2,0,10/04/20,Leicester City,West Ham
390,James Justin,2.0,eng ENG,"WB,LB",90,1,1,1,0,0,0,0,,0,10,6,60.0,3,5,2,2,1,0,1,0,,1,0,10/04/20,Leicester City,West Ham
391,Timothy Castagne,27.0,be BEL,"WB,RB",90,4,2,1,3,0,0,0,,0,25,7,28.0,4,12,9,2,0,0,2,1,,1,0,10/04/20,Leicester City,West Ham
392,Caglar Soyuncu,4.0,tr TUR,CB,90,0,0,0,0,0,0,0,,0,15,6,40.0,6,8,1,2,1,0,1,3,,3,0,10/04/20,Leicester City,West Ham
393,Jonny Evans,6.0,nir NIR,CB,90,0,0,0,0,0,0,0,,0,5,2,40.0,2,3,0,2,1,0,1,0,,2,0,10/04/20,Leicester City,West Ham
394,Daniel Amartey,18.0,gh GHA,CB,54,1,1,0,1,0,1,1,100.0,0,6,2,33.3,2,4,0,1,0,0,1,0,,1,0,10/04/20,Leicester City,West Ham
395,Cengiz Ãnder,19.0,tr TUR,CM,36,0,0,0,0,0,0,0,,0,4,1,25.0,0,3,1,0,0,0,0,0,,0,0,10/04/20,Leicester City,West Ham
396,Kasper Schmeichel,1.0,dk DEN,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Leicester City,West Ham
397,Michail Antonio,30.0,eng ENG,FW,87,0,0,0,0,0,0,1,0.0,1,17,4,23.5,0,6,11,0,0,0,0,0,,0,0,10/04/20,West Ham,Leicester City
398,Sebastien Haller,22.0,fr FRA,FW,3,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,,0,0,10/04/20,West Ham,Leicester City
399,Pablo Fornals,18.0,es ESP,CM,90,1,0,1,0,0,1,4,25.0,3,29,8,27.6,10,14,5,3,0,0,3,1,,0,0,10/04/20,West Ham,Leicester City
400,Jarrod Bowen,20.0,eng ENG,CM,87,1,1,1,0,0,0,1,0.0,1,8,4,50.0,4,3,1,1,1,0,0,0,,0,0,10/04/20,West Ham,Leicester City
401,Mark Noble,16.0,eng ENG,CM,3,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,,0,0,10/04/20,West Ham,Leicester City
402,Declan Rice,41.0,eng ENG,DM,90,1,0,1,0,0,0,1,0.0,1,17,3,17.6,5,10,2,0,0,0,0,1,,2,0,10/04/20,West Ham,Leicester City
403,Tomas Soucek,28.0,cz CZE,DM,90,4,1,2,1,1,4,6,66.7,2,28,10,35.7,11,13,4,1,0,0,1,1,,5,0,10/04/20,West Ham,Leicester City
404,Arthur Masuaku,26.0,cd COD,WB,90,0,0,0,0,0,0,3,0.0,3,16,4,25.0,9,7,0,3,0,0,3,0,,3,0,10/04/20,West Ham,Leicester City
405,VladimÃ­r Coufal,5.0,cz CZE,WB,90,4,1,4,0,0,2,3,66.7,1,18,5,27.8,12,4,2,3,0,0,3,1,,6,0,10/04/20,West Ham,Leicester City
406,Aaron Cresswell,3.0,eng ENG,CB,90,0,0,0,0,0,0,1,0.0,1,13,2,15.4,10,3,0,2,0,0,2,0,,5,0,10/04/20,West Ham,Leicester City
407,Angelo Ogbonna,21.0,it ITA,CB,90,1,1,1,0,0,0,2,0.0,2,15,6,40.0,11,4,0,3,1,0,2,0,,4,0,10/04/20,West Ham,Leicester City
408,Fabian Balbuena,4.0,py PAR,CB,90,1,0,0,1,0,1,1,100.0,0,11,4,36.4,9,2,0,2,0,0,2,1,,8,0,10/04/20,West Ham,Leicester City
409,Åukasz FabiaÅski,1.0,pl POL,GK,90,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,,0,0,10/04/20,West Ham,Leicester City
410,Danny Ings,9.0,eng ENG,FW,90,1,0,0,1,0,1,3,33.3,2,21,7,33.3,3,7,11,3,0,0,3,0,,0,0,10/04/20,Southampton,West Brom
411,Che Adams,10.0,eng ENG,FW,83,1,1,0,1,0,0,0,,0,9,2,22.2,0,5,4,1,1,0,0,0,,0,0,10/04/20,Southampton,West Brom
412,Shane Long,7.0,ie IRL,FW,7,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,,0,0,10/04/20,Southampton,West Brom
413,Moussa Djenepo,12.0,ml MLI,LM,54,1,1,0,0,1,0,1,0.0,1,12,4,33.3,1,7,4,0,0,0,0,0,,0,0,10/04/20,Southampton,West Brom
414,Nathan Redmond,11.0,eng ENG,LM,36,3,1,0,2,1,1,1,100.0,0,7,2,28.6,0,5,2,1,0,0,1,0,,1,0,10/04/20,Southampton,West Brom
415,Stuart Armstrong,17.0,sco SCO,RM,90,4,2,1,3,0,2,5,40.0,3,15,5,33.3,1,12,2,1,0,0,1,0,,0,0,10/04/20,Southampton,West Brom
416,Oriol Romeu,6.0,es ESP,DM,90,5,2,1,3,1,2,3,66.7,1,19,5,26.3,5,12,2,3,1,0,2,2,,1,0,10/04/20,Southampton,West Brom
417,James Ward-Prowse,8.0,eng ENG,DM,90,2,2,1,1,0,2,5,40.0,3,16,5,31.3,4,11,1,2,0,0,2,1,,1,0,10/04/20,Southampton,West Brom
418,Ryan Bertrand,3.0,eng ENG,LB,90,4,3,2,2,0,1,2,50.0,1,14,6,42.9,3,11,0,1,0,0,1,2,,0,0,10/04/20,Southampton,West Brom
419,Jannik Vestergaard,4.0,dk DEN,CB,90,1,0,0,1,0,1,1,100.0,0,1,1,100.0,1,0,0,0,0,0,0,2,,3,0,10/04/20,Southampton,West Brom
420,Jan Bednarek,35.0,pl POL,CB,90,1,0,1,0,0,0,0,,0,7,4,57.1,6,1,0,1,0,0,1,2,,1,0,10/04/20,Southampton,West Brom
421,Kyle Walker-Peters,2.0,eng ENG,RB,90,2,1,0,2,0,1,2,50.0,1,6,2,33.3,1,5,0,1,1,0,0,4,,0,0,10/04/20,Southampton,West Brom
422,Alex McCarthy,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,Southampton,West Brom
423,Callum Robinson,7.0,ie IRL,FW,59,0,0,0,0,0,0,0,,0,19,6,31.6,2,2,15,1,0,0,1,0,,1,0,10/04/20,West Brom,Southampton
424,Hal Robson-Kanu,4.0,wal WAL,FW,31,0,0,0,0,0,0,0,,0,8,0,0.0,0,4,4,0,0,0,0,0,,1,0,10/04/20,West Brom,Southampton
425,Grady Diangana,11.0,eng ENG,LW,90,2,0,0,1,1,0,2,0.0,2,29,8,27.6,7,16,6,2,0,0,2,2,,0,0,10/04/20,West Brom,Southampton
426,Kyle Edwards,21.0,eng ENG,RW,45,0,0,0,0,0,0,1,0.0,1,8,2,25.0,2,6,0,2,0,0,2,0,,0,0,10/04/20,West Brom,Southampton
427,Sam Field,28.0,eng ENG,DM,45,5,4,3,2,0,2,3,66.7,1,17,8,47.1,8,9,0,5,1,0,4,0,,2,0,10/04/20,West Brom,Southampton
428,Matheus Pereira,12.0,br BRA,"RW,AM",90,2,1,1,1,0,0,1,0.0,1,19,6,31.6,6,11,2,4,0,0,4,0,,0,0,10/04/20,West Brom,Southampton
429,Romaine Sawyers,19.0,kn SKN,DM,63,0,0,0,0,0,0,5,0.0,5,19,4,21.1,6,12,1,0,0,0,0,2,,0,0,10/04/20,West Brom,Southampton
430,Filip KrovinoviÄ,17.0,hr CRO,DM,27,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,,0,0,10/04/20,West Brom,Southampton
431,Jake Livermore,8.0,eng ENG,"DM,AM",90,2,1,0,2,0,2,3,66.7,1,16,4,25.0,4,9,3,2,0,0,2,3,,1,0,10/04/20,West Brom,Southampton
432,Conor Townsend,14.0,eng ENG,LB,90,3,3,3,0,0,1,1,100.0,0,12,6,50.0,4,8,0,1,0,0,1,1,,1,0,10/04/20,West Brom,Southampton
433,Kyle Bartley,5.0,eng ENG,CB,90,1,0,0,1,0,0,0,,0,7,2,28.6,2,5,0,1,0,0,1,0,,9,0,10/04/20,West Brom,Southampton
434,Semi Ajayi,6.0,ng NGA,CB,90,1,0,1,0,0,0,0,,0,11,6,54.5,10,1,0,1,0,0,1,1,,3,0,10/04/20,West Brom,Southampton
435,Dara O'Shea,27.0,ie IRL,RB,90,5,2,5,0,0,1,2,50.0,1,11,2,18.2,8,2,1,0,0,0,0,0,,3,0,10/04/20,West Brom,Southampton
436,Sam Johnstone,1.0,eng ENG,GK,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,10/04/20,West Brom,Southampton
437,Eddie Nketiah,30.0,eng ENG,FW,57,0,0,0,0,0,0,0,,0,13,4,30.8,1,4,8,0,0,0,0,0,,1,0,10/04/20,Arsenal,Sheffield Utd
438,Nicolas Pepe,19.0,ci CIV,RW,33,0,0,0,0,0,0,0,,0,11,2,18.2,4,6,1,2,0,0,2,0,,0,0,10/04/20,Arsenal,Sheffield Utd
439,Pierre-Emerick Aubameyang,14.0,ga GAB,"LW,FW",90,0,0,0,0,0,0,0,,0,13,5,38.5,2,4,7,1,0,0,1,0,,1,0,10/04/20,Arsenal,Sheffield Utd
440,Willian,12.0,br BRA,"RW,CM,LW",90,0,0,0,0,0,0,0,,0,17,5,29.4,4,9,4,3,0,0,3,0,,2,0,10/04/20,Arsenal,Sheffield Utd
441,Bukayo Saka,7.0,eng ENG,"CM,LW",86,1,1,0,1,0,0,1,0.0,1,10,2,20.0,1,4,5,1,0,0,1,0,,2,0,10/04/20,Arsenal,Sheffield Utd
442,Ainsley Maitland-Niles,15.0,eng ENG,CM,4,1,0,0,1,0,1,1,100.0,0,2,0,0.0,0,1,1,1,1,0,0,0,,0,1,10/04/20,Arsenal,Sheffield Utd
443,Mohamed Elneny,25.0,eg EGY,CM,90,1,1,1,0,0,1,1,100.0,0,16,6,37.5,7,8,1,1,1,0,0,0,,3,0,10/04/20,Arsenal,Sheffield Utd
