,Player,#,Nation,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Date,Team,Opponent
315,Adam Lallana,14.0,eng ENG,"WB,FW",25,25,0,0,7,19,5,21,1,1,100.0,1,0,17,69,36,21,19,90.5,1,0,10/03/20,Brighton,Everton
316,Neal Maupay,9.0,fr FRA,"LW,FW",90,40,0,5,16,21,6,39,0,0,,0,0,26,122,43,45,28,62.2,2,5,10/03/20,Brighton,Everton
317,Leandro Trossard,11.0,be BEL,"RW,LW",90,51,0,2,12,39,6,45,1,1,100.0,1,0,32,189,70,48,35,72.9,0,2,10/03/20,Brighton,Everton
318,Steven Alzate,17.0,co COL,DM,81,71,4,13,41,19,1,71,0,1,0.0,0,0,56,203,69,66,62,93.9,2,0,10/03/20,Brighton,Everton
319,Pascal Gross,13.0,de GER,DM,9,18,0,3,12,6,0,17,0,0,,0,0,17,127,69,16,15,93.8,1,0,10/03/20,Brighton,Everton
320,Yves Bissouma,8.0,ml MLI,DM,90,94,0,15,56,32,0,91,4,6,66.7,5,0,80,425,185,73,70,95.9,2,2,10/03/20,Brighton,Everton
321,Solly March,20.0,eng ENG,"WB,RW",90,67,2,12,19,39,4,59,4,4,100.0,4,0,51,442,257,54,43,79.6,0,4,10/03/20,Brighton,Everton
322,Tariq Lamptey,2.0,eng ENG,WB,45,30,2,8,15,11,0,27,0,0,,0,0,18,147,116,24,20,83.3,4,0,10/03/20,Brighton,Everton
323,Joel Veltman,34.0,nl NED,WB,45,67,2,15,27,28,1,62,1,1,100.0,1,0,36,145,63,40,40,100.0,0,1,10/03/20,Brighton,Everton
324,Adam Webster,4.0,eng ENG,CB,90,81,6,32,41,18,4,79,0,0,,0,0,55,319,211,61,61,100.0,0,1,10/03/20,Brighton,Everton
325,Lewis Dunk,5.0,eng ENG,CB,90,69,10,41,29,6,0,67,0,0,,0,0,46,332,193,51,51,100.0,0,0,10/03/20,Brighton,Everton
326,Ben White,3.0,eng ENG,CB,90,92,6,42,50,8,0,91,3,4,75.0,3,0,75,441,241,70,70,100.0,0,0,10/03/20,Brighton,Everton
327,Mathew Ryan,1.0,au AUS,GK,90,28,23,28,0,0,0,23,0,0,,0,0,21,56,25,19,19,100.0,0,0,10/03/20,Brighton,Everton
328,Patrick Bamford,9.0,eng ENG,FW,90,22,4,5,7,10,6,20,1,2,50.0,1,0,11,92,64,25,14,56.0,1,0,10/03/20,Leeds United,Manchester City
329,Ezgjan Alioski,10.0,mk MKD,LM,45,24,0,6,16,4,1,23,1,1,100.0,1,0,14,95,67,19,14,73.7,1,0,10/03/20,Leeds United,Manchester City
330,Ian Poveda-Ocampo,7.0,eng ENG,"LM,RM",45,18,0,6,12,4,0,17,2,2,100.0,2,0,14,163,133,17,11,64.7,1,0,10/03/20,Leeds United,Manchester City
331,Mateusz Klich,43.0,pl POL,CM,76,40,1,8,19,15,3,40,1,3,33.3,3,0,29,151,89,33,31,93.9,1,1,10/03/20,Leeds United,Manchester City
332,Leif Davis,24.0,eng ENG,"LB,CM",14,8,1,5,2,2,0,8,0,0,,0,0,4,21,9,8,6,75.0,0,0,10/03/20,Leeds United,Manchester City
333,Tyler Roberts,11.0,wal WAL,CM,55,16,0,1,7,9,0,16,0,0,,0,0,12,59,18,17,12,70.6,0,2,10/03/20,Leeds United,Manchester City
334,Rodrigo,20.0,es ESP,CM,35,24,1,5,10,10,5,24,2,3,66.7,2,0,23,185,125,22,17,77.3,1,2,10/03/20,Leeds United,Manchester City
335,Helder Costa,17.0,pt POR,"RM,LM",90,39,3,12,17,13,4,39,1,2,50.0,1,0,29,206,100,40,29,72.5,3,3,10/03/20,Leeds United,Manchester City
336,Kalvin Phillips,23.0,eng ENG,DM,90,61,4,26,28,11,0,52,2,4,50.0,2,1,38,123,42,38,35,92.1,2,1,10/03/20,Leeds United,Manchester City
337,Stuart Dallas,15.0,nir NIR,"LB,CM",90,70,4,27,32,15,1,65,0,0,,0,0,41,242,153,45,41,91.1,0,0,10/03/20,Leeds United,Manchester City
338,Liam Cooper,6.0,sco SCO,CB,90,73,10,57,16,2,0,70,0,0,,0,0,50,261,99,49,48,98.0,0,0,10/03/20,Leeds United,Manchester City
339,Robin Koch,5.0,de GER,CB,90,68,19,49,21,1,0,63,0,0,,0,0,44,305,206,53,51,96.2,0,0,10/03/20,Leeds United,Manchester City
340,Luke Ayling,2.0,eng ENG,RB,90,61,9,25,27,11,4,49,3,3,100.0,3,0,27,136,81,35,31,88.6,1,0,10/03/20,Leeds United,Manchester City
341,Illan Meslier,1.0,fr FRA,GK,90,58,52,58,0,0,0,43,0,0,,0,0,34,172,94,35,35,100.0,0,0,10/03/20,Leeds United,Manchester City
342,Riyad Mahrez,26.0,dz ALG,"FW,RW",76,51,0,5,19,29,2,44,3,5,60.0,3,0,31,209,84,46,35,76.1,2,4,10/03/20,Manchester City,Leeds United
343,Fernandinho,25.0,br BRA,"CM,RW",14,11,0,0,10,2,0,11,1,1,100.0,1,0,8,67,40,6,6,100.0,0,0,10/03/20,Manchester City,Leeds United
344,Raheem Sterling,7.0,eng ENG,"LW,FW",90,44,0,3,11,32,13,41,6,10,60.0,6,0,45,363,209,47,34,72.3,2,3,10/03/20,Manchester City,Leeds United
345,Ferran Torres,21.0,es ESP,RW,64,31,0,3,13,18,3,31,1,4,25.0,1,0,28,163,75,33,25,75.8,0,3,10/03/20,Manchester City,Leeds United
346,Bernardo Silva,20.0,pt POR,"RW,CM",26,20,0,1,11,11,2,19,2,2,100.0,2,0,18,188,104,15,12,80.0,1,0,10/03/20,Manchester City,Leeds United
347,Phil Foden,47.0,eng ENG,"CM,LW",90,52,0,5,21,30,10,52,7,12,58.3,7,1,45,356,216,49,45,91.8,2,2,10/03/20,Manchester City,Leeds United
348,Kevin De Bruyne,17.0,be BEL,"CM,AM",90,66,2,8,30,35,5,54,1,3,33.3,2,0,37,307,209,45,41,91.1,0,3,10/03/20,Manchester City,Leeds United
349,Rodrigo,16.0,es ESP,"DM,CM",90,54,4,19,30,11,2,54,0,0,,0,0,38,303,185,37,36,97.3,1,0,10/03/20,Manchester City,Leeds United
350,Benjamin Mendy,22.0,fr FRA,LB,70,37,2,7,23,11,1,31,4,5,80.0,4,0,23,228,191,19,17,89.5,0,0,10/03/20,Manchester City,Leeds United
351,Nathan Ake,6.0,nl NED,LB,20,11,0,2,6,3,2,11,0,0,,0,0,7,26,0,7,6,85.7,1,0,10/03/20,Manchester City,Leeds United
352,Aymeric Laporte,14.0,fr FRA,CB,90,43,6,22,26,2,1,42,0,0,,0,0,26,319,238,30,29,96.7,0,0,10/03/20,Manchester City,Leeds United
353,Ruben Dias,3.0,pt POR,CB,90,42,9,21,20,4,2,42,0,0,,0,0,25,135,75,28,27,96.4,0,0,10/03/20,Manchester City,Leeds United
354,Kyle Walker,2.0,eng ENG,RB,90,60,1,15,37,14,1,41,3,5,60.0,3,0,28,247,169,30,25,83.3,0,0,10/03/20,Manchester City,Leeds United
355,Ederson,31.0,br BRA,GK,90,36,31,36,0,0,0,26,0,0,,0,0,17,88,71,14,14,100.0,0,0,10/03/20,Manchester City,Leeds United
356,Callum Wilson,13.0,eng ENG,FW,90,24,0,2,13,13,5,23,1,1,100.0,1,0,16,123,84,46,14,30.4,4,1,10/03/20,Newcastle Utd,Burnley
357,Joelinton,9.0,br BRA,FW,89,55,4,6,31,21,5,54,1,1,100.0,1,0,41,236,117,65,42,64.6,3,2,10/03/20,Newcastle Utd,Burnley
358,Sean Longstaff,36.0,eng ENG,FW,1,1,0,0,0,1,0,1,0,0,,0,0,1,20,17,0,0,,0,0,10/03/20,Newcastle Utd,Burnley
359,Allan Saint-Maximin,10.0,fr FRA,LM,72,35,0,2,22,23,4,35,3,4,75.0,3,0,35,465,355,43,30,69.8,1,2,10/03/20,Newcastle Utd,Burnley
360,Ryan Fraser,21.0,sco SCO,LM,18,15,1,3,3,9,1,14,0,0,,0,0,13,52,27,14,11,78.6,0,1,10/03/20,Newcastle Utd,Burnley
361,Jeff Hendrick,16.0,ie IRL,RM,90,48,2,8,32,12,1,48,0,1,0.0,1,0,33,215,102,41,26,63.4,2,2,10/03/20,Newcastle Utd,Burnley
362,Isaac Hayden,14.0,eng ENG,DM,90,45,1,9,29,10,1,44,0,0,,0,0,28,117,43,34,24,70.6,0,0,10/03/20,Newcastle Utd,Burnley
363,Jonjo Shelvey,8.0,eng ENG,DM,90,71,4,18,42,15,0,64,2,2,100.0,2,0,45,163,62,47,45,95.7,1,1,10/03/20,Newcastle Utd,Burnley
364,Jamal Lewis,15.0,nir NIR,LB,90,50,2,25,18,11,2,43,0,1,0.0,0,0,36,192,87,33,29,87.9,0,1,10/03/20,Newcastle Utd,Burnley
365,Federico Fernandez,18.0,ar ARG,CB,90,60,14,51,11,0,0,59,0,0,,0,0,30,95,18,30,29,96.7,0,1,10/03/20,Newcastle Utd,Burnley
366,Fabian Schar,5.0,ch SUI,CB,54,35,2,24,11,1,0,33,0,0,,0,0,23,112,51,24,24,100.0,0,0,10/03/20,Newcastle Utd,Burnley
367,Javier Manquillo,19.0,es ESP,RB,36,20,0,6,7,9,1,15,0,0,,0,0,13,101,56,15,13,86.7,1,0,10/03/20,Newcastle Utd,Burnley
368,Emil Krafth,17.0,se SWE,"RB,CB",90,61,4,28,23,15,0,54,0,1,0.0,0,0,32,199,113,33,28,84.8,0,0,10/03/20,Newcastle Utd,Burnley
369,Karl Darlow,26.0,eng ENG,GK,90,48,43,48,0,0,0,35,0,0,,0,0,20,120,84,16,16,100.0,0,0,10/03/20,Newcastle Utd,Burnley
370,Chris Wood,9.0,nz NZL,FW,90,36,0,2,20,15,7,33,1,1,100.0,1,0,20,62,17,60,28,46.7,5,2,10/03/20,Burnley,Newcastle Utd
371,Ashley Barnes,10.0,at AUT,FW,76,32,0,3,14,17,7,32,0,1,0.0,0,0,21,104,58,43,26,60.5,4,1,10/03/20,Burnley,Newcastle Utd
372,Matej Vydra,27.0,cz CZE,FW,14,4,0,0,2,2,1,4,0,0,,0,0,4,12,4,8,3,37.5,1,0,10/03/20,Burnley,Newcastle Utd
373,Dwight McNeil,11.0,eng ENG,LM,90,68,1,16,46,19,2,62,0,0,,0,0,46,392,205,49,45,91.8,3,1,10/03/20,Burnley,Newcastle Utd
374,Dale Stephens,16.0,eng ENG,CM,67,37,2,8,25,5,0,36,0,0,,0,0,21,86,41,24,22,91.7,0,1,10/03/20,Burnley,Newcastle Utd
375,Johann Gudmundsson,7.0,is ISL,RM,23,16,0,1,12,3,0,16,0,0,,0,0,14,86,25,17,14,82.4,0,0,10/03/20,Burnley,Newcastle Utd
376,Ashley Westwood,18.0,eng ENG,CM,90,77,2,25,41,15,1,71,0,0,,0,0,52,260,134,56,54,96.4,0,0,10/03/20,Burnley,Newcastle Utd
377,Josh Brownhill,8.0,eng ENG,"RM,CM",90,55,1,13,28,20,4,52,0,0,,0,0,25,113,66,28,23,82.1,0,0,10/03/20,Burnley,Newcastle Utd
378,Charlie Taylor,3.0,eng ENG,LB,90,70,3,22,33,22,1,60,1,1,100.0,1,0,40,307,116,43,41,95.3,0,0,10/03/20,Burnley,Newcastle Utd
379,James Tarkowski,5.0,eng ENG,CB,90,56,6,31,20,8,7,56,0,0,,0,0,26,160,47,35,33,94.3,1,0,10/03/20,Burnley,Newcastle Utd
380,Kevin Long,28.0,ie IRL,CB,90,39,4,26,12,1,1,38,0,0,,0,0,21,62,31,24,22,91.7,0,0,10/03/20,Burnley,Newcastle Utd
381,Phil Bardsley,26.0,sco SCO,RB,90,64,3,25,31,13,0,53,1,1,100.0,1,1,35,175,89,37,36,97.3,1,1,10/03/20,Burnley,Newcastle Utd
382,Nick Pope,1.0,eng ENG,GK,90,32,27,31,1,0,0,22,0,0,,0,0,11,76,48,16,15,93.8,1,0,10/03/20,Burnley,Newcastle Utd
383,Jamie Vardy,9.0,eng ENG,FW,90,27,0,0,10,17,7,23,2,2,100.0,2,1,17,159,78,45,20,44.4,3,1,10/04/20,Leicester City,West Ham
384,Harvey Barnes,15.0,eng ENG,LW,90,41,0,1,18,32,7,41,1,3,33.3,1,0,35,326,190,55,30,54.5,4,0,10/04/20,Leicester City,West Ham
385,Ayoze Perez,17.0,es ESP,RW,63,32,0,4,18,13,0,32,0,0,,0,0,26,123,95,40,26,65.0,4,0,10/04/20,Leicester City,West Ham
386,Kelechi Iheanacho,14.0,ng NGA,RW,27,17,0,0,6,11,3,17,1,1,100.0,1,0,15,56,31,23,16,69.6,1,0,10/04/20,Leicester City,West Ham
387,Nampalys Mendy,24.0,fr FRA,DM,88,108,1,10,79,23,0,108,1,3,33.3,1,1,93,534,284,92,90,97.8,1,1,10/04/20,Leicester City,West Ham
388,Hamza Choudhury,20.0,eng ENG,DM,2,10,0,1,8,1,0,10,0,0,,0,0,9,51,35,9,9,100.0,0,0,10/04/20,Leicester City,West Ham
389,Youri Tielemans,8.0,be BEL,"DM,CM",90,121,2,13,82,32,0,112,1,3,33.3,2,1,94,408,246,104,97,93.3,1,0,10/04/20,Leicester City,West Ham
390,James Justin,2.0,eng ENG,"WB,LB",90,72,1,11,37,26,2,63,2,3,66.7,2,0,49,191,108,54,46,85.2,2,1,10/04/20,Leicester City,West Ham
391,Timothy Castagne,27.0,be BEL,"WB,RB",90,92,1,12,48,36,2,85,3,3,100.0,3,0,63,182,79,70,62,88.6,0,1,10/04/20,Leicester City,West Ham
392,Caglar Soyuncu,4.0,tr TUR,CB,90,96,9,52,54,0,0,92,0,0,,0,0,60,449,327,66,63,95.5,0,0,10/04/20,Leicester City,West Ham
393,Jonny Evans,6.0,nir NIR,CB,90,85,7,42,47,0,0,81,0,0,,0,0,60,279,164,65,62,95.4,0,0,10/04/20,Leicester City,West Ham
394,Daniel Amartey,18.0,gh GHA,CB,54,50,4,25,25,3,0,48,1,1,100.0,1,0,42,124,38,38,37,97.4,0,0,10/04/20,Leicester City,West Ham
395,Cengiz Ãnder,19.0,tr TUR,CM,36,25,0,0,8,20,2,24,2,4,50.0,2,0,22,164,86,26,21,80.8,4,1,10/04/20,Leicester City,West Ham
396,Kasper Schmeichel,1.0,dk DEN,GK,90,33,28,33,1,0,0,28,0,0,,0,0,22,99,48,19,19,100.0,0,0,10/04/20,Leicester City,West Ham
397,Michail Antonio,30.0,eng ENG,FW,87,31,0,0,17,16,7,31,0,0,,0,0,18,162,104,42,25,59.5,6,0,10/04/20,West Ham,Leicester City
398,Sebastien Haller,22.0,fr FRA,FW,3,5,0,0,3,2,0,5,0,0,,0,0,2,5,4,6,4,66.7,1,0,10/04/20,West Ham,Leicester City
399,Pablo Fornals,18.0,es ESP,CM,90,40,0,9,24,9,4,39,0,1,0.0,0,0,25,192,122,31,25,80.6,1,3,10/04/20,West Ham,Leicester City
400,Jarrod Bowen,20.0,eng ENG,CM,87,31,1,8,13,13,4,29,0,0,,0,0,24,198,107,22,18,81.8,0,1,10/04/20,West Ham,Leicester City
401,Mark Noble,16.0,eng ENG,CM,3,1,0,0,1,0,0,1,0,0,,0,0,1,4,1,1,1,100.0,0,0,10/04/20,West Ham,Leicester City
402,Declan Rice,41.0,eng ENG,DM,90,39,2,16,20,6,1,39,1,1,100.0,1,0,28,257,145,23,23,100.0,0,1,10/04/20,West Ham,Leicester City
403,Tomas Soucek,28.0,cz CZE,DM,90,41,4,13,21,8,2,40,0,1,0.0,0,0,19,116,36,22,21,95.5,0,0,10/04/20,West Ham,Leicester City
404,Arthur Masuaku,26.0,cd COD,WB,90,41,6,17,21,7,0,40,3,3,100.0,3,0,33,211,120,29,27,93.1,2,3,10/04/20,West Ham,Leicester City
405,VladimÃ­r Coufal,5.0,cz CZE,WB,90,50,6,25,20,8,0,41,0,0,,0,0,21,147,73,19,17,89.5,0,1,10/04/20,West Ham,Leicester City
406,Aaron Cresswell,3.0,eng ENG,CB,90,56,7,24,27,7,0,47,0,0,,0,0,25,127,70,26,26,100.0,0,0,10/04/20,West Ham,Leicester City
407,Angelo Ogbonna,21.0,it ITA,CB,90,32,10,21,12,1,1,32,0,0,,0,0,18,95,30,13,13,100.0,0,0,10/04/20,West Ham,Leicester City
408,Fabian Balbuena,4.0,py PAR,CB,90,42,8,21,20,2,2,39,0,0,,0,0,18,61,30,16,15,93.8,0,0,10/04/20,West Ham,Leicester City
409,Åukasz FabiaÅski,1.0,pl POL,GK,90,31,27,31,0,0,0,22,0,0,,0,0,21,136,56,14,14,100.0,0,0,10/04/20,West Ham,Leicester City
410,Danny Ings,9.0,eng ENG,FW,90,39,0,1,17,22,5,39,0,1,0.0,1,0,22,67,46,46,30,65.2,2,0,10/04/20,Southampton,West Brom
411,Che Adams,10.0,eng ENG,FW,83,36,1,1,17,20,3,36,2,3,66.7,2,0,27,163,71,54,29,53.7,3,5,10/04/20,Southampton,West Brom
412,Shane Long,7.0,ie IRL,FW,7,7,0,0,2,5,0,7,0,0,,0,0,4,30,0,12,5,41.7,1,2,10/04/20,Southampton,West Brom
413,Moussa Djenepo,12.0,ml MLI,LM,54,19,0,1,13,5,3,19,2,2,100.0,2,0,14,55,30,20,13,65.0,3,0,10/04/20,Southampton,West Brom
414,Nathan Redmond,11.0,eng ENG,LM,36,21,0,0,11,12,2,21,1,2,50.0,1,0,13,108,60,19,12,63.2,0,2,10/04/20,Southampton,West Brom
415,Stuart Armstrong,17.0,sco SCO,RM,90,54,0,7,31,21,2,53,0,3,0.0,0,0,31,253,108,56,41,73.2,2,3,10/04/20,Southampton,West Brom
416,Oriol Romeu,6.0,es ESP,DM,90,82,2,20,55,14,1,81,0,0,,0,0,43,255,122,57,53,93.0,1,1,10/04/20,Southampton,West Brom
417,James Ward-Prowse,8.0,eng ENG,DM,90,77,1,17,51,11,0,70,0,0,,0,0,28,87,46,53,48,90.6,1,0,10/04/20,Southampton,West Brom
418,Ryan Bertrand,3.0,eng ENG,LB,90,76,2,18,37,26,3,55,1,1,100.0,1,0,36,108,53,46,39,84.8,0,0,10/04/20,Southampton,West Brom
419,Jannik Vestergaard,4.0,dk DEN,CB,90,67,2,33,38,1,0,66,0,0,,0,0,44,390,216,43,43,100.0,1,1,10/04/20,Southampton,West Brom
420,Jan Bednarek,35.0,pl POL,CB,90,67,3,40,35,2,1,66,0,0,,0,0,44,445,292,44,44,100.0,0,0,10/04/20,Southampton,West Brom
421,Kyle Walker-Peters,2.0,eng ENG,RB,90,85,3,17,58,24,2,71,5,6,83.3,5,0,61,555,377,56,52,92.9,0,1,10/04/20,Southampton,West Brom
422,Alex McCarthy,1.0,eng ENG,GK,90,51,36,51,0,0,0,44,0,0,,0,0,29,139,63,31,31,100.0,0,0,10/04/20,Southampton,West Brom
423,Callum Robinson,7.0,ie IRL,FW,59,19,1,1,6,12,2,18,0,0,,0,0,9,17,1,30,15,50.0,6,1,10/04/20,West Brom,Southampton
424,Hal Robson-Kanu,4.0,wal WAL,FW,31,7,1,1,0,6,0,7,0,0,,0,0,5,34,18,14,5,35.7,1,2,10/04/20,West Brom,Southampton
425,Grady Diangana,11.0,eng ENG,LW,90,42,1,4,20,21,1,42,2,4,50.0,2,0,29,222,157,45,26,57.8,2,3,10/04/20,West Brom,Southampton
426,Kyle Edwards,21.0,eng ENG,RW,45,15,0,2,11,4,1,15,0,2,0.0,0,0,12,69,51,17,11,64.7,1,0,10/04/20,West Brom,Southampton
427,Sam Field,28.0,eng ENG,DM,45,36,3,13,23,2,0,36,1,2,50.0,2,0,12,30,15,11,11,100.0,0,0,10/04/20,West Brom,Southampton
428,Matheus Pereira,12.0,br BRA,"RW,AM",90,52,0,8,22,22,1,43,3,6,50.0,4,1,30,113,64,33,24,72.7,2,2,10/04/20,West Brom,Southampton
429,Romaine Sawyers,19.0,kn SKN,DM,63,30,0,10,14,7,0,27,0,1,0.0,1,0,19,109,38,20,17,85.0,0,2,10/04/20,West Brom,Southampton
430,Filip KrovinoviÄ,17.0,hr CRO,DM,27,8,0,1,7,1,0,8,0,0,,0,0,7,23,14,10,7,70.0,0,0,10/04/20,West Brom,Southampton
431,Jake Livermore,8.0,eng ENG,"DM,AM",90,34,1,8,25,1,0,32,0,2,0.0,0,0,11,34,7,17,15,88.2,0,2,10/04/20,West Brom,Southampton
432,Conor Townsend,14.0,eng ENG,LB,90,63,4,18,33,15,1,53,2,3,66.7,2,0,36,153,67,38,36,94.7,4,1,10/04/20,West Brom,Southampton
433,Kyle Bartley,5.0,eng ENG,CB,90,44,10,28,16,1,1,43,0,0,,0,0,18,80,15,13,13,100.0,1,0,10/04/20,West Brom,Southampton
434,Semi Ajayi,6.0,ng NGA,CB,90,41,7,25,16,0,0,38,0,1,0.0,0,0,21,108,44,24,23,95.8,0,0,10/04/20,West Brom,Southampton
435,Dara O'Shea,27.0,ie IRL,RB,90,61,2,20,37,6,2,50,1,2,50.0,1,0,25,98,46,35,28,80.0,1,1,10/04/20,West Brom,Southampton
436,Sam Johnstone,1.0,eng ENG,GK,90,40,32,40,0,0,0,28,0,0,,0,0,15,88,65,14,14,100.0,0,0,10/04/20,West Brom,Southampton
437,Eddie Nketiah,30.0,eng ENG,FW,57,18,1,2,8,8,2,17,1,1,100.0,1,0,9,49,16,21,14,66.7,3,0,10/04/20,Arsenal,Sheffield Utd
438,Nicolas Pepe,19.0,ci CIV,RW,33,16,0,3,7,6,3,16,1,1,100.0,1,0,13,61,55,18,13,72.2,0,1,10/04/20,Arsenal,Sheffield Utd
439,Pierre-Emerick Aubameyang,14.0,ga GAB,"LW,FW",90,39,2,5,14,25,3,38,0,0,,0,0,24,227,125,52,33,63.5,1,0,10/04/20,Arsenal,Sheffield Utd
440,Willian,12.0,br BRA,"RW,CM,LW",90,70,2,12,30,32,0,67,0,0,,0,0,38,293,178,63,56,88.9,3,1,10/04/20,Arsenal,Sheffield Utd
441,Bukayo Saka,7.0,eng ENG,"CM,LW",86,46,2,7,19,25,2,44,2,3,66.7,2,0,29,232,121,45,39,86.7,0,1,10/04/20,Arsenal,Sheffield Utd
442,Ainsley Maitland-Niles,15.0,eng ENG,CM,4,3,2,2,1,0,0,3,0,0,,0,0,0,0,0,1,0,0.0,0,0,10/04/20,Arsenal,Sheffield Utd
443,Mohamed Elneny,25.0,eg EGY,CM,90,93,5,25,61,11,0,92,0,0,,0,0,72,348,195,77,75,97.4,1,0,10/04/20,Arsenal,Sheffield Utd
444,Dani Ceballos,8.0,es ESP,DM,80,91,9,20,64,14,0,89,2,3,66.7,2,2,58,399,200,77,74,96.1,0,1,10/04/20,Arsenal,Sheffield Utd
445,Granit Xhaka,34.0,ch SUI,DM,10,6,2,5,2,0,0,6,0,0,,0,0,2,12,7,3,3,100.0,0,0,10/04/20,Arsenal,Sheffield Utd
446,Kieran Tierney,3.0,sco SCO,LB,90,99,3,18,47,46,1,89,0,1,0.0,0,0,66,348,252,79,77,97.5,0,0,10/04/20,Arsenal,Sheffield Utd
447,Gabriel Magalhaes,6.0,br BRA,CB,90,104,9,45,66,0,0,101,0,0,,0,0,77,471,276,85,85,100.0,0,0,10/04/20,Arsenal,Sheffield Utd
448,David Luiz,23.0,br BRA,CB,90,103,11,54,53,0,0,101,0,0,,0,0,64,422,249,83,81,97.6,0,0,10/04/20,Arsenal,Sheffield Utd
449,Hector Bellerin,2.0,es ESP,RB,90,78,0,19,43,16,2,69,2,4,50.0,2,1,47,193,107,55,49,89.1,1,1,10/04/20,Arsenal,Sheffield Utd
450,Bernd Leno,1.0,de GER,GK,90,48,38,47,1,0,0,35,0,0,,0,0,27,71,40,33,32,97.0,0,0,10/04/20,Arsenal,Sheffield Utd
451,David McGoldrick,17.0,ie IRL,"FW,RW",90,42,0,6,23,18,2,40,0,1,0.0,0,0,21,152,94,43,32,74.4,1,0,10/04/20,Sheffield Utd,Arsenal
452,Oliver Burke,14.0,sco SCO,FW,55,21,0,2,10,12,4,21,0,1,0.0,0,0,11,129,94,18,12,66.7,0,3,10/04/20,Sheffield Utd,Arsenal
453,Oliver McBurnie,9.0,sco SCO,FW,35,11,0,0,3,8,0,11,0,0,,0,0,4,20,12,14,10,71.4,1,0,10/04/20,Sheffield Utd,Arsenal
454,Ben Osborn,23.0,eng ENG,CM,62,28,1,3,13,15,0,27,0,0,,0,0,12,95,80,20,17,85.0,1,0,10/04/20,Sheffield Utd,Arsenal
455,John Fleck,4.0,sco SCO,"CM,AM",28,15,0,1,5,10,0,13,0,0,,0,0,10,29,9,11,9,81.8,1,0,10/04/20,Sheffield Utd,Arsenal
456,John Lundstram,7.0,eng ENG,"CM,DM",90,54,0,7,34,17,1,49,0,0,,0,0,32,228,80,47,39,83.0,2,0,10/04/20,Sheffield Utd,Arsenal
457,Sander Berge,8.0,no NOR,DM,90,58,3,10,34,17,1,58,1,1,100.0,1,0,43,248,142,48,46,95.8,2,0,10/04/20,Sheffield Utd,Arsenal
458,Enda Stevens,3.0,ie IRL,"WB,LB",90,61,3,11,25,26,2,58,0,0,,0,0,32,89,39,42,37,88.1,1,0,10/04/20,Sheffield Utd,Arsenal
459,George Baldock,2.0,eng ENG,"WB,RB",90,38,3,11,10,19,0,36,0,1,0.0,0,0,23,116,55,23,22,95.7,1,0,10/04/20,Sheffield Utd,Arsenal
460,Jack Robinson,19.0,eng ENG,CB,90,62,5,15,32,18,0,54,0,0,,0,0,39,162,64,38,35,92.1,0,0,10/04/20,Sheffield Utd,Arsenal
461,John Egan,12.0,ie IRL,CB,90,35,7,22,14,2,1,35,0,0,,0,0,17,134,77,22,20,90.9,0,0,10/04/20,Sheffield Utd,Arsenal
462,Chris Basham,6.0,eng ENG,CB,75,40,6,21,14,5,3,38,0,0,,0,0,19,53,20,19,19,100.0,1,0,10/04/20,Sheffield Utd,Arsenal
463,Billy Sharp,10.0,eng ENG,"LW,CB",15,6,0,0,2,5,1,6,0,0,,0,0,5,92,73,12,6,50.0,0,0,10/04/20,Sheffield Utd,Arsenal
464,Aaron Ramsdale,1.0,eng ENG,GK,90,32,29,31,0,1,1,26,0,0,,0,0,13,46,34,18,18,100.0,1,0,10/04/20,Sheffield Utd,Arsenal
465,Daniel Podence,10.0,pt POR,FW,70,27,0,1,12,15,0,25,1,1,100.0,1,0,21,118,52,28,22,78.6,1,0,10/04/20,Wolves,Fulham
466,Joao Moutinho,28.0,pt POR,FW,20,13,1,3,6,4,0,11,0,0,,0,0,6,15,6,7,7,100.0,0,0,10/04/20,Wolves,Fulham
467,Raul Jimenez,9.0,mx MEX,FW,90,34,0,1,16,20,4,33,0,2,0.0,0,0,25,187,125,37,26,70.3,2,2,10/04/20,Wolves,Fulham
468,Pedro Neto,7.0,pt POR,CM,81,54,0,2,28,28,4,49,0,1,0.0,0,0,41,248,156,51,41,80.4,3,3,10/04/20,Wolves,Fulham
469,Adama Traore,37.0,es ESP,CM,9,4,0,0,3,1,0,4,0,0,,0,0,2,8,4,2,2,100.0,0,1,10/04/20,Wolves,Fulham
470,Leander Dendoncker,32.0,be BEL,CM,90,46,0,8,23,16,6,46,0,0,,0,0,28,137,65,37,34,91.9,0,0,10/04/20,Wolves,Fulham
471,Ruben Neves,8.0,pt POR,DM,90,69,3,12,53,10,0,65,0,0,,0,0,49,204,102,53,50,94.3,1,1,10/04/20,Wolves,Fulham
472,Romain Saiss,27.0,ma MAR,WB,90,68,3,19,34,16,1,60,3,4,75.0,3,0,47,214,121,49,49,100.0,0,0,10/04/20,Wolves,Fulham
473,Nelson Semedo,22.0,pt POR,WB,77,62,3,13,23,28,3,49,1,2,50.0,1,0,39,188,68,45,41,91.1,0,0,10/04/20,Wolves,Fulham
