,Date,Team,home,Opponent,sca_1_player,sca_1_pos,sca_1_event,sca_2_player,sca_2_pos,sca_2_event,shot_player,shot_pos,shot_outcome,shot_distance,shot_body_part,shot_notes,minute
3339,November-24-2019,Manchester Utd,0,Sheffield Utd,Marcus Rashford,"AM,LW,FW",Dribble,Brandon Williams,"WB,LB",Pass (Live),Marcus Rashford,"AM,LW,FW",Off Target,27.0,Right Foot,,48
3340,November-24-2019,Sheffield Utd,1,Manchester Utd,John Fleck,CM,Pass (Live),Lys Mousset,FW,Pass (Live),Lys Mousset,FW,Goal,24.0,Right Foot,,52
3341,November-24-2019,Manchester Utd,0,Sheffield Utd,Jesse Lingard,"AM,DM,LW",Pass (Live),Fred,DM,Pass (Live),Harry Maguire,CB,Wayward,15.0,Right Foot,Volley,56
3342,November-24-2019,Manchester Utd,0,Sheffield Utd,Jesse Lingard,"AM,DM,LW",Pass (Live),Fred,DM,Pass (Live),Anthony Martial,FW,Off Target,34.0,Right Foot,,64
3343,November-24-2019,Sheffield Utd,1,Manchester Utd,Jack O'Connell,CB,Pass (Live),John Lundstram,CM,Pass (Live),David McGoldrick,FW,Saved,29.0,Right Foot,,71
3344,November-24-2019,Manchester Utd,0,Sheffield Utd,,nan,,,nan,,Brandon Williams,"WB,LB",Goal,14.0,Right Foot,Half volley,72
3345,November-24-2019,Manchester Utd,0,Sheffield Utd,Harry Maguire,CB,Pass (Live),Victor LindelÃ¶f,CB,Pass (Live),Jesse Lingard,"AM,DM,LW",Blocked,29.0,Right Foot,,76
3346,November-24-2019,Manchester Utd,0,Sheffield Utd,Marcus Rashford,"AM,LW,FW",Pass (Live),Aaron Wan-Bissaka,"WB,RB",Pass (Live),Mason Greenwood,"RW,AM",Goal,6.0,Left Foot,,77
3347,November-24-2019,Manchester Utd,0,Sheffield Utd,Daniel James,"AM,RW,LW",Pass (Live),Anthony Martial,FW,Pass (Live),Marcus Rashford,"AM,LW,FW",Goal,11.0,Left Foot,,79
3348,November-24-2019,Manchester Utd,0,Sheffield Utd,Jesse Lingard,"AM,DM,LW",Pass (Live),Mason Greenwood,"RW,AM",Pass (Live),Daniel James,"AM,RW,LW",Saved,29.0,Right Foot,,81
3349,November-24-2019,Manchester Utd,0,Sheffield Utd,Jesse Lingard,"AM,DM,LW",Pass (Live),Anthony Martial,FW,Pass (Live),Jesse Lingard,"AM,DM,LW",Off Target,18.0,Left Foot,,83
3350,November-24-2019,Sheffield Utd,1,Manchester Utd,Oliver Norwood,DM,Pass (Dead),John Fleck,CM,Pass (Live),Jack O'Connell,CB,Off Target,7.0,Head,,89
3351,November-24-2019,Sheffield Utd,1,Manchester Utd,Callum Robinson,AM,Pass (Live),John Fleck,CM,Pass (Live),Oliver McBurnie,FW,Goal,9.0,Right Foot,"Deflected, Volley",90
3352,November-24-2019,Sheffield Utd,1,Manchester Utd,,nan,,,nan,,John Lundstram,CM,Blocked,24.0,Left Foot,Half volley,90+3
3353,November-24-2019,Manchester Utd,0,Sheffield Utd,Marcus Rashford,"AM,LW,FW",Dribble,Jesse Lingard,"AM,DM,LW",Pass (Live),Marcus Rashford,"AM,LW,FW",Blocked,17.0,Right Foot,,90+5
3354,November-25-2019,Aston Villa,1,Newcastle Utd,Wesley Moraes,FW,Pass (Live),Conor Hourihane,CM,Pass (Live),Douglas Luiz,DM,Blocked,24.0,Right Foot,,3
3355,November-25-2019,Newcastle Utd,0,Aston Villa,Joelinton,FW,Pass (Live),Jetro Willems,"WB,LB",Pass (Live),Miguel AlmirÃ³n,"RW,CM",Off Target,27.0,Left Foot,,4
3356,November-25-2019,Aston Villa,1,Newcastle Utd,Matt Targett,LB,Pass (Live),John McGinn,CM,Pass (Live),Douglas Luiz,DM,Blocked,17.0,Right Foot,,18
3357,November-25-2019,Newcastle Utd,0,Aston Villa,Federico FernÃ¡ndez,CB,Pass (Live),Federico FernÃ¡ndez,CB,Dribble,Joelinton,FW,Wayward,15.0,Left Foot,,24
3358,November-25-2019,Newcastle Utd,0,Aston Villa,Allan Saint-Maximin,"LW,CM",Fouled,,nan,,Jonjo Shelvey,CM,Saved,26.0,Right Foot,Free kick,28
3359,November-25-2019,Aston Villa,1,Newcastle Utd,Jack Grealish,LW,Pass (Live),Wesley Moraes,FW,Pass (Live),Douglas Luiz,DM,Saved,24.0,Right Foot,,29
3360,November-25-2019,Aston Villa,1,Newcastle Utd,Jack Grealish,LW,Pass (Live),Conor Hourihane,CM,Pass (Dead),Conor Hourihane,CM,Goal,21.0,Left Foot,,32
3361,November-25-2019,Aston Villa,1,Newcastle Utd,Conor Hourihane,CM,Pass (Dead),Jack Grealish,LW,Fouled,Anwar El Ghazi,RW,Goal,3.0,Right Foot,"Open goal, Half volley",36
3362,November-25-2019,Newcastle Utd,0,Aston Villa,Allan Saint-Maximin,"LW,CM",Dribble,,nan,,Allan Saint-Maximin,"LW,CM",Blocked,16.0,Right Foot,,38
3363,November-25-2019,Newcastle Utd,0,Aston Villa,Jonjo Shelvey,CM,Pass (Dead),Miguel AlmirÃ³n,"RW,CM",Pass (Live),Federico FernÃ¡ndez,CB,Saved,7.0,Head,,43
3364,November-25-2019,Newcastle Utd,0,Aston Villa,Joelinton,FW,Pass (Live),Jonjo Shelvey,CM,Pass (Live),Allan Saint-Maximin,"LW,CM",Saved,25.0,Right Foot,,47
3365,November-25-2019,Newcastle Utd,0,Aston Villa,Miguel AlmirÃ³n,"RW,CM",Pass (Live),,nan,,Joelinton,FW,Blocked,18.0,Right Foot,,49
3366,November-25-2019,Aston Villa,1,Newcastle Utd,Jack Grealish,LW,Pass (Dead),,nan,,Ezri Konsa,CB,Saved,8.0,Head,,53
3367,November-25-2019,Aston Villa,1,Newcastle Utd,Wesley Moraes,FW,Pass (Live),Frederic Guilbert,RB,Pass (Dead),Jack Grealish,LW,Wayward,11.0,Right Foot,,55
3368,November-25-2019,Aston Villa,1,Newcastle Utd,Conor Hourihane,CM,Pass (Live),Jack Grealish,LW,Shot,Jack Grealish,LW,Saved,22.0,Right Foot,,55
3369,November-25-2019,Aston Villa,1,Newcastle Utd,Jack Grealish,LW,Pass (Live),Conor Hourihane,CM,Pass (Live),Douglas Luiz,DM,Blocked,26.0,Right Foot,,56
3370,November-25-2019,Aston Villa,1,Newcastle Utd,Anwar El Ghazi,RW,Pass (Live),Jack Grealish,LW,Pass (Live),Jack Grealish,LW,Off Target,17.0,Left Foot,,58
3371,November-25-2019,Newcastle Utd,0,Aston Villa,,nan,,,nan,,Isaac Hayden,CM,Saved,17.0,Left Foot,,59
3372,November-25-2019,Aston Villa,1,Newcastle Utd,Anwar El Ghazi,RW,Pass (Live),Jack Grealish,LW,Pass (Live),Jack Grealish,LW,Off Target,17.0,Right Foot,,62
3373,November-25-2019,Aston Villa,1,Newcastle Utd,John McGinn,CM,Pass (Live),Wesley Moraes,FW,Pass (Live),Jack Grealish,LW,Saved,17.0,Right Foot,,69
3374,November-25-2019,Newcastle Utd,0,Aston Villa,DeAndre Yedlin,"WB,RB",Pass (Live),Andy Carroll,FW,Pass (Live),Andy Carroll,FW,Saved,14.0,Right Foot,Volley,69
3375,November-25-2019,Newcastle Utd,0,Aston Villa,Andy Carroll,FW,Pass (Live),Jonjo Shelvey,CM,Pass (Live),Joelinton,FW,Off Target,21.0,Right Foot,Half volley,72
3376,November-25-2019,Aston Villa,1,Newcastle Utd,Jack Grealish,LW,Pass (Live),,nan,,John McGinn,CM,Saved,16.0,Left Foot,,76
3377,November-25-2019,Aston Villa,1,Newcastle Utd,Conor Hourihane,CM,Pass (Live),Jack Grealish,LW,Pass (Live),Wesley Moraes,FW,Saved,6.0,Right Foot,,77
3378,November-25-2019,Aston Villa,1,Newcastle Utd,Tyrone Mings,CB,Pass (Live),Jack Grealish,LW,Fouled,Conor Hourihane,CM,Off Target,22.0,Left Foot,Volley,86
3379,November-25-2019,Newcastle Utd,0,Aston Villa,DeAndre Yedlin,"WB,RB",Pass (Live),Christian Atsu,CM,Pass (Live),Christian Atsu,CM,Blocked,24.0,Left Foot,,90+3
3380,November-25-2019,Aston Villa,1,Newcastle Utd,Jack Grealish,LW,Pass (Live),John McGinn,CM,Pass (Live),John McGinn,CM,Off Target,14.0,Left Foot,,90+3
3381,November-25-2019,Aston Villa,1,Newcastle Utd,Tyrone Mings,CB,Pass (Live),Jack Grealish,LW,Pass (Live),John McGinn,CM,Off Target,27.0,Left Foot,,90+4
3382,November-30-2019,Newcastle Utd,1,Manchester City,Jonjo Shelvey,CM,Pass (Live),Miguel AlmirÃ³n,RW,Pass (Live),Allan Saint-Maximin,LW,Saved,26,Right Foot,,7
3383,November-30-2019,Manchester City,0,Newcastle Utd,Kevin De Bruyne,CM,Pass (Dead),Kyle Walker,RB,Pass (Live),John Stones,CB,Off Target,9,Head,,14
3384,November-30-2019,Manchester City,0,Newcastle Utd,,nan,,,nan,,Raheem Sterling,"LW,FW",Blocked,17,Right Foot,,18
3385,November-30-2019,Manchester City,0,Newcastle Utd,Kevin De Bruyne,CM,Pass (Dead),Raheem Sterling,"LW,FW",Shot,Fernandinho,CB,Off Target,10,Head,,18
3386,November-30-2019,Newcastle Utd,1,Manchester City,Allan Saint-Maximin,LW,Fouled,Isaac Hayden,CM,Pass (Live),Jonjo Shelvey,CM,Off Target,29,Right Foot,Free kick,20
3387,November-30-2019,Manchester City,0,Newcastle Utd,David Silva,CM,Pass (Live),,nan,,Raheem Sterling,"LW,FW",Goal,13,Right Foot,,22
3388,November-30-2019,Newcastle Utd,1,Manchester City,Miguel AlmirÃ³n,RW,Pass (Live),Jetro Willems,WB,Pass (Live),Jetro Willems,WB,Goal,16,Right Foot,,25
3389,November-30-2019,Manchester City,0,Newcastle Utd,,nan,,,nan,,David Silva,CM,Blocked,21,Left Foot,,31
3390,November-30-2019,Manchester City,0,Newcastle Utd,Benjamin Mendy,LB,Pass (Live),David Silva,CM,Pass (Live),Raheem Sterling,"LW,FW",Saved,20,Right Foot,,33
3391,November-30-2019,Manchester City,0,Newcastle Utd,Raheem Sterling,"LW,FW",Pass (Live),Ä°lkay GÃ¼ndoÄan,"DM,CM",Pass (Live),Gabriel Jesus,FW,Saved,11,Right Foot,Volley,35
3392,November-30-2019,Manchester City,0,Newcastle Utd,Kevin De Bruyne,CM,Pass (Live),Ä°lkay GÃ¼ndoÄan,"DM,CM",Pass (Live),Kyle Walker,RB,Blocked,27,Right Foot,,40
3393,November-30-2019,Manchester City,0,Newcastle Utd,Raheem Sterling,"LW,FW",Pass (Live),David Silva,CM,Pass (Live),Kevin De Bruyne,CM,Blocked,20,Right Foot,,45+2
3394,November-30-2019,Manchester City,0,Newcastle Utd,Kevin De Bruyne,CM,Pass (Live),Riyad Mahrez,RW,Pass (Live),Gabriel Jesus,FW,Blocked,6,Left Foot,,51
3395,November-30-2019,Manchester City,0,Newcastle Utd,Kyle Walker,RB,Pass (Live),Fernandinho,CB,Pass (Live),Benjamin Mendy,LB,Blocked,28,Left Foot,,52
3396,November-30-2019,Newcastle Utd,1,Manchester City,Joelinton,FW,Fouled,,nan,,Jonjo Shelvey,CM,Off Target,34,Right Foot,Free kick,54
3397,November-30-2019,Manchester City,0,Newcastle Utd,David Silva,CM,Pass (Live),Riyad Mahrez,RW,Pass (Live),Kevin De Bruyne,CM,Off Target,26,Right Foot,,55
3398,November-30-2019,Manchester City,0,Newcastle Utd,David Silva,CM,Pass (Live),,nan,,Gabriel Jesus,FW,Off Target,2,Head,,58
3399,November-30-2019,Newcastle Utd,1,Manchester City,,nan,,,nan,,Miguel AlmirÃ³n,RW,Off Target,24,Left Foot,,58
3400,November-30-2019,Manchester City,0,Newcastle Utd,Kevin De Bruyne,CM,Pass (Live),Raheem Sterling,"LW,FW",Pass (Live),Gabriel Jesus,FW,Blocked,12,Left Foot,,65
3401,November-30-2019,Manchester City,0,Newcastle Utd,David Silva,CM,Pass (Live),Kevin De Bruyne,CM,Pass (Live),Gabriel Jesus,FW,Saved,8,Left Foot,,68
3402,November-30-2019,Manchester City,0,Newcastle Utd,Gabriel Jesus,FW,Shot,,nan,,Kevin De Bruyne,CM,Saved,10,Left Foot,,68
3403,November-30-2019,Manchester City,0,Newcastle Utd,Kevin De Bruyne,CM,Pass (Dead),Kevin De Bruyne,CM,Shot,David Silva,CM,Off Target,8,Head,,68
3404,November-30-2019,Manchester City,0,Newcastle Utd,Gabriel Jesus,FW,Pass (Live),Benjamin Mendy,LB,Pass (Live),Ä°lkay GÃ¼ndoÄan,"DM,CM",Blocked,23,Right Foot,,72
3405,November-30-2019,Manchester City,0,Newcastle Utd,Ä°lkay GÃ¼ndoÄan,"DM,CM",Pass (Live),Ä°lkay GÃ¼ndoÄan,"DM,CM",Shot,Bernardo Silva,RW,Off Target,15,Left Foot,,72
3406,November-30-2019,Manchester City,0,Newcastle Utd,Phil Foden,"CM,LW",Pass (Live),Kyle Walker,RB,Pass (Live),Kevin De Bruyne,CM,Blocked,24,Left Foot,,77
3407,November-30-2019,Manchester City,0,Newcastle Utd,Ä°lkay GÃ¼ndoÄan,"DM,CM",Pass (Live),Gabriel Jesus,FW,Pass (Live),Kevin De Bruyne,CM,Off Target,25,Left Foot,,79
3408,November-30-2019,Manchester City,0,Newcastle Utd,,nan,,,nan,,Kevin De Bruyne,CM,Goal,23,Right Foot,Half volley,82
3409,November-30-2019,Manchester City,0,Newcastle Utd,,nan,,,nan,,Fernandinho,CB,Off Target,17,Left Foot,Volley,86
3410,November-30-2019,Newcastle Utd,1,Manchester City,Christian Atsu,LW,Pass (Dead),Javier Manquillo,WB,Fouled,Jonjo Shelvey,CM,Goal,23,Right Foot,,88
3411,November-30-2019,Manchester City,0,Newcastle Utd,Kevin De Bruyne,CM,Pass (Live),Phil Foden,"CM,LW",Pass (Live),Raheem Sterling,"LW,FW",Saved,5,Right Foot,Volley,90+2
3412,November-30-2019,Bournemouth,0,Tottenham,Dominic Solanke,FW,Pass (Live),Jack Stacey,RB,Pass (Live),Arnaut Groeneveld,CM,Saved,24,Left Foot,,4
3413,November-30-2019,Bournemouth,0,Tottenham,Dominic Solanke,FW,Pass (Live),Jack Stacey,RB,Pass (Live),Callum Wilson,FW,Off Target,12,Head,,9
3414,November-30-2019,Bournemouth,0,Tottenham,Lewis Cook,DM,Pass (Live),Jefferson Lerma,DM,Pass (Live),Diego Rico,LB,Saved,34,Left Foot,,10
3415,November-30-2019,Tottenham,1,Bournemouth,Eric Dier,CM,Pass (Live),Dele Alli,AM,Pass (Live),Tanguy Ndombele,CM,Off Target,29,Right Foot,,14
3416,November-30-2019,Bournemouth,0,Tottenham,Lewis Cook,DM,Pass (Live),Steve Cook,CB,Pass (Live),Dominic Solanke,FW,Blocked,13,Right Foot,,15
3417,November-30-2019,Tottenham,1,Bournemouth,Harry Kane,FW,Pass (Live),Dele Alli,AM,Pass (Live),Son Heung-min,LW,Off Target,16,Left Foot,,19
3418,November-30-2019,Tottenham,1,Bournemouth,Son Heung-min,LW,Pass (Live),Toby Alderweireld,CB,Pass (Live),Dele Alli,AM,Goal,13,Right Foot,,21
3419,November-30-2019,Tottenham,1,Bournemouth,,nan,,,nan,,Harry Kane,FW,Blocked,18,Right Foot,,23
3420,November-30-2019,Tottenham,1,Bournemouth,Son Heung-min,LW,Pass (Live),Harry Kane,FW,Pass (Live),Harry Kane,FW,Saved,8,Left Foot,,25
3421,November-30-2019,Tottenham,1,Bournemouth,Moussa Sissoko,"RW,CM",Dribble,Son Heung-min,LW,Pass (Live),Moussa Sissoko,"RW,CM",Blocked,20,Left Foot,,26
3422,November-30-2019,Bournemouth,0,Tottenham,Lewis Cook,DM,Pass (Live),Diego Rico,LB,Pass (Dead),Jefferson Lerma,DM,Off Target,40,Right Foot,,30
3423,November-30-2019,Bournemouth,0,Tottenham,Jack Stacey,RB,Dribble,Jefferson Lerma,DM,Pass (Live),Jack Stacey,RB,Off Target,16,Left Foot,,32
3424,November-30-2019,Bournemouth,0,Tottenham,Callum Wilson,FW,Dribble,Aaron Ramsdale,GK,Pass (Dead),Callum Wilson,FW,Off Target,32,Right Foot,,33
3425,November-30-2019,Tottenham,1,Bournemouth,Tanguy Ndombele,CM,Pass (Dead),,nan,,Davinson SÃ¡nchez,CB,Wayward,7,Head,,35
3426,November-30-2019,Tottenham,1,Bournemouth,Harry Kane,FW,Dribble,Dele Alli,AM,Pass (Live),Harry Kane,FW,Off Target,19,Left Foot,,37
3427,November-30-2019,Tottenham,1,Bournemouth,Harry Kane,FW,Pass (Live),Dele Alli,AM,Pass (Live),Son Heung-min,LW,Off Target,4,Right Foot,Volley,39
3428,November-30-2019,Bournemouth,0,Tottenham,,nan,,,nan,,Arnaut Groeneveld,CM,Saved,20,Left Foot,,44
3429,November-30-2019,Tottenham,1,Bournemouth,Dele Alli,AM,Dribble,Dele Alli,AM,Dribble,Dele Alli,AM,Goal,6,Right Foot,,50
3430,November-30-2019,Bournemouth,0,Tottenham,Arnaut Groeneveld,CM,Fouled,Nathan AkÃ©,CB,Pass (Live),Steve Cook,CB,Blocked,17,Right Foot,Half volley,52
3431,November-30-2019,Bournemouth,0,Tottenham,Ryan Fraser,CM,Pass (Live),Diego Rico,LB,Pass (Live),Callum Wilson,FW,Off Target,9,Head,,53
3432,November-30-2019,Tottenham,1,Bournemouth,Serge Aurier,RB,Pass (Live),Tanguy Ndombele,CM,Pass (Live),Dele Alli,AM,Off Target,13,Right Foot,,56
3433,November-30-2019,Bournemouth,0,Tottenham,Lewis Cook,DM,Pass (Live),Dominic Solanke,FW,Pass (Live),Harry Wilson,CM,Off Target,18,Left Foot,,64
3434,November-30-2019,Tottenham,1,Bournemouth,Serge Aurier,RB,Pass (Live),Tanguy Ndombele,CM,Pass (Live),Dele Alli,AM,Off Target,10,Right Foot,Back heel,66
3435,November-30-2019,Tottenham,1,Bournemouth,Son Heung-min,LW,Pass (Live),Dele Alli,AM,Pass (Live),Moussa Sissoko,"RW,CM",Goal,2,Right Foot,"Open goal, Volley",69
3436,November-30-2019,Bournemouth,0,Tottenham,,nan,,,nan,,Lewis Cook,DM,Saved,24,Right Foot,,71
3437,November-30-2019,Bournemouth,0,Tottenham,,nan,,,nan,,Harry Wilson,CM,Blocked,17,Left Foot,Half volley,71
3438,November-30-2019,Bournemouth,0,Tottenham,Lewis Cook,DM,Fouled,Lewis Cook,DM,Pass (Live),Harry Wilson,CM,Goal,22,Left Foot,Free kick,73
3439,November-30-2019,Tottenham,1,Bournemouth,Dele Alli,AM,Dribble,Toby Alderweireld,CB,Pass (Live),Dele Alli,AM,Saved,16,Right Foot,,78
3440,November-30-2019,Bournemouth,0,Tottenham,Harry Wilson,CM,Dribble,Dan Gosling,DM,Pass (Live),Harry Wilson,CM,Blocked,20,Left Foot,,81
3441,November-30-2019,Bournemouth,0,Tottenham,,nan,,,nan,,Dominic Solanke,FW,Saved off Target,16,Left Foot,,84
3442,November-30-2019,Bournemouth,0,Tottenham,Dominic Solanke,FW,Pass (Live),,nan,,Dan Gosling,DM,Blocked,10,Right Foot,,87
3443,November-30-2019,Bournemouth,0,Tottenham,Diego Rico,LB,Pass (Dead),,nan,,Dan Gosling,DM,Off Target,6,Head,,90+2
3444,November-30-2019,Bournemouth,0,Tottenham,,nan,,,nan,,Harry Wilson,CM,Goal,13,Left Foot,,90+6
3445,November-30-2019,Liverpool,1,Brighton,,nan,,,nan,,Andrew Robertson,LB,Off Target,27.0,Left Foot,Half volley,2.0
3446,November-30-2019,Liverpool,1,Brighton,,nan,,,nan,,Alex Oxlade-Chamberlain,"CM,RW",Blocked,20.0,Left Foot,,4.0
3447,November-30-2019,Liverpool,1,Brighton,,nan,,,nan,,Georginio Wijnaldum,CM,Wayward,18.0,Right Foot,Volley,11.0
3448,November-30-2019,Liverpool,1,Brighton,Andrew Robertson,LB,Pass (Live),Sadio ManÃ©,LW,Pass (Live),Roberto Firmino,FW,Saved,16.0,Right Foot,,16.0
3449,November-30-2019,Liverpool,1,Brighton,Trent Alexander-Arnold,RB,Pass (Dead),Alex Oxlade-Chamberlain,"CM,RW",Fouled,Virgil van Dijk,CB,Goal,9.0,Head,,18.0
3450,November-30-2019,Liverpool,1,Brighton,Sadio ManÃ©,LW,Pass (Live),Alex Oxlade-Chamberlain,"CM,RW",Pass (Live),Roberto Firmino,FW,Saved,9.0,Right Foot,Half volley,20.0
3451,November-30-2019,Liverpool,1,Brighton,,nan,,,nan,,Alex Oxlade-Chamberlain,"CM,RW",Blocked,23.0,Right Foot,Half volley,21.0
3452,November-30-2019,Liverpool,1,Brighton,Alex Oxlade-Chamberlain,"CM,RW",Shot,,nan,,Sadio ManÃ©,LW,Saved,7.0,Right Foot,,21.0
3453,November-30-2019,Liverpool,1,Brighton,Trent Alexander-Arnold,RB,Pass (Dead),,nan,,Virgil van Dijk,CB,Goal,7.0,Head,,24.0
3454,November-30-2019,Brighton,0,Liverpool,,nan,,,nan,,Adam Webster,CB,Off Target,34.0,Left Foot,,31.0
3455,November-30-2019,Brighton,0,Liverpool,Davy PrÃ¶pper,CM,Dribble,Dale Stephens,DM,Pass (Live),Davy PrÃ¶pper,CM,Saved,21.0,Left Foot,,36.0
3456,November-30-2019,Brighton,0,Liverpool,Dan Burn,LB,Pass (Live),,nan,,Lewis Dunk,CB,Off Target,12.0,Right Foot,Half volley,37.0
3457,November-30-2019,Brighton,0,Liverpool,Yves Bissouma,CM,Pass (Live),Dale Stephens,DM,Pass (Live),Davy PrÃ¶pper,CM,Blocked,26.0,Right Foot,,40.0
3458,November-30-2019,Liverpool,1,Brighton,Mohamed Salah,RW,Pass (Live),Roberto Firmino,FW,Pass (Live),Alex Oxlade-Chamberlain,"CM,RW",Saved,17.0,Left Foot,,45.0
3459,November-30-2019,Brighton,0,Liverpool,Pascal GroÃ,RW,Pass (Dead),Yves Bissouma,CM,Pass (Live),Lewis Dunk,CB,Off Target,4.0,Head,,54.0
3460,November-30-2019,Liverpool,1,Brighton,Sadio ManÃ©,LW,Pass (Live),Andrew Robertson,LB,Pass (Live),Mohamed Salah,RW,Wayward,17.0,Left Foot,Volley,58.0
3461,November-30-2019,Brighton,0,Liverpool,MartÃ­n Montoya,RB,Pass (Live),Pascal GroÃ,RW,Pass (Live),Aaron Connolly,FW,Saved,13.0,Right Foot,,62.0
3462,November-30-2019,Liverpool,1,Brighton,Andrew Robertson,LB,Pass (Live),,nan,,Mohamed Salah,RW,Blocked,10.0,Right Foot,,65.0
3463,November-30-2019,Liverpool,1,Brighton,Mohamed Salah,RW,Shot,,nan,,Alex Oxlade-Chamberlain,"CM,RW",Blocked,13.0,Left Foot,,65.0
3464,November-30-2019,Liverpool,1,Brighton,Georginio Wijnaldum,CM,Pass (Live),Trent Alexander-Arnold,RB,Pass (Live),Sadio ManÃ©,LW,Saved,11.0,Left Foot,,66.0
3465,November-30-2019,Liverpool,1,Brighton,Alex Oxlade-Chamberlain,"CM,RW",Pass (Live),,nan,,Trent Alexander-Arnold,RB,Blocked,20.0,Right Foot,,67.0
3466,November-30-2019,Brighton,0,Liverpool,Adam Webster,CB,Pass (Live),Steven Alzate,RB,Pass (Live),Leandro Trossard,CM,Saved,27.0,Right Foot,Lob,76.0
3467,November-30-2019,Brighton,0,Liverpool,Leandro Trossard,CM,Shot,,nan,,Lewis Dunk,CB,Goal,25.0,Right Foot,Free kick,79.0
3468,November-30-2019,Brighton,0,Liverpool,Pascal GroÃ,RW,Pass (Live),Aaron Mooy,LW,Pass (Live),Davy PrÃ¶pper,CM,Blocked,31.0,Right Foot,,83.0
3469,November-30-2019,Brighton,0,Liverpool,Aaron Mooy,LW,Pass (Live),Dan Burn,LB,Pass (Live),Dan Burn,LB,Off Target,17.0,Left Foot,Half volley,83.0
3470,November-30-2019,Brighton,0,Liverpool,Leandro Trossard,CM,Pass (Live),Dan Burn,LB,Pass (Live),Aaron Mooy,LW,Saved,23.0,Right Foot,,87.0
3471,November-30-2019,Brighton,0,Liverpool,Steven Alzate,RB,Pass (Live),Adam Webster,CB,Pass (Live),Pascal GroÃ,RW,Saved,11.0,Head,,88.0
3472,November-30-2019,Chelsea,1,West Ham,Emerson Palmieri,LB,Pass (Live),Mason Mount,AM,Pass (Live),Pedro,RW,Blocked,12.0,Left Foot,,3
3473,November-30-2019,West Ham,0,Chelsea,Aaron Cresswell,LB,Pass (Live),Angelo Ogbonna,CB,Pass (Live),Michail Antonio,FW,Off Target,10.0,Right Foot,Volley,6
3474,November-30-2019,Chelsea,1,West Ham,Christian Pulisic,"LW,FW",Pass (Live),Mateo KovaÄiÄ,CM,Pass (Live),Mason Mount,AM,Saved,24.0,Left Foot,,8
3475,November-30-2019,Chelsea,1,West Ham,Pedro,RW,Pass (Live),Jorginho,CM,Pass (Live),Christian Pulisic,"LW,FW",Off Target,7.0,Head,,9
3476,November-30-2019,Chelsea,1,West Ham,Pedro,RW,Pass (Live),Jorginho,CM,Pass (Live),Mason Mount,AM,Blocked,19.0,Right Foot,,15
3477,November-30-2019,Chelsea,1,West Ham,,nan,,,nan,,Pedro,RW,Blocked,12.0,Left Foot,Volley,17
3478,November-30-2019,Chelsea,1,West Ham,Christian Pulisic,"LW,FW",Pass (Live),Christian Pulisic,"LW,FW",Dribble,Christian Pulisic,"LW,FW",Blocked,11.0,Right Foot,,21
3479,November-30-2019,Chelsea,1,West Ham,Emerson Palmieri,LB,Pass (Dead),Reece James,RB,Dribble,Kurt Zouma,CB,Off Target,7.0,Head,,23
3480,November-30-2019,West Ham,0,Chelsea,Robert Snodgrass,CM,Pass (Live),Felipe Anderson,AM,Pass (Live),Michail Antonio,FW,Saved,9.0,Head,Diving header,24
3481,November-30-2019,Chelsea,1,West Ham,Mason Mount,AM,Pass (Dead),Christian Pulisic,"LW,FW",Pass (Live),Kurt Zouma,CB,Saved,8.0,Head,,28
3482,November-30-2019,Chelsea,1,West Ham,Emerson Palmieri,LB,Pass (Dead),,nan,,Christian Pulisic,"LW,FW",Wayward,9.0,Head,,33
3483,November-30-2019,Chelsea,1,West Ham,Christian Pulisic,"LW,FW",Pass (Live),Reece James,RB,Pass (Live),Mateo KovaÄiÄ,CM,Saved,27.0,Right Foot,,43
3484,November-30-2019,Chelsea,1,West Ham,Mateo KovaÄiÄ,CM,Shot,,nan,,Olivier Giroud,FW,Saved,4.0,Left Foot,,43
3485,November-30-2019,Chelsea,1,West Ham,Reece James,RB,Pass (Live),Mateo KovaÄiÄ,CM,Pass (Live),Christian Pulisic,"LW,FW",Off Target,5.0,Left Foot,Half volley,45+2
3486,November-30-2019,West Ham,0,Chelsea,Aaron Cresswell,LB,Dribble,Pablo Fornals,CM,Pass (Live),Aaron Cresswell,LB,Goal,14.0,Right Foot,,48
3487,November-30-2019,Chelsea,1,West Ham,Mason Mount,AM,Pass (Dead),,nan,,Olivier Giroud,FW,Off Target,8.0,Head,,57
3488,November-30-2019,West Ham,0,Chelsea,Robert Snodgrass,CM,Pass (Dead),,nan,,FabiÃ¡n Balbuena,CB,Saved,9.0,Head,,59
3489,November-30-2019,West Ham,0,Chelsea,,nan,,,nan,,Michail Antonio,FW,Saved,3.0,Right Foot,Half volley,60
3490,November-30-2019,Chelsea,1,West Ham,Mason Mount,AM,Fouled,Emerson Palmieri,LB,Pass (Live),Mason Mount,AM,Blocked,32.0,Right Foot,,65
3491,November-30-2019,Chelsea,1,West Ham,Mason Mount,AM,Pass (Live),Fikayo Tomori,CB,Pass (Live),Callum Hudson-Odoi,LW,Off Target,23.0,Right Foot,,72
3492,November-30-2019,Chelsea,1,West Ham,,nan,,,nan,,Emerson Palmieri,LB,Blocked,29.0,Left Foot,,81
3493,November-30-2019,Chelsea,1,West Ham,Mateo KovaÄiÄ,CM,Pass (Live),Emerson Palmieri,LB,Pass (Live),Reece James,RB,Off Target,30.0,Right Foot,,82
