,Date,Team,home,Opponent,sca_1_player,sca_1_pos,sca_1_event,sca_2_player,sca_2_pos,sca_2_event,shot_player,shot_pos,shot_outcome,shot_distance,shot_body_part,shot_notes,minute
1594,September-28-2019,Southampton,0,Tottenham,Sofiane Boufal,"AM,WB,RW",Pass (Live),Nathan Redmond,"FW,LW",Pass (Live),Nathan Redmond,"FW,LW",Off Target,17.0,Right Foot,,39.0
1595,September-28-2019,Southampton,0,Tottenham,,nan,,,nan,,Danny Ings,FW,Goal,1.0,Left Foot,Open goal,39.0
1596,September-28-2019,Tottenham,1,Southampton,Christian Eriksen,AM,Pass (Live),Son Heung-min,FW,Pass (Live),Harry Kane,FW,Goal,12.0,Right Foot,Half volley,43.0
1597,September-28-2019,Southampton,0,Tottenham,Sofiane Boufal,"AM,WB,RW",Fouled,James Ward-Prowse,"WB,AM,RB",Pass (Live),James Ward-Prowse,"WB,AM,RB",Saved,30.0,Right Foot,Free kick,57.0
1598,September-28-2019,Southampton,0,Tottenham,Ryan Bertrand,"WB,LB",Pass (Dead),James Ward-Prowse,"WB,AM,RB",Shot,Pierre HÃ¸jbjerg,CM,Off Target,22.0,Right Foot,Volley,57.0
1599,September-28-2019,Southampton,0,Tottenham,James Ward-Prowse,"WB,AM,RB",Pass (Dead),,nan,,Maya Yoshida,CB,Saved,6.0,Head,,62.0
1600,September-28-2019,Southampton,0,Tottenham,Danny Ings,FW,Pass (Live),,nan,,Nathan Redmond,"FW,LW",Off Target,24.0,Right Foot,,63.0
1601,September-28-2019,Southampton,0,Tottenham,,nan,,,nan,,Ryan Bertrand,"WB,LB",Saved,26.0,Left Foot,,76.0
1602,September-28-2019,Tottenham,1,Southampton,Harry Kane,FW,Dribble,Ãrik Lamela,FW,Pass (Live),Harry Kane,FW,Off Target,15.0,Left Foot,,84.0
1603,September-28-2019,Tottenham,1,Southampton,Christian Eriksen,AM,Pass (Dead),Ãrik Lamela,FW,Fouled,Eric Dier,CM,Saved,8.0,Right Foot,Volley,87.0
1604,September-28-2019,Southampton,0,Tottenham,Ryan Bertrand,"WB,LB",Pass (Live),James Ward-Prowse,"WB,AM,RB",Pass (Live),Stuart Armstrong,"DM,CB",Saved off Target,26.0,Right Foot,,87.0
1605,September-28-2019,Crystal Palace,1,Norwich City,,nan,,,nan,,Wilfried Zaha,CM,Off Target,13.0,Right Foot,,1
1606,September-28-2019,Norwich City,0,Crystal Palace,Teemu Pukki,FW,Pass (Live),Kenny McLean,CM,Pass (Live),Emi BuendÃ­a,RW,Blocked,13.0,Right Foot,,5
1607,September-28-2019,Norwich City,0,Crystal Palace,Jamal Lewis,LB,Pass (Live),Marco Stiepermann,AM,Pass (Live),Moritz Leitner,CM,Blocked,24.0,Left Foot,,12
1608,September-28-2019,Crystal Palace,1,Norwich City,Wilfried Zaha,CM,Pass (Live),,nan,,Jordan Ayew,FW,Saved,22.0,Right Foot,,13
1609,September-28-2019,Crystal Palace,1,Norwich City,Patrick van Aanholt,LB,Pass (Live),Luka MilivojeviÄ,DM,Pass (Live),Cheikhou KouyatÃ©,CM,Wayward,14.0,Head,,19
1610,September-28-2019,Crystal Palace,1,Norwich City,Wilfried Zaha,CM,Pass (Live),Wilfried Zaha,CM,Dribble,James McArthur,CM,Blocked,8.0,Left Foot,,20
1611,September-28-2019,Crystal Palace,1,Norwich City,James McArthur,CM,Fouled,James McArthur,CM,Shot,Luka MilivojeviÄ,DM,Goal,12.0,Right Foot,,21
1612,September-28-2019,Norwich City,0,Crystal Palace,Teemu Pukki,FW,Pass (Live),Moritz Leitner,CM,Pass (Live),Marco Stiepermann,AM,Blocked,19.0,Left Foot,,27
1613,September-28-2019,Norwich City,0,Crystal Palace,Emi BuendÃ­a,RW,Pass (Live),Marco Stiepermann,AM,Pass (Live),Teemu Pukki,FW,Saved,11.0,Left Foot,Half volley,30
1614,September-28-2019,Norwich City,0,Crystal Palace,Jamal Lewis,LB,Pass (Live),Marco Stiepermann,AM,Pass (Live),Todd Cantwell,LW,Blocked,12.0,Right Foot,,36
1615,September-28-2019,Norwich City,0,Crystal Palace,Marco Stiepermann,AM,Pass (Live),Emi BuendÃ­a,RW,Pass (Live),Emi BuendÃ­a,RW,Saved,16.0,Right Foot,,39
1616,September-28-2019,Crystal Palace,1,Norwich City,James McArthur,CM,Pass (Live),Jordan Ayew,FW,Pass (Live),Wilfried Zaha,CM,Blocked,16.0,Right Foot,,51
1617,September-28-2019,Crystal Palace,1,Norwich City,Jordan Ayew,FW,Pass (Live),Jeffrey Schlupp,CM,Pass (Live),James McArthur,CM,Off Target,23.0,Right Foot,,52
1618,September-28-2019,Crystal Palace,1,Norwich City,James McArthur,CM,Pass (Live),Cheikhou KouyatÃ©,CM,Pass (Live),Jeffrey Schlupp,CM,Blocked,22.0,Left Foot,,55
1619,September-28-2019,Crystal Palace,1,Norwich City,Wilfried Zaha,CM,Pass (Live),Jordan Ayew,FW,Pass (Live),Patrick van Aanholt,LB,Off Target,18.0,Right Foot,,56
1620,September-28-2019,Norwich City,0,Crystal Palace,Emi BuendÃ­a,RW,Pass (Live),Kenny McLean,CM,Pass (Live),Todd Cantwell,LW,Saved,18.0,Right Foot,,57
1621,September-28-2019,Norwich City,0,Crystal Palace,Teemu Pukki,FW,Pass (Live),Marco Stiepermann,AM,Pass (Live),Marco Stiepermann,AM,Off Target,21.0,Left Foot,,58
1622,September-28-2019,Crystal Palace,1,Norwich City,,nan,,,nan,,Jordan Ayew,FW,Blocked,14.0,Right Foot,,63
1623,September-28-2019,Crystal Palace,1,Norwich City,Jordan Ayew,FW,Pass (Live),,nan,,Wilfried Zaha,CM,Off Target,17.0,Left Foot,Half volley,65
1624,September-28-2019,Norwich City,0,Crystal Palace,Teemu Pukki,FW,Pass (Live),Emi BuendÃ­a,RW,Pass (Live),Max Aarons,RB,Blocked,24.0,Left Foot,,77
1625,September-28-2019,Crystal Palace,1,Norwich City,Wilfried Zaha,CM,Pass (Live),,nan,,Jordan Ayew,FW,Blocked,20.0,Right Foot,,77
1626,September-28-2019,Crystal Palace,1,Norwich City,Luka MilivojeviÄ,DM,Pass (Dead),Jordan Ayew,FW,Shot,Gary Cahill,CB,Blocked,8.0,Head,,78
1627,September-28-2019,Crystal Palace,1,Norwich City,Andros Townsend,CM,Pass (Live),Luka MilivojeviÄ,DM,Pass (Live),Wilfried Zaha,CM,Off Target,9.0,Head,,83
1628,September-28-2019,Crystal Palace,1,Norwich City,Wilfried Zaha,CM,Pass (Live),,nan,,Andros Townsend,CM,Goal,16.0,Left Foot,,90+2
1629,September-28-2019,Norwich City,0,Crystal Palace,Emi BuendÃ­a,RW,Pass (Dead),Patrick Roberts,LW,Fouled,Josip DrmiÄ,AM,Off Target,15.0,Head,,90+4
1630,September-28-2019,Chelsea,1,Brighton,Tammy Abraham,FW,Pass (Live),Willian,"LW,RW",Pass (Live),Willian,"LW,RW",Blocked,21,Right Foot,,2
1631,September-28-2019,Chelsea,1,Brighton,,nan,,,nan,,Tammy Abraham,FW,Saved,11,Right Foot,,3
1632,September-28-2019,Chelsea,1,Brighton,Marcos Alonso,LB,Pass (Live),Mason Mount,CM,Pass (Dead),Jorginho,DM,Off Target,20,Right Foot,Volley,4
1633,September-28-2019,Chelsea,1,Brighton,Mason Mount,CM,Pass (Live),Willian,"LW,RW",Pass (Live),Tammy Abraham,FW,Off Target,8,Left Foot,Half volley,6
1634,September-28-2019,Chelsea,1,Brighton,Mason Mount,CM,Pass (Live),Tammy Abraham,FW,Pass (Live),Willian,"LW,RW",Off Target,22,Right Foot,,12
1635,September-28-2019,Chelsea,1,Brighton,Pedro,RW,Pass (Live),Andreas Christensen,CB,Pass (Live),Willian,"LW,RW",Blocked,24,Right Foot,,15
1636,September-28-2019,Chelsea,1,Brighton,Tammy Abraham,FW,Pass (Live),Fikayo Tomori,CB,Pass (Live),Ross Barkley,CM,Blocked,21,Left Foot,,20
1637,September-28-2019,Chelsea,1,Brighton,Ross Barkley,CM,Shot,,nan,,Pedro,RW,Blocked,18,Right Foot,,20
1638,September-28-2019,Chelsea,1,Brighton,Jorginho,DM,Pass (Live),Willian,"LW,RW",Pass (Live),Tammy Abraham,FW,Blocked,14,Right Foot,Half volley,21
1639,September-28-2019,Chelsea,1,Brighton,,nan,,,nan,,Willian,"LW,RW",Blocked,23,Right Foot,,21
1640,September-28-2019,Chelsea,1,Brighton,Willian,"LW,RW",Pass (Live),Fikayo Tomori,CB,Pass (Live),Ross Barkley,CM,Blocked,29,Right Foot,,35
1641,September-28-2019,Chelsea,1,Brighton,Ross Barkley,CM,Shot,,nan,,Ross Barkley,CM,Blocked,12,Right Foot,Half volley,35
1642,September-28-2019,Chelsea,1,Brighton,Marcos Alonso,LB,Pass (Live),Fikayo Tomori,CB,Pass (Live),Ross Barkley,CM,Saved,6,Right Foot,Volley,36
1643,September-28-2019,Chelsea,1,Brighton,Jorginho,DM,Pass (Live),Tammy Abraham,FW,Pass (Live),Pedro,RW,Saved,15,Left Foot,,39
1644,September-28-2019,Chelsea,1,Brighton,Pedro,RW,Shot,,nan,,Pedro,RW,Blocked,15,Right Foot,,39
1645,September-28-2019,Chelsea,1,Brighton,CÃ©sar Azpilicueta,RB,Pass (Live),Mason Mount,CM,Pass (Live),Marcos Alonso,LB,Off Target,6,Left Foot,Half volley,41
1646,September-28-2019,Chelsea,1,Brighton,Ross Barkley,CM,Pass (Live),Marcos Alonso,LB,Pass (Live),Pedro,RW,Saved,19,Left Foot,,45+1
1647,September-28-2019,Chelsea,1,Brighton,Jorginho,DM,Pass (Live),,nan,,Willian,"LW,RW",Saved,21,Right Foot,,48
1648,September-28-2019,Chelsea,1,Brighton,Mason Mount,CM,Fouled,,nan,,Jorginho,DM,Goal,12,Right Foot,,50
1649,September-28-2019,Chelsea,1,Brighton,Ross Barkley,CM,Pass (Live),,nan,,Pedro,RW,Saved,14,Right Foot,,51
1650,September-28-2019,Brighton,0,Chelsea,GaÃ«tan Bong,DM,Pass (Live),Pascal GroÃ,RW,Pass (Live),Pascal GroÃ,RW,Off Target,6,Head,,60
1651,September-28-2019,Chelsea,1,Brighton,,nan,,,nan,,Tammy Abraham,FW,Saved,9,Left Foot,,61
1652,September-28-2019,Brighton,0,Chelsea,Steven Alzate,WB,Pass (Live),Lewis Dunk,CB,Pass (Live),Pascal GroÃ,RW,Blocked,23,Left Foot,,70
1653,September-28-2019,Brighton,0,Chelsea,Steven Alzate,WB,Dribble,GaÃ«tan Bong,DM,Pass (Live),Steven Alzate,WB,Blocked,19,Left Foot,,72
1654,September-28-2019,Brighton,0,Chelsea,Pascal GroÃ,RW,Pass (Dead),Steven Alzate,WB,Shot,Dan Burn,CB,Woodwork,5,Head,,72
1655,September-28-2019,Chelsea,1,Brighton,Callum Hudson-Odoi,"LW,RW",Pass (Live),Marcos Alonso,LB,Pass (Live),Willian,"LW,RW",Goal,16,Right Foot,Deflected,76
1656,September-28-2019,Chelsea,1,Brighton,Mateo KovaÄiÄ,CM,Pass (Live),Tammy Abraham,FW,Pass (Live),Tammy Abraham,FW,Saved,11,Right Foot,Lob,78
1657,September-28-2019,Chelsea,1,Brighton,Mateo KovaÄiÄ,CM,Pass (Live),,nan,,Michy Batshuayi,FW,Blocked,24,Left Foot,,85
1658,September-28-2019,Brighton,0,Chelsea,Adam Webster,CB,Pass (Live),Dale Stephens,DM,Pass (Live),Glenn Murray,FW,Off Target,35,Right Foot,,88
1659,September-28-2019,Brighton,0,Chelsea,Pascal GroÃ,RW,Pass (Dead),,nan,,Adam Webster,CB,Off Target,6,Head,,90+1
1660,September-28-2019,Brighton,0,Chelsea,MartÃ­n Montoya,WB,Pass (Live),Aaron Connolly,LW,Pass (Live),Dan Burn,CB,Blocked,20,Left Foot,Half volley,90+2
1661,September-28-2019,Brighton,0,Chelsea,,nan,,,nan,,Dale Stephens,DM,Saved,24,Right Foot,Half volley,90+3
1662,September-28-2019,Aston Villa,1,Burnley,Matt Targett,LB,Pass (Live),John McGinn,CM,Pass (Live),John McGinn,CM,Off Target,9.0,Head,,3
1663,September-28-2019,Burnley,0,Aston Villa,Erik Pieters,LB,Pass (Live),Dwight McNeil,CM,Pass (Live),Chris Wood,FW,Off Target,6.0,Other,,8
1664,September-28-2019,Aston Villa,1,Burnley,John McGinn,CM,Pass (Live),,nan,,Jack Grealish,LW,Off Target,23.0,Right Foot,,9
1665,September-28-2019,Aston Villa,1,Burnley,Marvelous Nakamba,DM,Pass (Live),Matt Targett,LB,Pass (Live),Anwar El Ghazi,RW,Blocked,21.0,Left Foot,,11
1666,September-28-2019,Aston Villa,1,Burnley,Jack Grealish,LW,Pass (Live),Conor Hourihane,CM,Pass (Dead),Conor Hourihane,CM,Woodwork,27.0,Left Foot,,13
1667,September-28-2019,Burnley,0,Aston Villa,Chris Wood,FW,Fouled,,nan,,Dwight McNeil,CM,Woodwork,31.0,Left Foot,Free kick,14
1668,September-28-2019,Burnley,0,Aston Villa,Ashley Westwood,DM,Pass (Dead),Ashley Westwood,DM,Pass (Live),Jack Cork,DM,Blocked,6.0,Right Foot,Back heel,32
1669,September-28-2019,Aston Villa,1,Burnley,Frederic Guilbert,RB,Pass (Live),John McGinn,CM,Pass (Live),Anwar El Ghazi,RW,Goal,10.0,Right Foot,Half volley,33
1670,September-28-2019,Burnley,0,Aston Villa,Ashley Barnes,"FW,CM",Fouled,Ashley Westwood,DM,Pass (Live),Dwight McNeil,CM,Saved,28.0,Left Foot,Free kick,36
1671,September-28-2019,Aston Villa,1,Burnley,John McGinn,CM,Fouled,John McGinn,CM,Dribble,John McGinn,CM,Off Target,31.0,Left Foot,,37
1672,September-28-2019,Aston Villa,1,Burnley,Jack Grealish,LW,Pass (Live),Matt Targett,LB,Pass (Live),Anwar El Ghazi,RW,Off Target,23.0,Left Foot,,41
1673,September-28-2019,Aston Villa,1,Burnley,Jack Grealish,LW,Pass (Live),Matt Targett,LB,Pass (Live),John McGinn,CM,Blocked,25.0,Left Foot,,43
1674,September-28-2019,Aston Villa,1,Burnley,John McGinn,CM,Pass (Live),Matt Targett,LB,Pass (Live),Anwar El Ghazi,RW,Off Target,9.0,Head,,43
1675,September-28-2019,Aston Villa,1,Burnley,John McGinn,CM,Pass (Live),Anwar El Ghazi,RW,Pass (Live),Jack Grealish,LW,Saved,20.0,Right Foot,,45
1676,September-28-2019,Burnley,0,Aston Villa,Ashley Barnes,"FW,CM",Pass (Live),Jeff Hendrick,"CM,DM",Pass (Live),Jeff Hendrick,"CM,DM",Blocked,13.0,Right Foot,,47
1677,September-28-2019,Burnley,0,Aston Villa,Dwight McNeil,CM,Pass (Dead),Jeff Hendrick,"CM,DM",Shot,James Tarkowski,CB,Off Target,5.0,Head,,48
1678,September-28-2019,Burnley,0,Aston Villa,Dwight McNeil,CM,Pass (Dead),Chris Wood,FW,Pass (Live),Ben Mee,CB,Off Target,2.0,Head,,52
1679,September-28-2019,Aston Villa,1,Burnley,Marvelous Nakamba,DM,Pass (Live),Matt Targett,LB,Pass (Live),Conor Hourihane,CM,Blocked,17.0,Right Foot,,59
1680,September-28-2019,Burnley,0,Aston Villa,Erik Pieters,LB,Pass (Live),,nan,,Jay Rodriguez,CM,Goal,7.0,Head,,68
1681,September-28-2019,Burnley,0,Aston Villa,Jay Rodriguez,CM,Pass (Live),Ashley Barnes,"FW,CM",Pass (Live),Jeff Hendrick,"CM,DM",Blocked,17.0,Left Foot,,71
1682,September-28-2019,Aston Villa,1,Burnley,Wesley Moraes,FW,Pass (Live),Neil Taylor,LB,Pass (Live),Jack Grealish,LW,Off Target,23.0,Right Foot,,74
1683,September-28-2019,Aston Villa,1,Burnley,TrÃ©zÃ©guet,RW,Pass (Live),Jack Grealish,LW,Pass (Live),John McGinn,CM,Goal,11.0,Left Foot,Volley,79
1684,September-28-2019,Burnley,0,Aston Villa,Matthew Lowton,RB,Pass (Live),Chris Wood,FW,Pass (Live),Chris Wood,FW,Goal,5.0,Head,,81
1685,September-28-2019,Aston Villa,1,Burnley,Conor Hourihane,CM,Pass (Dead),,nan,,Jack Grealish,LW,Blocked,19.0,Right Foot,Volley,89
1686,September-28-2019,Aston Villa,1,Burnley,Keinan Davis,FW,Pass (Live),Marvelous Nakamba,DM,Pass (Live),Conor Hourihane,CM,Blocked,23.0,Right Foot,,90+2
1687,September-28-2019,Aston Villa,1,Burnley,,nan,,,nan,,Conor Hourihane,CM,Blocked,15.0,Left Foot,Half volley,90+6
1688,September-28-2019,West Ham,0,Bournemouth,Pablo Fornals,CM,Pass (Dead),Mark Noble,CM,Pass (Live),Aaron Cresswell,LB,Blocked,26,Left Foot,,5
1689,September-28-2019,West Ham,0,Bournemouth,Felipe Anderson,CM,Pass (Live),,nan,,Pablo Fornals,CM,Blocked,23,Right Foot,,9
1690,September-28-2019,West Ham,0,Bournemouth,SÃ©bastien Haller,FW,Pass (Live),Felipe Anderson,CM,Pass (Live),Andriy Yarmolenko,CM,Goal,15,Left Foot,,10
1691,September-28-2019,Bournemouth,1,West Ham,Nathan AkÃ©,CB,Pass (Live),Diego Rico,LB,Pass (Live),Joshua King,CM,Goal,5,Right Foot,Half volley,17
1692,September-28-2019,Bournemouth,1,West Ham,Diego Rico,LB,Pass (Dead),,nan,,Dominic Solanke,FW,Off Target,8,Head,,31
1693,September-28-2019,West Ham,0,Bournemouth,Andriy Yarmolenko,CM,Fouled,Mark Noble,CM,Pass (Live),Aaron Cresswell,LB,Off Target,25,Left Foot,Free kick,35
1694,September-28-2019,West Ham,0,Bournemouth,SÃ©bastien Haller,FW,Pass (Live),Pablo Fornals,CM,Pass (Live),Mark Noble,CM,Off Target,13,Right Foot,,36
1695,September-28-2019,Bournemouth,1,West Ham,Diego Rico,LB,Pass (Dead),,nan,,Nathan AkÃ©,CB,Saved off Target,13,Head,,40
1696,September-28-2019,West Ham,0,Bournemouth,SÃ©bastien Haller,FW,Pass (Live),Ryan Fredericks,RB,Pass (Live),Pablo Fornals,CM,Blocked,10,Right Foot,,45+1
1697,September-28-2019,West Ham,0,Bournemouth,Pablo Fornals,CM,Shot,,nan,,Felipe Anderson,CM,Saved,12,Right Foot,Volley,45+1
1698,September-28-2019,Bournemouth,1,West Ham,Joshua King,CM,Pass (Live),Dominic Solanke,FW,Pass (Live),Callum Wilson,FW,Goal,16,Right Foot,,46
1699,September-28-2019,West Ham,0,Bournemouth,SÃ©bastien Haller,FW,Pass (Live),Ryan Fredericks,RB,Pass (Live),Pablo Fornals,CM,Blocked,20,Left Foot,,48
1700,September-28-2019,West Ham,0,Bournemouth,Felipe Anderson,CM,Pass (Live),Aaron Cresswell,LB,Pass (Live),SÃ©bastien Haller,FW,Saved,8,Right Foot,Half volley,48
1701,September-28-2019,West Ham,0,Bournemouth,Andriy Yarmolenko,CM,Pass (Live),SÃ©bastien Haller,FW,Pass (Live),Pablo Fornals,CM,Blocked,17,Right Foot,,50
1702,September-28-2019,Bournemouth,1,West Ham,Callum Wilson,FW,Pass (Live),Harry Wilson,CM,Pass (Live),Philip Billing,CM,Blocked,17,Left Foot,,54
1703,September-28-2019,Bournemouth,1,West Ham,Diego Rico,LB,Pass (Dead),Philip Billing,CM,Shot,Callum Wilson,FW,Blocked,7,Head,,54
1704,September-28-2019,Bournemouth,1,West Ham,Callum Wilson,FW,Shot,,nan,,Nathan AkÃ©,CB,Blocked,10,Right Foot,Volley,54
1705,September-28-2019,Bournemouth,1,West Ham,Diego Rico,LB,Pass (Live),Harry Wilson,CM,Pass (Dead),Callum Wilson,FW,Off Target,9,Head,,59
1706,September-28-2019,West Ham,0,Bournemouth,Pablo Fornals,CM,Pass (Dead),,nan,,SÃ©bastien Haller,FW,Wayward,9,Head,,61
1707,September-28-2019,West Ham,0,Bournemouth,SÃ©bastien Haller,FW,Pass (Live),Felipe Anderson,CM,Pass (Live),Andriy Yarmolenko,CM,Off Target,17,Left Foot,,64
1708,September-28-2019,Bournemouth,1,West Ham,Callum Wilson,FW,Dribble,Jack Stacey,RB,Pass (Live),Callum Wilson,FW,Saved,19,Right Foot,,67
1709,September-28-2019,Bournemouth,1,West Ham,Diego Rico,LB,Pass (Dead),Callum Wilson,FW,Shot,Dominic Solanke,FW,Off Target,6,Head,,67
1710,September-28-2019,West Ham,0,Bournemouth,Manuel Lanzini,CM,Pass (Live),SÃ©bastien Haller,FW,Pass (Live),Felipe Anderson,CM,Blocked,23,Right Foot,,68
1711,September-28-2019,West Ham,0,Bournemouth,Andriy Yarmolenko,CM,Pass (Live),Manuel Lanzini,CM,Pass (Live),Felipe Anderson,CM,Saved,5,Head,,70
1712,September-28-2019,Bournemouth,1,West Ham,Harry Wilson,CM,Pass (Live),Dominic Solanke,FW,Pass (Live),Callum Wilson,FW,Saved,8,Right Foot,,73
1713,September-28-2019,West Ham,0,Bournemouth,Felipe Anderson,CM,Pass (Live),Andriy Yarmolenko,CM,Pass (Live),Aaron Cresswell,LB,Goal,12,Left Foot,"Deflected, Half volley",74
1714,September-28-2019,West Ham,0,Bournemouth,Ryan Fredericks,RB,Pass (Live),SÃ©bastien Haller,FW,Pass (Live),Manuel Lanzini,CM,Blocked,10,Right Foot,,79
1715,September-28-2019,Bournemouth,1,West Ham,Diego Rico,LB,Pass (Live),Nathan AkÃ©,CB,Pass (Live),Callum Wilson,FW,Saved,12,Right Foot,Half volley,81
1716,September-28-2019,West Ham,0,Bournemouth,Manuel Lanzini,CM,Pass (Live),Felipe Anderson,CM,Pass (Live),Declan Rice,DM,Saved,27,Right Foot,,83
1717,September-28-2019,Bournemouth,1,West Ham,Jefferson Lerma,CM,Pass (Live),,nan,,Dominic Solanke,FW,Blocked,23,Left Foot,,85
1718,September-28-2019,Watford,0,Wolves,Ismaila Sarr,"RW,FW",Pass (Live),,nan,,Danny Welbeck,FW,Off Target,33.0,Right Foot,,1.0
1719,September-28-2019,Wolves,1,Watford,Willy Boly,CB,Pass (Live),Conor Coady,CB,Pass (Live),RaÃºl JimÃ©nez,FW,Off Target,15.0,Right Foot,Half volley,2.0
1720,September-28-2019,Wolves,1,Watford,Pedro Neto,LW,Pass (Live),,nan,,RaÃºl JimÃ©nez,FW,Off Target,4.0,Right Foot,Half volley,9.0
1721,September-28-2019,Wolves,1,Watford,Pedro Neto,LW,Pass (Live),Jonny Castro,WB,Pass (Live),Matt Doherty,WB,Goal,4.0,Left Foot,Open goal,18.0
1722,September-28-2019,Watford,0,Wolves,JosÃ© Holebas,LB,Pass (Live),Abdoulaye DoucourÃ©,"DM,CM",Pass (Live),Gerard Deulofeu,LW,Off Target,22.0,Right Foot,,19.0
1723,September-28-2019,Wolves,1,Watford,JoÃ£o Moutinho,CM,Pass (Dead),Romain SaÃ¯ss,CB,Pass (Live),Leander Dendoncker,CM,Off Target,7.0,Head,,28.0
1724,September-28-2019,Watford,0,Wolves,Gerard Deulofeu,LW,Pass (Live),Tom Cleverley,CM,Pass (Live),Ismaila Sarr,"RW,FW",Off Target,19.0,Right Foot,,35.0
1725,September-28-2019,Watford,0,Wolves,Danny Welbeck,FW,Dribble,Tom Cleverley,CM,Pass (Live),Danny Welbeck,FW,Blocked,9.0,Right Foot,,38.0
1726,September-28-2019,Watford,0,Wolves,Roberto Pereyra,CM,Pass (Live),Roberto Pereyra,CM,Dribble,JosÃ© Holebas,LB,Saved,6.0,Head,,54.0
1727,September-28-2019,Watford,0,Wolves,JosÃ© Holebas,LB,Shot,,nan,,Tom Cleverley,CM,Saved,3.0,Left Foot,Half volley,54.0
1728,September-28-2019,Wolves,1,Watford,RaÃºl JimÃ©nez,FW,Pass (Live),Matt Doherty,WB,Pass (Live),Pedro Neto,LW,Saved,18.0,Right Foot,,55.0
1729,September-28-2019,Wolves,1,Watford,Matt Doherty,WB,Pass (Live),Adama TraorÃ©,RW,Pass (Live),Morgan Gibbs-White,LW,Wayward,12.0,Head,,61.0
1730,September-28-2019,Watford,0,Wolves,Danny Welbeck,FW,Pass (Live),Roberto Pereyra,CM,Pass (Live),JosÃ© Holebas,LB,Off Target,22.0,Right Foot,,63.0
1731,September-28-2019,Watford,0,Wolves,Andre Gray,FW,Pass (Live),Roberto Pereyra,CM,Pass (Dead),Danny Welbeck,FW,Saved,17.0,Right Foot,,72.0
1732,September-28-2019,Watford,0,Wolves,Daryl Janmaat,RB,Pass (Live),Andre Gray,FW,Pass (Live),Roberto Pereyra,CM,Off Target,13.0,Head,,72.0
1733,September-28-2019,Wolves,1,Watford,Adama TraorÃ©,RW,Pass (Live),Leander Dendoncker,CM,Pass (Live),Jonny Castro,WB,Off Target,7.0,Left Foot,Volley,73.0
1734,September-28-2019,Watford,0,Wolves,Roberto Pereyra,CM,Pass (Live),,nan,,Andre Gray,FW,Saved,18.0,Left Foot,,82.0
1735,September-28-2019,Watford,0,Wolves,,nan,,,nan,,Abdoulaye DoucourÃ©,"DM,CM",Saved,28.0,Right Foot,Half volley,84.0
1736,September-28-2019,Watford,0,Wolves,Roberto Pereyra,CM,Pass (Live),Abdoulaye DoucourÃ©,"DM,CM",Pass (Live),Ãtienne Capoue,CM,Blocked,29.0,Right Foot,,85.0
1737,September-28-2019,Watford,0,Wolves,Tom Cleverley,CM,Pass (Live),Daryl Janmaat,RB,Pass (Live),Andre Gray,FW,Blocked,10.0,Right Foot,Half volley,86.0
1738,September-28-2019,Watford,0,Wolves,JosÃ© Holebas,LB,Pass (Dead),Andre Gray,FW,Shot,Danny Welbeck,FW,Off Target,4.0,Head,,87.0
