,Player,#,Nation,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Date,Team,Opponent
2281,Kepa Arrizabalaga,1.0,es ESP,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,10/19/19,Chelsea,Newcastle Utd
2282,Joelinton,9.0,br BRA,"FW,AM",82.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,5.0,1.0,5.0,16.7,10/19/19,Newcastle Utd,Chelsea
2283,Christian Atsu,30.0,gh GHA,AM,8.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,10/19/19,Newcastle Utd,Chelsea
2284,Allan Saint-Maximin,10.0,fr FRA,AM,84.0,0,0,0,1,2,0,2,0,1,0.0,0.0,0,6.0,0.0,0.0,,10/19/19,Newcastle Utd,Chelsea
2285,Dwight Gayle,12.0,eng ENG,AM,6.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,10/19/19,Newcastle Utd,Chelsea
2286,Miguel Almiron,24.0,py PAR,AM,69.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,9.0,0.0,0.0,,10/19/19,Newcastle Utd,Chelsea
2287,Andy Carroll,7.0,eng ENG,"FW,AM",21.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,3.0,1.0,75.0,10/19/19,Newcastle Utd,Chelsea
2288,Sean Longstaff,36.0,eng ENG,DM,90.0,0,0,0,0,1,0,1,3,1,0.0,0.0,0,10.0,1.0,1.0,50.0,10/19/19,Newcastle Utd,Chelsea
2289,Matthew Longstaff,43.0,eng ENG,DM,90.0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,8.0,1.0,0.0,100.0,10/19/19,Newcastle Utd,Chelsea
2290,Jetro Willems,15.0,nl NED,WB,90.0,0,0,0,1,1,0,1,0,0,0.0,0.0,0,10.0,1.0,0.0,100.0,10/19/19,Newcastle Utd,Chelsea
2291,DeAndre Yedlin,22.0,us USA,WB,90.0,0,0,0,0,2,0,3,1,4,0.0,0.0,0,8.0,0.0,1.0,0.0,10/19/19,Newcastle Utd,Chelsea
2292,Ciaran Clark,2.0,ie IRL,CB,90.0,1,0,0,3,0,0,0,0,2,0.0,0.0,0,4.0,2.0,3.0,40.0,10/19/19,Newcastle Utd,Chelsea
2293,Jamaal Lascelles,6.0,eng ENG,CB,90.0,0,0,0,3,0,0,0,1,1,0.0,0.0,0,10.0,1.0,1.0,50.0,10/19/19,Newcastle Utd,Chelsea
2294,Fabian Schar,5.0,ch SUI,CB,90.0,0,0,0,2,0,0,1,3,0,0.0,0.0,0,6.0,0.0,1.0,0.0,10/19/19,Newcastle Utd,Chelsea
2295,Martin DÃºbravka,1.0,sk SVK,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,0.0,0.0,,10/19/19,Newcastle Utd,Chelsea
2296,Dominic Solanke,9.0,eng ENG,FW,61.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,1.0,2.0,4.0,33.3,10/19/19,Bournemouth,Norwich City
2297,Joshua King,7.0,no NOR,FW,29.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,1.0,1.0,50.0,10/19/19,Bournemouth,Norwich City
2298,Callum Wilson,13.0,eng ENG,FW,90.0,0,0,0,2,0,1,2,0,0,0.0,0.0,0,5.0,0.0,3.0,0.0,10/19/19,Bournemouth,Norwich City
2299,Ryan Fraser,24.0,sco SCO,CM,90.0,0,0,0,0,2,0,18,0,1,0.0,0.0,0,3.0,1.0,0.0,100.0,10/19/19,Bournemouth,Norwich City
2300,Harry Wilson,22.0,wal WAL,CM,68.0,0,0,0,1,3,0,1,0,3,0.0,0.0,0,8.0,0.0,1.0,0.0,10/19/19,Bournemouth,Norwich City
2301,Arnaut Danjuma Groeneveld,14.0,nl NED,CM,22.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0,10/19/19,Bournemouth,Norwich City
2302,Philip Billing,29.0,dk DEN,DM,90.0,0,0,0,1,0,0,0,3,1,0.0,0.0,0,19.0,6.0,4.0,60.0,10/19/19,Bournemouth,Norwich City
2303,Lewis Cook,16.0,eng ENG,DM,90.0,0,0,0,1,1,0,0,3,1,0.0,0.0,0,10.0,0.0,2.0,0.0,10/19/19,Bournemouth,Norwich City
2304,Diego Rico,21.0,es ESP,LB,90.0,0,0,0,0,1,0,11,1,0,0.0,0.0,0,15.0,2.0,0.0,100.0,10/19/19,Bournemouth,Norwich City
2305,Nathan Ake,5.0,nl NED,CB,90.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,13.0,1.0,1.0,50.0,10/19/19,Bournemouth,Norwich City
2306,Steve Cook,3.0,eng ENG,CB,90.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,14.0,5.0,5.0,50.0,10/19/19,Bournemouth,Norwich City
2307,Adam Smith,15.0,eng ENG,RB,90.0,1,0,0,3,1,1,1,1,1,0.0,0.0,0,11.0,1.0,1.0,50.0,10/19/19,Bournemouth,Norwich City
2308,Aaron Ramsdale,12.0,eng ENG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,10/19/19,Bournemouth,Norwich City
2309,Teemu Pukki,22.0,fi FIN,FW,90.0,1,0,0,2,1,1,0,1,1,0.0,0.0,0,2.0,0.0,3.0,0.0,10/19/19,Norwich City,Bournemouth
2310,Todd Cantwell,14.0,eng ENG,CM,80.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,5.0,1.0,3.0,25.0,10/19/19,Norwich City,Bournemouth
2311,Onel Hernandez,11.0,cu CUB,CM,10.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,10/19/19,Norwich City,Bournemouth
2312,Kenny McLean,23.0,sco SCO,CM,90.0,1,0,0,2,2,0,1,1,0,0.0,0.0,0,10.0,6.0,3.0,66.7,10/19/19,Norwich City,Bournemouth
2313,Moritz Leitner,10.0,de GER,CM,89.0,0,0,0,1,1,0,1,1,1,0.0,0.0,0,8.0,2.0,2.0,50.0,10/19/19,Norwich City,Bournemouth
2314,Dennis Srbeny,32.0,de GER,CM,1.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,10/19/19,Norwich City,Bournemouth
2315,Emiliano Buendia,17.0,ar ARG,CM,90.0,0,0,0,2,0,0,9,1,1,0.0,0.0,0,7.0,2.0,3.0,40.0,10/19/19,Norwich City,Bournemouth
2316,Alexander Tettey,27.0,no NOR,"DM,CB",90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,12.0,1.0,1.0,50.0,10/19/19,Norwich City,Bournemouth
2317,Jamal Lewis,12.0,nir NIR,LB,90.0,1,0,0,2,1,0,1,0,0,0.0,0.0,0,11.0,2.0,0.0,100.0,10/19/19,Norwich City,Bournemouth
2318,Ben Godfrey,4.0,eng ENG,CB,49.0,0,0,0,0,1,0,0,1,1,0.0,0.0,0,0.0,1.0,1.0,50.0,10/19/19,Norwich City,Bournemouth
2319,Tom Trybull,19.0,de GER,DM,41.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,4.0,2.0,0.0,100.0,10/19/19,Norwich City,Bournemouth
2320,Ibrahim Amadou,24.0,fr FRA,CB,90.0,0,0,0,0,0,0,0,3,1,0.0,0.0,0,11.0,6.0,1.0,85.7,10/19/19,Norwich City,Bournemouth
2321,Max Aarons,2.0,eng ENG,RB,90.0,0,0,0,1,0,1,1,0,0,0.0,0.0,0,4.0,0.0,0.0,,10/19/19,Norwich City,Bournemouth
2322,Tim Krul,1.0,nl NED,GK,90.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,10/19/19,Norwich City,Bournemouth
2323,Jamie Vardy,9.0,eng ENG,FW,90.0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,2.0,3.0,5.0,37.5,10/19/19,Leicester City,Burnley
2324,Harvey Barnes,15.0,eng ENG,CM,78.0,0,0,0,0,3,0,1,0,0,0.0,0.0,0,4.0,3.0,2.0,60.0,10/19/19,Leicester City,Burnley
2325,Wes Morgan,5.0,jm JAM,CB,12.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,10/19/19,Leicester City,Burnley
2326,James Maddison,10.0,eng ENG,CM,72.0,0,0,0,0,0,0,10,0,0,0.0,0.0,0,11.0,0.0,1.0,0.0,10/19/19,Leicester City,Burnley
2327,Dennis Praet,26.0,be BEL,"DM,CM",18.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,10/19/19,Leicester City,Burnley
2328,Youri Tielemans,8.0,be BEL,"CM,AM",90.0,0,0,0,0,2,0,2,0,2,0.0,0.0,0,3.0,0.0,1.0,0.0,10/19/19,Leicester City,Burnley
2329,Ayoze Perez,17.0,es ESP,CM,66.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,4.0,1.0,1.0,50.0,10/19/19,Leicester City,Burnley
2330,Demarai Gray,7.0,eng ENG,"FW,CM",24.0,0,0,0,0,0,1,2,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,10/19/19,Leicester City,Burnley
2331,Wilfred Ndidi,25.0,ng NGA,DM,90.0,0,0,0,1,1,0,0,5,1,0.0,0.0,0,11.0,5.0,4.0,55.6,10/19/19,Leicester City,Burnley
2332,Ben Chilwell,3.0,eng ENG,"LB,WB",90.0,0,0,0,0,1,0,2,1,1,0.0,0.0,0,8.0,4.0,0.0,100.0,10/19/19,Leicester City,Burnley
2333,Caglar Soyuncu,4.0,tr TUR,CB,90.0,0,0,0,2,0,0,0,0,3,0.0,0.0,0,5.0,4.0,6.0,40.0,10/19/19,Leicester City,Burnley
2334,Jonny Evans,6.0,nir NIR,CB,90.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0,8.0,1.0,4.0,20.0,10/19/19,Leicester City,Burnley
2335,Ricardo Pereira,21.0,pt POR,"RB,WB",90.0,0,0,0,0,0,0,4,1,3,0.0,0.0,0,7.0,1.0,1.0,50.0,10/19/19,Leicester City,Burnley
2336,Kasper Schmeichel,1.0,dk DEN,GK,90.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,7.0,0.0,0.0,,10/19/19,Leicester City,Burnley
2337,Jay Rodriguez,19.0,eng ENG,FW,82.0,0,0,0,1,0,2,1,0,2,0.0,0.0,0,3.0,1.0,2.0,33.3,10/19/19,Burnley,Leicester City
2338,Matej Vydra,27.0,cz CZE,FW,8.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,10/19/19,Burnley,Leicester City
2339,Chris Wood,9.0,nz NZL,FW,90.0,1,0,0,2,2,1,0,0,1,0.0,0.0,0,2.0,8.0,10.0,44.4,10/19/19,Burnley,Leicester City
2340,Robbie Brady,12.0,ie IRL,CM,64.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,7.0,1.0,0.0,100.0,10/19/19,Burnley,Leicester City
2341,Aaron Lennon,25.0,eng ENG,CM,26.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,1.0,0.0,0.0,,10/19/19,Burnley,Leicester City
2342,Dwight McNeil,11.0,eng ENG,CM,90.0,0,0,0,1,0,0,5,1,1,0.0,0.0,0,7.0,0.0,0.0,,10/19/19,Burnley,Leicester City
2343,Jeff Hendrick,13.0,ie IRL,DM,90.0,1,0,0,1,0,0,0,0,0,0.0,0.0,0,9.0,1.0,2.0,33.3,10/19/19,Burnley,Leicester City
2344,Ashley Westwood,18.0,eng ENG,DM,90.0,0,0,0,1,0,0,6,3,1,0.0,0.0,0,10.0,0.0,0.0,,10/19/19,Burnley,Leicester City
2345,Erik Pieters,23.0,nl NED,LB,90.0,0,0,0,0,0,0,3,2,1,0.0,0.0,0,6.0,3.0,0.0,100.0,10/19/19,Burnley,Leicester City
2346,Ben Mee,6.0,eng ENG,CB,90.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,7.0,5.0,4.0,55.6,10/19/19,Burnley,Leicester City
2347,James Tarkowski,5.0,eng ENG,CB,90.0,0,0,0,2,0,0,0,2,1,0.0,0.0,0,11.0,6.0,1.0,85.7,10/19/19,Burnley,Leicester City
2348,Matthew Lowton,2.0,eng ENG,RB,90.0,1,0,0,2,1,0,2,3,2,0.0,0.0,0,7.0,1.0,3.0,25.0,10/19/19,Burnley,Leicester City
2349,Nick Pope,1.0,eng ENG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,10/19/19,Burnley,Leicester City
2350,Patrick Cutrone,10.0,it ITA,"FW,LW",61.0,0,0,0,0,2,1,2,0,1,0.0,0.0,0,5.0,1.0,2.0,33.3,10/19/19,Wolves,Southampton
2351,Diogo Jota,18.0,pt POR,LW,29.0,0,0,0,0,2,0,0,0,1,0.0,0.0,0,6.0,0.0,0.0,,10/19/19,Wolves,Southampton
2352,Raul Jimenez,9.0,mx MEX,FW,90.0,1,0,0,3,0,0,0,0,0,0.0,0.0,0,2.0,3.0,3.0,50.0,10/19/19,Wolves,Southampton
2353,Joao Moutinho,28.0,pt POR,"CM,DM",90.0,0,0,0,0,2,0,3,2,1,0.0,0.0,0,11.0,1.0,1.0,50.0,10/19/19,Wolves,Southampton
2354,Leander Dendoncker,32.0,be BEL,"CM,DM",90.0,0,0,0,1,0,0,1,1,1,0.0,0.0,0,12.0,3.0,2.0,60.0,10/19/19,Wolves,Southampton
2355,Ruben Neves,8.0,pt POR,DM,45.0,0,0,0,1,1,0,0,1,1,0.0,0.0,0,3.0,0.0,0.0,,10/19/19,Wolves,Southampton
2356,Matt Doherty,2.0,ie IRL,WB,45.0,0,0,0,1,1,0,0,2,0,1.0,0.0,0,3.0,2.0,1.0,66.7,10/19/19,Wolves,Southampton
2357,Jonny,19.0,es ESP,WB,90.0,0,0,0,1,2,0,3,1,0,0.0,0.0,0,6.0,2.0,3.0,40.0,10/19/19,Wolves,Southampton
2358,Adama Traore,37.0,es ESP,"WB,RW",90.0,0,0,0,0,3,0,4,0,3,0.0,0.0,0,5.0,3.0,2.0,60.0,10/19/19,Wolves,Southampton
2359,Willy Boly,15.0,fr FRA,CB,90.0,0,0,0,1,0,0,1,3,0,0.0,0.0,0,9.0,3.0,3.0,50.0,10/19/19,Wolves,Southampton
2360,Conor Coady,16.0,eng ENG,CB,90.0,1,0,0,1,0,0,0,0,0,0.0,0.0,0,17.0,1.0,1.0,50.0,10/19/19,Wolves,Southampton
2361,Ryan Bennett,5.0,eng ENG,CB,17.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,6.0,2.0,0.0,100.0,10/19/19,Wolves,Southampton
2362,JesÃºs Vallejo,4.0,es ESP,CB,73.0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,10.0,1.0,1.0,50.0,10/19/19,Wolves,Southampton
2363,Rui PatrÃ­cio,11.0,pt POR,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,10/19/19,Wolves,Southampton
2364,Danny Ings,9.0,eng ENG,"FW,AM",90.0,0,0,0,3,3,0,1,0,0,0.0,0.0,0,9.0,2.0,5.0,28.6,10/19/19,Southampton,Wolves
2365,Nathan Redmond,22.0,eng ENG,"LW,FW",90.0,0,0,0,1,0,0,1,0,1,0.0,0.0,0,9.0,1.0,2.0,33.3,10/19/19,Southampton,Wolves
2366,James Ward-Prowse,16.0,eng ENG,"RW,DM,WB",90.0,0,0,0,1,1,0,4,1,1,0.0,0.0,0,5.0,1.0,1.0,50.0,10/19/19,Southampton,Wolves
2367,Pierre-Emile Hojbjerg,23.0,dk DEN,DM,90.0,0,0,0,3,1,0,0,0,1,0.0,1.0,0,11.0,1.0,1.0,50.0,10/19/19,Southampton,Wolves
2368,Oriol Romeu,14.0,es ESP,DM,81.0,0,0,0,2,0,1,0,1,2,0.0,0.0,0,15.0,2.0,2.0,50.0,10/19/19,Southampton,Wolves
2369,Kevin Danso,38.0,at AUT,WB,9.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,10/19/19,Southampton,Wolves
2370,Ryan Bertrand,21.0,eng ENG,WB,90.0,1,0,0,2,1,0,4,2,1,0.0,0.0,0,12.0,2.0,3.0,40.0,10/19/19,Southampton,Wolves
2371,Yan Valery,43.0,fr FRA,WB,75.0,1,0,0,2,0,1,1,3,1,0.0,0.0,0,7.0,3.0,2.0,60.0,10/19/19,Southampton,Wolves
2372,Sofiane Boufal,19.0,ma MAR,AM,15.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,1.0,0.0,1.0,0.0,10/19/19,Southampton,Wolves
2373,Jannik Vestergaard,4.0,dk DEN,CB,90.0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,9.0,2.0,3.0,40.0,10/19/19,Southampton,Wolves
2374,Maya Yoshida,3.0,jp JPN,CB,90.0,0,0,0,1,2,0,0,0,0,0.0,0.0,0,9.0,1.0,1.0,50.0,10/19/19,Southampton,Wolves
2375,Jan Bednarek,35.0,pl POL,CB,90.0,0,0,0,1,0,0,0,3,2,0.0,0.0,0,7.0,3.0,1.0,75.0,10/19/19,Southampton,Wolves
2376,Angus Gunn,28.0,eng ENG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,10/19/19,Southampton,Wolves
2377,Harry Kane,10.0,eng ENG,FW,90.0,0,0,0,1,0,1,0,1,0,0.0,0.0,0,3.0,1.0,4.0,20.0,10/19/19,Tottenham,Watford
2378,Dele Alli,20.0,eng ENG,"AM,LW",90.0,1,0,0,0,1,1,2,1,1,0.0,0.0,0,4.0,0.0,2.0,0.0,10/19/19,Tottenham,Watford
2379,Lucas Moura,27.0,br BRA,"AM,LW",62.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,4.0,3.0,4.0,42.9,10/19/19,Tottenham,Watford
2380,Erik Lamela,11.0,ar ARG,"AM,LW",28.0,0,0,0,0,0,0,14,0,1,0.0,0.0,0,3.0,0.0,0.0,,10/19/19,Tottenham,Watford
2381,Harry Winks,8.0,eng ENG,CM,69.0,0,0,0,0,0,0,0,4,1,0.0,0.0,0,8.0,1.0,0.0,100.0,10/19/19,Tottenham,Watford
2382,Tanguy Ndombele,28.0,fr FRA,CM,21.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,10/19/19,Tottenham,Watford
2383,Moussa Sissoko,17.0,fr FRA,CM,90.0,1,0,0,1,0,0,0,1,1,0.0,0.0,0,23.0,1.0,1.0,50.0,10/19/19,Tottenham,Watford
2384,Danny Rose,3.0,eng ENG,"WB,LB",90.0,1,0,0,2,3,0,5,0,1,0.0,0.0,0,9.0,2.0,0.0,100.0,10/19/19,Tottenham,Watford
2385,Serge Aurier,24.0,ci CIV,"WB,RB",90.0,0,0,0,0,0,0,14,0,1,0.0,0.0,0,7.0,7.0,3.0,70.0,10/19/19,Tottenham,Watford
2386,Jan Vertonghen,5.0,be BEL,CB,90.0,0,0,0,0,1,0,2,0,1,0.0,0.0,0,14.0,0.0,0.0,,10/19/19,Tottenham,Watford
2387,Davinson Sanchez,6.0,co COL,CB,45.0,1,0,0,1,1,0,0,1,0,0.0,0.0,0,7.0,0.0,1.0,0.0,10/19/19,Tottenham,Watford
2388,Son Heung-Min,7.0,kr KOR,RW,45.0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,5.0,2.0,0.0,100.0,10/19/19,Tottenham,Watford
2389,Toby Alderweireld,4.0,be BEL,CB,90.0,0,0,0,0,1,0,4,1,1,0.0,0.0,0,16.0,0.0,1.0,0.0,10/19/19,Tottenham,Watford
2390,Paulo Gazzaniga,22.0,ar ARG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,10/19/19,Tottenham,Watford
2391,Roberto Pereyra,37.0,ar ARG,FW,83.0,1,0,0,1,3,1,0,1,0,0.0,0.0,0,9.0,1.0,0.0,100.0,10/19/19,Watford,Tottenham
2392,Will Hughes,19.0,eng ENG,FW,7.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,10/19/19,Watford,Tottenham
2393,Danny Welbeck,10.0,eng ENG,FW,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,10/19/19,Watford,Tottenham
2394,Gerard Deulofeu,7.0,es ESP,FW,87.0,0,0,0,2,1,0,0,0,0,0.0,0.0,0,5.0,0.0,1.0,0.0,10/19/19,Watford,Tottenham
2395,Abdoulaye Doucoure,16.0,fr FRA,CM,90.0,0,0,0,1,0,0,0,1,0,0.0,0.0,0,11.0,1.0,1.0,50.0,10/19/19,Watford,Tottenham
2396,Tom Cleverley,8.0,eng ENG,CM,90.0,0,0,0,1,0,0,0,3,2,0.0,0.0,0,9.0,0.0,1.0,0.0,10/19/19,Watford,Tottenham
2397,Nathaniel Chalobah,14.0,eng ENG,DM,90.0,0,0,0,0,0,0,0,2,2,0.0,0.0,0,18.0,3.0,0.0,100.0,10/19/19,Watford,Tottenham
2398,Jose Holebas,25.0,gr GRE,WB,90.0,1,0,0,1,0,0,2,0,2,0.0,0.0,0,2.0,3.0,7.0,30.0,10/19/19,Watford,Tottenham
2399,Daryl Janmaat,2.0,nl NED,WB,70.0,0,0,0,1,0,0,2,2,0,0.0,0.0,0,2.0,0.0,1.0,0.0,10/19/19,Watford,Tottenham
2400,Kiko Femenia,21.0,es ESP,WB,20.0,1,0,0,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,10/19/19,Watford,Tottenham
2401,Craig Cathcart,15.0,nir NIR,CB,90.0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,7.0,3.0,1.0,75.0,10/19/19,Watford,Tottenham
2402,Craig Dawson,4.0,eng ENG,CB,90.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,8.0,2.0,2.0,50.0,10/19/19,Watford,Tottenham
2403,Christian Kabasele,27.0,be BEL,CB,90.0,0,0,0,0,0,0,0,3,3,0.0,0.0,0,7.0,3.0,2.0,60.0,10/19/19,Watford,Tottenham
2404,Ben Foster,26.0,eng ENG,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,0.0,0.0,,10/19/19,Watford,Tottenham
2405,Jordan Ayew,9.0,gh GHA,FW,90.0,0,0,0,2,1,0,0,1,0,0.0,0.0,0,5.0,3.0,6.0,33.3,10/19/19,Crystal Palace,Manchester City
2406,Jeffrey Schlupp,15.0,gh GHA,CM,54.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,6.0,2.0,0.0,100.0,10/19/19,Crystal Palace,Manchester City
2407,Andros Townsend,10.0,eng ENG,CM,36.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,,10/19/19,Crystal Palace,Manchester City
2408,James McArthur,18.0,sco SCO,CM,90.0,0,0,0,1,1,0,1,3,0,0.0,0.0,0,12.0,3.0,0.0,100.0,10/19/19,Crystal Palace,Manchester City
2409,Cheikhou Kouyate,8.0,sn SEN,CM,90.0,0,0,0,1,1,1,0,0,2,0.0,0.0,0,4.0,1.0,4.0,20.0,10/19/19,Crystal Palace,Manchester City
2410,Wilfried Zaha,11.0,ci CIV,CM,90.0,0,0,0,1,2,2,1,2,1,0.0,0.0,0,4.0,0.0,0.0,,10/19/19,Crystal Palace,Manchester City
2411,Luka Milivojevic,4.0,rs SRB,DM,75.0,1,0,0,2,1,0,2,8,0,0.0,0.0,0,2.0,0.0,1.0,0.0,10/19/19,Crystal Palace,Manchester City
2412,Christian Benteke,17.0,be BEL,FW,15.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2.0,3.0,40.0,10/19/19,Crystal Palace,Manchester City
2413,Patrick van Aanholt,3.0,nl NED,LB,90.0,0,0,0,0,0,0,2,4,4,0.0,0.0,0,5.0,0.0,0.0,,10/19/19,Crystal Palace,Manchester City
2414,Gary Cahill,24.0,eng ENG,CB,90.0,0,0,0,0,1,0,0,2,0,0.0,0.0,0,11.0,0.0,0.0,,10/19/19,Crystal Palace,Manchester City
2415,James Tomkins,5.0,eng ENG,CB,82.0,0,0,0,1,0,0,0,2,1,0.0,0.0,0,4.0,1.0,3.0,25.0,10/19/19,Crystal Palace,Manchester City
2416,Scott Dann,6.0,eng ENG,CB,8.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,2.0,0.0,10/19/19,Crystal Palace,Manchester City
2417,Joel Ward,2.0,eng ENG,RB,90.0,0,0,0,0,2,0,1,1,0,0.0,0.0,0,13.0,1.0,2.0,33.3,10/19/19,Crystal Palace,Manchester City
2418,Wayne Hennessey,13.0,wal WAL,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,10/19/19,Crystal Palace,Manchester City
2419,Gabriel Jesus,9.0,br BRA,FW,90.0,0,0,0,2,3,2,0,1,1,0.0,0.0,0,7.0,4.0,2.0,66.7,10/19/19,Manchester City,Crystal Palace
2420,Raheem Sterling,7.0,eng ENG,LW,90.0,1,0,0,1,1,0,2,2,2,0.0,0.0,0,5.0,0.0,0.0,,10/19/19,Manchester City,Crystal Palace
2421,Bernardo Silva,20.0,pt POR,RW,90.0,0,0,0,0,1,0,2,1,1,0.0,0.0,0,11.0,0.0,5.0,0.0,10/19/19,Manchester City,Crystal Palace
2422,David Silva,21.0,es ESP,CM,78.0,0,0,0,1,0,0,1,1,1,0.0,0.0,0,6.0,1.0,1.0,50.0,10/19/19,Manchester City,Crystal Palace
2423,John Stones,5.0,eng ENG,CB,12.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,10/19/19,Manchester City,Crystal Palace
2424,Kevin De Bruyne,17.0,be BEL,CM,89.0,0,0,0,1,1,0,13,0,0,0.0,0.0,0,10.0,0.0,1.0,0.0,10/19/19,Manchester City,Crystal Palace
2425,Phil Foden,47.0,eng ENG,CM,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,10/19/19,Manchester City,Crystal Palace
2426,Ilkay Gundogan,8.0,de GER,DM,90.0,0,0,0,1,1,0,1,1,1,0.0,0.0,0,11.0,0.0,0.0,,10/19/19,Manchester City,Crystal Palace
2427,Benjamin Mendy,22.0,fr FRA,LB,90.0,0,0,0,2,0,0,5,0,0,0.0,0.0,0,6.0,2.0,1.0,66.7,10/19/19,Manchester City,Crystal Palace
2428,Rodrigo,16.0,es ESP,"CB,CM",90.0,0,0,0,0,0,0,0,1,2,0.0,0.0,0,17.0,6.0,0.0,100.0,10/19/19,Manchester City,Crystal Palace
2429,Fernandinho,25.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,9.0,5.0,2.0,71.4,10/19/19,Manchester City,Crystal Palace
2430,Joao Cancelo,27.0,pt POR,RB,90.0,0,0,0,2,0,0,4,1,3,0.0,0.0,0,8.0,2.0,0.0,100.0,10/19/19,Manchester City,Crystal Palace
2431,Ederson,31.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,10/19/19,Manchester City,Crystal Palace
2432,Marcus Rashford,10.0,eng ENG,FW,83.0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,1.0,0.0,5.0,0.0,10/20/19,Manchester Utd,Liverpool
2433,Anthony Martial,9.0,fr FRA,FW,7.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,10/20/19,Manchester Utd,Liverpool
