,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
8725,Demarai Gray,7.0,eng ENG,CM,10.0,5.0,9.0,55.6,88.0,25.0,0.0,0.0,,4.0,6.0,66.7,1.0,3.0,33.3,0,0.0,0.0,1.0,0.0,0.0,0.0,July-1-2020,Leicester City,Everton
8726,Wilfred Ndidi,25.0,ng NGA,DM,90.0,53.0,60.0,88.3,1056.0,202.0,1.0,1.0,100.0,42.0,47.0,89.4,10.0,12.0,83.3,0,0.0,0.0,5.0,0.0,0.0,3.0,July-1-2020,Leicester City,Everton
8727,Ben Chilwell,3.0,eng ENG,LB,90.0,71.0,99.0,71.7,1495.0,394.0,0.0,2.0,0.0,50.0,65.0,76.9,21.0,32.0,65.6,0,0.4,3.0,5.0,2.0,0.0,9.0,July-1-2020,Leicester City,Everton
8728,ÃaÄlar SÃ¶yÃ¼ncÃ¼,4.0,tr TUR,CB,90.0,75.0,82.0,91.5,1684.0,469.0,0.0,0.0,,46.0,50.0,92.0,29.0,32.0,90.6,0,0.0,0.0,3.0,0.0,0.0,6.0,July-1-2020,Leicester City,Everton
8729,Jonny Evans,6.0,nir NIR,CB,90.0,85.0,92.0,92.4,1909.0,526.0,1.0,1.0,100.0,55.0,58.0,94.8,29.0,33.0,87.9,0,0.0,0.0,9.0,0.0,0.0,4.0,July-1-2020,Leicester City,Everton
8730,James Justin,2.0,eng ENG,RB,90.0,62.0,79.0,78.5,1095.0,332.0,1.0,3.0,33.3,51.0,54.0,94.4,10.0,22.0,45.5,0,0.1,1.0,5.0,0.0,0.0,5.0,July-1-2020,Leicester City,Everton
8731,Kasper Schmeichel,1.0,dk DEN,GK,90.0,28.0,29.0,96.6,846.0,571.0,0.0,0.0,,13.0,13.0,100.0,15.0,16.0,93.8,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Leicester City,Everton
8732,Dominic Solanke,9.0,eng ENG,FW,90.0,24.0,29.0,82.8,368.0,20.0,0.0,1.0,0.0,18.0,19.0,94.7,6.0,9.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Bournemouth,Newcastle Utd
8733,Joshua King,7.0,no NOR,FW,90.0,11.0,13.0,84.6,132.0,11.0,1.0,1.0,100.0,9.0,11.0,81.8,1.0,1.0,100.0,0,0.0,1.0,1.0,0.0,0.0,1.0,July-1-2020,Bournemouth,Newcastle Utd
8734,Arnaut Groeneveld,14.0,nl NED,CM,61.0,13.0,16.0,81.3,175.0,23.0,2.0,2.0,100.0,9.0,10.0,90.0,2.0,4.0,50.0,0,0.1,1.0,0.0,1.0,0.0,1.0,July-1-2020,Bournemouth,Newcastle Utd
8735,Junior Stanislas,19.0,eng ENG,CM,29.0,9.0,11.0,81.8,167.0,37.0,0.0,0.0,,7.0,8.0,87.5,2.0,3.0,66.7,0,0.1,1.0,1.0,0.0,0.0,1.0,July-1-2020,Bournemouth,Newcastle Utd
8736,Jefferson Lerma,8.0,co COL,CM,74.0,45.0,56.0,80.4,968.0,270.0,0.0,0.0,,29.0,35.0,82.9,16.0,21.0,76.2,0,0.0,1.0,8.0,0.0,0.0,3.0,July-1-2020,Bournemouth,Newcastle Utd
8737,Dan Gosling,4.0,eng ENG,CM,16.0,17.0,19.0,89.5,320.0,135.0,0.0,0.0,,14.0,16.0,87.5,3.0,3.0,100.0,0,0.2,3.0,2.0,1.0,1.0,2.0,July-1-2020,Bournemouth,Newcastle Utd
8738,Philip Billing,29.0,dk DEN,CM,45.0,17.0,24.0,70.8,289.0,71.0,0.0,2.0,0.0,13.0,17.0,76.5,4.0,5.0,80.0,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Bournemouth,Newcastle Utd
8739,Lewis Cook,16.0,eng ENG,CM,45.0,29.0,36.0,80.6,548.0,116.0,1.0,2.0,50.0,22.0,25.0,88.0,6.0,9.0,66.7,0,0.0,1.0,5.0,0.0,0.0,2.0,July-1-2020,Bournemouth,Newcastle Utd
8740,David Brooks,20.0,wal WAL,CM,61.0,18.0,27.0,66.7,301.0,90.0,0.0,0.0,,16.0,20.0,80.0,2.0,7.0,28.6,0,0.0,0.0,1.0,0.0,0.0,4.0,July-1-2020,Bournemouth,Newcastle Utd
8741,Harry Wilson,22.0,wal WAL,CM,29.0,15.0,25.0,60.0,284.0,100.0,0.0,1.0,0.0,11.0,14.0,78.6,4.0,10.0,40.0,0,0.0,0.0,3.0,1.0,0.0,2.0,July-1-2020,Bournemouth,Newcastle Utd
8742,Lloyd Kelly,26.0,eng ENG,LB,90.0,44.0,52.0,84.6,828.0,255.0,2.0,3.0,66.7,29.0,32.0,90.6,13.0,17.0,76.5,0,0.0,0.0,3.0,0.0,0.0,2.0,July-1-2020,Bournemouth,Newcastle Utd
8743,Nathan AkÃ©,5.0,nl NED,CB,90.0,61.0,68.0,89.7,1275.0,298.0,2.0,3.0,66.7,43.0,45.0,95.6,16.0,20.0,80.0,1,0.0,0.0,2.0,1.0,0.0,3.0,July-1-2020,Bournemouth,Newcastle Utd
8744,Steve Cook,3.0,eng ENG,CB,79.0,44.0,50.0,88.0,1022.0,362.0,0.0,0.0,,28.0,29.0,96.6,16.0,21.0,76.2,0,0.0,0.0,5.0,0.0,0.0,6.0,July-1-2020,Bournemouth,Newcastle Utd
8745,Chris Mepham,33.0,wal WAL,CB,11.0,15.0,15.0,100.0,348.0,160.0,0.0,0.0,,11.0,11.0,100.0,4.0,4.0,100.0,0,0.0,0.0,2.0,0.0,0.0,3.0,July-1-2020,Bournemouth,Newcastle Utd
8746,Adam Smith,15.0,eng ENG,RB,90.0,53.0,59.0,89.8,888.0,310.0,0.0,1.0,0.0,47.0,51.0,92.2,6.0,7.0,85.7,0,0.2,1.0,5.0,1.0,0.0,4.0,July-1-2020,Bournemouth,Newcastle Utd
8747,Aaron Ramsdale,12.0,eng ENG,GK,90.0,26.0,35.0,74.3,580.0,340.0,0.0,0.0,,17.0,17.0,100.0,9.0,18.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Bournemouth,Newcastle Utd
8748,Dwight Gayle,12.0,eng ENG,FW,61.0,6.0,7.0,85.7,68.0,8.0,1.0,1.0,100.0,5.0,6.0,83.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Newcastle Utd,Bournemouth
8749,Andy Carroll,7.0,eng ENG,FW,29.0,10.0,12.0,83.3,113.0,21.0,1.0,1.0,100.0,8.0,9.0,88.9,1.0,2.0,50.0,0,0.0,0.0,0.0,1.0,0.0,1.0,July-1-2020,Newcastle Utd,Bournemouth
8750,Joelinton,9.0,br BRA,LW,71.0,24.0,31.0,77.4,394.0,102.0,1.0,1.0,100.0,18.0,24.0,75.0,5.0,6.0,83.3,0,0.0,0.0,2.0,0.0,0.0,1.0,July-1-2020,Newcastle Utd,Bournemouth
8751,Isaac Hayden,14.0,eng ENG,"AM,LW",19.0,10.0,12.0,83.3,154.0,65.0,0.0,0.0,,9.0,11.0,81.8,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Newcastle Utd,Bournemouth
8752,Allan Saint-Maximin,10.0,fr FRA,RW,61.0,22.0,24.0,91.7,325.0,82.0,2.0,3.0,66.7,18.0,19.0,94.7,2.0,2.0,100.0,3,0.5,3.0,1.0,2.0,0.0,4.0,July-1-2020,Newcastle Utd,Bournemouth
8753,Valentino Lazaro,23.0,at AUT,RW,29.0,5.0,8.0,62.5,68.0,4.0,0.0,0.0,,5.0,6.0,83.3,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Newcastle Utd,Bournemouth
8754,Sean Longstaff,36.0,eng ENG,AM,32.0,8.0,9.0,88.9,113.0,21.0,0.0,0.0,,7.0,8.0,87.5,1.0,1.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Newcastle Utd,Bournemouth
8755,Miguel AlmirÃ³n,24.0,py PAR,"AM,LW",58.0,24.0,27.0,88.9,373.0,67.0,2.0,2.0,100.0,19.0,20.0,95.0,3.0,5.0,60.0,0,0.0,1.0,0.0,2.0,1.0,3.0,July-1-2020,Newcastle Utd,Bournemouth
8756,Nabil Bentaleb,42.0,dz ALG,DM,90.0,49.0,55.0,89.1,716.0,155.0,1.0,2.0,50.0,44.0,47.0,93.6,4.0,6.0,66.7,0,0.1,2.0,3.0,0.0,0.0,2.0,July-1-2020,Newcastle Utd,Bournemouth
8757,Jonjo Shelvey,8.0,eng ENG,DM,90.0,34.0,51.0,66.7,818.0,284.0,0.0,3.0,0.0,19.0,21.0,90.5,15.0,27.0,55.6,1,0.5,2.0,5.0,1.0,1.0,6.0,July-1-2020,Newcastle Utd,Bournemouth
8758,Javier Manquillo,19.0,es ESP,LB,72.0,29.0,37.0,78.4,546.0,159.0,0.0,1.0,0.0,22.0,26.0,84.6,7.0,10.0,70.0,0,0.0,0.0,1.0,0.0,0.0,0.0,July-1-2020,Newcastle Utd,Bournemouth
8759,DeAndre Yedlin,22.0,us USA,LB,18.0,8.0,8.0,100.0,117.0,50.0,0.0,0.0,,8.0,8.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Newcastle Utd,Bournemouth
8760,Federico FernÃ¡ndez,18.0,ar ARG,CB,90.0,39.0,48.0,81.3,995.0,369.0,2.0,2.0,100.0,20.0,24.0,83.3,17.0,22.0,77.3,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Newcastle Utd,Bournemouth
8761,Jamaal Lascelles,6.0,eng ENG,CB,90.0,36.0,46.0,78.3,888.0,249.0,0.0,1.0,0.0,19.0,25.0,76.0,17.0,20.0,85.0,0,0.0,0.0,4.0,1.0,0.0,3.0,July-1-2020,Newcastle Utd,Bournemouth
8762,Emil Krafth,17.0,se SWE,RB,90.0,26.0,33.0,78.8,478.0,316.0,0.0,1.0,0.0,22.0,26.0,84.6,4.0,6.0,66.7,0,0.0,0.0,6.0,0.0,0.0,8.0,July-1-2020,Newcastle Utd,Bournemouth
8763,Martin DÃºbravka,1.0,sk SVK,GK,90.0,14.0,36.0,38.9,734.0,556.0,0.0,0.0,,4.0,4.0,100.0,10.0,32.0,31.3,0,0.0,0.0,1.0,0.0,0.0,0.0,July-1-2020,Newcastle Utd,Bournemouth
8764,Michail Antonio,30.0,eng ENG,FW,90.0,21.0,27.0,77.8,359.0,79.0,1.0,4.0,25.0,15.0,17.0,88.2,5.0,6.0,83.3,1,0.3,1.0,1.0,0.0,0.0,2.0,July-1-2020,West Ham,Chelsea
8765,Manuel Lanzini,10.0,ar ARG,LW,67.0,19.0,23.0,82.6,216.0,65.0,0.0,1.0,0.0,19.0,21.0,90.5,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,July-1-2020,West Ham,Chelsea
8766,Jack Wilshere,19.0,eng ENG,AM,23.0,5.0,8.0,62.5,55.0,9.0,0.0,1.0,0.0,5.0,6.0,83.3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,West Ham,Chelsea
8767,Jarrod Bowen,17.0,eng ENG,RW,77.0,16.0,19.0,84.2,343.0,143.0,0.0,0.0,,11.0,11.0,100.0,5.0,8.0,62.5,2,1.0,3.0,1.0,1.0,0.0,4.0,July-1-2020,West Ham,Chelsea
8768,Andriy Yarmolenko,7.0,ua UKR,RW,13.0,9.0,11.0,81.8,93.0,21.0,1.0,2.0,50.0,8.0,8.0,100.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,July-1-2020,West Ham,Chelsea
8769,Pablo Fornals,18.0,es ESP,"AM,LW",89.0,29.0,33.0,87.9,465.0,186.0,1.0,1.0,100.0,23.0,25.0,92.0,5.0,7.0,71.4,0,0.0,1.0,4.0,1.0,0.0,4.0,July-1-2020,West Ham,Chelsea
8770,FabiÃ¡n Balbuena,4.0,py PAR,CB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,West Ham,Chelsea
8771,TomÃ¡Å¡ SouÄek,28.0,cz CZE,DM,90.0,15.0,27.0,55.6,242.0,76.0,0.0,3.0,0.0,13.0,20.0,65.0,2.0,4.0,50.0,0,0.3,1.0,2.0,0.0,0.0,2.0,July-1-2020,West Ham,Chelsea
8772,Declan Rice,41.0,eng ENG,DM,90.0,30.0,32.0,93.8,522.0,230.0,1.0,1.0,100.0,24.0,25.0,96.0,5.0,6.0,83.3,0,0.0,1.0,0.0,1.0,0.0,2.0,July-1-2020,West Ham,Chelsea
8773,Aaron Cresswell,3.0,eng ENG,LB,90.0,20.0,35.0,57.1,374.0,238.0,0.0,2.0,0.0,16.0,20.0,80.0,4.0,13.0,30.8,0,0.0,0.0,1.0,0.0,0.0,4.0,July-1-2020,West Ham,Chelsea
8774,Angelo Ogbonna,21.0,it ITA,CB,90.0,17.0,26.0,65.4,457.0,244.0,0.0,0.0,,7.0,7.0,100.0,10.0,19.0,52.6,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,West Ham,Chelsea
8775,Issa Diop,23.0,fr FRA,CB,90.0,9.0,15.0,60.0,231.0,171.0,0.0,1.0,0.0,5.0,6.0,83.3,4.0,8.0,50.0,0,0.0,0.0,2.0,0.0,0.0,0.0,July-1-2020,West Ham,Chelsea
8776,Ryan Fredericks,24.0,eng ENG,RB,90.0,18.0,24.0,75.0,386.0,183.0,0.0,1.0,0.0,13.0,17.0,76.5,5.0,6.0,83.3,0,0.1,1.0,1.0,2.0,2.0,4.0,July-1-2020,West Ham,Chelsea
8777,Åukasz FabiaÅski,1.0,pl POL,GK,90.0,11.0,24.0,45.8,597.0,539.0,0.0,0.0,,2.0,2.0,100.0,9.0,22.0,40.9,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,West Ham,Chelsea
8778,Tammy Abraham,9.0,eng ENG,FW,62.0,12.0,16.0,75.0,139.0,22.0,1.0,1.0,100.0,11.0,14.0,78.6,0.0,1.0,0.0,0,0.2,1.0,0.0,0.0,0.0,0.0,July-1-2020,Chelsea,West Ham
8779,Olivier Giroud,18.0,fr FRA,FW,28.0,3.0,5.0,60.0,30.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Chelsea,West Ham
8780,Christian Pulisic,22.0,us USA,LW,90.0,26.0,33.0,78.8,351.0,45.0,2.0,3.0,66.7,22.0,28.0,78.6,2.0,2.0,100.0,0,0.0,1.0,0.0,1.0,0.0,1.0,July-1-2020,Chelsea,West Ham
8781,Willian,10.0,br BRA,RW,90.0,45.0,63.0,71.4,771.0,161.0,0.0,4.0,0.0,37.0,45.0,82.2,8.0,14.0,57.1,0,0.1,2.0,2.0,2.0,0.0,6.0,July-1-2020,Chelsea,West Ham
8782,Mateo KovaÄiÄ,17.0,hr CRO,CM,52.0,48.0,53.0,90.6,914.0,152.0,0.0,1.0,0.0,33.0,35.0,94.3,15.0,17.0,88.2,0,0.0,1.0,8.0,0.0,0.0,3.0,July-1-2020,Chelsea,West Ham
8783,Mason Mount,19.0,eng ENG,CM,38.0,30.0,33.0,90.9,603.0,248.0,2.0,2.0,100.0,22.0,24.0,91.7,6.0,7.0,85.7,0,0.1,2.0,9.0,2.0,0.0,8.0,July-1-2020,Chelsea,West Ham
8784,Ross Barkley,8.0,eng ENG,CM,62.0,28.0,29.0,96.6,421.0,65.0,0.0,0.0,,26.0,27.0,96.3,2.0,2.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,July-1-2020,Chelsea,West Ham
8785,Ruben Loftus-Cheek,12.0,eng ENG,CM,28.0,20.0,22.0,90.9,351.0,86.0,1.0,1.0,100.0,16.0,18.0,88.9,3.0,3.0,100.0,0,0.0,0.0,5.0,0.0,0.0,2.0,July-1-2020,Chelsea,West Ham
8786,N'Golo KantÃ©,7.0,fr FRA,DM,90.0,73.0,78.0,93.6,1254.0,294.0,4.0,6.0,66.7,57.0,59.0,96.6,12.0,13.0,92.3,0,0.0,1.0,10.0,2.0,0.0,5.0,July-1-2020,Chelsea,West Ham
8787,Marcos Alonso,3.0,es ESP,LB,90.0,60.0,70.0,85.7,1109.0,329.0,0.0,2.0,0.0,47.0,52.0,90.4,13.0,16.0,81.3,0,0.3,4.0,0.0,7.0,5.0,10.0,July-1-2020,Chelsea,West Ham
8788,Antonio RÃ¼diger,2.0,de GER,CB,90.0,90.0,96.0,93.8,2036.0,586.0,0.0,0.0,,60.0,64.0,93.8,30.0,32.0,93.8,0,0.0,0.0,12.0,0.0,0.0,7.0,July-1-2020,Chelsea,West Ham
8789,Andreas Christensen,4.0,dk DEN,CB,90.0,75.0,85.0,88.2,1445.0,449.0,1.0,1.0,100.0,57.0,59.0,96.6,17.0,25.0,68.0,0,0.0,0.0,2.0,0.0,0.0,5.0,July-1-2020,Chelsea,West Ham
8790,CÃ©sar Azpilicueta,28.0,es ESP,RB,90.0,65.0,81.0,80.2,1168.0,375.0,1.0,2.0,50.0,53.0,57.0,93.0,11.0,22.0,50.0,0,0.0,0.0,7.0,2.0,2.0,7.0,July-1-2020,Chelsea,West Ham
8791,Kepa Arrizabalaga,1.0,es ESP,GK,90.0,29.0,31.0,93.5,591.0,290.0,0.0,0.0,,23.0,23.0,100.0,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-1-2020,Chelsea,West Ham
8792,David McGoldrick,17.0,ie IRL,FW,62.0,18.0,19.0,94.7,340.0,5.0,0.0,1.0,0.0,14.0,14.0,100.0,4.0,4.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-2-2020,Sheffield Utd,Tottenham
8793,Lys Mousset,22.0,fr FRA,FW,28.0,3.0,6.0,50.0,72.0,0.0,0.0,2.0,0.0,2.0,3.0,66.7,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-2-2020,Sheffield Utd,Tottenham
8794,Oliver McBurnie,9.0,sco SCO,FW,89.0,17.0,32.0,53.1,236.0,28.0,2.0,4.0,50.0,13.0,23.0,56.5,2.0,5.0,40.0,0,0.0,1.0,1.0,0.0,0.0,1.0,July-2-2020,Sheffield Utd,Tottenham
8795,Kieron Freeman,18.0,wal WAL,FW,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,July-2-2020,Sheffield Utd,Tottenham
8796,Ben Osborn,23.0,eng ENG,CM,90.0,23.0,31.0,74.2,451.0,168.0,0.0,1.0,0.0,15.0,19.0,78.9,8.0,11.0,72.7,0,0.3,2.0,1.0,2.0,1.0,4.0,July-2-2020,Sheffield Utd,Tottenham
8797,Sander Berge,32.0,no NOR,CM,90.0,17.0,23.0,73.9,309.0,63.0,1.0,2.0,50.0,12.0,15.0,80.0,4.0,6.0,66.7,1,0.3,1.0,1.0,0.0,0.0,2.0,July-2-2020,Sheffield Utd,Tottenham
8798,Oliver Norwood,16.0,nir NIR,DM,90.0,25.0,32.0,78.1,620.0,205.0,0.0,0.0,,13.0,15.0,86.7,12.0,17.0,70.6,0,0.0,0.0,2.0,0.0,0.0,3.0,July-2-2020,Sheffield Utd,Tottenham
8799,Enda Stevens,3.0,ie IRL,WB,90.0,26.0,34.0,76.5,455.0,283.0,0.0,2.0,0.0,21.0,22.0,95.5,5.0,10.0,50.0,1,0.9,1.0,4.0,1.0,0.0,9.0,July-2-2020,Sheffield Utd,Tottenham
8800,George Baldock,2.0,eng ENG,WB,90.0,22.0,26.0,84.6,350.0,196.0,0.0,0.0,,19.0,22.0,86.4,3.0,4.0,75.0,0,0.0,0.0,3.0,2.0,1.0,7.0,July-2-2020,Sheffield Utd,Tottenham
8801,Jack Robinson,19.0,eng ENG,CB,90.0,22.0,34.0,64.7,531.0,238.0,0.0,1.0,0.0,13.0,14.0,92.9,9.0,19.0,47.4,0,0.0,0.0,2.0,0.0,0.0,5.0,July-2-2020,Sheffield Utd,Tottenham
8802,John Egan,12.0,ie IRL,CB,90.0,18.0,21.0,85.7,461.0,148.0,0.0,1.0,0.0,9.0,9.0,100.0,9.0,11.0,81.8,0,0.0,0.0,1.0,1.0,0.0,2.0,July-2-2020,Sheffield Utd,Tottenham
8803,Chris Basham,6.0,eng ENG,CB,90.0,23.0,34.0,67.6,394.0,137.0,0.0,0.0,,21.0,31.0,67.7,2.0,3.0,66.7,1,0.1,1.0,0.0,0.0,0.0,2.0,July-2-2020,Sheffield Utd,Tottenham
8804,Dean Henderson,1.0,eng ENG,GK,90.0,16.0,33.0,48.5,1144.0,1014.0,0.0,0.0,,0.0,0.0,,16.0,33.0,48.5,0,0.1,1.0,2.0,0.0,0.0,0.0,July-2-2020,Sheffield Utd,Tottenham
8805,Harry Kane,10.0,eng ENG,FW,90.0,10.0,16.0,62.5,117.0,29.0,1.0,4.0,25.0,8.0,10.0,80.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,July-2-2020,Tottenham,Sheffield Utd
8806,Son Heung-min,7.0,kr KOR,"LW,WB",90.0,31.0,41.0,75.6,482.0,106.0,1.0,2.0,50.0,26.0,30.0,86.7,4.0,9.0,44.4,1,0.7,2.0,1.0,0.0,0.0,2.0,July-2-2020,Tottenham,Sheffield Utd
8807,Lucas Moura,27.0,br BRA,"RW,WB",90.0,36.0,50.0,72.0,523.0,145.0,0.0,1.0,0.0,33.0,45.0,73.3,3.0,4.0,75.0,0,0.0,0.0,2.0,0.0,0.0,2.0,July-2-2020,Tottenham,Sheffield Utd
8808,Steven Bergwijn,23.0,nl NED,AM,55.0,22.0,26.0,84.6,316.0,56.0,0.0,0.0,,19.0,23.0,82.6,3.0,3.0,100.0,0,0.0,1.0,1.0,2.0,1.0,3.0,July-2-2020,Tottenham,Sheffield Utd
8809,Ãrik Lamela,11.0,ar ARG,"CM,AM",35.0,24.0,28.0,85.7,430.0,80.0,1.0,2.0,50.0,16.0,18.0,88.9,7.0,8.0,87.5,0,0.0,0.0,4.0,1.0,0.0,2.0,July-2-2020,Tottenham,Sheffield Utd
8810,Giovani Lo Celso,18.0,ar ARG,"DM,CM",90.0,90.0,102.0,88.2,1893.0,484.0,3.0,4.0,75.0,58.0,61.0,95.1,29.0,37.0,78.4,0,0.1,1.0,11.0,2.0,0.0,8.0,July-2-2020,Tottenham,Sheffield Utd
8811,Moussa Sissoko,17.0,fr FRA,DM,70.0,34.0,37.0,91.9,583.0,204.0,1.0,2.0,50.0,26.0,28.0,92.9,7.0,7.0,100.0,0,0.0,0.0,2.0,1.0,0.0,8.0,July-2-2020,Tottenham,Sheffield Utd
8812,Dele Alli,20.0,eng ENG,FW,20.0,8.0,10.0,80.0,119.0,20.0,0.0,2.0,0.0,7.0,7.0,100.0,1.0,1.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,July-2-2020,Tottenham,Sheffield Utd
8813,Ben Davies,33.0,wal WAL,"LB,CB",80.0,72.0,88.0,81.8,1310.0,411.0,1.0,4.0,25.0,61.0,64.0,95.3,10.0,20.0,50.0,0,0.1,1.0,3.0,0.0,0.0,5.0,July-2-2020,Tottenham,Sheffield Utd
8814,Jan Vertonghen,5.0,be BEL,CB,10.0,5.0,7.0,71.4,69.0,0.0,0.0,0.0,,5.0,6.0,83.3,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-2-2020,Tottenham,Sheffield Utd
8815,Eric Dier,15.0,eng ENG,CB,90.0,81.0,100.0,81.0,2172.0,621.0,0.0,2.0,0.0,35.0,44.0,79.5,46.0,54.0,85.2,0,0.0,0.0,5.0,1.0,0.0,4.0,July-2-2020,Tottenham,Sheffield Utd
8816,Davinson SÃ¡nchez,6.0,co COL,CB,90.0,74.0,88.0,84.1,1877.0,514.0,0.0,3.0,0.0,43.0,47.0,91.5,31.0,38.0,81.6,0,0.0,0.0,3.0,0.0,0.0,5.0,July-2-2020,Tottenham,Sheffield Utd
8817,Serge Aurier,24.0,ci CIV,RB,70.0,35.0,49.0,71.4,568.0,161.0,1.0,2.0,50.0,31.0,38.0,81.6,3.0,9.0,33.3,0,0.0,0.0,1.0,1.0,0.0,4.0,July-2-2020,Tottenham,Sheffield Utd
8818,Tanguy Ndombele,28.0,fr FRA,DM,20.0,20.0,24.0,83.3,375.0,64.0,1.0,1.0,100.0,15.0,18.0,83.3,4.0,5.0,80.0,0,0.0,0.0,2.0,0.0,0.0,1.0,July-2-2020,Tottenham,Sheffield Utd
8819,Hugo Lloris,1.0,fr FRA,GK,90.0,22.0,25.0,88.0,560.0,305.0,0.0,0.0,,13.0,13.0,100.0,9.0,12.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-2-2020,Tottenham,Sheffield Utd
8820,Gabriel Jesus,9.0,br BRA,FW,57.0,3.0,9.0,33.3,35.0,10.0,1.0,2.0,50.0,2.0,7.0,28.6,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,July-2-2020,Manchester City,Liverpool
8821,Riyad Mahrez,26.0,dz ALG,CM,33.0,8.0,9.0,88.9,166.0,58.0,1.0,2.0,50.0,4.0,4.0,100.0,3.0,3.0,100.0,0,0.4,2.0,3.0,1.0,0.0,2.0,July-2-2020,Manchester City,Liverpool
8822,Raheem Sterling,7.0,eng ENG,"LW,FW",78.0,12.0,15.0,80.0,171.0,15.0,1.0,2.0,50.0,9.0,11.0,81.8,2.0,2.0,100.0,0,0.0,0.0,2.0,0.0,0.0,0.0,July-2-2020,Manchester City,Liverpool
8823,Bernardo Silva,20.0,pt POR,CM,12.0,5.0,6.0,83.3,60.0,10.0,0.0,0.0,,5.0,5.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,July-2-2020,Manchester City,Liverpool
8824,Phil Foden,47.0,eng ENG,"RW,CM,FW",90.0,24.0,31.0,77.4,364.0,129.0,2.0,3.0,66.7,17.0,20.0,85.0,5.0,8.0,62.5,1,0.4,2.0,1.0,1.0,0.0,2.0,July-2-2020,Manchester City,Liverpool
8825,Kevin De Bruyne,17.0,be BEL,"AM,FW",90.0,19.0,28.0,67.9,404.0,115.0,1.0,3.0,33.3,12.0,15.0,80.0,6.0,10.0,60.0,1,1.0,5.0,1.0,4.0,0.0,6.0,July-2-2020,Manchester City,Liverpool
8826,Rodri,16.0,es ESP,DM,90.0,72.0,75.0,96.0,1663.0,386.0,2.0,2.0,100.0,41.0,43.0,95.3,29.0,30.0,96.7,0,0.1,1.0,3.0,0.0,0.0,4.0,July-2-2020,Manchester City,Liverpool
8827,Ä°lkay GÃ¼ndoÄan,8.0,de GER,DM,90.0,62.0,70.0,88.6,1221.0,308.0,0.0,2.0,0.0,46.0,50.0,92.0,16.0,18.0,88.9,0,0.0,0.0,4.0,1.0,0.0,5.0,July-2-2020,Manchester City,Liverpool
8828,Benjamin Mendy,22.0,fr FRA,LB,90.0,56.0,67.0,83.6,1062.0,604.0,2.0,4.0,50.0,45.0,51.0,88.2,9.0,12.0,75.0,0,0.1,1.0,3.0,2.0,2.0,16.0,July-2-2020,Manchester City,Liverpool
8829,Aymeric Laporte,14.0,fr FRA,CB,78.0,46.0,51.0,90.2,872.0,383.0,0.0,0.0,,37.0,38.0,97.4,9.0,13.0,69.2,0,0.0,0.0,1.0,0.0,0.0,0.0,July-2-2020,Manchester City,Liverpool
