,Player,#,Nation,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
5408,Mateo KovaÄiÄ,17.0,hr CRO,"CM,DM",69.0,40.0,49.0,81.6,853.0,120.0,0.0,1.0,0.0,29.0,33.0,87.9,11.0,15.0,73.3,0,0.0,0.0,0.0,0.0,0.0,4.0,December-29-2019,Chelsea,Arsenal
5409,Callum Hudson-Odoi,20.0,eng ENG,LW,21.0,18.0,20.0,90.0,311.0,50.0,0.0,0.0,,15.0,15.0,100.0,3.0,5.0,60.0,0,0.0,0.0,1.0,0.0,0.0,1.0,December-29-2019,Chelsea,Arsenal
5410,N'Golo KantÃ©,7.0,fr FRA,"CM,DM",90.0,32.0,44.0,72.7,557.0,98.0,2.0,6.0,33.3,21.0,25.0,84.0,9.0,13.0,69.2,0,0.0,0.0,5.0,0.0,0.0,2.0,December-29-2019,Chelsea,Arsenal
5411,Emerson Palmieri,33.0,it ITA,WB,33.0,12.0,15.0,80.0,184.0,28.0,0.0,1.0,0.0,11.0,13.0,84.6,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,December-29-2019,Chelsea,Arsenal
5412,Jorginho,5.0,it ITA,DM,57.0,52.0,59.0,88.1,1014.0,328.0,2.0,2.0,100.0,38.0,44.0,86.4,12.0,13.0,92.3,0,0.0,0.0,12.0,2.0,0.0,7.0,December-29-2019,Chelsea,Arsenal
5413,CÃ©sar Azpilicueta,28.0,es ESP,"LB,WB",90.0,54.0,71.0,76.1,1018.0,386.0,5.0,6.0,83.3,36.0,44.0,81.8,13.0,21.0,61.9,0,0.0,1.0,4.0,1.0,0.0,4.0,December-29-2019,Chelsea,Arsenal
5414,Fikayo Tomori,29.0,eng ENG,"CB,RB",58.0,46.0,54.0,85.2,960.0,290.0,1.0,5.0,20.0,31.0,33.0,93.9,14.0,16.0,87.5,0,0.0,0.0,2.0,0.0,0.0,3.0,December-29-2019,Chelsea,Arsenal
5415,Tariq Lamptey,48.0,eng ENG,RB,32.0,12.0,14.0,85.7,235.0,80.0,0.0,1.0,0.0,9.0,10.0,90.0,3.0,3.0,100.0,0,0.1,1.0,0.0,1.0,0.0,2.0,December-29-2019,Chelsea,Arsenal
5416,Kurt Zouma,15.0,fr FRA,CB,90.0,75.0,85.0,88.2,1682.0,420.0,0.0,1.0,0.0,52.0,53.0,98.1,23.0,31.0,74.2,0,0.0,0.0,2.0,0.0,0.0,3.0,December-29-2019,Chelsea,Arsenal
5417,Antonio RÃ¼diger,2.0,de GER,CB,90.0,63.0,75.0,84.0,1716.0,348.0,0.0,1.0,0.0,28.0,32.0,87.5,35.0,42.0,83.3,0,0.0,0.0,7.0,0.0,0.0,3.0,December-29-2019,Chelsea,Arsenal
5418,Kepa Arrizabalaga,1.0,es ESP,GK,90.0,26.0,30.0,86.7,608.0,288.0,0.0,0.0,,19.0,19.0,100.0,7.0,11.0,63.6,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Chelsea,Arsenal
5419,Mohamed Salah,11.0,eg EGY,FW,90.0,19.0,25.0,76.0,286.0,71.0,0.0,2.0,0.0,17.0,21.0,81.0,2.0,2.0,100.0,0,0.2,3.0,2.0,3.0,0.0,4.0,December-29-2019,Liverpool,Wolves
5420,Sadio ManÃ©,10.0,sn SEN,LW,90.0,29.0,33.0,87.9,524.0,71.0,2.0,3.0,66.7,21.0,23.0,91.3,6.0,7.0,85.7,0,0.1,1.0,0.0,0.0,0.0,1.0,December-29-2019,Liverpool,Wolves
5421,Adam Lallana,20.0,eng ENG,RW,66.0,20.0,28.0,71.4,310.0,107.0,0.0,2.0,0.0,19.0,21.0,90.5,1.0,5.0,20.0,1,0.2,1.0,2.0,1.0,0.0,4.0,December-29-2019,Liverpool,Wolves
5422,Naby KeÃ¯ta,8.0,gn GUI,RW,24.0,10.0,10.0,100.0,142.0,27.0,0.0,0.0,,10.0,10.0,100.0,0.0,0.0,,0,0.0,0.0,2.0,1.0,0.0,1.0,December-29-2019,Liverpool,Wolves
5423,Roberto Firmino,9.0,br BRA,AM,85.0,36.0,41.0,87.8,515.0,119.0,0.0,1.0,0.0,34.0,36.0,94.4,2.0,4.0,50.0,0,0.0,0.0,2.0,3.0,0.0,4.0,December-29-2019,Liverpool,Wolves
5424,Divock Origi,27.0,be BEL,AM,5.0,3.0,3.0,100.0,31.0,10.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,1.0,December-29-2019,Liverpool,Wolves
5425,Georginio Wijnaldum,5.0,nl NED,CM,85.0,39.0,47.0,83.0,723.0,98.0,2.0,2.0,100.0,32.0,40.0,80.0,5.0,5.0,100.0,0,0.0,0.0,4.0,0.0,0.0,2.0,December-29-2019,Liverpool,Wolves
5426,James Milner,7.0,eng ENG,CM,5.0,1.0,4.0,25.0,22.0,5.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Liverpool,Wolves
5427,Jordan Henderson,14.0,eng ENG,CM,90.0,77.0,87.0,88.5,1690.0,328.0,2.0,2.0,100.0,45.0,48.0,93.8,30.0,37.0,81.1,0,0.1,1.0,8.0,0.0,0.0,5.0,December-29-2019,Liverpool,Wolves
5428,Andrew Robertson,26.0,sco SCO,LB,90.0,50.0,64.0,78.1,960.0,266.0,0.0,0.0,,36.0,43.0,83.7,14.0,21.0,66.7,0,0.0,1.0,5.0,1.0,0.0,7.0,December-29-2019,Liverpool,Wolves
5429,Virgil van Dijk,4.0,nl NED,CB,90.0,82.0,91.0,90.1,1905.0,530.0,0.0,0.0,,50.0,54.0,92.6,32.0,37.0,86.5,0,0.0,0.0,5.0,1.0,0.0,7.0,December-29-2019,Liverpool,Wolves
5430,Joe Gomez,12.0,eng ENG,CB,90.0,84.0,94.0,89.4,2044.0,785.0,1.0,1.0,100.0,47.0,50.0,94.0,36.0,43.0,83.7,0,0.0,0.0,4.0,0.0,0.0,6.0,December-29-2019,Liverpool,Wolves
5431,Trent Alexander-Arnold,66.0,eng ENG,RB,90.0,71.0,97.0,73.2,1436.0,625.0,0.0,2.0,0.0,56.0,64.0,87.5,15.0,31.0,48.4,0,0.5,2.0,4.0,3.0,1.0,17.0,December-29-2019,Liverpool,Wolves
5432,Alisson,1.0,br BRA,GK,90.0,27.0,31.0,87.1,758.0,457.0,0.0,0.0,,13.0,14.0,92.9,14.0,17.0,82.4,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Liverpool,Wolves
5433,Diogo Jota,18.0,pt POR,FW,71.0,14.0,17.0,82.4,223.0,12.0,0.0,0.0,,13.0,15.0,86.7,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Wolves,Liverpool
5434,RaÃºl JimÃ©nez,9.0,mx MEX,FW,19.0,3.0,5.0,60.0,58.0,12.0,0.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,100.0,0,0.1,1.0,1.0,0.0,0.0,1.0,December-29-2019,Wolves,Liverpool
5435,Pedro Neto,7.0,pt POR,FW,90.0,25.0,31.0,80.6,392.0,28.0,0.0,3.0,0.0,21.0,22.0,95.5,4.0,6.0,66.7,0,0.1,1.0,0.0,0.0,0.0,1.0,December-29-2019,Wolves,Liverpool
5436,JoÃ£o Moutinho,28.0,pt POR,CM,90.0,36.0,46.0,78.3,730.0,240.0,2.0,2.0,100.0,25.0,28.0,89.3,9.0,16.0,56.3,0,0.1,1.0,2.0,0.0,0.0,6.0,December-29-2019,Wolves,Liverpool
5437,Leander Dendoncker,32.0,be BEL,CM,57.0,12.0,20.0,60.0,189.0,71.0,0.0,0.0,,10.0,16.0,62.5,2.0,4.0,50.0,0,0.0,0.0,2.0,0.0,0.0,1.0,December-29-2019,Wolves,Liverpool
5438,Adama TraorÃ©,37.0,es ESP,CM,33.0,9.0,14.0,64.3,118.0,37.0,0.0,0.0,,8.0,10.0,80.0,1.0,4.0,25.0,0,0.0,0.0,1.0,0.0,0.0,0.0,December-29-2019,Wolves,Liverpool
5439,RÃºben Neves,8.0,pt POR,DM,57.0,23.0,28.0,82.1,625.0,147.0,0.0,0.0,,11.0,13.0,84.6,12.0,15.0,80.0,0,0.0,0.0,0.0,0.0,0.0,2.0,December-29-2019,Wolves,Liverpool
5440,Romain SaÃ¯ss,27.0,ma MAR,DM,33.0,20.0,23.0,87.0,585.0,114.0,0.0,1.0,0.0,10.0,10.0,100.0,10.0,12.0,83.3,0,0.2,1.0,2.0,1.0,0.0,3.0,December-29-2019,Wolves,Liverpool
5441,RÃºben Vinagre,29.0,pt POR,WB,90.0,36.0,52.0,69.2,602.0,227.0,0.0,5.0,0.0,32.0,39.0,82.1,4.0,8.0,50.0,0,0.0,0.0,2.0,1.0,1.0,4.0,December-29-2019,Wolves,Liverpool
5442,Jonny Castro,19.0,es ESP,WB,90.0,27.0,39.0,69.2,416.0,197.0,0.0,2.0,0.0,24.0,32.0,75.0,3.0,5.0,60.0,0,0.0,1.0,3.0,0.0,0.0,4.0,December-29-2019,Wolves,Liverpool
5443,Max Kilman,49.0,eng ENG,CB,90.0,18.0,30.0,60.0,362.0,198.0,0.0,2.0,0.0,14.0,18.0,77.8,4.0,10.0,40.0,0,0.0,0.0,0.0,0.0,0.0,1.0,December-29-2019,Wolves,Liverpool
5444,Conor Coady,16.0,eng ENG,CB,90.0,24.0,34.0,70.6,729.0,349.0,0.0,0.0,,13.0,13.0,100.0,11.0,21.0,52.4,0,0.1,1.0,5.0,1.0,0.0,2.0,December-29-2019,Wolves,Liverpool
5445,Ryan Bennett,5.0,eng ENG,CB,90.0,17.0,23.0,73.9,469.0,180.0,0.0,0.0,,9.0,12.0,75.0,8.0,11.0,72.7,0,0.0,0.0,3.0,0.0,0.0,1.0,December-29-2019,Wolves,Liverpool
5446,Rui PatrÃ­cio,11.0,pt POR,GK,90.0,15.0,23.0,65.2,639.0,455.0,0.0,0.0,,2.0,2.0,100.0,13.0,21.0,61.9,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Wolves,Liverpool
5447,Sergio AgÃ¼ero,10.0,ar ARG,FW,80.0,7.0,11.0,63.6,86.0,22.0,1.0,2.0,50.0,6.0,9.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,December-29-2019,Manchester City,Sheffield Utd
5448,Phil Foden,47.0,eng ENG,FW,10.0,4.0,4.0,100.0,57.0,0.0,0.0,0.0,,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Manchester City,Sheffield Utd
5449,Raheem Sterling,7.0,eng ENG,"LW,FW",87.0,32.0,39.0,82.1,386.0,49.0,0.0,2.0,0.0,31.0,35.0,88.6,1.0,2.0,50.0,0,0.1,1.0,0.0,1.0,0.0,1.0,December-29-2019,Manchester City,Sheffield Utd
5450,Gabriel Jesus,9.0,br BRA,FW,3.0,4.0,4.0,100.0,53.0,0.0,0.0,0.0,,4.0,4.0,100.0,0.0,0.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,December-29-2019,Manchester City,Sheffield Utd
5451,Riyad Mahrez,26.0,dz ALG,"RW,AM",90.0,66.0,70.0,94.3,1093.0,217.0,0.0,1.0,0.0,59.0,60.0,98.3,7.0,9.0,77.8,1,0.1,3.0,3.0,4.0,0.0,5.0,December-29-2019,Manchester City,Sheffield Utd
5452,Bernardo Silva,20.0,pt POR,CM,61.0,49.0,58.0,84.5,807.0,192.0,0.0,1.0,0.0,42.0,46.0,91.3,7.0,11.0,63.6,0,0.1,3.0,6.0,2.0,1.0,5.0,December-29-2019,Manchester City,Sheffield Utd
5453,Ä°lkay GÃ¼ndoÄan,8.0,de GER,CM,29.0,41.0,42.0,97.6,649.0,94.0,0.0,0.0,,34.0,34.0,100.0,7.0,8.0,87.5,0,0.0,0.0,3.0,0.0,0.0,1.0,December-29-2019,Manchester City,Sheffield Utd
5454,Kevin De Bruyne,17.0,be BEL,CM,90.0,57.0,77.0,74.0,962.0,267.0,0.0,2.0,0.0,49.0,59.0,83.1,8.0,16.0,50.0,1,0.3,1.0,4.0,1.0,0.0,5.0,December-29-2019,Manchester City,Sheffield Utd
5455,Rodri,16.0,es ESP,"DM,CB",90.0,113.0,119.0,95.0,2247.0,546.0,0.0,2.0,0.0,84.0,87.0,96.6,29.0,30.0,96.7,0,0.1,2.0,6.0,1.0,0.0,2.0,December-29-2019,Manchester City,Sheffield Utd
5456,Oleksandr Zinchenko,11.0,ua UKR,"LB,WB",90.0,106.0,113.0,93.8,1755.0,377.0,1.0,2.0,50.0,94.0,99.0,94.9,11.0,12.0,91.7,0,0.0,2.0,12.0,1.0,1.0,4.0,December-29-2019,Manchester City,Sheffield Utd
5457,Eric GarcÃ­a,50.0,es ESP,CB,90.0,101.0,103.0,98.1,2009.0,509.0,1.0,1.0,100.0,80.0,80.0,100.0,20.0,22.0,90.9,0,0.0,0.0,5.0,0.0,0.0,2.0,December-29-2019,Manchester City,Sheffield Utd
5458,Fernandinho,25.0,br BRA,CB,90.0,105.0,115.0,91.3,2160.0,746.0,1.0,2.0,50.0,77.0,80.0,96.3,27.0,33.0,81.8,0,0.0,0.0,10.0,0.0,0.0,7.0,December-29-2019,Manchester City,Sheffield Utd
5459,Kyle Walker,2.0,eng ENG,"RB,WB",90.0,70.0,79.0,88.6,1258.0,260.0,2.0,5.0,40.0,57.0,60.0,95.0,11.0,14.0,78.6,0,0.0,0.0,10.0,1.0,0.0,6.0,December-29-2019,Manchester City,Sheffield Utd
5460,Claudio Bravo,1.0,cl CHI,GK,90.0,29.0,34.0,85.3,773.0,488.0,0.0,0.0,,19.0,19.0,100.0,10.0,15.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Manchester City,Sheffield Utd
5461,Callum Robinson,11.0,ie IRL,FW,58.0,13.0,16.0,81.3,152.0,25.0,0.0,0.0,,13.0,16.0,81.3,0.0,0.0,,0,0.3,2.0,0.0,0.0,0.0,1.0,December-29-2019,Sheffield Utd,Manchester City
5462,David McGoldrick,17.0,ie IRL,FW,32.0,9.0,13.0,69.2,147.0,10.0,0.0,0.0,,8.0,11.0,72.7,1.0,2.0,50.0,0,0.0,0.0,2.0,0.0,0.0,0.0,December-29-2019,Sheffield Utd,Manchester City
5463,Lys Mousset,22.0,fr FRA,FW,82.0,13.0,14.0,92.9,196.0,43.0,0.0,0.0,,13.0,13.0,100.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0.0,2.0,December-29-2019,Sheffield Utd,Manchester City
5464,Billy Sharp,10.0,eng ENG,FW,8.0,1.0,1.0,100.0,20.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Sheffield Utd,Manchester City
5465,John Fleck,4.0,sco SCO,CM,90.0,29.0,37.0,78.4,584.0,271.0,0.0,0.0,,22.0,24.0,91.7,7.0,13.0,53.8,0,0.0,0.0,3.0,0.0,0.0,1.0,December-29-2019,Sheffield Utd,Manchester City
5466,Muhamed BeÅ¡iÄ,27.0,ba BIH,CM,74.0,21.0,27.0,77.8,345.0,56.0,0.0,2.0,0.0,17.0,19.0,89.5,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,0.0,1.0,December-29-2019,Sheffield Utd,Manchester City
5467,Oliver McBurnie,9.0,sco SCO,CM,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,December-29-2019,Sheffield Utd,Manchester City
5468,Oliver Norwood,16.0,nir NIR,DM,90.0,36.0,46.0,78.3,842.0,336.0,1.0,2.0,50.0,23.0,25.0,92.0,12.0,19.0,63.2,0,0.4,3.0,5.0,2.0,1.0,5.0,December-29-2019,Sheffield Utd,Manchester City
5469,Enda Stevens,3.0,ie IRL,WB,90.0,22.0,31.0,71.0,511.0,204.0,0.0,2.0,0.0,15.0,20.0,75.0,7.0,9.0,77.8,0,0.2,2.0,2.0,2.0,1.0,3.0,December-29-2019,Sheffield Utd,Manchester City
5470,George Baldock,2.0,eng ENG,WB,90.0,23.0,31.0,74.2,332.0,73.0,1.0,2.0,50.0,20.0,21.0,95.2,2.0,8.0,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,December-29-2019,Sheffield Utd,Manchester City
5471,Jack O'Connell,5.0,eng ENG,CB,90.0,28.0,36.0,77.8,654.0,262.0,0.0,0.0,,17.0,22.0,77.3,11.0,14.0,78.6,0,0.0,0.0,2.0,1.0,0.0,7.0,December-29-2019,Sheffield Utd,Manchester City
5472,John Egan,12.0,ie IRL,CB,90.0,21.0,27.0,77.8,412.0,140.0,0.0,2.0,0.0,15.0,18.0,83.3,6.0,7.0,85.7,0,0.0,0.0,0.0,0.0,0.0,1.0,December-29-2019,Sheffield Utd,Manchester City
5473,Chris Basham,6.0,eng ENG,CB,90.0,23.0,37.0,62.2,441.0,205.0,0.0,3.0,0.0,21.0,27.0,77.8,2.0,7.0,28.6,0,0.0,0.0,3.0,1.0,0.0,4.0,December-29-2019,Sheffield Utd,Manchester City
5474,Dean Henderson,1.0,eng ENG,GK,90.0,12.0,29.0,41.4,667.0,569.0,0.0,0.0,,1.0,1.0,100.0,11.0,28.0,39.3,0,0.0,0.0,3.0,0.0,0.0,0.0,December-29-2019,Sheffield Utd,Manchester City
5475,Ashley Barnes,10.0,at AUT,FW,45.0,3.0,10.0,30.0,38.0,0.0,0.0,1.0,0.0,2.0,7.0,28.6,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Burnley,Aston Villa
5476,Jay Rodriguez,19.0,eng ENG,FW,45.0,14.0,17.0,82.4,255.0,42.0,0.0,1.0,0.0,12.0,14.0,85.7,2.0,2.0,100.0,0,0.0,0.0,3.0,0.0,0.0,1.0,January-1-2020,Burnley,Aston Villa
5477,Chris Wood,9.0,nz NZL,FW,90.0,17.0,23.0,73.9,182.0,30.0,0.0,1.0,0.0,17.0,22.0,77.3,0.0,0.0,,0,0.1,2.0,2.0,2.0,0.0,3.0,January-1-2020,Burnley,Aston Villa
5478,Dwight McNeil,11.0,eng ENG,CM,90.0,43.0,53.0,81.1,865.0,218.0,1.0,2.0,50.0,29.0,29.0,100.0,13.0,22.0,59.1,0,0.1,1.0,4.0,2.0,0.0,8.0,January-1-2020,Burnley,Aston Villa
5479,Robbie Brady,12.0,ie IRL,CM,45.0,5.0,14.0,35.7,55.0,8.0,0.0,0.0,,5.0,9.0,55.6,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Burnley,Aston Villa
5480,JÃ³hann Berg GuÃ°mundsson,7.0,is ISL,CM,45.0,24.0,27.0,88.9,548.0,102.0,0.0,0.0,,15.0,17.0,88.2,9.0,10.0,90.0,0,0.1,1.0,0.0,2.0,1.0,3.0,January-1-2020,Burnley,Aston Villa
5481,Jack Cork,4.0,eng ENG,DM,90.0,48.0,53.0,90.6,941.0,161.0,0.0,2.0,0.0,35.0,36.0,97.2,13.0,15.0,86.7,0,0.2,2.0,7.0,0.0,0.0,4.0,January-1-2020,Burnley,Aston Villa
5482,Ashley Westwood,18.0,eng ENG,DM,90.0,67.0,83.0,80.7,1298.0,335.0,0.0,2.0,0.0,50.0,52.0,96.2,17.0,29.0,58.6,1,0.4,4.0,10.0,0.0,0.0,8.0,January-1-2020,Burnley,Aston Villa
5483,Charlie Taylor,3.0,eng ENG,LB,90.0,64.0,80.0,80.0,1133.0,441.0,0.0,2.0,0.0,51.0,57.0,89.5,13.0,21.0,61.9,0,0.3,3.0,2.0,5.0,5.0,14.0,January-1-2020,Burnley,Aston Villa
5484,Ben Mee,6.0,eng ENG,CB,90.0,58.0,69.0,84.1,1453.0,528.0,0.0,1.0,0.0,32.0,36.0,88.9,26.0,32.0,81.3,0,0.0,0.0,4.0,0.0,0.0,5.0,January-1-2020,Burnley,Aston Villa
5485,James Tarkowski,5.0,eng ENG,CB,90.0,47.0,58.0,81.0,1149.0,360.0,0.0,2.0,0.0,28.0,33.0,84.8,19.0,23.0,82.6,0,0.0,0.0,4.0,1.0,0.0,3.0,January-1-2020,Burnley,Aston Villa
5486,Phil Bardsley,26.0,sco SCO,RB,90.0,44.0,55.0,80.0,812.0,309.0,0.0,2.0,0.0,34.0,40.0,85.0,10.0,13.0,76.9,0,0.1,1.0,8.0,2.0,1.0,11.0,January-1-2020,Burnley,Aston Villa
5487,Nick Pope,1.0,eng ENG,GK,90.0,15.0,28.0,53.6,821.0,674.0,0.0,0.0,,1.0,2.0,50.0,14.0,26.0,53.8,0,0.0,0.0,2.0,0.0,0.0,0.0,January-1-2020,Burnley,Aston Villa
5488,Wesley Moraes,9.0,br BRA,FW,70.0,13.0,19.0,68.4,185.0,47.0,0.0,0.0,,13.0,19.0,68.4,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,1.0,January-1-2020,Aston Villa,Burnley
5489,Jonathan Kodjia,26.0,ci CIV,FW,20.0,3.0,7.0,42.9,50.0,0.0,0.0,0.0,,2.0,6.0,33.3,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Aston Villa,Burnley
5490,Jack Grealish,10.0,eng ENG,"LW,RW",90.0,29.0,36.0,80.6,572.0,113.0,0.0,2.0,0.0,24.0,27.0,88.9,5.0,7.0,71.4,0,0.3,4.0,1.0,2.0,0.0,3.0,January-1-2020,Aston Villa,Burnley
5491,TrÃ©zÃ©guet,17.0,eg EGY,RW,77.0,16.0,19.0,84.2,287.0,79.0,0.0,0.0,,12.0,13.0,92.3,4.0,6.0,66.7,0,0.1,2.0,2.0,0.0,0.0,2.0,January-1-2020,Aston Villa,Burnley
5492,Conor Hourihane,14.0,ie IRL,"RW,LW",13.0,1.0,3.0,33.3,8.0,8.0,0.0,0.0,,1.0,1.0,100.0,0.0,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,January-1-2020,Aston Villa,Burnley
5493,Marvelous Nakamba,11.0,zw ZIM,CM,90.0,29.0,38.0,76.3,552.0,215.0,1.0,1.0,100.0,24.0,30.0,80.0,4.0,7.0,57.1,0,0.0,0.0,2.0,1.0,0.0,4.0,January-1-2020,Aston Villa,Burnley
5494,Douglas Luiz,6.0,br BRA,CM,90.0,29.0,35.0,82.9,491.0,131.0,0.0,0.0,,25.0,29.0,86.2,4.0,6.0,66.7,1,0.1,2.0,2.0,1.0,0.0,6.0,January-1-2020,Aston Villa,Burnley
5495,Neil Taylor,3.0,wal WAL,WB,90.0,21.0,33.0,63.6,269.0,109.0,1.0,3.0,33.3,20.0,25.0,80.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,January-1-2020,Aston Villa,Burnley
5496,Frederic Guilbert,24.0,fr FRA,WB,90.0,17.0,29.0,58.6,313.0,160.0,1.0,1.0,100.0,14.0,21.0,66.7,2.0,7.0,28.6,0,0.0,0.0,1.0,1.0,1.0,4.0,January-1-2020,Aston Villa,Burnley
5497,Kortney Hause,30.0,eng ENG,CB,90.0,18.0,31.0,58.1,370.0,152.0,0.0,3.0,0.0,13.0,15.0,86.7,5.0,13.0,38.5,0,0.0,0.0,1.0,0.0,0.0,1.0,January-1-2020,Aston Villa,Burnley
5498,Tyrone Mings,40.0,eng ENG,CB,90.0,23.0,29.0,79.3,558.0,132.0,0.0,1.0,0.0,10.0,10.0,100.0,13.0,18.0,72.2,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Aston Villa,Burnley
5499,Ezri Konsa,15.0,eng ENG,CB,90.0,25.0,34.0,73.5,633.0,324.0,1.0,1.0,100.0,16.0,19.0,84.2,8.0,14.0,57.1,0,0.0,1.0,2.0,0.0,0.0,2.0,January-1-2020,Aston Villa,Burnley
5500,Tom Heaton,1.0,eng ENG,GK,84.0,15.0,29.0,51.7,481.0,278.0,1.0,1.0,100.0,4.0,4.0,100.0,10.0,24.0,41.7,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Aston Villa,Burnley
5501,Ãrjan Nyland,25.0,no NOR,GK,6.0,3.0,4.0,75.0,181.0,146.0,0.0,0.0,,0.0,0.0,,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,January-1-2020,Aston Villa,Burnley
5502,Neal Maupay,7.0,fr FRA,FW,90.0,19.0,25.0,76.0,325.0,62.0,0.0,1.0,0.0,15.0,18.0,83.3,4.0,6.0,66.7,0,0.0,1.0,1.0,4.0,0.0,5.0,January-1-2020,Brighton,Chelsea
5503,Leandro Trossard,11.0,be BEL,FW,90.0,24.0,37.0,64.9,426.0,208.0,0.0,2.0,0.0,20.0,26.0,76.9,4.0,9.0,44.4,0,0.2,3.0,1.0,1.0,0.0,9.0,January-1-2020,Brighton,Chelsea
5504,Aaron Mooy,18.0,au AUS,AM,67.0,19.0,33.0,57.6,342.0,140.0,2.0,4.0,50.0,13.0,19.0,68.4,4.0,10.0,40.0,0,0.1,2.0,0.0,1.0,1.0,5.0,January-1-2020,Brighton,Chelsea
5505,Alireza Jahanbakhsh,16.0,ir IRN,AM,23.0,7.0,7.0,100.0,120.0,47.0,0.0,0.0,,6.0,6.0,100.0,1.0,1.0,100.0,0,0.0,1.0,1.0,0.0,0.0,2.0,January-1-2020,Brighton,Chelsea
5506,Yves Bissouma,8.0,ml MLI,CM,45.0,14.0,24.0,58.3,317.0,24.0,0.0,1.0,0.0,9.0,17.0,52.9,5.0,6.0,83.3,0,0.0,0.0,1.0,0.0,0.0,0.0,January-1-2020,Brighton,Chelsea
5507,Aaron Connolly,44.0,ie IRL,CM,45.0,4.0,5.0,80.0,49.0,24.0,0.0,0.0,,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,1.0,January-1-2020,Brighton,Chelsea
5508,Steven Alzate,46.0,co COL,CM,90.0,28.0,37.0,75.7,387.0,94.0,3.0,6.0,50.0,23.0,28.0,82.1,2.0,3.0,66.7,0,0.0,0.0,1.0,0.0,0.0,0.0,January-1-2020,Brighton,Chelsea
5509,Davy PrÃ¶pper,24.0,nl NED,DM,90.0,47.0,58.0,81.0,960.0,306.0,1.0,2.0,50.0,36.0,41.0,87.8,10.0,15.0,66.7,0,0.0,0.0,6.0,1.0,0.0,6.0,January-1-2020,Brighton,Chelsea
5510,Dan Burn,33.0,eng ENG,LB,21.0,6.0,10.0,60.0,125.0,52.0,0.0,0.0,,5.0,8.0,62.5,1.0,2.0,50.0,0,0.0,0.0,1.0,0.0,0.0,1.0,January-1-2020,Brighton,Chelsea
5511,Bernardo,30.0,br BRA,LB,69.0,45.0,53.0,84.9,798.0,394.0,1.0,2.0,50.0,36.0,41.0,87.8,8.0,10.0,80.0,0,0.0,0.0,4.0,3.0,0.0,9.0,January-1-2020,Brighton,Chelsea
5512,Lewis Dunk,5.0,eng ENG,CB,90.0,60.0,68.0,88.2,1529.0,389.0,0.0,0.0,,38.0,39.0,97.4,22.0,29.0,75.9,1,0.0,1.0,6.0,0.0,0.0,4.0,January-1-2020,Brighton,Chelsea
5513,Adam Webster,15.0,eng ENG,CB,90.0,42.0,51.0,82.4,998.0,402.0,0.0,0.0,,25.0,28.0,89.3,17.0,23.0,73.9,0,0.0,0.0,4.0,0.0,0.0,2.0,January-1-2020,Brighton,Chelsea
