,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
6289,Loris Karius,1.0,de GER,GK,24-206,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/14/2018,Liverpool,Manchester City
6290,Sergio AgÃ¼ero,10.0,ar ARG,FW,29-226,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,2.0,13.3,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/14/2018,Manchester City,Liverpool
6291,Leroy SanÃ©,19.0,de GER,LW,22-003,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,6.0,40.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0,,2.0,0.0,01/14/2018,Manchester City,Liverpool
6292,Raheem Sterling,7.0,eng ENG,RW,23-037,71.0,1.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,10.0,2.0,20.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2,,0.0,0.0,01/14/2018,Manchester City,Liverpool
6293,Bernardo Silva,20.0,pt POR,RW,23-157,19.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/14/2018,Manchester City,Liverpool
6294,Ä°lkay GÃ¼ndoÄan,8.0,de GER,CM,27-082,90.0,2.0,1,0.0,2.0,0.0,1.0,6.0,16.7,5.0,20.0,5.0,25.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,2,,1.0,0.0,01/14/2018,Manchester City,Liverpool
6295,Fernandinho,25.0,br BRA,CM,32-255,90.0,4.0,1,2.0,2.0,0.0,1.0,4.0,25.0,3.0,17.0,5.0,29.4,8.0,8.0,1.0,4.0,1.0,0.0,3.0,2,,2.0,0.0,01/14/2018,Manchester City,Liverpool
6296,Kevin De Bruyne,17.0,be BEL,RM,26-200,90.0,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,27.0,8.0,29.6,6.0,13.0,8.0,0.0,0.0,0.0,0.0,4,,1.0,0.0,01/14/2018,Manchester City,Liverpool
6297,Fabian Delph,18.0,eng ENG,LB,28-054,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/14/2018,Manchester City,Liverpool
6298,Danilo,3.0,br BRA,LB,26-183,59.0,1.0,0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,13.0,4.0,30.8,9.0,1.0,3.0,4.0,1.0,0.0,3.0,1,,3.0,0.0,01/14/2018,Manchester City,Liverpool
6299,NicolÃ¡s Otamendi,30.0,ar ARG,CB,29-336,90.0,4.0,2,2.0,2.0,0.0,3.0,6.0,50.0,3.0,12.0,2.0,16.7,9.0,3.0,0.0,2.0,1.0,0.0,1.0,1,,6.0,1.0,01/14/2018,Manchester City,Liverpool
6300,John Stones,5.0,eng ENG,CB,23-231,90.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,8.0,5.0,62.5,5.0,1.0,2.0,3.0,2.0,0.0,1.0,0,,3.0,0.0,01/14/2018,Manchester City,Liverpool
6301,Kyle Walker,2.0,eng ENG,RB,27-231,90.0,3.0,1,2.0,0.0,1.0,2.0,3.0,66.7,1.0,21.0,6.0,28.6,11.0,8.0,2.0,1.0,0.0,0.0,1.0,1,,3.0,0.0,01/14/2018,Manchester City,Liverpool
6302,Ederson,31.0,br BRA,GK,24-150,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/14/2018,Manchester City,Liverpool
6303,Romelu Lukaku,9.0,be BEL,FW,24-247,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6304,Jesse Lingard,14.0,eng ENG,AM,25-031,80.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,23.0,4.0,17.4,4.0,15.0,4.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,01/15/2018,Manchester Utd,Stoke City
6305,Marouane Fellaini,27.0,be BEL,AM,30-054,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6306,Anthony Martial,11.0,fr FRA,LM,22-041,80.0,2.0,2,1.0,0.0,1.0,1.0,1.0,100.0,0.0,8.0,4.0,50.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,01/15/2018,Manchester Utd,Stoke City
6307,Marcus Rashford,19.0,eng ENG,LM,20-076,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6308,Juan Mata,8.0,es ESP,RM,29-262,83.0,2.0,0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,10.0,3.0,30.0,1.0,7.0,2.0,2.0,1.0,0.0,1.0,0,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6309,Scott McTominay,39.0,sco SCO,RM,21-038,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6310,Nemanja MatiÄ,31.0,rs SRB,DM,29-167,90.0,2.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,15.0,2.0,13.3,2.0,11.0,2.0,1.0,0.0,0.0,1.0,2,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6311,Paul Pogba,6.0,fr FRA,DM,24-306,90.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,10.0,1.0,10.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6312,Luke Shaw,23.0,eng ENG,LB,22-187,90.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6313,Phil Jones,4.0,eng ENG,CB,25-328,90.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,,2.0,0.0,01/15/2018,Manchester Utd,Stoke City
6314,Chris Smalling,12.0,eng ENG,CB,28-054,90.0,2.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,2,,2.0,0.0,01/15/2018,Manchester Utd,Stoke City
6315,Antonio Valencia,25.0,ec ECU,RB,32-164,90.0,3.0,2,1.0,1.0,1.0,1.0,2.0,50.0,1.0,6.0,1.0,16.7,3.0,3.0,0.0,4.0,0.0,0.0,4.0,1,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6316,David de Gea,1.0,es ESP,GK,27-069,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Manchester Utd,Stoke City
6317,Peter Crouch,25.0,eng ENG,FW,36-350,70.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6318,Mame Biram Diouf,18.0,sn SEN,FW,30-030,20.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6319,Eric Maxim Choupo-Moting,10.0,cm CMR,LW,28-298,61.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,50.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6320,Ramadan Sobhi,32.0,eg EGY,LW,20-357,29.0,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6321,Xherdan Shaqiri,22.0,ch SUI,RW,26-097,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6322,Stephen Ireland,7.0,ie IRL,AM,31-146,90.0,2.0,0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,11.0,2.0,18.2,6.0,4.0,1.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6323,Darren Fletcher,24.0,sco SCO,DM,33-348,90.0,3.0,1,2.0,1.0,0.0,0.0,0.0,,0.0,15.0,2.0,13.3,2.0,12.0,1.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,01/15/2018,Stoke City,Manchester Utd
6324,Joe Allen,4.0,wal WAL,DM,27-307,90.0,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,2.0,20.0,2.0,3.0,5.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,01/15/2018,Stoke City,Manchester Utd
6325,Josh Tymon,12.0,eng ENG,LB,18-238,45.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,01/15/2018,Stoke City,Manchester Utd
6326,Kevin Wimmer,5.0,at AUT,LB,25-061,45.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0,,1.0,0.0,01/15/2018,Stoke City,Manchester Utd
6327,Bruno Martins Indi,15.0,nl NED,CB,25-341,90.0,1.0,0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,10.0,2.0,20.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,2,,3.0,0.0,01/15/2018,Stoke City,Manchester Utd
6328,Kurt Zouma,6.0,fr FRA,CB,23-080,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1,,6.0,0.0,01/15/2018,Stoke City,Manchester Utd
6329,Moritz Bauer,2.0,at AUT,RB,25-355,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,14.0,2.0,14.3,7.0,7.0,0.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6330,Jack Butland,1.0,eng ENG,GK,24-311,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/15/2018,Stoke City,Manchester Utd
6331,Solly March,20.0,eng ENG,FW,23-184,83.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,12.0,1.0,8.3,1.0,7.0,4.0,1.0,1.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Brighton,Chelsea
6332,JosÃ© Izquierdo,19.0,co COL,FW,25-197,7.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Brighton,Chelsea
6333,Tomer Hemed,10.0,il ISR,FW,30-263,68.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,3.0,23.1,0.0,3.0,10.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,01/20/2018,Brighton,Chelsea
6334,Glenn Murray,17.0,eng ENG,FW,34-117,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Brighton,Chelsea
6335,Davy PrÃ¶pper,24.0,nl NED,CM,26-140,90.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16.0,5.0,31.3,4.0,9.0,3.0,2.0,0.0,0.0,2.0,1,,1.0,0.0,01/20/2018,Brighton,Chelsea
6336,Pascal GroÃ,13.0,de GER,CM,26-219,68.0,2.0,0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,20.0,4.0,20.0,3.0,12.0,5.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,01/20/2018,Brighton,Chelsea
6337,Beram Kayal,7.0,il ISR,CM,29-263,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Brighton,Chelsea
6338,Dale Stephens,6.0,eng ENG,DM,28-222,90.0,3.0,3,2.0,1.0,0.0,0.0,2.0,0.0,2.0,22.0,8.0,36.4,10.0,12.0,0.0,3.0,1.0,0.0,2.0,2,,2.0,0.0,01/20/2018,Brighton,Chelsea
6339,Markus Suttner,29.0,at AUT,WB,30-279,90.0,2.0,2,2.0,0.0,0.0,1.0,3.0,33.3,2.0,13.0,2.0,15.4,9.0,1.0,3.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Brighton,Chelsea
6340,Ezequiel Schelotto,21.0,it ITA,WB,28-242,90.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,3.0,27.3,1.0,4.0,6.0,1.0,0.0,0.0,1.0,2,,0.0,1.0,01/20/2018,Brighton,Chelsea
6341,Lewis Dunk,5.0,eng ENG,CB,26-060,90.0,2.0,2,1.0,1.0,0.0,2.0,5.0,40.0,3.0,16.0,7.0,43.8,9.0,5.0,2.0,5.0,1.0,0.0,4.0,0,,3.0,0.0,01/20/2018,Brighton,Chelsea
6342,Shane Duffy,22.0,ie IRL,CB,26-019,90.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,10.0,7.0,3.0,0.0,1.0,0.0,0.0,1.0,0,,4.0,0.0,01/20/2018,Brighton,Chelsea
6343,Connor Goldson,18.0,eng ENG,CB,25-033,90.0,2.0,2,1.0,1.0,0.0,1.0,3.0,33.3,2.0,7.0,2.0,28.6,2.0,5.0,0.0,2.0,0.0,0.0,2.0,0,,1.0,0.0,01/20/2018,Brighton,Chelsea
6344,Mathew Ryan,1.0,au AUS,GK,25-287,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Brighton,Chelsea
6345,Michy Batshuayi,23.0,be BEL,FW,24-110,90.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,18.0,3.0,16.7,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Chelsea,Brighton
6346,Eden Hazard,10.0,be BEL,LW,27-013,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,33.3,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Chelsea,Brighton
6347,Willian,22.0,br BRA,RW,29-164,81.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,3.0,23.1,2.0,7.0,4.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Chelsea,Brighton
6348,Charly Musonda Jr.,17.0,be BEL,RW,21-097,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,01/20/2018,Chelsea,Brighton
6349,TiemouÃ© Bakayoko,14.0,fr FRA,DM,23-156,90.0,3.0,1,0.0,3.0,0.0,0.0,1.0,0.0,1.0,20.0,4.0,20.0,6.0,12.0,2.0,1.0,0.0,0.0,1.0,2,,2.0,0.0,01/20/2018,Chelsea,Brighton
6350,N'Golo KantÃ©,7.0,fr FRA,DM,26-297,90.0,3.0,2,3.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,5.0,33.3,7.0,7.0,1.0,0.0,0.0,0.0,0.0,3,,1.0,1.0,01/20/2018,Chelsea,Brighton
6351,Marcos Alonso,3.0,es ESP,WB,27-023,75.0,2.0,1,0.0,2.0,0.0,1.0,2.0,50.0,1.0,12.0,3.0,25.0,4.0,5.0,3.0,2.0,1.0,0.0,1.0,3,,2.0,0.0,01/20/2018,Chelsea,Brighton
6352,Davide Zappacosta,21.0,it ITA,WB,25-223,15.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Chelsea,Brighton
6353,Victor Moses,15.0,ng NGA,WB,27-039,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,01/20/2018,Chelsea,Brighton
6354,Antonio RÃ¼diger,2.0,de GER,CB,24-323,90.0,3.0,1,3.0,0.0,0.0,2.0,3.0,66.7,1.0,6.0,2.0,33.3,5.0,1.0,0.0,2.0,0.0,0.0,2.0,0,,3.0,0.0,01/20/2018,Chelsea,Brighton
6355,Andreas Christensen,27.0,dk DEN,CB,21-285,58.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,66.7,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0,,5.0,0.0,01/20/2018,Chelsea,Brighton
6356,David Luiz,30.0,br BRA,CB,30-273,32.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,,1.0,0.0,01/20/2018,Chelsea,Brighton
6357,CÃ©sar Azpilicueta,28.0,es ESP,CB,28-145,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,1.0,16.7,3.0,1.0,2.0,2.0,1.0,0.0,1.0,0,,2.0,0.0,01/20/2018,Chelsea,Brighton
6358,Willy Caballero,1.0,ar ARG,GK,36-114,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Chelsea,Brighton
6359,Jamie Vardy,9.0,eng ENG,FW,31-009,89.0,2.0,2,0.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,4.0,36.4,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Leicester City,Watford
6360,Adrien Silva,14.0,pt POR,FW,28-311,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Leicester City,Watford
6361,Shinji Okazaki,20.0,jp JPN,FW,31-279,65.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,3.0,25.0,1.0,5.0,6.0,2.0,1.0,0.0,1.0,1,,0.0,0.0,01/20/2018,Leicester City,Watford
6362,Demarai Gray,7.0,eng ENG,FW,21-206,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Leicester City,Watford
6363,Marc Albrighton,11.0,eng ENG,LM,28-063,90.0,1.0,0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,17.0,5.0,29.4,4.0,7.0,6.0,1.0,0.0,0.0,1.0,3,,1.0,0.0,01/20/2018,Leicester City,Watford
6364,Riyad Mahrez,26.0,dz ALG,RM,26-333,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,4.0,33.3,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Leicester City,Watford
6365,Matty James,22.0,eng ENG,DM,26-182,90.0,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,3.0,30.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,0.0,01/20/2018,Leicester City,Watford
6366,Wilfred Ndidi,25.0,ng NGA,DM,21-035,90.0,5.0,3,1.0,3.0,1.0,3.0,3.0,100.0,0.0,14.0,4.0,28.6,6.0,7.0,1.0,2.0,0.0,0.0,2.0,2,,5.0,0.0,01/20/2018,Leicester City,Watford
6367,Ben Chilwell,3.0,eng ENG,LB,21-030,90.0,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,50.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,01/20/2018,Leicester City,Watford
6368,Harry Maguire,15.0,eng ENG,CB,24-321,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,,8.0,0.0,01/20/2018,Leicester City,Watford
6369,Aleksandar DragoviÄ,16.0,at AUT,CB,26-320,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,16.7,2.0,4.0,0.0,3.0,1.0,0.0,2.0,0,,11.0,0.0,01/20/2018,Leicester City,Watford
6370,Daniel Amartey,18.0,gh GHA,RB,23-030,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,1.0,6.7,6.0,7.0,2.0,5.0,0.0,0.0,5.0,1,,2.0,0.0,01/20/2018,Leicester City,Watford
6371,Kasper Schmeichel,1.0,dk DEN,GK,31-076,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Leicester City,Watford
6372,Richarlison,11.0,br BRA,LW,20-255,90.0,2.0,2,2.0,0.0,0.0,1.0,1.0,100.0,0.0,27.0,5.0,18.5,8.0,14.0,5.0,2.0,1.0,0.0,1.0,0,,1.0,0.0,01/20/2018,Watford,Leicester City
6373,Troy Deeney,9.0,eng ENG,FW,29-205,90.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,2.0,13.3,0.0,10.0,5.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Watford,Leicester City
6374,AndrÃ© Carrillo,28.0,pe PER,RW,26-220,90.0,4.0,2,3.0,1.0,0.0,3.0,5.0,60.0,2.0,32.0,8.0,25.0,9.0,17.0,6.0,3.0,0.0,0.0,3.0,1,,0.0,0.0,01/20/2018,Watford,Leicester City
6375,Roberto Pereyra,37.0,ar ARG,AM,27-013,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,1.0,10.0,1.0,6.0,3.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Watford,Leicester City
6376,Andre Gray,18.0,eng ENG,AM,26-208,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,01/20/2018,Watford,Leicester City
6377,Abdoulaye DoucourÃ©,16.0,fr FRA,CM,25-019,90.0,3.0,2,2.0,1.0,0.0,1.0,7.0,14.3,6.0,25.0,5.0,20.0,8.0,13.0,4.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,01/20/2018,Watford,Leicester City
6378,Ben Watson,23.0,eng ENG,CM,32-195,90.0,4.0,3,3.0,1.0,0.0,1.0,4.0,25.0,3.0,18.0,4.0,22.2,6.0,10.0,2.0,1.0,0.0,0.0,1.0,4,,1.0,0.0,01/20/2018,Watford,Leicester City
6379,Marvin Zeegelaar,22.0,nl NED,LB,27-161,90.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,11.0,2.0,18.2,6.0,4.0,1.0,1.0,0.0,0.0,1.0,3,,3.0,0.0,01/20/2018,Watford,Leicester City
6380,Christian Kabasele,27.0,be BEL,CB,26-330,90.0,3.0,0,2.0,1.0,0.0,1.0,4.0,25.0,3.0,11.0,5.0,45.5,8.0,3.0,0.0,2.0,0.0,0.0,2.0,2,,5.0,0.0,01/20/2018,Watford,Leicester City
6381,Molla WaguÃ©,13.0,ml MLI,CB,26-333,61.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,5.0,62.5,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1,,5.0,0.0,01/20/2018,Watford,Leicester City
6382,Sebastian PrÃ¶dl,5.0,at AUT,CB,30-213,29.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,01/20/2018,Watford,Leicester City
6383,Daryl Janmaat,2.0,nl NED,RB,28-182,81.0,4.0,3,2.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,5.0,31.3,11.0,5.0,0.0,1.0,0.0,0.0,1.0,2,,1.0,0.0,01/20/2018,Watford,Leicester City
6384,Stefano Okaka,33.0,it ITA,RB,28-164,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Watford,Leicester City
6385,Orestis Karnezis,30.0,gr GRE,GK,32-193,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Watford,Leicester City
6386,Scott Arfield,37.0,ca CAN,LW,29-080,81.0,1.0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,26.0,6.0,23.1,6.0,13.0,7.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,01/20/2018,Burnley,Manchester Utd
6387,Georges-KÃ©vin N'Koudou,7.0,fr FRA,LM,22-341,9.0,2.0,2,2.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,1.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,01/20/2018,Burnley,Manchester Utd
6388,Ashley Barnes,10.0,eng ENG,FW,28-082,89.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,7.0,29.2,1.0,10.0,13.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,01/20/2018,Burnley,Manchester Utd
6389,Nahki Wells,21.0,bm BER,FW,27-233,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,01/20/2018,Burnley,Manchester Utd
6390,JÃ³hann Berg GuÃ°mundsson,17.0,is ISL,"RW,RM",27-085,90.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,29.0,12.0,41.4,14.0,10.0,5.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,01/20/2018,Burnley,Manchester Utd
